gene_name	gene_id	chr	start	end	gene_length	is_neuronal	is_neuronal_derived	is_key_gene	k119ub_ctrl_signal	k119ub_signal_log2fc	k119ub_signal_decile	length_quintile	atac_fold	atac_fdr	atac_n_peaks	atac_predicted	atac_predicted_sig	k27ac_fold	k27ac_fdr	k27ac_n_peaks	k27ac_predicted	k27ac_predicted_sig	k27me3_fold	k27me3_fdr	k27me3_n_peaks	k27me3_predicted	k27me3_predicted_sig	k119ub_fold	k119ub_fdr	k119ub_n_peaks	k119ub_predicted	k119ub_predicted_sig	n_marks_available	n_predicted	n_predicted_sig
Ggct	ENSMUSG00000002797.9	chr6	54982579	54992950	10371	FALSE	FALSE	FALSE	1.074161	0.476038	6	2	0.0604365652683986	0.783905117451536	1	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	0.0108847263444498	0.967670711727707	1	TRUE	FALSE	NA	NA	NA	FALSE	FALSE	2	1	0
Ggcx	ENSMUSG00000053460.8	chr6	72414307	72430712	16405	FALSE	FALSE	FALSE	0.561115	0.118139	2	3	-0.0204568544380256	0.917113997138521	2	TRUE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	1	1	0
Ggh	ENSMUSG00000073987.4	chr4	20042051	20066750	24699	FALSE	FALSE	FALSE	1.026781	0.456654	6	3	0.107162899814774	0.534180229145882	5	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	1.011741329	8.56e-20	4	TRUE	TRUE	2	1	1
Ggn	ENSMUSG00000031493.10	chr7	29170209	29173976	3767	FALSE	FALSE	FALSE	2.726104	-0.296074	10	1	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	-0.160595644	0.168195417	1	FALSE	FALSE	1	0	0
Ggnbp1	ENSMUSG00000048731.15	chr17	27017986	27037624	19638	FALSE	FALSE	FALSE	1.288408	0.020636	7	3	-0.130214543023901	0.515161952829112	4	TRUE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	1	1	0
Ggps1	ENSMUSG00000021302.10	chr13	14050658	14063488	12830	FALSE	FALSE	FALSE	0.464331	0.112837	2	2	0.0688533781890243	0.743024163912317	2	FALSE	FALSE	0.226604893663382	0.108093837040123	1	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	2	0	0
Ggt1	ENSMUSG00000006345.10	chr10	75561603	75586200	24597	FALSE	FALSE	FALSE	1.944847	0.072228	9	3	0.192021312426152	0.306671752839395	1	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	0.115851388613122	0.620033545813908	1	TRUE	FALSE	-0.020142013	0.902945934	3	FALSE	FALSE	3	1	0
Ggt5	ENSMUSG00000006344.17	chr10	75589339	75617200	27861	FALSE	FALSE	FALSE	1.250369	0.224196	7	3	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	0.03570301	0.861897399	1	TRUE	FALSE	1	1	0
Ggt6	ENSMUSG00000040471.17	chr11	72435525	72438400	2875	FALSE	FALSE	FALSE	1.487261	0.265412	8	1	-0.0633150407071429	0.789257117213012	1	TRUE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	1	1	0
Ggt7	ENSMUSG00000027603.15	chr2	155490378	155518237	27859	FALSE	FALSE	FALSE	1.056265	0.189761	6	3	0.0750315999541341	0.68508840112311	2	FALSE	FALSE	-0.0124125042295527	0.940860049971485	1	TRUE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	2	1	0
Ggta1	ENSMUSG00000035778.17	chr2	35400178	35463231	63053	FALSE	FALSE	FALSE	1.106771	-0.057532	6	4	0.139634330767625	0.553132427271503	1	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	-0.261084535883994	0.162764732400464	1	FALSE	FALSE	0.369077744	0.008936825	2	TRUE	TRUE	3	1	1
Gh	ENSMUSG00000020713.6	chr11	106300270	106301865	1595	TRUE	TRUE	FALSE	1.639083	-0.161427	8	1	0.0439018468403424	0.823048804665322	1	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	1	0	0
Ghdc	ENSMUSG00000017747.13	chr11	100766031	100770957	4926	FALSE	FALSE	FALSE	1.450809	0.070985	8	1	-0.0186386013150121	0.936974833436445	3	TRUE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	1	1	0
Ghitm	ENSMUSG00000041028.16	chr14	37120091	37135272	15181	FALSE	FALSE	FALSE	0.562299	0.184127	2	3	0.10983469271863	0.524744909939077	8	FALSE	FALSE	0.0630400431814384	0.667148379078826	1	FALSE	FALSE	0.176905475065073	0.402692358474728	14	TRUE	FALSE	0.518824376	9.67e-06	13	TRUE	TRUE	4	2	1
Ghr	ENSMUSG00000055737.12	chr15	3317759	3583492	265733	FALSE	FALSE	FALSE	0.771406	-0.150623	4	5	0.119062468811063	0.517404535052473	2	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	0.618102193	7.19e-10	2	TRUE	TRUE	2	1	1
Ghrh	ENSMUSG00000027643.9	chr2	157329496	157347506	18010	TRUE	TRUE	FALSE	1.355513	-0.103081	7	3	0.372181250674884	0.0798656666859154	3	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	1	0	0
Ghrhr	ENSMUSG00000004654.6	chr6	55376294	55388530	12236	TRUE	TRUE	FALSE	3.112573	-0.187121	10	2	-0.145543050674082	0.522532003976027	2	TRUE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	0.118626532	0.562263014	3	TRUE	FALSE	2	2	0
Ghrl	ENSMUSG00000064177.8	chr6	113716118	113719880	3762	TRUE	TRUE	FALSE	1.548393	-0.394831	8	1	-0.400377273170371	0.104485920560803	1	TRUE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	1	1	0
Ghsr	ENSMUSG00000051136.1	chr3	27371350	27378010	6660	TRUE	TRUE	FALSE	2.054981	-0.650431	9	2	0.651879009700778	0.000631596636055633	3	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	-0.234705077453237	0.21931684411056	2	FALSE	FALSE	-0.717998512	9.59e-05	3	FALSE	FALSE	3	0	0
Gid4	ENSMUSG00000018415.14	chr11	60417144	60450927	33783	FALSE	FALSE	FALSE	0.455736	-0.144285	1	4	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	0	0	0
Gid8	ENSMUSG00000027573.11	chr2	180710116	180718733	8617	FALSE	FALSE	FALSE	0.504326	-0.21886	2	2	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	0	0	0
Gigyf1	ENSMUSG00000029714.11	chr5	137518547	137527935	9388	FALSE	FALSE	FALSE	1.152041	-0.347152	6	2	-0.0127170063193054	0.953177889379871	5	TRUE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	1	1	0
Gigyf2	ENSMUSG00000048000.15	chr1	87326997	87450796	123799	TRUE	TRUE	FALSE	0.390619	-0.29558	1	5	0.0668736157361352	0.708284901756291	2	FALSE	FALSE	0.0126827667230235	0.947661302939813	1	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	2	0	0
Gimap1	ENSMUSG00000090019.5	chr6	48739053	48743795	4742	FALSE	FALSE	FALSE	1.41773	-0.188791	7	1	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	-0.267451898294288	0.118603117848617	1	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	1	0	0
Gimap3	ENSMUSG00000039264.9	chr6	48764463	48770851	6388	TRUE	TRUE	FALSE	1.216853	-0.215774	7	1	0.151940663059753	0.436525534017396	1	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	1	0	0
Gimap4	ENSMUSG00000054435.16	chr6	48684548	48692060	7512	FALSE	FALSE	FALSE	1.204073	-0.298612	7	2	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	0	0	0
Gimap5	ENSMUSG00000043505.8	chr6	48746196	48754210	8014	TRUE	TRUE	FALSE	1.088864	-0.30227	6	2	0.154428715459487	0.468527554593079	2	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	1	0	0
Gimap6	ENSMUSG00000047867.11	chr6	48701581	48708225	6644	FALSE	FALSE	FALSE	1.03602	-0.161895	6	2	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	0	0	0
Gimap7	ENSMUSG00000043931.10	chr6	48718620	48724636	6016	FALSE	FALSE	FALSE	0.95612	-0.422886	5	1	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	0	0	0
Gimap8	ENSMUSG00000064262.7	chr6	48647233	48660875	13642	FALSE	FALSE	FALSE	0.887108	0.058706	5	2	0.115961416591249	0.60129544636373	1	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	1	0	0
Gimap9	ENSMUSG00000051124.6	chr6	48676128	48679114	2986	FALSE	FALSE	FALSE	1.287847	0.446225	7	1	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	0	0	0
Gimd1	ENSMUSG00000091721.4	chr3	132629819	132645351	15532	FALSE	FALSE	FALSE	0.508049	-0.388476	2	3	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	0	0	0
Gin1	ENSMUSG00000026333.14	chr1	97770171	97793709	23538	FALSE	FALSE	FALSE	0.677393	0.213175	3	3	0.0472297564587829	0.799117389314347	1	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	1.106261389	1.83e-13	1	TRUE	TRUE	2	1	1
Ginm1	ENSMUSG00000040006.13	chr10	7767946	7792824	24878	FALSE	FALSE	FALSE	0.535008	0.518863	2	3	0.104273849899241	0.567777604369528	2	FALSE	FALSE	0.196516670885065	0.218057603471097	1	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	2	0	0
Gins1	ENSMUSG00000027454.10	chr2	150905399	150931280	25881	FALSE	FALSE	FALSE	0.621037	1.079021	3	3	0.121941180504493	0.500745832294403	1	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	1	0	0
Gins2	ENSMUSG00000031821.11	chr8	120578632	120589304	10672	FALSE	FALSE	FALSE	2.955248	-0.221956	10	2	-0.0779650571600126	0.698339725322638	4	TRUE	FALSE	-0.275584090854775	0.133363291761477	1	TRUE	FALSE	NA	NA	NA	FALSE	FALSE	-0.163431735	0.459892561	1	FALSE	FALSE	3	2	0
Gins3	ENSMUSG00000031669.10	chr8	95633452	95645060	11608	FALSE	FALSE	FALSE	0.584195	0.443085	3	2	0.152030776317712	0.402591655310768	1	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	0.278961659707534	0.274973655550522	1	TRUE	FALSE	NA	NA	NA	FALSE	FALSE	2	1	0
Gins4	ENSMUSG00000031546.6	chr8	23226615	23237659	11044	FALSE	FALSE	FALSE	0.363392	0.281102	1	2	0.0879271049647096	0.63473797492626	1	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	1	0	0
Gip	ENSMUSG00000014351.12	chr11	96024544	96030831	6287	TRUE	TRUE	FALSE	0.828119	-0.418805	4	1	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	0.294265185725423	0.228418282045274	2	TRUE	FALSE	NA	NA	NA	FALSE	FALSE	1	1	0
Gipc1	ENSMUSG00000019433.9	chr8	83652676	83664694	12018	TRUE	TRUE	FALSE	1.370453	0.134304	7	2	0.0731959116605028	0.678211221097165	1	FALSE	FALSE	0.0710990912113809	0.684298153867999	1	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	2	0	0
Gipc2	ENSMUSG00000039131.15	chr3	152093532	152166230	72698	FALSE	FALSE	FALSE	1.494004	0.536925	8	5	0.109487985473553	0.608321614362363	11	FALSE	FALSE	0.155504946079822	0.404490186749227	2	FALSE	FALSE	-0.278123069157674	0.189165743909782	3	FALSE	FALSE	0.319792693	0.015649166	3	TRUE	TRUE	4	1	1
Gipc3	ENSMUSG00000034872.6	chr10	81335264	81343266	8002	FALSE	FALSE	FALSE	1.615639	-0.099734	8	2	0.182311107887018	0.373214512978227	1	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	1	0	0
Gipr	ENSMUSG00000030406.7	chr7	19156060	19166127	10067	TRUE	FALSE	FALSE	1.726037	0.359555	8	2	0.0281118239438803	0.890909421220213	1	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	1.75472679511331	8.99328880372137e-09	1	TRUE	TRUE	NA	NA	NA	FALSE	FALSE	2	1	1
Git1	ENSMUSG00000011877.13	chr11	77493561	77507786	14225	TRUE	TRUE	FALSE	1.898296	0.142525	9	2	0.210977577880406	0.296974122083053	7	FALSE	FALSE	-0.130906026340296	0.365746393634576	3	TRUE	FALSE	NA	NA	NA	FALSE	FALSE	0.093273373	0.543377939	1	TRUE	FALSE	3	2	0
Git2	ENSMUSG00000041890.17	chr5	114727406	114775517	48111	TRUE	TRUE	FALSE	1.157786	-0.21979	6	4	0.0933527967448147	0.589964694376326	10	FALSE	FALSE	-0.0249597901037858	0.870136428234049	10	TRUE	FALSE	NA	NA	NA	FALSE	FALSE	-0.56906254	0.000675306	1	FALSE	FALSE	3	1	0
Gja1	ENSMUSG00000050953.10	chr10	56377329	56402513	25184	TRUE	TRUE	FALSE	2.783291	0.151085	10	3	0.184011241564486	0.413022510645528	4	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	-0.157530132327815	0.470138880358275	2	FALSE	FALSE	0.076888616	0.504672098	2	TRUE	FALSE	3	1	0
Gja10	ENSMUSG00000051056.5	chr4	32596959	32602760	5801	TRUE	TRUE	FALSE	1.953862	-0.320295	9	1	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	0.214512068169145	0.293616180487476	1	TRUE	FALSE	NA	NA	NA	FALSE	FALSE	1	1	0
Gja3	ENSMUSG00000048582.7	chr14	57034459	57058100	23641	TRUE	TRUE	FALSE	0.926271	-0.501998	5	3	0.180057280365221	0.471101125008207	1	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	-0.217773320363838	0.217067077004848	1	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	2	0	0
Gja4	ENSMUSG00000050234.7	chr4	127311420	127314039	2619	FALSE	FALSE	FALSE	6.42653	-0.142342	10	1	0.853177901747646	5.84762044636204e-05	3	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	-0.688899361652237	0.00492592572870667	1	FALSE	FALSE	-0.33341145	0.005313458	1	FALSE	FALSE	3	0	0
Gja5	ENSMUSG00000057123.14	chr3	96904692	97077416	172724	FALSE	FALSE	FALSE	1.42859	0.550056	7	5	-0.0542453956423133	0.821252245578298	5	TRUE	FALSE	-0.778446417968619	6.20632189561719e-05	1	TRUE	TRUE	NA	NA	NA	FALSE	FALSE	-0.07403414	0.643799179	4	FALSE	FALSE	3	2	1
Gja6	ENSMUSG00000055691.5	chrX	160902115	160907052	4937	FALSE	FALSE	FALSE	1.142289	0.063949	6	1	-0.103337130145014	0.633494476310743	3	TRUE	FALSE	0.15380739833091	0.351450073026628	3	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	2	1	0
Gja8	ENSMUSG00000049908.6	chr3	96913565	96926020	12455	FALSE	FALSE	FALSE	1.19387	-0.244679	7	2	0.670612611616874	0.028234315612816	3	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	0.302044912595597	0.105585766035324	1	TRUE	FALSE	-0.084298593	0.578026953	3	FALSE	FALSE	3	1	0
Gjb1	ENSMUSG00000047797.14	chrX	101376377	101385629	9252	FALSE	FALSE	FALSE	2.06753	0.211667	9	2	0.227093141165395	0.327505259918419	2	FALSE	FALSE	0.129857646570737	0.481997783431185	1	FALSE	FALSE	0.409098011696608	0.0384280421782245	1	TRUE	TRUE	0.106349719	0.665987812	1	TRUE	FALSE	4	2	1
Gjb2	ENSMUSG00000046352.7	chr14	57098599	57104702	6103	TRUE	TRUE	FALSE	4.119764	-0.326483	10	1	-0.0199441994055508	0.937307191326518	2	TRUE	FALSE	NA	NA	NA	FALSE	FALSE	-0.284907834674361	0.0901073232118273	2	FALSE	FALSE	-0.296345124	0.003829221	2	FALSE	FALSE	3	1	0
Gjb3	ENSMUSG00000042367.12	chr4	127325234	127330844	5610	FALSE	FALSE	FALSE	2.189963	-0.25521	9	1	0.319390231436013	0.0717538843645985	3	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	-0.0950147732921699	0.704350743928818	1	FALSE	FALSE	-0.465971726	0.001863333	1	FALSE	FALSE	3	0	0
Gjb4	ENSMUSG00000046623.8	chr4	127351085	127354081	2996	TRUE	TRUE	FALSE	1.508995	-0.352433	8	1	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	0	0	0
Gjb5	ENSMUSG00000042357.2	chr4	127354808	127358181	3373	FALSE	FALSE	FALSE	1.885112	-0.339209	9	1	0.134720385917954	0.525769012659905	9	FALSE	FALSE	-0.175584922848877	0.483714451827397	1	TRUE	FALSE	-0.18894749230947	0.479909386670788	1	FALSE	FALSE	-0.595852742	0.000179239	4	FALSE	FALSE	4	1	0
Gjb6	ENSMUSG00000040055.9	chr14	57123302	57133611	10309	TRUE	TRUE	FALSE	2.011771	-0.601594	9	2	0.205308474467988	0.349137527001935	6	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	-0.333380419892445	0.0370428664803057	1	FALSE	FALSE	-0.723756178	7.56e-09	1	FALSE	FALSE	3	0	0
Gjc1	ENSMUSG00000034520.14	chr11	102799578	102819700	20122	TRUE	TRUE	FALSE	1.035952	-0.147592	6	3	0.180676481881819	0.411545666476395	1	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	-0.599311572	0.000175122	1	FALSE	FALSE	2	0	0
Gjc2	ENSMUSG00000043448.13	chr11	59175567	59183213	7646	TRUE	TRUE	FALSE	2.230333	-0.480747	9	2	0.169739402267852	0.365031731104556	2	FALSE	FALSE	0.0635474210107515	0.726971213676214	1	FALSE	FALSE	0.000154152937394305	0.999669330599337	1	TRUE	FALSE	-0.272329101	0.069397285	2	FALSE	FALSE	4	1	0
Gjd2	ENSMUSG00000068615.4	chr2	114009600	114013619	4019	TRUE	TRUE	FALSE	3.767624	0.464964	10	1	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	0	0	0
Gjd3	ENSMUSG00000047197.1	chr11	98982179	98983016	837	FALSE	FALSE	FALSE	2.251204	-0.212709	9	1	0.442290210915404	0.0133095220125191	3	FALSE	FALSE	0.373484719125113	0.214332295592285	1	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	-0.223156694	0.086945014	1	FALSE	FALSE	3	0	0
Gjd4	ENSMUSG00000036855.3	chr18	9278606	9282809	4203	FALSE	FALSE	FALSE	0.916447	-0.369368	5	1	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	0	0	0
Gje1	ENSMUSG00000019867.4	chr10	14715622	14718214	2592	FALSE	FALSE	FALSE	0.662888	-0.177515	3	1	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	0	0	0
Gk	ENSMUSG00000025059.16	chrX	85701936	85776819	74883	FALSE	FALSE	FALSE	0.605912	-0.235711	3	5	0.0576634790972853	0.778170826640117	3	FALSE	FALSE	0.179319879707974	0.230001551666025	1	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	0.293926243	0.033053269	1	TRUE	TRUE	3	1	1
Gk2	ENSMUSG00000050553.3	chr5	97455141	97457021	1880	FALSE	FALSE	FALSE	2.18882	0.10437	9	1	0.255169950503463	0.303324565918885	8	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	0.912306106890875	8.55970928617066e-05	14	TRUE	TRUE	0.108158934	0.428085171	12	TRUE	FALSE	3	2	1
Gk5	ENSMUSG00000041440.18	chr9	96119361	96184608	65247	FALSE	FALSE	FALSE	0.431663	0.034081	1	4	0.277705084783089	0.189665167265965	2	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	1	0	0
Gkap1	ENSMUSG00000021552.7	chr13	58233345	58275699	42354	FALSE	FALSE	FALSE	0.676324	-0.095224	3	4	0.164529096319492	0.397751432046454	3	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	1	0	0
Gkn1	ENSMUSG00000030050.4	chr6	87345649	87350942	5293	FALSE	FALSE	FALSE	1.086849	-0.298337	6	1	0.012360273726479	0.96258245306674	1	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	1	0	0
Gkn2	ENSMUSG00000030049.5	chr6	87373356	87379497	6141	FALSE	FALSE	FALSE	1.089963	-0.366541	6	1	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	0	0	0
Gkn3	ENSMUSG00000030048.5	chr6	87383255	87388935	5680	FALSE	FALSE	FALSE	2.731034	0.044103	10	1	-0.0774656427119644	0.721767204824695	1	TRUE	FALSE	NA	NA	NA	FALSE	FALSE	0.0121761818780804	0.958066587689378	1	TRUE	FALSE	-0.171714206	0.300823677	1	FALSE	FALSE	3	2	0
Gla	ENSMUSG00000031266.7	chrX	134588148	134601125	12977	TRUE	FALSE	FALSE	0.610011	0.463328	3	2	0.0516920345667075	0.779892469465405	1	FALSE	FALSE	-0.0466041156846427	0.764439413728208	1	TRUE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	2	1	0
Glb1	ENSMUSG00000045594.10	chr9	114401075	114474898	73823	FALSE	FALSE	FALSE	0.481573	-0.217719	2	5	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	0	0	0
Glb1l	ENSMUSG00000026200.13	chr1	75198235	75210813	12578	FALSE	FALSE	FALSE	0.703734	0.42362	4	2	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	0	0	0
Glb1l2	ENSMUSG00000036395.15	chr9	26763043	26806468	43425	FALSE	FALSE	FALSE	1.535203	-0.242452	8	4	0.840722924680307	4.40213463272806e-05	3	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	-0.427584986545058	0.0244642025063727	2	FALSE	FALSE	-0.291111058	0.034482027	2	FALSE	FALSE	3	0	0
Glb1l3	ENSMUSG00000031966.7	chr9	26817952	26860890	42938	FALSE	FALSE	FALSE	0.449955	-0.399599	1	4	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	0	0	0
Glcci1	ENSMUSG00000029638.17	chr6	8509599	8597548	87949	FALSE	FALSE	FALSE	1.01548	0.372361	6	5	0.309241675468353	0.135080073728953	2	FALSE	FALSE	0.0119246623319861	0.945624992928651	2	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	0.497581364	0.000103722	1	TRUE	TRUE	3	1	1
Glce	ENSMUSG00000032252.14	chr9	62057247	62122655	65408	FALSE	FALSE	FALSE	0.680386	0.146048	3	4	0.292300774387522	0.28120881889562	7	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	-0.146760266	0.321523275	4	FALSE	FALSE	2	0	0
Gldc	ENSMUSG00000024827.10	chr19	30098446	30175429	76983	FALSE	FALSE	FALSE	0.973	-0.266373	5	5	0.277539850504478	0.163035869444703	5	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	-0.0220791278282589	0.917634007572153	3	FALSE	FALSE	-0.228819234	0.131943494	1	FALSE	FALSE	3	0	0
Gldn	ENSMUSG00000046167.5	chr9	54286485	54341786	55301	TRUE	TRUE	FALSE	0.749156	-0.192047	4	4	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	-0.217110463778147	0.348060048024371	1	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	1	0	0
Gle1	ENSMUSG00000019715.14	chr2	29935425	29960371	24946	FALSE	FALSE	FALSE	0.374524	-0.274196	1	3	0.0688216117064324	0.72482658334765	2	FALSE	FALSE	0.109179558133606	0.43710528220851	1	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	2	0	0
Glg1	ENSMUSG00000003316.14	chr8	111154420	111259216	104796	FALSE	FALSE	FALSE	0.412682	-0.217791	1	5	0.0787625125729071	0.683829426978637	5	FALSE	FALSE	0.229031215381152	0.116293404275866	3	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	2	0	0
Gli1	ENSMUSG00000025407.7	chr10	127329881	127341974	12093	TRUE	TRUE	FALSE	3.893942	-0.041728	10	2	0.203263473434439	0.245655279730492	2	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	-0.118949432304814	0.575489625498926	2	FALSE	FALSE	-0.208734589	0.042846815	1	FALSE	FALSE	3	0	0
Gli2	ENSMUSG00000048402.14	chr1	118834131	119053619	219488	TRUE	TRUE	FALSE	3.19865	0.213522	10	5	0.655449507342415	0.00140207756353391	21	FALSE	FALSE	0.665341445922805	0.00378071179814003	1	FALSE	FALSE	-0.314035392567555	0.117535756182361	20	FALSE	FALSE	-0.222684377	0.040167969	14	FALSE	FALSE	4	0	0
