gene_name	chr	K119ub_up	mch_hyper
Spata1	chr3	FALSE	FALSE
Kdm3a	chr6	FALSE	FALSE
Lims2	chr18	FALSE	FALSE
Pten	chr19	FALSE	FALSE
Pak3	chrX	FALSE	TRUE
Dnttip1	chr2	FALSE	FALSE
Zfp346	chr13	FALSE	FALSE
Gabrp	chr11	FALSE	FALSE
Hgf	chr5	FALSE	TRUE
Marchf7	chr2	FALSE	FALSE
Insrr	chr3	FALSE	FALSE
Trf	chr9	TRUE	FALSE
L3mbtl2	chr15	FALSE	FALSE
Cmah	chr13	FALSE	TRUE
Enpep	chr3	FALSE	FALSE
Mtg2	chr2	FALSE	FALSE
Kcnh2	chr5	TRUE	FALSE
Cfap43	chr19	TRUE	TRUE
Slc25a15	chr8	TRUE	FALSE
Eng	chr2	FALSE	FALSE
Map7d2	chrX	FALSE	FALSE
Ppp4r1	chr17	FALSE	FALSE
Itih4	chr14	TRUE	FALSE
Mical3	chr6	FALSE	TRUE
Etnk1	chr6	TRUE	FALSE
Gbx1	chr5	FALSE	FALSE
Fbxw2	chr2	FALSE	FALSE
Fcrl5	chr3	FALSE	FALSE
Tbc1d9b	chr11	FALSE	FALSE
Pcdhac1	chr18	TRUE	FALSE
Rab8b	chr9	FALSE	TRUE
Lypd6b	chr2	TRUE	FALSE
Hmg20a	chr9	TRUE	FALSE
Calb2	chr8	TRUE	TRUE
Fads2b	chr2	FALSE	FALSE
Tent4b	chr8	FALSE	FALSE
Adamts16	chr13	TRUE	TRUE
Wdr89	chr12	TRUE	FALSE
Thada	chr17	FALSE	TRUE
Aqp7	chr4	FALSE	FALSE
Ccdc149	chr5	TRUE	FALSE
Soat1	chr1	FALSE	FALSE
Aldh1l2	chr10	TRUE	FALSE
Vmn2r3	chr3	FALSE	FALSE
Itgal	chr7	FALSE	FALSE
Gpr176	chr2	TRUE	FALSE
Shoc2	chr19	TRUE	FALSE
Ythdc2	chr18	TRUE	FALSE
Edem3	chr1	FALSE	FALSE
Fbxl4	chr4	TRUE	FALSE
Bcl11a	chr11	TRUE	TRUE
Adgra3	chr5	TRUE	FALSE
Aplp2	chr9	FALSE	TRUE
Tnfrsf8	chr4	FALSE	FALSE
Ermp1	chr19	TRUE	FALSE
Tgs1	chr4	FALSE	FALSE
Emc2	chr15	TRUE	FALSE
Nell2	chr15	TRUE	TRUE
Hic1	chr11	FALSE	FALSE
Ptpre	chr7	FALSE	FALSE
Ube2j2	chr4	FALSE	FALSE
Rims3	chr4	TRUE	TRUE
Myh7	chr14	FALSE	FALSE
Gigyf1	chr5	FALSE	FALSE
Sptlc3	chr2	TRUE	TRUE
Cdh9	chr15	FALSE	TRUE
Eif5a	chr11	FALSE	FALSE
Mgat4c	chr10	FALSE	TRUE
Glis3	chr19	FALSE	TRUE
Rcor3	chr1	FALSE	FALSE
Prlr	chr15	FALSE	TRUE
Pde2a	chr7	TRUE	FALSE
Map3k5	chr10	TRUE	TRUE
Tectb	chr19	FALSE	FALSE
Szt2	chr4	FALSE	FALSE
Rpp14	chr14	TRUE	FALSE
Uba6	chr5	TRUE	FALSE
Otud1	chr2	TRUE	TRUE
Ippk	chr13	FALSE	FALSE
Rab44	chr17	FALSE	FALSE
Dcdc2c	chr12	FALSE	FALSE
Camk1g	chr1	TRUE	FALSE
Lyrm2	chr4	TRUE	FALSE
Dido1	chr2	FALSE	TRUE
Dhx33	chr11	TRUE	FALSE
Ppp5c	chr7	TRUE	FALSE
Usp45	chr4	TRUE	FALSE
Fads6	chr11	FALSE	FALSE
Tph1	chr7	TRUE	TRUE
Fam53b	chr7	TRUE	TRUE
Arglu1	chr8	FALSE	FALSE
Rtn4	chr11	TRUE	FALSE
Lancl2	chr6	TRUE	FALSE
Sorcs3	chr19	FALSE	TRUE
Rab11fip5	chr6	TRUE	FALSE
Anapc4	chr5	TRUE	FALSE
Selplg	chr5	FALSE	FALSE
Map3k6	chr4	FALSE	FALSE
Kera	chr10	TRUE	TRUE
Col26a1	chr5	FALSE	TRUE
Grhpr	chr4	TRUE	FALSE
Ccdc62	chr5	FALSE	FALSE
Cdk12	chr11	FALSE	TRUE
Serinc4	chr2	TRUE	FALSE
Fam20b	chr1	TRUE	FALSE
Il1r2	chr1	TRUE	FALSE
4933428G20Rik	chr11	FALSE	FALSE
Prg4	chr1	FALSE	FALSE
Asxl1	chr2	FALSE	FALSE
Xab2	chr8	FALSE	FALSE
Elp3	chr14	FALSE	FALSE
Zbtb8a	chr4	FALSE	FALSE
Srebf1	chr11	FALSE	FALSE
Casp4	chr9	TRUE	FALSE
Pcgf3	chr5	FALSE	FALSE
Upf3b	chrX	FALSE	FALSE
Jakmip1	chr5	FALSE	FALSE
Hivep1	chr13	TRUE	TRUE
Ptprh	chr7	FALSE	FALSE
Dhx34	chr7	FALSE	FALSE
1700102P08Rik	chr9	FALSE	FALSE
1110002E22Rik	chr3	TRUE	TRUE
Itpkb	chr1	TRUE	FALSE
Ugt3a1	chr15	FALSE	TRUE
Tug1	chr11	FALSE	FALSE
4930564D02Rik	chr3	TRUE	FALSE
Rprd1a	chr18	FALSE	TRUE
Gabrr3	chr16	FALSE	FALSE
Xrn2	chr2	FALSE	FALSE
Gpr137c	chr14	FALSE	FALSE
Ccn5	chr2	FALSE	FALSE
Vps35l	chr7	TRUE	FALSE
Hikeshi	chr7	TRUE	TRUE
Fzd3	chr14	TRUE	FALSE
Limk2	chr11	FALSE	FALSE
Arf2	chr11	FALSE	FALSE
Pp2d1	chr17	FALSE	FALSE
Ttc13	chr8	FALSE	FALSE
Bmper	chr9	TRUE	TRUE
Ints4	chr7	TRUE	TRUE
AI182371	chr2	FALSE	FALSE
Npy2r	chr3	TRUE	FALSE
Arhgef40	chr14	TRUE	FALSE
Btbd16	chr7	FALSE	FALSE
Zpbp	chr11	FALSE	TRUE
Prss23	chr7	FALSE	FALSE
Ttll8	chr15	FALSE	FALSE
Tecrl	chr5	TRUE	FALSE
Tnip3	chr6	FALSE	TRUE
Pls3	chrX	FALSE	FALSE
Mtrex	chr13	FALSE	TRUE
Lats2	chr14	TRUE	FALSE
Cxxc5	chr18	FALSE	FALSE
Tmem266	chr9	FALSE	TRUE
Kcnt2	chr1	FALSE	TRUE
Impa2	chr18	TRUE	FALSE
Mlc1	chr15	FALSE	FALSE
Ndufc1	chr3	TRUE	FALSE
Adck2	chr6	TRUE	FALSE
Xkr4	chr1	TRUE	TRUE
Tacr3	chr3	FALSE	TRUE
Tmem30a	chr9	FALSE	FALSE
Ros1	chr10	FALSE	FALSE
Eif3l	chr15	FALSE	FALSE
Bin1	chr18	FALSE	FALSE
Ahr	chr12	TRUE	FALSE
Gart	chr16	FALSE	FALSE
Shisa6	chr11	FALSE	TRUE
Copb1	chr7	FALSE	FALSE
Ccdc158	chr5	FALSE	FALSE
Rab2a	chr4	TRUE	TRUE
Ttc9	chr12	FALSE	FALSE
Rnf122	chr8	TRUE	TRUE
Myh15	chr16	FALSE	TRUE
Mllt1	chr17	FALSE	FALSE
Ecpas	chr4	FALSE	TRUE
Gm12695	chr4	TRUE	TRUE
Plxna1	chr6	FALSE	FALSE
Corin	chr5	TRUE	TRUE
Kcnj15	chr16	FALSE	FALSE
Bbs9	chr9	TRUE	TRUE
Abhd15	chr11	FALSE	FALSE
H60c	chr10	TRUE	TRUE
Slc25a23	chr17	TRUE	FALSE
Agtpbp1	chr13	TRUE	TRUE
Slc16a10	chr10	TRUE	TRUE
Cfap161	chr7	TRUE	TRUE
Slfn9	chr11	TRUE	FALSE
Gpld1	chr13	TRUE	FALSE
Gtf2ird2	chr5	FALSE	FALSE
Pigg	chr5	FALSE	FALSE
Usp26	chrX	FALSE	FALSE
Arhgap33os	chr7	FALSE	FALSE
Atp2b3	chrX	FALSE	FALSE
Tceanc2	chr4	TRUE	FALSE
Serpinb5	chr1	FALSE	FALSE
Mylk2	chr2	TRUE	FALSE
Mmrn1	chr6	FALSE	FALSE
Ulbp1	chr10	TRUE	FALSE
Slc25a17	chr15	FALSE	FALSE
Rgp1	chr4	TRUE	FALSE
Dnajc13	chr9	FALSE	TRUE
Tram2	chr1	TRUE	FALSE
Zc3h14	chr12	FALSE	FALSE
4930402K13Rik	chrX	FALSE	FALSE
Dsp	chr13	FALSE	FALSE
Mmgt2	chr11	FALSE	FALSE
Eftud2	chr11	FALSE	FALSE
Cyb5b	chr8	FALSE	FALSE
Septin7	chr9	FALSE	FALSE
Ormdl1	chr1	TRUE	TRUE
Pih1d2	chr9	TRUE	FALSE
Aven	chr2	TRUE	TRUE
Lrp1	chr10	FALSE	FALSE
Gch1	chr14	TRUE	FALSE
Snupn	chr9	TRUE	FALSE
Psd	chr19	TRUE	FALSE
Dpysl2	chr14	FALSE	FALSE
Mbnl1	chr3	TRUE	TRUE
Ptpn9	chr9	FALSE	FALSE
Nudt2	chr4	TRUE	FALSE
Gngt2	chr11	FALSE	FALSE
Stx11	chr10	TRUE	FALSE
Sacs	chr14	TRUE	FALSE
Snx3	chr10	FALSE	FALSE
Dnajc22	chr15	FALSE	FALSE
Il12rb2	chr6	FALSE	FALSE
Trim25	chr11	FALSE	FALSE
Oaf	chr9	FALSE	FALSE
Atp1a4	chr1	TRUE	TRUE
Spc24	chr9	TRUE	TRUE
Spns3	chr11	FALSE	FALSE
Ciz1	chr2	FALSE	FALSE
Gucy2c	chr6	FALSE	FALSE
Nrip3	chr7	TRUE	FALSE
Clec5a	chr6	FALSE	FALSE
Il12rb1	chr8	FALSE	FALSE
Prkcz	chr4	FALSE	FALSE
Fam81a	chr9	TRUE	FALSE
Dclre1c	chr2	TRUE	FALSE
Prrc1	chr18	TRUE	FALSE
Drosha	chr15	FALSE	FALSE
Psd4	chr2	FALSE	FALSE
Zfp507	chr7	FALSE	FALSE
Psmd1	chr1	FALSE	TRUE
Vcl	chr14	TRUE	TRUE
Glod4	chr11	FALSE	TRUE
Ankrd35	chr3	TRUE	FALSE
Fmo6	chr1	FALSE	FALSE
Cables1	chr18	TRUE	FALSE
Krt25	chr11	FALSE	FALSE
Nup214	chr2	FALSE	FALSE
Snx8	chr5	FALSE	FALSE
Nsun3	chr16	FALSE	TRUE
Fyco1	chr9	FALSE	TRUE
Hmgxb3	chr18	FALSE	TRUE
Tmem54	chr4	TRUE	FALSE
Foxo3	chr10	FALSE	TRUE
Parvg	chr15	TRUE	FALSE
Limk1	chr5	TRUE	FALSE
Gmeb2	chr2	FALSE	FALSE
Dcbld2	chr16	TRUE	TRUE
Zfp326	chr5	FALSE	FALSE
Asb7	chr7	FALSE	FALSE
Gmps	chr3	FALSE	FALSE
Fkbp14	chr6	TRUE	TRUE
Muc15	chr2	TRUE	TRUE
Xcr1	chr9	TRUE	FALSE
Pir	chrX	FALSE	TRUE
Srfbp1	chr18	TRUE	FALSE
Herc4	chr10	FALSE	TRUE
Npr1	chr3	FALSE	FALSE
Daw1	chr1	TRUE	TRUE
Crtap	chr9	TRUE	FALSE
Ttll4	chr1	FALSE	FALSE
Rbm26	chr14	FALSE	FALSE
Mga	chr2	FALSE	FALSE
Kndc1	chr7	FALSE	FALSE
Plaat1	chr16	TRUE	TRUE
Synpo2	chr3	FALSE	TRUE
Timm23	chr14	FALSE	FALSE
Wdr43	chr17	TRUE	FALSE
Aif1l	chr2	TRUE	FALSE
Tnfrsf1b	chr4	FALSE	FALSE
Rbbp8	chr18	TRUE	TRUE
Vezf1	chr11	FALSE	FALSE
Gtf3c2	chr5	TRUE	FALSE
Slc43a2	chr11	FALSE	FALSE
Spata45	chr1	TRUE	FALSE
Bpifb9b	chr2	FALSE	FALSE
Pibf1	chr14	TRUE	TRUE
Arl13a	chrX	FALSE	FALSE
Birc6	chr17	FALSE	TRUE
Jazf1	chr6	TRUE	FALSE
Ncdn	chr4	FALSE	FALSE
Ska3	chr14	TRUE	FALSE
H2bc4	chr13	TRUE	TRUE
Slc12a8	chr16	TRUE	FALSE
Myom2	chr8	TRUE	FALSE
Prpf6	chr2	TRUE	TRUE
Nup210	chr6	FALSE	TRUE
Madd	chr2	FALSE	TRUE
Fbln5	chr12	TRUE	FALSE
Mrrf	chr2	FALSE	FALSE
Rorb	chr19	FALSE	TRUE
Traf3ip1	chr1	FALSE	FALSE
Slc35a3	chr3	TRUE	TRUE
Rab39	chr9	FALSE	FALSE
Itpr1	chr6	TRUE	TRUE
Mier1	chr4	TRUE	FALSE
Cyp7b1	chr3	TRUE	TRUE
Bysl	chr17	FALSE	FALSE
Rusc2	chr4	TRUE	FALSE
Cldn10	chr14	FALSE	FALSE
Kif28	chr1	FALSE	FALSE
Unc45b	chr11	FALSE	FALSE
Pla2g2f	chr4	TRUE	FALSE
Phf24	chr4	TRUE	FALSE
Sh2d1b1	chr1	FALSE	FALSE
Trpm1	chr7	TRUE	TRUE
Fnbp1l	chr3	TRUE	TRUE
Crlf1	chr8	TRUE	FALSE
Ccdc177	chr12	FALSE	FALSE
Zfp12	chr5	FALSE	FALSE
Hars2	chr18	TRUE	FALSE
Gad1	chr2	TRUE	FALSE
Tent5d	chrX	TRUE	FALSE
Spata31d1a	chr13	FALSE	FALSE
Ubash3a	chr17	FALSE	FALSE
Sh3bgrl	chrX	TRUE	FALSE
Tnfrsf13b	chr11	FALSE	FALSE
Csf2rb2	chr15	FALSE	FALSE
Neurl1b	chr17	FALSE	FALSE
Impg2	chr16	FALSE	FALSE
Begain	chr12	FALSE	FALSE
Gsta3	chr1	FALSE	FALSE
Sertad2	chr11	TRUE	TRUE
Dzip1l	chr9	FALSE	FALSE
Tmprss6	chr15	TRUE	FALSE
Lcmt1	chr7	TRUE	TRUE
Gm12216	chr11	TRUE	FALSE
Ankar	chr1	FALSE	FALSE
Sim1	chr10	FALSE	TRUE
Susd6	chr12	TRUE	FALSE
Cyp2d22	chr15	TRUE	FALSE
Caps2	chr10	FALSE	FALSE
Eif2ak2	chr17	TRUE	FALSE
Ddx4	chr13	FALSE	FALSE
Atp4b	chr8	FALSE	FALSE
Mei1	chr15	TRUE	FALSE
Nnt	chr13	TRUE	FALSE
Wnt1	chr15	FALSE	FALSE
Septin11	chr5	TRUE	TRUE
Disp1	chr1	FALSE	TRUE
Cpt1c	chr7	FALSE	FALSE
Usp8	chr2	FALSE	TRUE
Teddm2	chr1	FALSE	FALSE
Mia2	chr12	TRUE	TRUE
Slc25a40	chr5	TRUE	FALSE
Calca	chr7	TRUE	FALSE
Swap70	chr7	FALSE	FALSE
Stt3b	chr9	FALSE	FALSE
Akr1d1	chr6	TRUE	TRUE
Palm3	chr8	FALSE	FALSE
Depdc1b	chr13	TRUE	TRUE
Knop1	chr7	TRUE	FALSE
Son	chr16	FALSE	FALSE
Scube2	chr7	TRUE	TRUE
Sugct	chr13	TRUE	TRUE
Ilvbl	chr10	TRUE	TRUE
Aldh2	chr5	FALSE	FALSE
Crybg3	chr16	FALSE	TRUE
Afg3l2	chr18	FALSE	FALSE
Blmh	chr11	FALSE	TRUE
Abcd2	chr15	TRUE	FALSE
Plod1	chr4	FALSE	FALSE
Slc38a1	chr15	FALSE	FALSE
Rab23	chr1	TRUE	FALSE
Shisa3	chr5	FALSE	FALSE
Tgm4	chr9	FALSE	FALSE
Me2	chr18	FALSE	FALSE
Micu3	chr8	TRUE	TRUE
Setd1b	chr5	FALSE	FALSE
Mybpc2	chr7	FALSE	FALSE
Bhlhe40	chr6	TRUE	TRUE
Brd7	chr8	FALSE	FALSE
Evi5l	chr8	TRUE	FALSE
N4bp2	chr5	FALSE	FALSE
Ergic2	chr6	FALSE	TRUE
Cldn15	chr5	FALSE	FALSE
Flt4	chr11	FALSE	FALSE
Rab38	chr7	FALSE	TRUE
Xndc1	chr7	FALSE	FALSE
Dtd2	chr12	TRUE	TRUE
Ren1	chr1	FALSE	FALSE
Cd2ap	chr17	FALSE	TRUE
Tchp	chr5	TRUE	FALSE
Gtf2i	chr5	FALSE	TRUE
Wapl	chr14	FALSE	TRUE
Cxcl3	chr5	FALSE	FALSE
Nr4a3	chr4	TRUE	FALSE
Stxbp3	chr3	TRUE	FALSE
Pdcd1	chr1	FALSE	FALSE
Cnbd2	chr2	FALSE	FALSE
Igbp1	chrX	FALSE	TRUE
Sccpdh	chr1	TRUE	FALSE
Cmc2	chr8	TRUE	FALSE
Ubac1	chr2	FALSE	FALSE
Nmnat3	chr9	TRUE	TRUE
Serpina3k	chr12	FALSE	FALSE
Relch	chr1	FALSE	TRUE
Adora2b	chr11	FALSE	FALSE
Cdca2	chr14	TRUE	FALSE
Rassf10	chr7	FALSE	FALSE
Tmx4	chr2	FALSE	TRUE
Anpep	chr7	FALSE	FALSE
Lyrm7	chr11	FALSE	FALSE
Ppfia3	chr7	FALSE	FALSE
Lpo	chr11	TRUE	FALSE
Lats1	chr10	FALSE	FALSE
Gpsm2	chr3	TRUE	FALSE
Tjp3	chr10	FALSE	FALSE
Cd300e	chr11	TRUE	TRUE
Lrif1	chr3	TRUE	FALSE
Rarg	chr15	TRUE	FALSE
Tom1l2	chr11	TRUE	FALSE
Rsbn1	chr3	FALSE	FALSE
Naip5	chr13	FALSE	FALSE
Tmem233	chr5	FALSE	FALSE
Ctnnd1	chr2	TRUE	TRUE
Tubd1	chr11	FALSE	FALSE
Acer2	chr4	TRUE	FALSE
Clic5	chr17	FALSE	TRUE
Mroh2b	chr15	FALSE	FALSE
P2ry2	chr7	FALSE	FALSE
Afg3l1	chr8	FALSE	FALSE
C2cd5	chr6	FALSE	TRUE
Nkd2	chr13	TRUE	FALSE
Stimate	chr14	FALSE	FALSE
Zfp469	chr8	FALSE	FALSE
Zswim4	chr8	FALSE	FALSE
Cntn6	chr6	TRUE	TRUE
P2ry12	chr3	TRUE	FALSE
Ube2e2	chr14	TRUE	TRUE
Iqce	chr5	FALSE	TRUE
Plscr1	chr9	FALSE	FALSE
Hepacam2	chr6	TRUE	FALSE
Stk11ip	chr1	FALSE	FALSE
Il31ra	chr13	FALSE	FALSE
Pdlim5	chr3	FALSE	FALSE
Sfswap	chr5	FALSE	TRUE
N4bp2l1	chr5	FALSE	FALSE
Ces1c	chr8	FALSE	FALSE
Ube2h	chr6	FALSE	TRUE
Kif9	chr9	FALSE	FALSE
Eef1a1	chr9	TRUE	TRUE
Pde4c	chr8	FALSE	FALSE
Smyd5	chr6	TRUE	FALSE
Ak5	chr3	FALSE	TRUE
Slc25a34	chr4	FALSE	FALSE
Kit	chr5	FALSE	TRUE
Bag5	chr12	FALSE	FALSE
Slc12a5	chr2	FALSE	FALSE
Sgpp1	chr12	TRUE	FALSE
Sdhaf2	chr19	FALSE	FALSE
Als2	chr1	FALSE	TRUE
Rnf26	chr9	TRUE	FALSE
Cfap54	chr10	FALSE	TRUE
Stoml3	chr3	FALSE	FALSE
Filip1	chr9	FALSE	TRUE
Mki67	chr7	FALSE	FALSE
Ppp1r1b	chr11	TRUE	FALSE
Ttc6	chr12	FALSE	TRUE
Cdc14a	chr3	TRUE	TRUE
Tnfrsf9	chr4	FALSE	FALSE
Zfhx3	chr8	FALSE	TRUE
Cast	chr13	TRUE	TRUE
Kcmf1	chr6	FALSE	FALSE
Mtrf1	chr14	TRUE	FALSE
Radx	chrX	FALSE	FALSE
Syce1l	chr8	FALSE	FALSE
Ccl25	chr8	FALSE	FALSE
As3mt	chr19	TRUE	FALSE
Fsd1	chr17	FALSE	FALSE
Slc26a9	chr1	TRUE	FALSE
Tex10	chr4	TRUE	FALSE
Senp3	chr11	TRUE	FALSE
Stat4	chr1	FALSE	TRUE
Slc3a1	chr17	TRUE	FALSE
Pgbd5	chr8	FALSE	TRUE
Luc7l3	chr11	FALSE	FALSE
Cd28	chr1	FALSE	FALSE
Tnni3k	chr3	TRUE	TRUE
Slc4a2	chr5	TRUE	FALSE
Commd9	chr2	TRUE	FALSE
Nmrk2	chr10	FALSE	FALSE
St3gal4	chr9	TRUE	FALSE
Ldha	chr7	TRUE	FALSE
Pcm1	chr8	FALSE	TRUE
Fbln7	chr2	TRUE	FALSE
Tmem161b	chr13	FALSE	TRUE
Matr3	chr18	TRUE	FALSE
Sys1	chr2	FALSE	FALSE
Pi4kb	chr3	FALSE	FALSE
Bak1	chr17	TRUE	FALSE
Krtap5-2	chr7	FALSE	FALSE
Sptan1	chr2	FALSE	TRUE
Rif1	chr2	FALSE	FALSE
Lef1	chr3	FALSE	FALSE
Cs	chr10	FALSE	FALSE
Dkk2	chr3	TRUE	TRUE
Rdh13	chr7	FALSE	FALSE
Zbtb11	chr16	FALSE	FALSE
Aco2	chr15	FALSE	FALSE
Zfp618	chr4	FALSE	FALSE
Mau2	chr8	FALSE	FALSE
Golga4	chr9	FALSE	FALSE
Slc38a6	chr12	TRUE	FALSE
Tcaf1	chr6	TRUE	FALSE
Atp6v1a	chr16	TRUE	FALSE
Ssr2	chr3	TRUE	FALSE
Mettl21c	chr1	FALSE	FALSE
Ccdc157	chr11	FALSE	FALSE
Npdc1	chr2	FALSE	FALSE
Map1b	chr13	TRUE	TRUE
Numbl	chr7	FALSE	FALSE
Cap2	chr13	TRUE	TRUE
Sgce	chr6	TRUE	FALSE
Kpna7	chr5	FALSE	TRUE
Nlrp10	chr7	FALSE	FALSE
Psmb4	chr3	TRUE	FALSE
Prrg2	chr7	TRUE	FALSE
Cers3	chr7	TRUE	FALSE
Ceacam1	chr7	FALSE	FALSE
Amotl1	chr9	TRUE	TRUE
Plcd1	chr9	TRUE	FALSE
Eml2	chr7	TRUE	FALSE
Dppa2	chr16	TRUE	TRUE
Mme	chr3	FALSE	TRUE
Gpr22	chr12	TRUE	TRUE
Sel1l2	chr2	FALSE	TRUE
Pfkp	chr13	FALSE	FALSE
Arhgap21	chr2	TRUE	TRUE
Gm4847	chr1	FALSE	FALSE
Dop1a	chr9	FALSE	TRUE
Pf4	chr5	FALSE	FALSE
Gpr37	chr6	FALSE	FALSE
Fip1l1	chr5	FALSE	TRUE
Cpox	chr16	TRUE	FALSE
Dcn	chr10	FALSE	FALSE
Mat2b	chr11	TRUE	FALSE
Fgf4	chr7	FALSE	FALSE
Tmem237	chr1	TRUE	FALSE
Dnm1	chr2	FALSE	FALSE
Fgfr1op2	chr6	TRUE	FALSE
Nfe2l2	chr2	TRUE	FALSE
Capza1	chr3	TRUE	FALSE
Sec31b	chr19	FALSE	FALSE
Atp1a1	chr3	FALSE	FALSE
Spsb3	chr17	FALSE	FALSE
Alx1	chr10	FALSE	FALSE
Sh3bp4	chr1	FALSE	FALSE
Tbpl1	chr10	TRUE	FALSE
Ticam2	chr18	TRUE	FALSE
Tbc1d22b	chr17	FALSE	FALSE
Cnn3	chr3	TRUE	FALSE
Rttn	chr18	FALSE	TRUE
Ifi214	chr1	FALSE	TRUE
Kdm5b	chr1	FALSE	FALSE
Pigu	chr2	FALSE	TRUE
Mettl8	chr2	TRUE	FALSE
Gpr18	chr14	FALSE	FALSE
Stx7	chr10	TRUE	FALSE
Rrn3	chr16	FALSE	FALSE
Gstm1	chr3	TRUE	FALSE
Plcg1	chr2	FALSE	FALSE
Phlpp2	chr8	FALSE	FALSE
Trpc4	chr3	FALSE	TRUE
C130074G19Rik	chr1	FALSE	FALSE
Sema3g	chr14	TRUE	FALSE
Hdgf	chr3	FALSE	FALSE
Cyfip1	chr7	FALSE	TRUE
Atp13a5	chr16	TRUE	TRUE
Casp7	chr19	TRUE	FALSE
Fxyd6	chr9	TRUE	TRUE
Plpp7	chr2	FALSE	FALSE
Prkag2	chr5	TRUE	TRUE
Haus6	chr4	TRUE	FALSE
Wnt3a	chr11	FALSE	FALSE
Klf13	chr7	TRUE	FALSE
Polm	chr11	TRUE	FALSE
Susd3	chr13	FALSE	FALSE
Stard9	chr2	FALSE	TRUE
Mapk6	chr9	TRUE	FALSE
Reck	chr4	FALSE	FALSE
Ppp6r2	chr15	FALSE	FALSE
Zc3h3	chr15	FALSE	FALSE
Cnst	chr1	TRUE	FALSE
Supv3l1	chr10	FALSE	FALSE
Fam180a	chr6	TRUE	TRUE
Stx1a	chr5	FALSE	FALSE
Map3k3	chr11	FALSE	TRUE
Tyms	chr5	TRUE	FALSE
Pik3c2g	chr6	FALSE	TRUE
Dact3	chr7	TRUE	FALSE
Pank3	chr11	FALSE	FALSE
Arel1	chr12	FALSE	FALSE
Prox1	chr1	FALSE	FALSE
Tbcel	chr9	TRUE	TRUE
Nlrp6	chr7	FALSE	FALSE
Hoxc4	chr15	FALSE	FALSE
Gpr149	chr3	FALSE	FALSE
Marchf6	chr15	FALSE	TRUE
Flot2	chr11	FALSE	FALSE
Trhde	chr10	TRUE	TRUE
Wdr62	chr7	FALSE	FALSE
Zcchc4	chr5	TRUE	TRUE
Pdss2	chr10	TRUE	TRUE
Trim67	chr8	FALSE	FALSE
Ndrg3	chr2	FALSE	FALSE
4933424G06Rik	chr1	TRUE	FALSE
Dtx3l	chr16	FALSE	FALSE
Csgalnact2	chr6	TRUE	TRUE
Dlgap2	chr8	TRUE	TRUE
Adamtsl5	chr10	FALSE	FALSE
Treh	chr9	FALSE	FALSE
Wwp1	chr4	TRUE	TRUE
Exoc4	chr6	TRUE	TRUE
Gsdma3	chr11	FALSE	FALSE
Ubr2	chr17	FALSE	TRUE
Stam2	chr2	TRUE	FALSE
Brsk2	chr7	FALSE	FALSE
Mrgprd	chr7	TRUE	TRUE
Awat2	chrX	FALSE	FALSE
Car6	chr4	FALSE	FALSE
Havcr1	chr11	FALSE	FALSE
Cd2	chr3	FALSE	FALSE
Cept1	chr3	FALSE	FALSE
Liph	chr16	TRUE	FALSE
Sgk3	chr1	TRUE	TRUE
Abhd17c	chr7	TRUE	FALSE
Cnbp	chr6	FALSE	FALSE
Gimd1	chr3	FALSE	FALSE
Ammecr1	chrX	TRUE	FALSE
Timp3	chr10	TRUE	FALSE
Ceacam16	chr7	FALSE	FALSE
Nmnat2	chr1	TRUE	TRUE
Abcf1	chr17	FALSE	FALSE
Xpc	chr6	TRUE	FALSE
1700012B09Rik	chr9	FALSE	FALSE
Slco1a1	chr6	FALSE	TRUE
Fig4	chr10	TRUE	TRUE
Rhoj	chr12	TRUE	FALSE
Zc3h6	chr2	TRUE	FALSE
Fam3c	chr6	TRUE	FALSE
Rad18	chr6	FALSE	FALSE
Adamtsl1	chr4	TRUE	TRUE
St3gal1	chr15	FALSE	FALSE
Acat1	chr9	FALSE	FALSE
Wdr37	chr13	FALSE	TRUE
Acox1	chr11	FALSE	FALSE
Psmb2	chr4	FALSE	FALSE
Nanos3	chr8	TRUE	FALSE
B3gat1	chr9	TRUE	FALSE
Pdgfd	chr9	FALSE	TRUE
Smc5	chr19	TRUE	TRUE
Ppp6r1	chr7	FALSE	FALSE
Chrm3	chr13	TRUE	TRUE
Smagp	chr15	FALSE	FALSE
B3gnt7	chr1	FALSE	FALSE
Ryr1	chr7	FALSE	TRUE
Gcnt2	chr13	FALSE	TRUE
Neurog1	chr13	FALSE	FALSE
Crocc2	chr1	FALSE	FALSE
Rhpn2	chr7	FALSE	FALSE
Hmgn3	chr9	TRUE	FALSE
Tmem131	chr1	TRUE	TRUE
Eps8l1	chr7	FALSE	FALSE
Aox4	chr1	TRUE	TRUE
Bco2	chr9	FALSE	FALSE
Pcdhga11	chr18	TRUE	FALSE
Zfp90	chr8	TRUE	TRUE
Hsd17b11	chr5	TRUE	FALSE
Smarca1	chrX	FALSE	FALSE
Qtrt2	chr16	TRUE	FALSE
Fmo5	chr3	TRUE	FALSE
Iglon5	chr7	FALSE	FALSE
Dab1	chr4	TRUE	TRUE
Fat2	chr11	FALSE	TRUE
Prrc2c	chr1	FALSE	TRUE
S100a13	chr3	TRUE	FALSE
Phip	chr9	FALSE	TRUE
Tbc1d15	chr10	TRUE	FALSE
Lmo7	chr14	FALSE	TRUE
Sfmbt2	chr2	FALSE	TRUE
Cab39l	chr14	FALSE	TRUE
