gene_name	chr	K119ub_up	MeCP2_up
Plxna1	chr6	FALSE	FALSE
Corin	chr5	TRUE	FALSE
Kcnj15	chr16	FALSE	TRUE
Bbs9	chr9	TRUE	FALSE
Agtpbp1	chr13	TRUE	FALSE
Slc16a10	chr10	TRUE	FALSE
Cfap161	chr7	TRUE	TRUE
Arhgap33os	chr7	FALSE	TRUE
Atp2b3	chrX	FALSE	TRUE
Mylk2	chr2	TRUE	TRUE
Ulbp1	chr10	TRUE	FALSE
Tram2	chr1	TRUE	FALSE
Zc3h14	chr12	FALSE	FALSE
Dsp	chr13	FALSE	FALSE
Eftud2	chr11	FALSE	FALSE
Cyb5b	chr8	FALSE	FALSE
Septin7	chr9	FALSE	TRUE
Lrp1	chr10	FALSE	FALSE
Gch1	chr14	TRUE	FALSE
Psd	chr19	TRUE	FALSE
Dpysl2	chr14	FALSE	FALSE
Mbnl1	chr3	TRUE	FALSE
Stx11	chr10	TRUE	FALSE
Sacs	chr14	TRUE	FALSE
Snx3	chr10	FALSE	FALSE
Dnajc22	chr15	FALSE	FALSE
Trim25	chr11	FALSE	FALSE
Spns3	chr11	FALSE	FALSE
Gucy2c	chr6	FALSE	TRUE
Nrip3	chr7	TRUE	FALSE
Prkcz	chr4	FALSE	TRUE
Prrc1	chr18	TRUE	FALSE
Drosha	chr15	FALSE	FALSE
Psd4	chr2	FALSE	FALSE
Zfp507	chr7	FALSE	FALSE
Psmd1	chr1	FALSE	FALSE
Vcl	chr14	TRUE	FALSE
Ankrd35	chr3	TRUE	TRUE
Cables1	chr18	TRUE	FALSE
Nup214	chr2	FALSE	TRUE
Snx8	chr5	FALSE	FALSE
Fyco1	chr9	FALSE	TRUE
Tmem54	chr4	TRUE	TRUE
Foxo3	chr10	FALSE	FALSE
Parvg	chr15	TRUE	FALSE
Limk1	chr5	TRUE	FALSE
Dcbld2	chr16	TRUE	FALSE
Zfp326	chr5	FALSE	FALSE
Asb7	chr7	FALSE	FALSE
Npr1	chr3	FALSE	FALSE
Daw1	chr1	TRUE	TRUE
Rbm26	chr14	FALSE	TRUE
Mga	chr2	FALSE	TRUE
Kndc1	chr7	FALSE	FALSE
Plaat1	chr16	TRUE	TRUE
Synpo2	chr3	FALSE	TRUE
Wdr43	chr17	TRUE	FALSE
Aif1l	chr2	TRUE	FALSE
Gtf3c2	chr5	TRUE	FALSE
Slc43a2	chr11	FALSE	FALSE
Pibf1	chr14	TRUE	TRUE
Birc6	chr17	FALSE	FALSE
Jazf1	chr6	TRUE	TRUE
Slc12a8	chr16	TRUE	TRUE
Myom2	chr8	TRUE	FALSE
Prpf6	chr2	TRUE	TRUE
Nup210	chr6	FALSE	FALSE
Madd	chr2	FALSE	FALSE
Fbln5	chr12	TRUE	FALSE
Traf3ip1	chr1	FALSE	FALSE
Slc35a3	chr3	TRUE	FALSE
Rab39	chr9	FALSE	FALSE
Itpr1	chr6	TRUE	FALSE
Cyp7b1	chr3	TRUE	FALSE
Rusc2	chr4	TRUE	FALSE
Cldn10	chr14	FALSE	FALSE
Pla2g2f	chr4	TRUE	FALSE
Trpm1	chr7	TRUE	TRUE
Fnbp1l	chr3	TRUE	TRUE
Ccdc177	chr12	FALSE	FALSE
Zfp12	chr5	FALSE	FALSE
Spata31d1a	chr13	FALSE	TRUE
Ubash3a	chr17	FALSE	FALSE
Tnfrsf13b	chr11	FALSE	FALSE
Neurl1b	chr17	FALSE	FALSE
Impg2	chr16	FALSE	TRUE
Begain	chr12	FALSE	FALSE
Sertad2	chr11	TRUE	FALSE
Tmprss6	chr15	TRUE	TRUE
Lcmt1	chr7	TRUE	TRUE
Gm12216	chr11	TRUE	TRUE
Susd6	chr12	TRUE	FALSE
Cyp2d22	chr15	TRUE	FALSE
Ddx4	chr13	FALSE	FALSE
Mei1	chr15	TRUE	FALSE
Wnt1	chr15	FALSE	FALSE
Septin11	chr5	TRUE	TRUE
Disp1	chr1	FALSE	FALSE
Mia2	chr12	TRUE	FALSE
Stt3b	chr9	FALSE	FALSE
Depdc1b	chr13	TRUE	FALSE
Knop1	chr7	TRUE	FALSE
Son	chr16	FALSE	FALSE
Scube2	chr7	TRUE	TRUE
Ilvbl	chr10	TRUE	FALSE
Aldh2	chr5	FALSE	FALSE
Crybg3	chr16	FALSE	FALSE
Afg3l2	chr18	FALSE	FALSE
Slc38a1	chr15	FALSE	FALSE
Rab23	chr1	TRUE	FALSE
Shisa3	chr5	FALSE	FALSE
Me2	chr18	FALSE	FALSE
Micu3	chr8	TRUE	TRUE
Setd1b	chr5	FALSE	TRUE
Bhlhe40	chr6	TRUE	FALSE
Evi5l	chr8	TRUE	FALSE
N4bp2	chr5	FALSE	TRUE
Ergic2	chr6	FALSE	FALSE
Cldn15	chr5	FALSE	FALSE
Flt4	chr11	FALSE	FALSE
Tchp	chr5	TRUE	FALSE
Gtf2i	chr5	FALSE	FALSE
Cxcl3	chr5	FALSE	FALSE
Nr4a3	chr4	TRUE	TRUE
Stxbp3	chr3	TRUE	FALSE
Pdcd1	chr1	FALSE	FALSE
Cmc2	chr8	TRUE	FALSE
Ubac1	chr2	FALSE	FALSE
Nmnat3	chr9	TRUE	FALSE
Relch	chr1	FALSE	FALSE
Adora2b	chr11	FALSE	FALSE
Cdca2	chr14	TRUE	FALSE
Rassf10	chr7	FALSE	FALSE
Tmx4	chr2	FALSE	FALSE
Anpep	chr7	FALSE	FALSE
Ppfia3	chr7	FALSE	FALSE
Lpo	chr11	TRUE	FALSE
Lats1	chr10	FALSE	FALSE
Lrif1	chr3	TRUE	FALSE
Rarg	chr15	TRUE	FALSE
Tom1l2	chr11	TRUE	FALSE
Rsbn1	chr3	FALSE	FALSE
Ctnnd1	chr2	TRUE	FALSE
Tubd1	chr11	FALSE	FALSE
Acer2	chr4	TRUE	TRUE
Clic5	chr17	FALSE	FALSE
P2ry2	chr7	FALSE	FALSE
C2cd5	chr6	FALSE	FALSE
Nkd2	chr13	TRUE	FALSE
Stimate	chr14	FALSE	FALSE
Zfp469	chr8	FALSE	FALSE
Zswim4	chr8	FALSE	FALSE
Cntn6	chr6	TRUE	TRUE
Ube2e2	chr14	TRUE	FALSE
Iqce	chr5	FALSE	FALSE
Il31ra	chr13	FALSE	TRUE
Pdlim5	chr3	FALSE	FALSE
Sfswap	chr5	FALSE	FALSE
N4bp2l1	chr5	FALSE	FALSE
Kif9	chr9	FALSE	FALSE
Eef1a1	chr9	TRUE	FALSE
Pde4c	chr8	FALSE	FALSE
Smyd5	chr6	TRUE	FALSE
Ak5	chr3	FALSE	FALSE
Kit	chr5	FALSE	TRUE
Slc12a5	chr2	FALSE	TRUE
Als2	chr1	FALSE	FALSE
Rnf26	chr9	TRUE	TRUE
Stoml3	chr3	FALSE	FALSE
Filip1	chr9	FALSE	TRUE
Mki67	chr7	FALSE	TRUE
Ppp1r1b	chr11	TRUE	FALSE
Cdc14a	chr3	TRUE	FALSE
Zfhx3	chr8	FALSE	FALSE
Syce1l	chr8	FALSE	FALSE
As3mt	chr19	TRUE	TRUE
Fsd1	chr17	FALSE	FALSE
Slc26a9	chr1	TRUE	FALSE
Pgbd5	chr8	FALSE	FALSE
Tnni3k	chr3	TRUE	FALSE
Slc4a2	chr5	TRUE	FALSE
Commd9	chr2	TRUE	FALSE
St3gal4	chr9	TRUE	FALSE
Ldha	chr7	TRUE	FALSE
Pcm1	chr8	FALSE	TRUE
Fbln7	chr2	TRUE	FALSE
Tmem161b	chr13	FALSE	TRUE
Matr3	chr18	TRUE	FALSE
Rif1	chr2	FALSE	FALSE
Lef1	chr3	FALSE	FALSE
Cs	chr10	FALSE	TRUE
Dkk2	chr3	TRUE	TRUE
Zbtb11	chr16	FALSE	FALSE
Aco2	chr15	FALSE	FALSE
Zfp618	chr4	FALSE	FALSE
Golga4	chr9	FALSE	FALSE
Slc38a6	chr12	TRUE	FALSE
Tcaf1	chr6	TRUE	FALSE
Atp6v1a	chr16	TRUE	FALSE
Map1b	chr13	TRUE	FALSE
Cap2	chr13	TRUE	TRUE
Prrg2	chr7	TRUE	FALSE
Ceacam1	chr7	FALSE	TRUE
Amotl1	chr9	TRUE	TRUE
Plcd1	chr9	TRUE	TRUE
Eml2	chr7	TRUE	TRUE
Dppa2	chr16	TRUE	TRUE
Gpr22	chr12	TRUE	TRUE
Pfkp	chr13	FALSE	FALSE
Dop1a	chr9	FALSE	FALSE
Gpr37	chr6	FALSE	FALSE
Mat2b	chr11	TRUE	FALSE
Fgf4	chr7	FALSE	FALSE
Dnm1	chr2	FALSE	FALSE
Fgfr1op2	chr6	TRUE	FALSE
Nfe2l2	chr2	TRUE	FALSE
Capza1	chr3	TRUE	FALSE
Atp1a1	chr3	FALSE	TRUE
Sh3bp4	chr1	FALSE	TRUE
Tbpl1	chr10	TRUE	FALSE
Tbc1d22b	chr17	FALSE	TRUE
Cnn3	chr3	TRUE	FALSE
Kdm5b	chr1	FALSE	FALSE
Stx7	chr10	TRUE	TRUE
Rrn3	chr16	FALSE	FALSE
Gstm1	chr3	TRUE	FALSE
Plcg1	chr2	FALSE	FALSE
Phlpp2	chr8	FALSE	FALSE
Trpc4	chr3	FALSE	FALSE
C130074G19Rik	chr1	FALSE	FALSE
Sema3g	chr14	TRUE	FALSE
Hdgf	chr3	FALSE	FALSE
Cyfip1	chr7	FALSE	TRUE
Casp7	chr19	TRUE	FALSE
Fxyd6	chr9	TRUE	TRUE
Plpp7	chr2	FALSE	TRUE
Prkag2	chr5	TRUE	FALSE
Haus6	chr4	TRUE	TRUE
Wnt3a	chr11	FALSE	FALSE
Klf13	chr7	TRUE	TRUE
Polm	chr11	TRUE	FALSE
Susd3	chr13	FALSE	FALSE
Reck	chr4	FALSE	TRUE
Supv3l1	chr10	FALSE	FALSE
Stx1a	chr5	FALSE	FALSE
Map3k3	chr11	FALSE	FALSE
Pank3	chr11	FALSE	FALSE
Arel1	chr12	FALSE	FALSE
Prox1	chr1	FALSE	FALSE
Tbcel	chr9	TRUE	TRUE
Nlrp6	chr7	FALSE	FALSE
Hoxc4	chr15	FALSE	FALSE
Gpr149	chr3	FALSE	FALSE
Trhde	chr10	TRUE	TRUE
Wdr62	chr7	FALSE	TRUE
Pdss2	chr10	TRUE	FALSE
Trim67	chr8	FALSE	FALSE
4933424G06Rik	chr1	TRUE	FALSE
Csgalnact2	chr6	TRUE	FALSE
Dlgap2	chr8	TRUE	FALSE
Adamtsl5	chr10	FALSE	TRUE
Treh	chr9	FALSE	FALSE
Wwp1	chr4	TRUE	FALSE
Exoc4	chr6	TRUE	TRUE
Brsk2	chr7	FALSE	FALSE
Mrgprd	chr7	TRUE	FALSE
Cd2	chr3	FALSE	FALSE
Cnbp	chr6	FALSE	FALSE
Timp3	chr10	TRUE	FALSE
Nmnat2	chr1	TRUE	FALSE
Fig4	chr10	TRUE	FALSE
Rhoj	chr12	TRUE	TRUE
Zc3h6	chr2	TRUE	FALSE
Fam3c	chr6	TRUE	TRUE
Adamtsl1	chr4	TRUE	FALSE
St3gal1	chr15	FALSE	FALSE
Psmb2	chr4	FALSE	FALSE
Nanos3	chr8	TRUE	TRUE
B3gat1	chr9	TRUE	FALSE
Pdgfd	chr9	FALSE	FALSE
Ppp6r1	chr7	FALSE	FALSE
Chrm3	chr13	TRUE	TRUE
Ryr1	chr7	FALSE	FALSE
Gcnt2	chr13	FALSE	FALSE
Neurog1	chr13	FALSE	TRUE
Crocc2	chr1	FALSE	TRUE
Rhpn2	chr7	FALSE	FALSE
Hmgn3	chr9	TRUE	FALSE
Tmem131	chr1	TRUE	FALSE
Eps8l1	chr7	FALSE	FALSE
Aox4	chr1	TRUE	TRUE
Qtrt2	chr16	TRUE	FALSE
Dab1	chr4	TRUE	FALSE
Fat2	chr11	FALSE	FALSE
Prrc2c	chr1	FALSE	FALSE
Lmo7	chr14	FALSE	FALSE
Sfmbt2	chr2	FALSE	TRUE
Cc2d1b	chr4	FALSE	FALSE
Smarcad1	chr6	FALSE	FALSE
Sorbs3	chr14	TRUE	FALSE
Kitl	chr10	FALSE	FALSE
Prdm10	chr9	TRUE	FALSE
Rhobtb3	chr13	TRUE	FALSE
Uvssa	chr5	FALSE	FALSE
Ivns1abp	chr1	TRUE	FALSE
Stpg4	chr17	FALSE	FALSE
Dnah5	chr15	TRUE	FALSE
Plcg2	chr8	FALSE	TRUE
Lgsn	chr1	TRUE	TRUE
Phkb	chr8	TRUE	FALSE
Akip1	chr7	TRUE	FALSE
Gprc5a	chr6	FALSE	TRUE
Snx18	chr13	TRUE	FALSE
Plscr5	chr9	TRUE	TRUE
Trp53inp2	chr2	FALSE	FALSE
Kif19a	chr11	FALSE	FALSE
Plekhb2	chr1	FALSE	FALSE
Kctd21	chr7	TRUE	FALSE
6430550D23Rik	chr2	TRUE	FALSE
Klhl18	chr9	FALSE	FALSE
Fam186b	chr15	FALSE	TRUE
Cebpg	chr7	TRUE	FALSE
Rreb1	chr13	TRUE	FALSE
Sh3bp2	chr5	TRUE	FALSE
Adam7	chr14	FALSE	FALSE
Galntl6	chr8	TRUE	FALSE
Cacng8	chr7	TRUE	FALSE
Zc3h4	chr7	FALSE	FALSE
Adnp	chr2	FALSE	FALSE
Pptc7	chr5	FALSE	FALSE
Ccnd3	chr17	TRUE	FALSE
Traip	chr9	FALSE	FALSE
Tubal3	chr13	TRUE	FALSE
Serinc2	chr4	FALSE	FALSE
Igsf9b	chr9	FALSE	FALSE
Rab18	chr18	TRUE	FALSE
Hmmr	chr11	TRUE	FALSE
Tmem182	chr1	FALSE	TRUE
Cep295nl	chr11	FALSE	TRUE
Ptpn23	chr9	FALSE	FALSE
Cul1	chr6	TRUE	FALSE
Gm10220	chr5	FALSE	FALSE
Ttn	chr2	TRUE	FALSE
Zfp174	chr16	TRUE	FALSE
Mospd1	chrX	TRUE	FALSE
Cop1	chr1	FALSE	TRUE
Snx25	chr8	FALSE	TRUE
Sacm1l	chr9	FALSE	FALSE
Zbtb44	chr9	FALSE	FALSE
Sez6l2	chr7	FALSE	FALSE
Cpe	chr8	TRUE	TRUE
Fbxo34	chr14	FALSE	FALSE
Plxnd1	chr6	TRUE	TRUE
Grap2	chr15	TRUE	FALSE
Map4k5	chr12	FALSE	FALSE
Ap3b2	chr7	FALSE	FALSE
Slco4a1	chr2	FALSE	FALSE
Catsper1	chr19	TRUE	FALSE
Slc36a2	chr11	FALSE	FALSE
Myo5c	chr9	TRUE	TRUE
Hp1bp3	chr4	FALSE	FALSE
Myom3	chr4	FALSE	FALSE
Gask1b	chr3	FALSE	TRUE
Lrrc52	chr1	FALSE	FALSE
Furin	chr7	TRUE	FALSE
Pi4k2a	chr19	FALSE	FALSE
Boll	chr1	FALSE	TRUE
Cfap65	chr1	FALSE	FALSE
Ctxn2	chr2	TRUE	TRUE
Atp13a3	chr16	FALSE	FALSE
Bcor	chrX	TRUE	FALSE
Atp8b3	chr10	FALSE	TRUE
Impdh1	chr6	TRUE	FALSE
Epn3	chr11	TRUE	FALSE
Galnt14	chr17	FALSE	FALSE
4930470P17Rik	chr2	FALSE	TRUE
Kctd4	chr14	FALSE	TRUE
Acvr1	chr2	TRUE	TRUE
Plekhg5	chr4	FALSE	FALSE
E130114P18Rik	chr4	TRUE	FALSE
Cdk17	chr10	TRUE	TRUE
Abcb9	chr5	FALSE	FALSE
Nppa	chr4	FALSE	FALSE
Drc7	chr8	TRUE	FALSE
Chst10	chr1	FALSE	TRUE
Ubn2	chr6	FALSE	FALSE
Cpsf6	chr10	TRUE	FALSE
Gpd1l	chr9	TRUE	FALSE
Acsl3	chr1	TRUE	TRUE
Crip1	chr12	TRUE	FALSE
Ephx1	chr1	FALSE	FALSE
Far1	chr7	FALSE	FALSE
Gpat3	chr5	FALSE	FALSE
Cab39	chr1	FALSE	FALSE
Zfp275	chrX	TRUE	FALSE
Pitpnc1	chr11	FALSE	FALSE
Prrt4	chr6	TRUE	FALSE
Polk	chr13	TRUE	FALSE
Mstn	chr1	TRUE	TRUE
9430038I01Rik	chr7	FALSE	FALSE
Serpine2	chr1	FALSE	FALSE
Prkaca	chr8	FALSE	TRUE
Tjp2	chr19	TRUE	FALSE
Gbp7	chr3	TRUE	FALSE
Plxnc1	chr10	TRUE	FALSE
Commd3	chr2	TRUE	TRUE
Ncoa7	chr10	TRUE	FALSE
Gclc	chr9	FALSE	FALSE
Tmem9b	chr7	FALSE	FALSE
A830018L16Rik	chr1	FALSE	TRUE
Myh7b	chr2	FALSE	FALSE
Ntsr1	chr2	FALSE	FALSE
Syt15	chr14	TRUE	FALSE
Sox8	chr17	FALSE	FALSE
Resp18	chr1	FALSE	TRUE
Apoh	chr11	FALSE	FALSE
Fbxl5	chr5	TRUE	TRUE
Gdnf	chr15	TRUE	FALSE
Tirap	chr9	TRUE	FALSE
Ntng2	chr2	TRUE	FALSE
L1cam	chrX	TRUE	FALSE
Sdc2	chr15	TRUE	TRUE
Zdhhc2	chr8	TRUE	FALSE
Htr6	chr4	FALSE	FALSE
Coq10b	chr1	TRUE	FALSE
Trpm2	chr10	FALSE	FALSE
Tmem14a	chr1	TRUE	TRUE
Tns2	chr15	TRUE	TRUE
Fignl2	chr15	FALSE	FALSE
Ctnnal1	chr4	FALSE	FALSE
Ptpro	chr6	TRUE	FALSE
Gdf9	chr11	TRUE	FALSE
Hspb7	chr4	FALSE	FALSE
Golph3	chr15	FALSE	FALSE
Comt	chr16	FALSE	FALSE
Lrp2	chr2	FALSE	FALSE
Plekhm2	chr4	FALSE	FALSE
Iqub	chr6	TRUE	TRUE
Sil1	chr18	TRUE	TRUE
Mtcl1	chr17	FALSE	FALSE
Gpr107	chr2	FALSE	TRUE
Ciao2b	chr8	TRUE	TRUE
Mcur1	chr13	TRUE	FALSE
Crocc	chr4	FALSE	TRUE
A930009A15Rik	chr10	TRUE	TRUE
Efnb2	chr8	TRUE	TRUE
Grn	chr11	FALSE	FALSE
Lrp8	chr4	TRUE	FALSE
1700010I14Rik	chr17	FALSE	FALSE
Pde1c	chr6	TRUE	FALSE
Arhgef7	chr8	TRUE	FALSE
Pirt	chr11	FALSE	FALSE
Lama3	chr18	TRUE	TRUE
Ppp4r2	chr6	FALSE	TRUE
Cnot1	chr8	FALSE	FALSE
Ppp2r2c	chr5	FALSE	FALSE
Fcmr	chr1	TRUE	FALSE
Kcng4	chr8	FALSE	FALSE
Gpbp1	chr13	TRUE	FALSE
Opa1	chr16	FALSE	TRUE
Uqcc2	chr17	FALSE	FALSE
Wnt7a	chr6	FALSE	FALSE
Ankrd13a	chr5	FALSE	FALSE
Htatip2	chr7	TRUE	TRUE
4931429L15Rik	chr9	TRUE	FALSE
Prtg	chr9	FALSE	FALSE
Lhx2	chr2	FALSE	FALSE
Fgfr2	chr7	TRUE	TRUE
Dbh	chr2	FALSE	FALSE
Tbx21	chr11	FALSE	FALSE
Ifitm10	chr7	FALSE	FALSE
Frem1	chr4	TRUE	FALSE
Prr36	chr8	TRUE	FALSE
St6galnac2	chr11	FALSE	FALSE
Aen	chr7	TRUE	FALSE
Plin2	chr4	TRUE	TRUE
Faap20	chr4	FALSE	FALSE
Vsx2	chr12	FALSE	FALSE
Mab21l2	chr3	TRUE	FALSE
Cdsn	chr17	FALSE	TRUE
Atg9b	chr5	TRUE	FALSE
Sec24b	chr3	FALSE	FALSE
Asphd2	chr5	FALSE	FALSE
Nxpe3	chr16	TRUE	FALSE
Gls	chr1	TRUE	FALSE
Tspan15	chr10	TRUE	FALSE
Prdm8	chr5	TRUE	TRUE
4933427D14Rik	chr11	FALSE	FALSE
Irf7	chr7	TRUE	FALSE
Tfr2	chr5	TRUE	FALSE
Panx1	chr9	TRUE	FALSE
Irs1	chr1	TRUE	FALSE
Eif4enif1	chr11	FALSE	FALSE
Snx13	chr12	TRUE	FALSE
Mtus1	chr8	TRUE	TRUE
Sv2b	chr7	TRUE	TRUE
Ski	chr4	FALSE	TRUE
Dennd6b	chr15	FALSE	FALSE
Il19	chr1	TRUE	FALSE
Tmem63c	chr12	TRUE	TRUE
Trip10	chr17	TRUE	FALSE
Taf1c	chr8	TRUE	FALSE
Grid2	chr6	TRUE	FALSE
Stk39	chr2	TRUE	TRUE
Mrps6	chr16	TRUE	FALSE
Pcid2	chr8	FALSE	FALSE
Abca9	chr11	TRUE	FALSE
Gem	chr4	TRUE	FALSE
Tarbp1	chr8	FALSE	TRUE
Fam216b	chr14	TRUE	TRUE
Cabp4	chr19	TRUE	FALSE
Ccdc141	chr2	TRUE	FALSE
Tec	chr5	TRUE	TRUE
Cdhr2	chr13	FALSE	TRUE
Ppara	chr15	FALSE	FALSE
Cep250	chr2	TRUE	FALSE
Mroh1	chr15	FALSE	FALSE
Ifngr1	chr10	TRUE	FALSE
Arid1a	chr4	FALSE	FALSE
Rasgef1a	chr6	TRUE	FALSE
Lrrc32	chr7	TRUE	FALSE
Cish	chr9	TRUE	FALSE
Rpp40	chr13	TRUE	TRUE
Zfp324	chr7	TRUE	FALSE
Aar2	chr2	FALSE	FALSE
Naa15	chr3	FALSE	TRUE
Klf15	chr6	FALSE	FALSE
Mroh4	chr15	FALSE	FALSE
Pak6	chr2	TRUE	FALSE
Sntg2	chr12	TRUE	TRUE
Fhdc1	chr3	FALSE	TRUE
Pard6g	chr18	TRUE	FALSE
Igfbpl1	chr4	FALSE	FALSE
Tpcn2	chr7	TRUE	FALSE
Chmp7	chr14	FALSE	FALSE
Ildr1	chr16	FALSE	FALSE
Dcaf12	chr4	TRUE	FALSE
Myo1c	chr11	TRUE	FALSE
Sin3b	chr8	FALSE	TRUE
Slc36a4	chr9	FALSE	FALSE
Inava	chr1	TRUE	FALSE
Hmgb2	chr8	TRUE	TRUE
Ddit3	chr10	TRUE	FALSE
Rasgrp1	chr2	TRUE	FALSE
Tasor2	chr13	FALSE	FALSE
Clip2	chr5	FALSE	FALSE
Cnksr1	chr4	TRUE	TRUE
Noct	chr3	TRUE	FALSE
Pappa	chr4	TRUE	FALSE
Spaca3	chr11	FALSE	TRUE
Galc	chr12	FALSE	TRUE
Ppic	chr18	FALSE	TRUE
Creb1	chr1	FALSE	FALSE
Rassf4	chr6	TRUE	FALSE
Gstm4	chr3	TRUE	FALSE
Ss18	chr18	TRUE	FALSE
Slc1a5	chr7	FALSE	FALSE
Actr2	chr11	TRUE	FALSE
Pcare	chr17	TRUE	FALSE
Usp31	chr7	FALSE	FALSE
Adamts3	chr5	FALSE	FALSE
Cfap46	chr7	FALSE	FALSE
Cntn5	chr9	TRUE	TRUE
Usp22	chr11	FALSE	TRUE
Asah2	chr19	TRUE	TRUE
Gk	chrX	FALSE	FALSE
Lmbr1l	chr15	FALSE	FALSE
Plppr4	chr3	TRUE	FALSE
Tmem120b	chr5	FALSE	FALSE
Ccdc28a	chr10	TRUE	FALSE
Plekha5	chr6	TRUE	FALSE
Vwa2	chr19	TRUE	TRUE
Car3	chr3	TRUE	FALSE
Prdm15	chr16	FALSE	FALSE
Agbl2	chr2	TRUE	TRUE
Rilpl1	chr5	FALSE	FALSE
Agt	chr8	TRUE	TRUE
Ndufaf2	chr13	TRUE	FALSE
Mmp15	chr8	TRUE	FALSE
Mapk13	chr17	FALSE	FALSE
Prkch	chr12	TRUE	FALSE
Crnkl1	chr2	TRUE	FALSE
Trim45	chr3	TRUE	FALSE
Zfp647	chr15	TRUE	FALSE
Ppip5k2	chr1	TRUE	FALSE
Pom121l2	chr13	FALSE	TRUE
Lrrn4	chr2	TRUE	FALSE
Exoc3l4	chr12	FALSE	FALSE
Rnf125	chr18	TRUE	FALSE
Fam167a	chr14	TRUE	TRUE
Uchl3	chr14	TRUE	FALSE
Kcns1	chr2	FALSE	TRUE
Far2	chr6	FALSE	TRUE
Nxf2	chrX	TRUE	TRUE
Tsc22d2	chr3	TRUE	FALSE
Abcg8	chr17	FALSE	FALSE
Tnfrsf11a	chr1	TRUE	FALSE
Tmem243	chr5	TRUE	FALSE
Dpy19l1	chr9	TRUE	FALSE
Mgst2	chr3	TRUE	TRUE
Anxa8	chr14	TRUE	FALSE
Lrrc15	chr16	FALSE	FALSE
Mtdh	chr15	TRUE	FALSE
Dnajc1	chr2	TRUE	TRUE
Plppr1	chr4	TRUE	FALSE
Chka	chr19	FALSE	TRUE
Gabpb1	chr2	FALSE	FALSE
Smpdl3a	chr10	TRUE	FALSE
Rflna	chr5	FALSE	FALSE
Micall2	chr5	FALSE	FALSE
Mtarc1	chr1	FALSE	FALSE
Bmp5	chr9	TRUE	TRUE
Cdk6	chr5	TRUE	FALSE
Csgalnact1	chr8	FALSE	FALSE
Wdr47	chr3	TRUE	FALSE
Pou5f1	chr17	FALSE	FALSE
Zfp410	chr12	FALSE	TRUE
Chaf1b	chr16	FALSE	FALSE
Pcdh19	chrX	FALSE	FALSE
Ces2e	chr8	FALSE	TRUE
Kcnt1	chr2	FALSE	TRUE
Sox13	chr1	FALSE	FALSE
Fbxo45	chr16	TRUE	FALSE
Whrn	chr4	TRUE	TRUE
Myo19	chr11	FALSE	TRUE
Myl4	chr11	TRUE	FALSE
Hsf1	chr15	FALSE	FALSE
Frem3	chr8	FALSE	TRUE
Eomes	chr9	TRUE	FALSE
Emp1	chr6	FALSE	FALSE
Sypl2	chr3	TRUE	TRUE
Msh5	chr17	FALSE	FALSE
Os9	chr10	FALSE	FALSE
Smg1	chr7	FALSE	FALSE
Plce1	chr19	FALSE	TRUE
Abhd6	chr14	TRUE	FALSE
Rmnd5a	chr6	TRUE	FALSE
Fbxo6	chr4	FALSE	FALSE
Zfyve21	chr12	FALSE	FALSE
Slc1a2	chr2	TRUE	FALSE
Fbxo2	chr4	TRUE	FALSE
Slc8a1	chr17	TRUE	TRUE
Tgm2	chr2	TRUE	FALSE
Gpr153	chr4	TRUE	FALSE
Gdap2	chr3	FALSE	FALSE
Kcnj4	chr15	FALSE	FALSE
Sp4	chr12	TRUE	FALSE
Tet1	chr10	TRUE	FALSE
Arid3a	chr10	FALSE	FALSE
Lvrn	chr18	FALSE	TRUE
Syt9	chr7	TRUE	TRUE
Reep4	chr14	TRUE	TRUE
Slc14a1	chr18	TRUE	FALSE
Plekhg2	chr7	FALSE	TRUE
Ccr7	chr11	FALSE	FALSE
Chrna7	chr7	TRUE	TRUE
Gm4792	chr10	TRUE	TRUE
Macroh2a2	chr10	FALSE	FALSE
Eif4g2	chr7	FALSE	FALSE
Msmp	chr4	TRUE	FALSE
Cngb1	chr8	FALSE	FALSE
H3f3a	chr1	TRUE	TRUE
Efcab14	chr4	FALSE	FALSE
Asb18	chr1	FALSE	FALSE
Rsbn1l	chr5	TRUE	FALSE
Mtmr12	chr15	TRUE	FALSE
Cdkl2	chr5	TRUE	TRUE
Ahdc1	chr4	FALSE	TRUE
Nudt18	chr14	TRUE	FALSE
Trappc12	chr12	FALSE	FALSE
Tagln3	chr16	TRUE	FALSE
Synj1	chr16	FALSE	FALSE
Fndc1	chr17	FALSE	FALSE
Il1rap	chr16	TRUE	TRUE
Pcnp	chr16	FALSE	FALSE
Glrx3	chr7	FALSE	FALSE
Cd40	chr2	TRUE	TRUE
Mtmr4	chr11	FALSE	FALSE
Ddx17	chr15	FALSE	FALSE
Cipc	chr12	TRUE	FALSE
Ddost	chr4	FALSE	FALSE
Metrnl	chr11	FALSE	TRUE
Prkcsh	chr9	FALSE	FALSE
Stard3	chr11	FALSE	FALSE
Adcy3	chr12	TRUE	FALSE
Cabin1	chr10	TRUE	FALSE
Spata18	chr5	TRUE	FALSE
Adgrf1	chr17	FALSE	FALSE
Ddx6	chr9	FALSE	FALSE
Aqp6	chr15	TRUE	TRUE
Fbxo33	chr12	TRUE	FALSE
Fgd1	chrX	FALSE	FALSE
Dhps	chr8	TRUE	FALSE
Rassf6	chr5	FALSE	FALSE
Rrm2b	chr15	TRUE	FALSE
Max	chr12	TRUE	TRUE
