gene_name	chr	MeCP2_up	mCH_up
Got2	chr8	TRUE	TRUE
Galnt15	chr14	FALSE	TRUE
Ppp1r15b	chr1	FALSE	FALSE
Rnf138	chr18	FALSE	TRUE
Lgals2	chr15	FALSE	FALSE
Ankrd23	chr1	FALSE	TRUE
Zfp335	chr2	FALSE	FALSE
Actr1a	chr19	TRUE	TRUE
Pum3	chr19	FALSE	TRUE
Kncn	chr4	TRUE	FALSE
Foxo4	chrX	FALSE	TRUE
Ccdc148	chr2	FALSE	TRUE
Syvn1	chr19	FALSE	TRUE
Eci1	chr17	FALSE	FALSE
Tnfrsf14	chr4	FALSE	FALSE
Slc35c1	chr2	FALSE	TRUE
Smug1	chr15	FALSE	FALSE
Slc46a1	chr11	FALSE	TRUE
Zfp395	chr14	TRUE	TRUE
Chst1	chr2	FALSE	FALSE
Gls2	chr10	FALSE	FALSE
Krtap17-1	chr11	FALSE	FALSE
Tmem123	chr9	FALSE	TRUE
Rab4b	chr7	FALSE	TRUE
Dvl2	chr11	TRUE	TRUE
Ssc4d	chr5	FALSE	TRUE
Uaca	chr9	TRUE	TRUE
Pik3ap1	chr19	TRUE	TRUE
Disp2	chr2	FALSE	TRUE
Cd164l2	chr4	FALSE	FALSE
Fsd2	chr7	TRUE	TRUE
Morc1	chr16	TRUE	TRUE
Exosc6	chr8	FALSE	FALSE
Akp3	chr1	TRUE	TRUE
Smpd4	chr16	FALSE	TRUE
Tssc4	chr7	FALSE	FALSE
Ybx1	chr4	TRUE	TRUE
Adm2	chr15	FALSE	TRUE
Tcl1b2	chr12	FALSE	FALSE
Nfic	chr10	FALSE	TRUE
Asf1b	chr8	FALSE	TRUE
Zfp69	chr4	FALSE	TRUE
Fxr2	chr11	FALSE	TRUE
Rtl3	chrX	TRUE	TRUE
Sla2	chr2	TRUE	TRUE
Ccdc8	chr7	FALSE	FALSE
Pde1b	chr15	FALSE	TRUE
S1pr4	chr10	FALSE	FALSE
Plec	chr15	TRUE	TRUE
Pnma5	chrX	TRUE	TRUE
Neu2	chr1	TRUE	TRUE
Nfil3	chr13	FALSE	TRUE
4933430I17Rik	chr4	TRUE	TRUE
Tmem9	chr1	FALSE	TRUE
Gm36210	chr7	FALSE	TRUE
Gm44502	chr15	FALSE	TRUE
Thsd7a	chr6	TRUE	TRUE
Fbxl15	chr19	TRUE	TRUE
Ptf1a	chr2	FALSE	TRUE
Dlgap1	chr17	FALSE	TRUE
Rps18	chr17	FALSE	FALSE
Tecr	chr8	FALSE	TRUE
B3gnt4	chr5	FALSE	FALSE
Shq1	chr6	FALSE	TRUE
Irx4	chr13	FALSE	FALSE
Ubqln5	chr7	FALSE	FALSE
Nkx6-2	chr7	FALSE	FALSE
Spdl1	chr11	TRUE	TRUE
Fndc10	chr4	FALSE	TRUE
Ap5b1	chr19	FALSE	TRUE
B3galt6	chr4	FALSE	TRUE
Ift43	chr12	TRUE	TRUE
Plat	chr8	FALSE	TRUE
Atp10a	chr7	TRUE	TRUE
Prom2	chr2	TRUE	TRUE
Foxq1	chr13	FALSE	TRUE
H2-D1	chr17	FALSE	FALSE
Sowahb	chr5	FALSE	FALSE
Sec61b	chr4	TRUE	FALSE
Pkp1	chr1	TRUE	FALSE
Il1rl1	chr1	FALSE	TRUE
Zyx	chr6	FALSE	TRUE
Prpf8	chr11	FALSE	TRUE
Bsx	chr9	FALSE	FALSE
Tmem132a	chr19	TRUE	FALSE
Otub2	chr12	FALSE	FALSE
Ntf3	chr6	TRUE	TRUE
Trcg1	chr9	FALSE	FALSE
Mtfp1	chr11	FALSE	TRUE
Nrp1	chr8	TRUE	TRUE
Camk1	chr6	FALSE	FALSE
Birc5	chr11	FALSE	TRUE
Tcf3	chr10	FALSE	TRUE
Hipk4	chr7	FALSE	FALSE
Notch3	chr17	TRUE	TRUE
Abhd16a	chr17	FALSE	FALSE
Fitm2	chr2	FALSE	TRUE
Colq	chr14	FALSE	TRUE
Lrrtm1	chr6	FALSE	FALSE
Rbm42	chr7	FALSE	TRUE
Mb	chr15	TRUE	TRUE
Zfp334	chr2	TRUE	TRUE
Sbf1	chr15	FALSE	TRUE
Pak4	chr7	FALSE	TRUE
A630076J17Rik	chr3	TRUE	TRUE
Pla2g4a	chr1	FALSE	TRUE
Laptm4a	chr12	FALSE	TRUE
Ddb1	chr19	FALSE	TRUE
Ecel1	chr1	FALSE	FALSE
Vac14	chr8	FALSE	TRUE
AU040320	chr4	TRUE	TRUE
Sp7	chr15	FALSE	FALSE
Zfp169	chr13	FALSE	TRUE
Etfb	chr7	FALSE	TRUE
Clec4a3	chr6	FALSE	TRUE
Agtrap	chr4	FALSE	TRUE
Tmx1	chr12	TRUE	TRUE
Pdhb	chr14	FALSE	FALSE
Vapa	chr17	FALSE	TRUE
Hs6st1	chr1	FALSE	TRUE
Gorasp2	chr2	FALSE	TRUE
Slc7a2	chr8	FALSE	TRUE
Aoc1	chr6	FALSE	TRUE
Gjb3	chr4	FALSE	TRUE
Tpr	chr1	FALSE	TRUE
Bbs1	chr19	FALSE	FALSE
Ephb4	chr5	TRUE	TRUE
Ldoc1	chrX	TRUE	TRUE
Pgf	chr12	FALSE	FALSE
Sertm1	chr3	FALSE	FALSE
Pnisr	chr4	FALSE	TRUE
Sft2d1	chr17	FALSE	TRUE
Snx5	chr2	TRUE	TRUE
2410004P03Rik	chr12	FALSE	TRUE
Zmynd15	chr11	FALSE	FALSE
Otud6b	chr4	FALSE	TRUE
Arf6	chr12	TRUE	FALSE
B4galnt1	chr10	FALSE	FALSE
Grin2d	chr7	FALSE	TRUE
Fut4	chr9	FALSE	TRUE
Ly6m	chr15	FALSE	TRUE
Ttc23l	chr15	FALSE	TRUE
Mylip	chr13	TRUE	TRUE
Cbll1	chr12	FALSE	FALSE
Mrm3	chr11	TRUE	FALSE
Id1	chr2	FALSE	TRUE
Arsi	chr18	TRUE	FALSE
Mmut	chr17	FALSE	TRUE
Kcne2	chr16	FALSE	FALSE
Dio1	chr4	FALSE	TRUE
Samd4	chr14	FALSE	TRUE
Mob3a	chr10	FALSE	FALSE
Rph3al	chr11	FALSE	TRUE
Slc2a6	chr2	FALSE	FALSE
Grk3	chr5	TRUE	TRUE
Gzme	chr14	TRUE	FALSE
Igf2bp1	chr11	FALSE	TRUE
Them6	chr15	FALSE	FALSE
Efcab12	chr6	FALSE	TRUE
Syndig1	chr2	FALSE	TRUE
Med31	chr11	FALSE	TRUE
Zfp296	chr7	FALSE	FALSE
Hspb8	chr5	TRUE	TRUE
Vps37c	chr19	TRUE	TRUE
Tnk2	chr16	FALSE	TRUE
Tigd3	chr19	FALSE	TRUE
Psph	chr5	FALSE	TRUE
Fzd1	chr5	FALSE	FALSE
Sox1	chr8	FALSE	FALSE
Nxnl2	chr13	FALSE	FALSE
Zfp957	chr14	TRUE	TRUE
Tef	chr15	FALSE	TRUE
Itm2b	chr14	TRUE	TRUE
Tut1	chr19	TRUE	TRUE
Hsf2bp	chr17	FALSE	TRUE
Tbc1d7	chr13	FALSE	TRUE
Pigf	chr17	FALSE	FALSE
Gm15217	chr14	TRUE	FALSE
Peak1	chr9	FALSE	TRUE
Plppr2	chr9	FALSE	TRUE
Pgrmc2	chr3	FALSE	TRUE
Daam2	chr17	FALSE	TRUE
Baalc	chr15	TRUE	TRUE
Dusp5	chr19	FALSE	TRUE
Gm1993	chrX	FALSE	TRUE
Lfng	chr5	FALSE	FALSE
Tcf25	chr8	TRUE	TRUE
Slc39a6	chr18	FALSE	TRUE
Insyn1	chr9	FALSE	TRUE
Clrn3	chr7	FALSE	FALSE
1700030K09Rik	chr8	FALSE	TRUE
Cdk4	chr10	FALSE	TRUE
Brpf1	chr6	FALSE	TRUE
Neil3	chr8	TRUE	TRUE
Mthfd1	chr12	FALSE	TRUE
St8sia3	chr18	FALSE	TRUE
Ralgds	chr2	FALSE	TRUE
Anapc16	chr10	TRUE	FALSE
Hoxd3	chr2	FALSE	TRUE
Myl7	chr11	FALSE	FALSE
Flad1	chr3	TRUE	TRUE
Drc1	chr5	FALSE	TRUE
Gm4559	chr7	FALSE	TRUE
Krt7	chr15	TRUE	FALSE
Eva1b	chr4	TRUE	FALSE
Socs3	chr11	FALSE	FALSE
Fmnl1	chr11	FALSE	TRUE
Hus1	chr11	FALSE	TRUE
Cd72	chr4	FALSE	FALSE
Tpm2	chr4	FALSE	FALSE
Gm597	chr1	TRUE	TRUE
Uros	chr7	FALSE	TRUE
Cgas	chr9	FALSE	TRUE
Dap	chr15	FALSE	TRUE
Cbarp	chr10	FALSE	TRUE
Zscan18	chr7	FALSE	TRUE
Mmp2	chr8	FALSE	FALSE
Timm13	chr10	FALSE	FALSE
Hand1	chr11	FALSE	FALSE
Poteg	chr8	TRUE	TRUE
Robo3	chr9	TRUE	FALSE
Vwa5b2	chr16	FALSE	FALSE
Rap1gds1	chr3	FALSE	TRUE
Dennd11	chr6	FALSE	TRUE
Mphosph10	chr7	FALSE	TRUE
Sall1	chr8	FALSE	TRUE
Ube2v1	chr2	FALSE	TRUE
Zfp831	chr2	FALSE	TRUE
Cebpe	chr14	TRUE	FALSE
Nup88	chr11	FALSE	TRUE
Rpl29	chr9	FALSE	TRUE
Unc119	chr11	FALSE	TRUE
Rpl10a	chr17	FALSE	TRUE
Kmt5a	chr5	FALSE	TRUE
Eif2b4	chr5	TRUE	FALSE
Sfn	chr4	TRUE	FALSE
Perm1	chr4	TRUE	TRUE
C1ql3	chr2	FALSE	TRUE
Dda1	chr8	FALSE	FALSE
Lactbl1	chr4	FALSE	FALSE
Tigd2	chr6	TRUE	TRUE
Shisa2	chr14	TRUE	TRUE
Sox14	chr9	TRUE	TRUE
Rbm48	chr5	TRUE	TRUE
Ubl4b	chr3	TRUE	FALSE
Txndc2	chr17	FALSE	FALSE
Ptk6	chr2	FALSE	TRUE
Ap2s1	chr7	FALSE	TRUE
Zfp964	chr8	FALSE	TRUE
Snrpd3	chr10	FALSE	TRUE
Smpd1	chr7	FALSE	FALSE
Gpr39	chr1	TRUE	TRUE
Papss1	chr3	FALSE	TRUE
Lysmd3	chr13	FALSE	TRUE
Bag3	chr7	FALSE	TRUE
Tmem179b	chr19	FALSE	FALSE
Plek2	chr12	FALSE	FALSE
Paqr4	chr17	FALSE	TRUE
Ppp1r18	chr17	FALSE	FALSE
Abcg4	chr9	FALSE	TRUE
Cstf1	chr2	TRUE	TRUE
Ankrd31	chr13	FALSE	TRUE
Ldlrap1	chr4	TRUE	TRUE
Itpripl1	chr2	FALSE	FALSE
Tac1	chr6	FALSE	FALSE
Sqle	chr15	FALSE	TRUE
Inpp1	chr1	FALSE	TRUE
Satb1	chr17	FALSE	TRUE
Ucp2	chr7	FALSE	FALSE
Srsf7	chr17	FALSE	TRUE
Srsf6	chr2	FALSE	TRUE
Gstm2	chr3	FALSE	FALSE
Mdk	chr2	FALSE	FALSE
Cercam	chr2	FALSE	FALSE
Adamts6	chr13	FALSE	TRUE
Pxdc1	chr13	TRUE	TRUE
Slc16a12	chr19	TRUE	TRUE
Gzf1	chr2	FALSE	TRUE
Baiap2l2	chr15	FALSE	TRUE
Prop1	chr11	FALSE	FALSE
Bace2	chr16	FALSE	TRUE
Tmem25	chr9	FALSE	TRUE
Slc5a6	chr5	FALSE	TRUE
Hs3st2	chr7	TRUE	TRUE
Ankrd52	chr10	FALSE	TRUE
4930451I11Rik	chr7	FALSE	TRUE
Msx3	chr7	TRUE	TRUE
Cript	chr17	FALSE	FALSE
Nudt9	chr5	FALSE	TRUE
S100a10	chr3	FALSE	FALSE
Rhbdd3	chr11	FALSE	FALSE
Kdm5a	chr6	TRUE	TRUE
Slc22a12	chr19	FALSE	FALSE
Tusc2	chr9	FALSE	TRUE
Epb41l4a	chr18	FALSE	TRUE
Unc13d	chr11	TRUE	TRUE
Hexim2	chr11	TRUE	TRUE
Hey2	chr10	FALSE	TRUE
Cep55	chr19	FALSE	TRUE
Tuba1b	chr15	TRUE	TRUE
Rfxank	chr8	FALSE	TRUE
Sp5	chr2	TRUE	TRUE
Ces2b	chr8	FALSE	TRUE
Marchf5	chr19	FALSE	TRUE
Ddah2	chr17	TRUE	TRUE
Car12	chr9	FALSE	TRUE
Hs3st3b1	chr11	TRUE	TRUE
Atp10b	chr11	TRUE	TRUE
Frat1	chr19	FALSE	TRUE
Il17rc	chr6	FALSE	FALSE
Nat14	chr7	TRUE	TRUE
Magi2	chr5	FALSE	TRUE
Capn15	chr17	FALSE	TRUE
Sergef	chr7	FALSE	TRUE
Rnf183	chr4	FALSE	TRUE
Erfl	chr7	FALSE	FALSE
Lamtor2	chr3	FALSE	TRUE
Srm	chr4	FALSE	FALSE
Hps1	chr19	FALSE	TRUE
Fbxo30	chr10	FALSE	FALSE
Ypel2	chr11	TRUE	TRUE
Ufsp2	chr8	FALSE	TRUE
Apeh	chr9	FALSE	TRUE
Mccc1	chr3	FALSE	TRUE
Oscp1	chr4	FALSE	TRUE
Idh3g	chrX	FALSE	TRUE
B4galnt4	chr7	FALSE	FALSE
Lgi3	chr14	FALSE	FALSE
Spata21	chr4	FALSE	TRUE
Gpi1	chr7	FALSE	TRUE
Grm7	chr6	FALSE	TRUE
Gpn1	chr5	TRUE	TRUE
Drd4	chr7	FALSE	FALSE
Pycr2	chr1	TRUE	TRUE
Tspan2	chr3	FALSE	TRUE
Cxcr4	chr1	FALSE	FALSE
Ehf	chr2	TRUE	TRUE
Ltbp4	chr7	FALSE	FALSE
Lhx5	chr5	FALSE	TRUE
Dolk	chr2	TRUE	TRUE
Dnase1l3	chr14	FALSE	TRUE
Rbm39	chr2	FALSE	TRUE
Zfp408	chr2	FALSE	FALSE
Cacng6	chr7	FALSE	TRUE
Rps17	chr7	FALSE	FALSE
Acvr1c	chr2	FALSE	TRUE
Scx	chr15	FALSE	FALSE
Csrnp1	chr9	FALSE	TRUE
Terb1	chr8	FALSE	TRUE
Gpr85	chr6	FALSE	TRUE
Zfp467	chr6	FALSE	FALSE
Fzd9	chr5	FALSE	FALSE
Aspdh	chr7	FALSE	TRUE
Srf	chr17	FALSE	FALSE
Rcor2	chr19	FALSE	FALSE
Allc	chr12	TRUE	TRUE
Lsmem2	chr9	TRUE	FALSE
Nkx6-1	chr5	TRUE	TRUE
Rab24	chr13	FALSE	TRUE
Pitx1	chr13	FALSE	FALSE
A3galt2	chr4	FALSE	TRUE
Mxd4	chr5	FALSE	TRUE
Ifna15	chr4	TRUE	TRUE
Smoc1	chr12	FALSE	TRUE
Gnai2	chr9	FALSE	TRUE
Btg1	chr10	TRUE	TRUE
Rabl2	chr15	FALSE	TRUE
Dnajb9	chr12	FALSE	FALSE
Cdkn2aipnl	chr11	FALSE	TRUE
Cct7	chr6	FALSE	TRUE
Dctd	chr8	TRUE	TRUE
Sfpq	chr4	FALSE	TRUE
Efna5	chr17	TRUE	TRUE
Smoc2	chr17	FALSE	TRUE
Zfp488	chr14	TRUE	TRUE
Adamts10	chr17	TRUE	TRUE
Hipk1	chr3	FALSE	TRUE
Unk	chr11	FALSE	TRUE
Rps5	chr7	TRUE	TRUE
Gm12830	chr4	FALSE	TRUE
Rmi1	chr13	FALSE	FALSE
Mlf2	chr6	FALSE	FALSE
Gm20741	chr16	TRUE	TRUE
Plgrkt	chr19	FALSE	TRUE
Cplane2	chr4	FALSE	TRUE
Sycp2	chr2	FALSE	TRUE
Prr22	chr17	TRUE	FALSE
Socs1	chr16	FALSE	FALSE
1700122O11Rik	chr17	FALSE	FALSE
Ccin	chr4	FALSE	FALSE
Serpinh1	chr7	TRUE	TRUE
Nmur1	chr1	FALSE	TRUE
Amhr2	chr15	FALSE	TRUE
Pus7l	chr15	TRUE	TRUE
Slc25a47	chr12	FALSE	TRUE
Ing3	chr6	FALSE	TRUE
Dmtn	chr14	FALSE	TRUE
Arrdc3	chr13	FALSE	TRUE
Gpaa1	chr15	FALSE	TRUE
Zfp52	chr17	TRUE	TRUE
Fbxl6	chr15	FALSE	FALSE
Zfp36l1	chr12	TRUE	TRUE
Tmem17	chr11	FALSE	TRUE
Prps1	chrX	FALSE	TRUE
Erf	chr7	FALSE	FALSE
Id4	chr13	FALSE	FALSE
Fgf16	chrX	FALSE	FALSE
Obsl1	chr1	TRUE	TRUE
Mef2d	chr3	FALSE	TRUE
Rpl37a	chr1	TRUE	TRUE
G0s2	chr1	TRUE	TRUE
Gal3st2	chr1	TRUE	TRUE
Tstd2	chr4	TRUE	TRUE
Ppp1r3e	chr14	FALSE	TRUE
Gdpd2	chrX	FALSE	FALSE
Aplnr	chr2	FALSE	FALSE
Entpd2	chr2	TRUE	FALSE
Zdhhc18	chr4	TRUE	TRUE
Ube2i	chr17	FALSE	TRUE
Gpr63	chr4	FALSE	TRUE
Castor2	chr5	FALSE	TRUE
Sgcz	chr8	FALSE	TRUE
Maged1	chrX	FALSE	FALSE
Msmo1	chr8	FALSE	TRUE
Prcd	chr11	FALSE	TRUE
Rab12	chr17	FALSE	TRUE
Slurp1	chr15	FALSE	FALSE
Paxip1	chr5	FALSE	TRUE
Pgm3	chr9	FALSE	TRUE
Dusp10	chr1	FALSE	TRUE
Zfp513	chr5	FALSE	FALSE
Cd93	chr2	FALSE	FALSE
Dmrtb1	chr4	TRUE	FALSE
Mcm10	chr2	FALSE	TRUE
Tspan14	chr14	FALSE	TRUE
Tra2b	chr16	FALSE	TRUE
Spns1	chr7	FALSE	FALSE
Minar1	chr9	FALSE	TRUE
Llph	chr10	FALSE	TRUE
Fgf22	chr10	TRUE	TRUE
Smyd2	chr1	TRUE	TRUE
Ccdc32	chr2	FALSE	TRUE
Apobr	chr7	FALSE	TRUE
Gm36176	chr10	FALSE	FALSE
Dele1	chr18	FALSE	FALSE
Bcl7b	chr5	FALSE	TRUE
Cgnl1	chr9	FALSE	TRUE
Perp	chr10	TRUE	TRUE
Serpinb6b	chr13	TRUE	TRUE
Eif3g	chr9	FALSE	TRUE
Csnk1g2	chr10	FALSE	FALSE
Plpp4	chr7	FALSE	TRUE
Selenoo	chr15	FALSE	TRUE
Acd	chr8	FALSE	TRUE
Gpr37l1	chr1	FALSE	FALSE
Rom1	chr19	TRUE	TRUE
Phc2	chr4	TRUE	TRUE
Atp6v1c1	chr15	FALSE	TRUE
Efcab9	chr11	FALSE	FALSE
Gramd1c	chr16	TRUE	TRUE
Fdps	chr3	FALSE	FALSE
Clic3	chr2	FALSE	FALSE
Atg10	chr13	TRUE	TRUE
Ttc34	chr4	TRUE	TRUE
Timm44	chr8	FALSE	FALSE
Herc3	chr6	TRUE	TRUE
Eloa	chr4	FALSE	TRUE
Myrf	chr19	FALSE	TRUE
Slc27a3	chr3	FALSE	FALSE
Cfap298	chr16	FALSE	FALSE
Golga1	chr2	FALSE	TRUE
AI467606	chr7	FALSE	FALSE
Btg2	chr1	TRUE	TRUE
Ankrd33	chr15	FALSE	TRUE
Pdxk	chr10	TRUE	TRUE
Atp6v0c	chr17	FALSE	FALSE
Rhbdf1	chr11	TRUE	TRUE
Pla2g2c	chr4	TRUE	TRUE
Cav1	chr6	TRUE	TRUE
Mybpc3	chr2	FALSE	TRUE
Hdac5	chr11	FALSE	FALSE
Selenon	chr4	FALSE	FALSE
Ccdc40	chr11	TRUE	TRUE
Cdc45	chr16	FALSE	TRUE
Tmprss11a	chr5	TRUE	TRUE
Efnb3	chr11	FALSE	FALSE
Kif17	chr4	FALSE	TRUE
Lefty2	chr1	FALSE	FALSE
Fgf9	chr14	FALSE	TRUE
Rragc	chr4	FALSE	TRUE
Gfap	chr11	FALSE	TRUE
Cldn7	chr11	FALSE	FALSE
Tnfrsf18	chr4	FALSE	FALSE
Mroh6	chr15	FALSE	FALSE
Dennd4b	chr3	TRUE	TRUE
Gjb5	chr4	TRUE	FALSE
Atxn7l2	chr3	FALSE	TRUE
Sowahd	chrX	FALSE	FALSE
Zfp607a	chr7	FALSE	TRUE
Igf2r	chr17	FALSE	TRUE
Slc7a5	chr8	FALSE	TRUE
Phlda2	chr7	FALSE	TRUE
St3gal6	chr16	TRUE	TRUE
Efemp2	chr19	FALSE	FALSE
Nppc	chr1	FALSE	FALSE
Hexim1	chr11	TRUE	FALSE
Tbl3	chr17	FALSE	TRUE
Parp12	chr6	TRUE	TRUE
Cntln	chr4	FALSE	TRUE
Cdk1	chr10	FALSE	TRUE
Gm17455	chr10	FALSE	FALSE
Tyro3	chr2	FALSE	FALSE
Nectin2	chr7	FALSE	TRUE
Dgkz	chr2	FALSE	TRUE
Nes	chr3	TRUE	TRUE
Hsd17b2	chr8	FALSE	TRUE
Zfp707	chr15	FALSE	TRUE
Cherp	chr8	FALSE	TRUE
Snx20	chr8	TRUE	TRUE
Fam83d	chr2	FALSE	TRUE
Fcsk	chr8	FALSE	TRUE
Peg10	chr6	FALSE	TRUE
Ctdsp2	chr10	FALSE	TRUE
Ccdc166	chr15	FALSE	FALSE
Tex44	chr1	FALSE	TRUE
Zfc3h1	chr10	FALSE	TRUE
Msx1	chr5	FALSE	TRUE
Elk4	chr1	FALSE	TRUE
Ddx11	chr17	FALSE	TRUE
Arl5c	chr11	FALSE	FALSE
Rabac1	chr7	FALSE	TRUE
Dlgap3	chr4	FALSE	TRUE
Tshb	chr3	TRUE	TRUE
Aph1b	chr9	FALSE	TRUE
Ggps1	chr13	TRUE	TRUE
Calr	chr8	FALSE	FALSE
Mt1	chr8	FALSE	FALSE
Zbtb43	chr2	FALSE	TRUE
Trabd	chr15	TRUE	TRUE
Thap12	chr7	TRUE	TRUE
Ulk1	chr5	FALSE	FALSE
Rnf144b	chr13	TRUE	TRUE
Cep120	chr18	FALSE	TRUE
Zfp775	chr6	FALSE	TRUE
Cpxm2	chr7	FALSE	TRUE
Itgb6	chr2	TRUE	TRUE
Lyrm9	chr11	TRUE	TRUE
Fiz1	chr7	FALSE	TRUE
Per3	chr4	FALSE	TRUE
Rpa2	chr4	TRUE	TRUE
Epsti1	chr14	FALSE	TRUE
Otol1	chr3	FALSE	TRUE
Tmem238l	chr11	FALSE	FALSE
Ppa1	chr10	FALSE	TRUE
Cavin4	chr4	TRUE	FALSE
Swi5	chr2	FALSE	TRUE
Rbpjl	chr2	FALSE	TRUE
Ing2	chr8	FALSE	TRUE
Wdr13	chrX	TRUE	FALSE
Galr1	chr18	FALSE	FALSE
Lgr5	chr10	FALSE	TRUE
Cyp2d34	chr15	TRUE	FALSE
Tmem120a	chr5	FALSE	FALSE
Sdcbp	chr4	TRUE	TRUE
Plppr3	chr10	FALSE	FALSE
Cox5a	chr9	FALSE	TRUE
Olig1	chr16	FALSE	TRUE
Calm2	chr17	FALSE	TRUE
Gca	chr2	TRUE	TRUE
Enc1	chr13	TRUE	FALSE
E030018B13Rik	chr7	FALSE	FALSE
Gdf6	chr4	FALSE	TRUE
Adam29	chr8	FALSE	TRUE
Gabrg2	chr11	TRUE	TRUE
Ush2a	chr1	TRUE	TRUE
Ttc8	chr12	TRUE	TRUE
Ppm1j	chr3	FALSE	FALSE
Tspyl4	chr10	FALSE	TRUE
Pcdh18	chr3	TRUE	TRUE
Fgr	chr4	TRUE	TRUE
Rhob	chr12	TRUE	TRUE
Odf2l	chr3	FALSE	TRUE
Tox3	chr8	TRUE	TRUE
Sec14l2	chr11	FALSE	FALSE
Tardbp	chr4	TRUE	FALSE
Plpbp	chr8	FALSE	TRUE
Tnc	chr4	FALSE	TRUE
Gpr25	chr1	FALSE	FALSE
Tprn	chr2	TRUE	TRUE
Nr2c1	chr10	FALSE	TRUE
Ier2	chr8	FALSE	TRUE
Cxcr3	chrX	FALSE	TRUE
E030025P04Rik	chr11	TRUE	FALSE
Klhl40	chr9	TRUE	TRUE
Tead3	chr17	FALSE	FALSE
Nudt5	chr2	FALSE	TRUE
Cavin3	chr7	FALSE	TRUE
Smarcb1	chr10	FALSE	TRUE
Slc7a8	chr14	TRUE	TRUE
Akain1	chr17	FALSE	TRUE
Gpr142	chr11	TRUE	TRUE
Coa6	chr8	FALSE	TRUE
Nom1	chr5	FALSE	TRUE
Lhcgr	chr17	FALSE	TRUE
Fem1a	chr17	FALSE	TRUE
Agrn	chr4	TRUE	TRUE
Cdh8	chr8	FALSE	TRUE
Aldob	chr4	TRUE	TRUE
Ky	chr9	TRUE	FALSE
Zbtb39	chr10	TRUE	FALSE
Fuz	chr7	FALSE	TRUE
Tsen15	chr1	TRUE	TRUE
Ccdc85c	chr12	FALSE	TRUE
Actb	chr5	FALSE	FALSE
Nptx2	chr5	FALSE	TRUE
Slc39a13	chr2	FALSE	FALSE
Bglap	chr3	FALSE	FALSE
Casp12	chr9	TRUE	TRUE
Tlx1	chr19	FALSE	FALSE
Dhx16	chr17	FALSE	TRUE
Notum	chr11	TRUE	FALSE
Cfd	chr10	FALSE	FALSE
Ing1	chr8	FALSE	TRUE
Sprtn	chr8	TRUE	FALSE
Mcpt8	chr14	FALSE	FALSE
Mynn	chr3	FALSE	TRUE
Fos	chr12	FALSE	TRUE
Tex35	chr1	FALSE	TRUE
Wnt5a	chr14	TRUE	TRUE
Unc5d	chr8	TRUE	TRUE
Vstm5	chr9	FALSE	TRUE
Scnn1b	chr7	TRUE	TRUE
Tspyl3	chr2	FALSE	FALSE
Id3	chr4	FALSE	FALSE
Pip5k1a	chr3	FALSE	TRUE
Psmd7	chr8	TRUE	TRUE
Hint3	chr10	FALSE	TRUE
Rab26	chr17	FALSE	TRUE
Mat2a	chr6	FALSE	FALSE
Mmp24	chr2	FALSE	TRUE
Surf4	chr2	FALSE	FALSE
Pcna	chr2	TRUE	TRUE
Stard10	chr7	FALSE	TRUE
Zbtb5	chr4	FALSE	TRUE
Ffar3	chr7	TRUE	TRUE
Srp14	chr2	FALSE	FALSE
Tmc3	chr7	TRUE	TRUE
Ntpcr	chr8	FALSE	TRUE
Trim8	chr19	FALSE	TRUE
Gramd1a	chr7	FALSE	TRUE
Klhl33	chr14	FALSE	TRUE
Slc10a6	chr5	TRUE	TRUE
Cdc16	chr8	FALSE	TRUE
Zfp444	chr7	FALSE	TRUE
Ankrd37	chr8	FALSE	TRUE
Tyw3	chr3	TRUE	TRUE
Ripply3	chr16	FALSE	FALSE
Hamp2	chr7	TRUE	FALSE
Fam210a	chr18	FALSE	TRUE
Shisal2a	chr4	FALSE	TRUE
Cuta	chr17	FALSE	TRUE
Fam161a	chr11	FALSE	TRUE
Il10	chr1	TRUE	TRUE
Hhex	chr19	FALSE	TRUE
Mtss2	chr8	FALSE	TRUE
Dut	chr2	FALSE	TRUE
Tmem14c	chr13	FALSE	FALSE
Bloc1s3	chr7	FALSE	TRUE
Cdh15	chr8	FALSE	TRUE
Bin2	chr15	FALSE	TRUE
Pcdhb20	chr18	TRUE	TRUE
Cd1d1	chr3	FALSE	FALSE
Nup50	chr15	FALSE	TRUE
Hsph1	chr5	FALSE	TRUE
Slc35d2	chr13	FALSE	TRUE
Pm20d2	chr4	FALSE	TRUE
Msgn1	chr12	FALSE	TRUE
Dlg4	chr11	TRUE	TRUE
Ndufs1	chr1	FALSE	TRUE
Bpifb3	chr2	TRUE	TRUE
Synpo2l	chr14	FALSE	TRUE
Ttf2	chr3	FALSE	TRUE
Ttc4	chr4	FALSE	TRUE
Emilin3	chr2	TRUE	TRUE
Alkbh7	chr17	FALSE	TRUE
Mlh1	chr9	TRUE	TRUE
Mef2c	chr13	TRUE	TRUE
Asap2	chr12	TRUE	TRUE
Camk2d	chr3	TRUE	TRUE
Zfp366	chr13	FALSE	TRUE
Tmem164	chrX	FALSE	TRUE
Fhl2	chr1	TRUE	TRUE
Hrh2	chr13	TRUE	TRUE
Ccne1	chr7	FALSE	TRUE
Shd	chr17	FALSE	TRUE
Mtr	chr13	FALSE	TRUE
Galnt12	chr4	FALSE	TRUE
Klhdc9	chr1	FALSE	FALSE
Psap	chr10	FALSE	TRUE
