gene_name	chr	MeCP2_up	K27ac_up
Ankrd42	chr7	FALSE	TRUE
Gsk3a	chr7	TRUE	TRUE
Stradb	chr1	FALSE	TRUE
Dolpp1	chr2	TRUE	TRUE
Nova1	chr12	TRUE	TRUE
Atl1	chr12	FALSE	FALSE
Pkm	chr9	FALSE	TRUE
Fads3	chr19	TRUE	TRUE
Copg1	chr6	FALSE	FALSE
Rela	chr19	FALSE	TRUE
Optc	chr1	TRUE	FALSE
Acot8	chr2	FALSE	FALSE
Fgfbp3	chr19	FALSE	FALSE
Sbf2	chr7	FALSE	FALSE
Elk1	chrX	TRUE	TRUE
Sowaha	chr11	TRUE	TRUE
1600014C10Rik	chr7	TRUE	FALSE
Flywch2	chr17	FALSE	FALSE
Ddx19a	chr8	FALSE	FALSE
Cfap44	chr16	TRUE	FALSE
Cul4b	chrX	FALSE	TRUE
Tmed5	chr5	FALSE	FALSE
Dnajc7	chr11	FALSE	TRUE
Atp6v1g1	chr4	FALSE	FALSE
Zfx	chrX	FALSE	TRUE
Trafd1	chr5	FALSE	FALSE
Wrnip1	chr13	TRUE	TRUE
Dbndd2	chr2	FALSE	TRUE
Spaca6	chr17	FALSE	TRUE
Sigmar1	chr4	FALSE	FALSE
Khsrp	chr17	FALSE	TRUE
Sppl2c	chr11	TRUE	FALSE
Xk	chrX	TRUE	FALSE
Arc	chr15	FALSE	TRUE
Prelid3a	chr18	FALSE	FALSE
Derl1	chr15	FALSE	FALSE
Gnb5	chr9	TRUE	FALSE
Coro1b	chr19	FALSE	FALSE
Aldoa	chr7	FALSE	TRUE
Adprh	chr16	TRUE	TRUE
Gm5617	chr9	FALSE	TRUE
Gipc1	chr8	FALSE	TRUE
Nup54	chr5	FALSE	TRUE
Etv5	chr16	TRUE	FALSE
Pcdh11x	chrX	TRUE	TRUE
Zfp319	chr8	TRUE	TRUE
Scamp4	chr10	FALSE	FALSE
Mia3	chr1	TRUE	FALSE
Ndufb5	chr3	FALSE	TRUE
Dusp3	chr11	FALSE	FALSE
Ubl3	chr5	FALSE	FALSE
Chrd	chr16	FALSE	FALSE
Rab4a	chr8	FALSE	FALSE
Ubap1	chr4	FALSE	FALSE
Adam11	chr11	FALSE	FALSE
Mettl24	chr10	TRUE	FALSE
Aamp	chr1	FALSE	FALSE
Bhlhe41	chr6	FALSE	FALSE
Ddc	chr11	FALSE	TRUE
Fbxl14	chr6	FALSE	TRUE
Naxd	chr8	FALSE	TRUE
Ociad1	chr5	FALSE	TRUE
Cacnb1	chr11	FALSE	FALSE
Hr	chr14	TRUE	FALSE
Kctd18	chr1	FALSE	FALSE
Hook2	chr8	FALSE	FALSE
Me3	chr7	TRUE	FALSE
Mesd	chr7	TRUE	FALSE
Snx30	chr4	FALSE	FALSE
Rabl3	chr16	FALSE	FALSE
Coq7	chr7	FALSE	TRUE
Tspyl5	chr15	TRUE	TRUE
Peg3	chr7	FALSE	TRUE
Sema5a	chr15	FALSE	FALSE
Flrt1	chr19	FALSE	TRUE
Cnih2	chr19	TRUE	TRUE
Cabyr	chr18	FALSE	TRUE
Vps4a	chr8	TRUE	TRUE
Rcc2	chr4	FALSE	FALSE
Cpsf2	chr12	TRUE	TRUE
Celf3	chr3	FALSE	TRUE
Hspbp1	chr7	FALSE	TRUE
H1f2	chr13	FALSE	TRUE
Cfap157	chr2	FALSE	TRUE
Radil	chr5	TRUE	FALSE
Crygs	chr16	TRUE	FALSE
Napepld	chr5	FALSE	FALSE
Zfand5	chr19	TRUE	TRUE
Il16	chr7	TRUE	TRUE
Lsm4	chr8	FALSE	FALSE
Mitf	chr6	FALSE	FALSE
Dlat	chr9	FALSE	TRUE
Ciart	chr3	FALSE	TRUE
Plcxd1	chr5	FALSE	FALSE
Lynx1	chr15	FALSE	TRUE
Rnft1	chr11	FALSE	FALSE
Arl3	chr19	TRUE	FALSE
Mrpl23	chr7	FALSE	FALSE
Rnf4	chr5	FALSE	TRUE
Smg7	chr1	FALSE	FALSE
Ap1s2	chrX	FALSE	TRUE
Grin2c	chr11	TRUE	FALSE
Hspa13	chr16	FALSE	TRUE
Gmcl1	chr6	FALSE	TRUE
Emc10	chr7	FALSE	TRUE
Irf2bp2	chr8	FALSE	FALSE
Ppm1a	chr12	TRUE	TRUE
Cnnm4	chr1	FALSE	FALSE
Mkrn1	chr6	FALSE	TRUE
Ntn3	chr17	FALSE	FALSE
Tnfrsf13c	chr15	FALSE	FALSE
Rpl13a	chr7	FALSE	TRUE
Tmem168	chr6	FALSE	FALSE
Nrbp2	chr15	FALSE	TRUE
Lamtor4	chr5	FALSE	TRUE
Adgb	chr10	TRUE	TRUE
Wfikkn2	chr11	FALSE	FALSE
Slc29a4	chr5	FALSE	FALSE
Leprot	chr4	FALSE	TRUE
Khdc3	chr9	TRUE	FALSE
Mypop	chr7	FALSE	TRUE
Slc35c2	chr2	TRUE	FALSE
Azi2	chr9	FALSE	FALSE
Haus3	chr5	FALSE	TRUE
Hsd17b3	chr13	FALSE	FALSE
Ggt7	chr2	FALSE	FALSE
Psmb7	chr2	FALSE	FALSE
Bsg	chr10	TRUE	TRUE
Ccdc92	chr5	FALSE	TRUE
Tra2a	chr6	FALSE	TRUE
Atxn2l	chr7	FALSE	TRUE
Tspoap1	chr11	FALSE	TRUE
Gpx4	chr10	FALSE	TRUE
Camsap3	chr8	FALSE	TRUE
1700019A02Rik	chr1	TRUE	FALSE
Elmo2	chr2	FALSE	FALSE
Nub1	chr5	FALSE	TRUE
Tmem59	chr4	FALSE	TRUE
Iba57	chr11	FALSE	TRUE
Rexo1	chr10	TRUE	TRUE
Tha1	chr11	FALSE	FALSE
Rack1	chr11	FALSE	TRUE
Nt5c1a	chr4	FALSE	TRUE
Hmgcs1	chr13	FALSE	FALSE
Ndfip1	chr18	FALSE	TRUE
Nat9	chr11	FALSE	FALSE
Pdp2	chr8	TRUE	TRUE
Dvl1	chr4	FALSE	TRUE
Smim12	chr4	FALSE	FALSE
Gabarapl2	chr8	FALSE	FALSE
Selenok	chr14	FALSE	TRUE
Rfx1	chr8	FALSE	TRUE
Coro1a	chr7	FALSE	TRUE
Hnrnpa3	chr2	TRUE	TRUE
S100a16	chr3	FALSE	FALSE
Slc29a2	chr19	FALSE	TRUE
Nhlrc3	chr3	FALSE	TRUE
Dnase1l2	chr17	FALSE	FALSE
Fzd4	chr7	FALSE	TRUE
Gtf2a1	chr12	FALSE	FALSE
Gtf2f1	chr17	FALSE	TRUE
Tm7sf2	chr19	TRUE	TRUE
Sumo3	chr10	FALSE	FALSE
Trmt61a	chr12	TRUE	TRUE
Pgm2	chr5	TRUE	TRUE
Paip2b	chr6	FALSE	FALSE
Hsdl2	chr4	FALSE	FALSE
Ppp2r5b	chr19	FALSE	TRUE
Gpr180	chr14	FALSE	FALSE
Cabp1	chr5	FALSE	FALSE
Vipas39	chr12	FALSE	TRUE
Emb	chr13	TRUE	FALSE
Hdac10	chr15	FALSE	FALSE
Mpp3	chr11	FALSE	TRUE
Dnpep	chr1	FALSE	FALSE
Dpf1	chr7	TRUE	FALSE
Pim1	chr17	FALSE	FALSE
Nme2	chr11	TRUE	FALSE
Alg6	chr4	TRUE	FALSE
Pdia6	chr12	FALSE	TRUE
Mpnd	chr17	TRUE	TRUE
Akr1e1	chr13	FALSE	TRUE
Ankrd16	chr2	FALSE	TRUE
Slc45a1	chr4	FALSE	FALSE
Pcbp3	chr10	FALSE	FALSE
Plcxd3	chr15	FALSE	FALSE
Got2	chr8	TRUE	TRUE
Galnt15	chr14	FALSE	FALSE
Ppp1r15b	chr1	FALSE	TRUE
Rnf138	chr18	FALSE	FALSE
Ankrd23	chr1	FALSE	FALSE
Zfp335	chr2	FALSE	TRUE
Pum3	chr19	FALSE	TRUE
Ccdc148	chr2	FALSE	FALSE
Syvn1	chr19	FALSE	TRUE
Eci1	chr17	FALSE	TRUE
Slc35c1	chr2	FALSE	FALSE
Zfp395	chr14	TRUE	FALSE
Gls2	chr10	FALSE	TRUE
Tmem123	chr9	FALSE	FALSE
Rab4b	chr7	FALSE	FALSE
Dvl2	chr11	TRUE	TRUE
Ssc4d	chr5	FALSE	FALSE
Disp2	chr2	FALSE	FALSE
Exosc6	chr8	FALSE	FALSE
Tssc4	chr7	FALSE	TRUE
Ybx1	chr4	TRUE	TRUE
Fxr2	chr11	FALSE	TRUE
Sla2	chr2	TRUE	FALSE
Pde1b	chr15	FALSE	FALSE
Plec	chr15	TRUE	FALSE
Nfil3	chr13	FALSE	TRUE
4933430I17Rik	chr4	TRUE	TRUE
Dlgap1	chr17	FALSE	FALSE
Tecr	chr8	FALSE	TRUE
Fndc10	chr4	FALSE	FALSE
Ap5b1	chr19	FALSE	TRUE
Ift43	chr12	TRUE	FALSE
Plat	chr8	FALSE	FALSE
Atp10a	chr7	TRUE	FALSE
Prom2	chr2	TRUE	FALSE
H2-D1	chr17	FALSE	TRUE
Sowahb	chr5	FALSE	TRUE
Sec61b	chr4	TRUE	FALSE
Zyx	chr6	FALSE	TRUE
Prpf8	chr11	FALSE	TRUE
Tmem132a	chr19	TRUE	FALSE
Mtfp1	chr11	FALSE	TRUE
Camk1	chr6	FALSE	TRUE
Tcf3	chr10	FALSE	TRUE
Abhd16a	chr17	FALSE	TRUE
Fitm2	chr2	FALSE	FALSE
Mb	chr15	TRUE	FALSE
Sbf1	chr15	FALSE	TRUE
Pla2g4a	chr1	FALSE	FALSE
Laptm4a	chr12	FALSE	TRUE
Ddb1	chr19	FALSE	TRUE
Vac14	chr8	FALSE	FALSE
AU040320	chr4	TRUE	TRUE
Zfp169	chr13	FALSE	TRUE
Etfb	chr7	FALSE	FALSE
Agtrap	chr4	FALSE	FALSE
Tmx1	chr12	TRUE	FALSE
Pdhb	chr14	FALSE	TRUE
Vapa	chr17	FALSE	TRUE
Hs6st1	chr1	FALSE	FALSE
Gorasp2	chr2	FALSE	FALSE
Tpr	chr1	FALSE	TRUE
Ldoc1	chrX	TRUE	FALSE
Pnisr	chr4	FALSE	TRUE
Snx5	chr2	TRUE	FALSE
Otud6b	chr4	FALSE	FALSE
Arf6	chr12	TRUE	FALSE
B4galnt1	chr10	FALSE	TRUE
Ly6m	chr15	FALSE	TRUE
Mylip	chr13	TRUE	TRUE
Cbll1	chr12	FALSE	FALSE
Mrm3	chr11	TRUE	FALSE
Mmut	chr17	FALSE	TRUE
Rph3al	chr11	FALSE	FALSE
Slc2a6	chr2	FALSE	TRUE
Grk3	chr5	TRUE	FALSE
Them6	chr15	FALSE	TRUE
Efcab12	chr6	FALSE	FALSE
Syndig1	chr2	FALSE	TRUE
Med31	chr11	FALSE	FALSE
Hspb8	chr5	TRUE	FALSE
Vps37c	chr19	TRUE	TRUE
Tnk2	chr16	FALSE	TRUE
Tigd3	chr19	FALSE	TRUE
Psph	chr5	FALSE	TRUE
Fzd1	chr5	FALSE	FALSE
Tef	chr15	FALSE	FALSE
Itm2b	chr14	TRUE	TRUE
Tut1	chr19	TRUE	TRUE
Tbc1d7	chr13	FALSE	FALSE
Pigf	chr17	FALSE	TRUE
Peak1	chr9	FALSE	FALSE
Plppr2	chr9	FALSE	FALSE
Pgrmc2	chr3	FALSE	TRUE
Daam2	chr17	FALSE	FALSE
Dusp5	chr19	FALSE	TRUE
Tcf25	chr8	TRUE	TRUE
Insyn1	chr9	FALSE	TRUE
Cdk4	chr10	FALSE	FALSE
Brpf1	chr6	FALSE	TRUE
Mthfd1	chr12	FALSE	FALSE
St8sia3	chr18	FALSE	FALSE
Ralgds	chr2	FALSE	FALSE
Anapc16	chr10	TRUE	TRUE
Flad1	chr3	TRUE	TRUE
Fmnl1	chr11	FALSE	FALSE
Hus1	chr11	FALSE	FALSE
Uros	chr7	FALSE	TRUE
Cbarp	chr10	FALSE	TRUE
Zscan18	chr7	FALSE	FALSE
Timm13	chr10	FALSE	TRUE
Rap1gds1	chr3	FALSE	FALSE
Dennd11	chr6	FALSE	FALSE
Ube2v1	chr2	FALSE	FALSE
Rpl29	chr9	FALSE	TRUE
Rpl10a	chr17	FALSE	TRUE
Kmt5a	chr5	FALSE	FALSE
Eif2b4	chr5	TRUE	TRUE
Dda1	chr8	FALSE	FALSE
Rbm48	chr5	TRUE	TRUE
Snrpd3	chr10	FALSE	TRUE
Smpd1	chr7	FALSE	TRUE
Papss1	chr3	FALSE	FALSE
Lysmd3	chr13	FALSE	FALSE
Tmem179b	chr19	FALSE	TRUE
Paqr4	chr17	FALSE	FALSE
Abcg4	chr9	FALSE	TRUE
Cstf1	chr2	TRUE	TRUE
Ldlrap1	chr4	TRUE	FALSE
Sqle	chr15	FALSE	FALSE
Inpp1	chr1	FALSE	FALSE
Srsf7	chr17	FALSE	TRUE
Srsf6	chr2	FALSE	FALSE
Mdk	chr2	FALSE	TRUE
Cercam	chr2	FALSE	FALSE
Adamts6	chr13	FALSE	FALSE
Gzf1	chr2	FALSE	FALSE
Tmem25	chr9	FALSE	TRUE
Slc5a6	chr5	FALSE	TRUE
Ankrd52	chr10	FALSE	TRUE
Nudt9	chr5	FALSE	FALSE
Kdm5a	chr6	TRUE	TRUE
Slc22a12	chr19	FALSE	FALSE
Tusc2	chr9	FALSE	TRUE
Unc13d	chr11	TRUE	FALSE
Hexim2	chr11	TRUE	TRUE
Cep55	chr19	FALSE	FALSE
Tuba1b	chr15	TRUE	FALSE
Car12	chr9	FALSE	FALSE
Atp10b	chr11	TRUE	FALSE
Frat1	chr19	FALSE	FALSE
Nat14	chr7	TRUE	TRUE
Magi2	chr5	FALSE	TRUE
Capn15	chr17	FALSE	TRUE
Sergef	chr7	FALSE	FALSE
Rnf183	chr4	FALSE	FALSE
Lamtor2	chr3	FALSE	TRUE
Fbxo30	chr10	FALSE	TRUE
Ypel2	chr11	TRUE	FALSE
Apeh	chr9	FALSE	TRUE
Idh3g	chrX	FALSE	TRUE
B4galnt4	chr7	FALSE	FALSE
Lgi3	chr14	FALSE	TRUE
Spata21	chr4	FALSE	TRUE
Gpi1	chr7	FALSE	TRUE
Rbm39	chr2	FALSE	TRUE
Rps17	chr7	FALSE	TRUE
Acvr1c	chr2	FALSE	FALSE
Scx	chr15	FALSE	FALSE
Csrnp1	chr9	FALSE	TRUE
Terb1	chr8	FALSE	TRUE
Gpr85	chr6	FALSE	FALSE
Zfp467	chr6	FALSE	TRUE
Aspdh	chr7	FALSE	TRUE
Srf	chr17	FALSE	FALSE
Lsmem2	chr9	TRUE	FALSE
Rab24	chr13	FALSE	TRUE
A3galt2	chr4	FALSE	TRUE
Mxd4	chr5	FALSE	FALSE
Gnai2	chr9	FALSE	FALSE
Btg1	chr10	TRUE	FALSE
Cct7	chr6	FALSE	TRUE
Sfpq	chr4	FALSE	TRUE
Adamts10	chr17	TRUE	FALSE
Hipk1	chr3	FALSE	FALSE
Unk	chr11	FALSE	TRUE
Rps5	chr7	TRUE	TRUE
Mlf2	chr6	FALSE	FALSE
Gm20741	chr16	TRUE	FALSE
Plgrkt	chr19	FALSE	FALSE
Socs1	chr16	FALSE	FALSE
Serpinh1	chr7	TRUE	TRUE
Ing3	chr6	FALSE	TRUE
Dmtn	chr14	FALSE	TRUE
Arrdc3	chr13	FALSE	TRUE
Zfp52	chr17	TRUE	FALSE
Fbxl6	chr15	FALSE	FALSE
Tmem17	chr11	FALSE	FALSE
Erf	chr7	FALSE	FALSE
Obsl1	chr1	TRUE	FALSE
Mef2d	chr3	FALSE	TRUE
Rpl37a	chr1	TRUE	TRUE
G0s2	chr1	TRUE	FALSE
Gal3st2	chr1	TRUE	FALSE
Tstd2	chr4	TRUE	TRUE
Ppp1r3e	chr14	FALSE	TRUE
Entpd2	chr2	TRUE	FALSE
Zdhhc18	chr4	TRUE	FALSE
Ube2i	chr17	FALSE	TRUE
Gpr63	chr4	FALSE	TRUE
Castor2	chr5	FALSE	FALSE
Msmo1	chr8	FALSE	FALSE
Prcd	chr11	FALSE	FALSE
Rab12	chr17	FALSE	FALSE
Paxip1	chr5	FALSE	TRUE
Pgm3	chr9	FALSE	TRUE
Zfp513	chr5	FALSE	TRUE
Tspan14	chr14	FALSE	FALSE
Tra2b	chr16	FALSE	TRUE
Spns1	chr7	FALSE	TRUE
Llph	chr10	FALSE	TRUE
Fgf22	chr10	TRUE	TRUE
Smyd2	chr1	TRUE	FALSE
Dele1	chr18	FALSE	TRUE
Bcl7b	chr5	FALSE	TRUE
Cgnl1	chr9	FALSE	TRUE
Csnk1g2	chr10	FALSE	FALSE
Selenoo	chr15	FALSE	TRUE
Rom1	chr19	TRUE	FALSE
Phc2	chr4	TRUE	FALSE
Atp6v1c1	chr15	FALSE	TRUE
Atg10	chr13	TRUE	TRUE
Herc3	chr6	TRUE	TRUE
Cfap298	chr16	FALSE	TRUE
Golga1	chr2	FALSE	TRUE
Btg2	chr1	TRUE	FALSE
Pdxk	chr10	TRUE	FALSE
Atp6v0c	chr17	FALSE	TRUE
Rhbdf1	chr11	TRUE	FALSE
Pla2g2c	chr4	TRUE	TRUE
Mybpc3	chr2	FALSE	FALSE
Hdac5	chr11	FALSE	TRUE
Selenon	chr4	FALSE	FALSE
Fgf9	chr14	FALSE	TRUE
Rragc	chr4	FALSE	TRUE
Tnfrsf18	chr4	FALSE	FALSE
Dennd4b	chr3	TRUE	FALSE
Atxn7l2	chr3	FALSE	FALSE
Igf2r	chr17	FALSE	FALSE
Slc7a5	chr8	FALSE	FALSE
Efemp2	chr19	FALSE	FALSE
Hexim1	chr11	TRUE	TRUE
Parp12	chr6	TRUE	FALSE
Cntln	chr4	FALSE	FALSE
Tyro3	chr2	FALSE	TRUE
Dgkz	chr2	FALSE	TRUE
Cherp	chr8	FALSE	TRUE
Snx20	chr8	TRUE	FALSE
Ctdsp2	chr10	FALSE	TRUE
Ccdc166	chr15	FALSE	TRUE
Elk4	chr1	FALSE	FALSE
Ddx11	chr17	FALSE	FALSE
Rabac1	chr7	FALSE	TRUE
Dlgap3	chr4	FALSE	TRUE
Aph1b	chr9	FALSE	FALSE
Ggps1	chr13	TRUE	TRUE
Calr	chr8	FALSE	FALSE
Zbtb43	chr2	FALSE	TRUE
Trabd	chr15	TRUE	TRUE
Ulk1	chr5	FALSE	TRUE
Cep120	chr18	FALSE	FALSE
Zfp775	chr6	FALSE	TRUE
Per3	chr4	FALSE	TRUE
Ppa1	chr10	FALSE	TRUE
Swi5	chr2	FALSE	TRUE
Ing2	chr8	FALSE	FALSE
Wdr13	chrX	TRUE	TRUE
Sdcbp	chr4	TRUE	FALSE
Plppr3	chr10	FALSE	TRUE
Cox5a	chr9	FALSE	TRUE
Calm2	chr17	FALSE	FALSE
E030018B13Rik	chr7	FALSE	FALSE
Gabrg2	chr11	TRUE	FALSE
Ttc8	chr12	TRUE	FALSE
Tspyl4	chr10	FALSE	TRUE
Rhob	chr12	TRUE	TRUE
Odf2l	chr3	FALSE	TRUE
Sec14l2	chr11	FALSE	FALSE
Tardbp	chr4	TRUE	FALSE
Plpbp	chr8	FALSE	TRUE
Gpr25	chr1	FALSE	TRUE
Tprn	chr2	TRUE	TRUE
Nr2c1	chr10	FALSE	FALSE
Ier2	chr8	FALSE	TRUE
Nudt5	chr2	FALSE	TRUE
Cavin3	chr7	FALSE	TRUE
Smarcb1	chr10	FALSE	TRUE
Slc7a8	chr14	TRUE	FALSE
Gpr142	chr11	TRUE	FALSE
Coa6	chr8	FALSE	TRUE
Nom1	chr5	FALSE	TRUE
Fem1a	chr17	FALSE	TRUE
Cdh8	chr8	FALSE	FALSE
Fuz	chr7	FALSE	TRUE
Tsen15	chr1	TRUE	FALSE
Ccdc85c	chr12	FALSE	TRUE
Actb	chr5	FALSE	FALSE
Slc39a13	chr2	FALSE	TRUE
Ing1	chr8	FALSE	TRUE
Sprtn	chr8	TRUE	FALSE
Fos	chr12	FALSE	FALSE
Tspyl3	chr2	FALSE	TRUE
Pip5k1a	chr3	FALSE	TRUE
Psmd7	chr8	TRUE	TRUE
Hint3	chr10	FALSE	TRUE
Mat2a	chr6	FALSE	TRUE
Mmp24	chr2	FALSE	TRUE
Surf4	chr2	FALSE	FALSE
Pcna	chr2	TRUE	TRUE
Stard10	chr7	FALSE	FALSE
Zbtb5	chr4	FALSE	TRUE
Srp14	chr2	FALSE	TRUE
Tmc3	chr7	TRUE	FALSE
Ntpcr	chr8	FALSE	FALSE
Trim8	chr19	FALSE	TRUE
Gramd1a	chr7	FALSE	FALSE
Klhl33	chr14	FALSE	FALSE
Cdc16	chr8	FALSE	TRUE
Zfp444	chr7	FALSE	TRUE
Ankrd37	chr8	FALSE	TRUE
Fam210a	chr18	FALSE	TRUE
Cuta	chr17	FALSE	TRUE
Fam161a	chr11	FALSE	TRUE
Mtss2	chr8	FALSE	TRUE
Dut	chr2	FALSE	TRUE
Tmem14c	chr13	FALSE	TRUE
Cdh15	chr8	FALSE	FALSE
Nup50	chr15	FALSE	TRUE
Hsph1	chr5	FALSE	FALSE
Pm20d2	chr4	FALSE	FALSE
Dlg4	chr11	TRUE	FALSE
Ndufs1	chr1	FALSE	TRUE
Emilin3	chr2	TRUE	FALSE
Alkbh7	chr17	FALSE	FALSE
Mlh1	chr9	TRUE	TRUE
Mef2c	chr13	TRUE	FALSE
Asap2	chr12	TRUE	FALSE
Camk2d	chr3	TRUE	TRUE
Shd	chr17	FALSE	FALSE
Mtr	chr13	FALSE	FALSE
Klhdc9	chr1	FALSE	TRUE
Psap	chr10	FALSE	TRUE
Tmem41b	chr7	FALSE	FALSE
Anxa7	chr14	FALSE	FALSE
Ccnl1	chr3	FALSE	TRUE
Neurod2	chr11	TRUE	FALSE
Rad23b	chr4	FALSE	TRUE
Rcan2	chr17	TRUE	FALSE
Mgat1	chr11	FALSE	FALSE
Rbbp7	chrX	FALSE	FALSE
Babam2	chr5	FALSE	FALSE
Tufm	chr7	FALSE	TRUE
Slc35e3	chr10	FALSE	TRUE
Hnrnpf	chr6	FALSE	TRUE
Akap8l	chr17	TRUE	TRUE
Creg1	chr1	FALSE	FALSE
Nr1d1	chr11	FALSE	TRUE
Thap1	chr8	FALSE	TRUE
Degs1	chr1	TRUE	FALSE
Zfp518b	chr5	FALSE	TRUE
Rbck1	chr2	FALSE	TRUE
Ercc1	chr7	TRUE	FALSE
Lurap1	chr4	FALSE	FALSE
Ino80c	chr18	TRUE	TRUE
Scaf1	chr7	FALSE	FALSE
Rpusd1	chr17	FALSE	TRUE
Ccdc136	chr6	FALSE	FALSE
Dmac1	chr4	TRUE	FALSE
Clpp	chr17	TRUE	TRUE
Ndufb11	chrX	FALSE	TRUE
Sac3d1	chr19	FALSE	TRUE
E430018J23Rik	chr7	FALSE	TRUE
Rap2b	chr3	FALSE	TRUE
Inpp5f	chr7	TRUE	FALSE
Gna13	chr11	TRUE	FALSE
C1qtnf12	chr4	FALSE	FALSE
Rps29	chr12	FALSE	TRUE
Nyap2	chr1	TRUE	FALSE
Chrac1	chr15	FALSE	TRUE
Mdm2	chr10	FALSE	TRUE
Scamp5	chr9	FALSE	TRUE
Bbc3	chr7	FALSE	TRUE
Dctpp1	chr7	FALSE	TRUE
Kat14	chr2	FALSE	FALSE
Nabp2	chr10	FALSE	TRUE
Tesk1	chr4	FALSE	TRUE
Ubtd2	chr11	FALSE	FALSE
Tbl2	chr5	FALSE	FALSE
Septin3	chr15	FALSE	FALSE
Ube2m	chr7	FALSE	TRUE
Chmp6	chr11	FALSE	FALSE
Hacl1	chr14	FALSE	FALSE
Abhd17a	chr10	FALSE	TRUE
Usp42	chr5	TRUE	TRUE
Mpv17	chr5	FALSE	TRUE
Ptcd2	chr13	FALSE	TRUE
Dcp1a	chr14	FALSE	TRUE
2210016L21Rik	chr5	FALSE	TRUE
Ccdc142	chr6	FALSE	FALSE
Olfm1	chr2	FALSE	TRUE
Sipa1l3	chr7	FALSE	FALSE
Ctbp1	chr5	FALSE	TRUE
Pfn2	chr3	FALSE	FALSE
Zfp764	chr7	FALSE	TRUE
Nrip1	chr16	FALSE	FALSE
Trappc6a	chr7	FALSE	TRUE
Stx4a	chr7	FALSE	TRUE
Bpifb6	chr2	TRUE	TRUE
Mcts2	chr2	FALSE	TRUE
Ly6e	chr15	TRUE	TRUE
Gatd3a	chr10	FALSE	FALSE
Wdr83os	chr8	FALSE	FALSE
Mrgbp	chr2	FALSE	TRUE
Tmem107	chr11	FALSE	FALSE
Amigo1	chr3	TRUE	FALSE
Dhcr7	chr7	FALSE	FALSE
Rusc1	chr3	FALSE	TRUE
Fmc1	chr6	FALSE	TRUE
Sertad1	chr7	TRUE	FALSE
Mthfr	chr4	FALSE	FALSE
Mterf1b	chr5	FALSE	FALSE
Mcm8	chr2	TRUE	TRUE
Adcy8	chr15	FALSE	FALSE
Tmem160	chr7	TRUE	TRUE
Rad1	chr15	FALSE	TRUE
Mapk8ip2	chr15	FALSE	TRUE
Psmg4	chr13	TRUE	FALSE
Rps6ka1	chr4	FALSE	TRUE
Uqcr11	chr10	TRUE	TRUE
Gnb2	chr5	FALSE	TRUE
Chd9	chr8	TRUE	TRUE
Fcrlb	chr1	FALSE	TRUE
Timm29	chr9	FALSE	TRUE
Ubtd1	chr19	TRUE	FALSE
Sema4c	chr1	FALSE	FALSE
Nuf2	chr1	TRUE	TRUE
Spag7	chr11	FALSE	TRUE
Atg3	chr16	FALSE	TRUE
Rpl27a	chr7	FALSE	FALSE
Exosc10	chr4	FALSE	TRUE
Orc6	chr8	FALSE	TRUE
Men1	chr19	FALSE	TRUE
Cdpf1	chr15	FALSE	FALSE
Marcks	chr10	TRUE	FALSE
Wbp1	chr6	FALSE	TRUE
Siah2	chr3	FALSE	FALSE
Leng1	chr7	FALSE	FALSE
Qdpr	chr5	FALSE	TRUE
Bhlha9	chr11	TRUE	FALSE
Dync1h1	chr12	FALSE	TRUE
Colec11	chr12	FALSE	FALSE
Lmo4	chr3	TRUE	TRUE
Pogk	chr1	FALSE	FALSE
Usp25	chr16	FALSE	FALSE
Bach2	chr4	TRUE	TRUE
Cgn	chr3	FALSE	FALSE
Calm1	chr12	TRUE	FALSE
Nanos1	chr19	FALSE	TRUE
Rmi2	chr16	TRUE	FALSE
P2ry13	chr3	TRUE	FALSE
Usp38	chr8	FALSE	TRUE
Gstz1	chr12	FALSE	TRUE
Mex3d	chr10	FALSE	TRUE
Flot1	chr17	FALSE	FALSE
Mrps31	chr8	FALSE	FALSE
Slc2a8	chr2	FALSE	TRUE
B3galt4	chr17	FALSE	TRUE
Ccdc124	chr8	FALSE	FALSE
Tor3a	chr1	FALSE	TRUE
Apbb1	chr7	TRUE	TRUE
Ptp4a1	chr1	FALSE	TRUE
Mlycd	chr8	FALSE	FALSE
Bop1	chr15	FALSE	FALSE
Socs7	chr11	FALSE	TRUE
Capn10	chr1	FALSE	TRUE
Tacc3	chr5	FALSE	TRUE
Dusp26	chr8	FALSE	TRUE
Zfp768	chr7	TRUE	TRUE
Zmynd8	chr2	FALSE	TRUE
Letmd1	chr15	FALSE	FALSE
Map1lc3b	chr8	TRUE	FALSE
Irf3	chr7	TRUE	TRUE
Ccdc89	chr7	TRUE	FALSE
Pnp	chr14	FALSE	FALSE
Trim32	chr4	FALSE	TRUE
Ets2	chr16	FALSE	TRUE
Lgals8	chr13	TRUE	FALSE
Otub1	chr19	FALSE	TRUE
Sh2b1	chr7	FALSE	TRUE
Secisbp2	chr13	TRUE	TRUE
Ncaph2	chr15	FALSE	FALSE
Mtx3	chr13	TRUE	FALSE
Zfp212	chr6	FALSE	TRUE
Vldlr	chr19	TRUE	FALSE
Exosc7	chr9	FALSE	TRUE
Il17d	chr14	FALSE	FALSE
Elf3	chr1	FALSE	FALSE
Aars2	chr17	FALSE	FALSE
Cyc1	chr15	FALSE	TRUE
Nudt16	chr9	TRUE	TRUE
Zfp746	chr6	FALSE	TRUE
Mrps14	chr1	FALSE	TRUE
