gene_name	chr	mch_hyper	cg_hmc_up
Steap3	chr1	FALSE	TRUE
Stim1	chr7	FALSE	FALSE
Stim2	chr5	FALSE	FALSE
Stimate	chr14	FALSE	FALSE
Stk10	chr11	FALSE	FALSE
Stk11ip	chr1	FALSE	FALSE
Stk24	chr14	FALSE	FALSE
Stk32b	chr5	FALSE	TRUE
Stk38	chr17	FALSE	FALSE
Stk38l	chr6	FALSE	FALSE
Stk39	chr2	FALSE	FALSE
Stk4	chr2	FALSE	FALSE
Stom	chr2	TRUE	FALSE
Stoml3	chr3	FALSE	TRUE
Ston2	chr12	FALSE	TRUE
Stox1	chr10	FALSE	FALSE
Stpg2	chr3	TRUE	FALSE
Stpg4	chr17	FALSE	FALSE
Strbp	chr2	FALSE	FALSE
Strn	chr17	FALSE	FALSE
Strn3	chr12	FALSE	FALSE
Stt3b	chr9	FALSE	FALSE
Stx11	chr10	FALSE	TRUE
Stx18	chr5	FALSE	FALSE
Stx1a	chr5	FALSE	FALSE
Stx2	chr5	FALSE	TRUE
Stx7	chr10	FALSE	FALSE
Stx8	chr11	FALSE	FALSE
Stxbp1	chr2	FALSE	FALSE
Stxbp3	chr3	FALSE	FALSE
Stxbp4	chr11	FALSE	FALSE
Stxbp5	chr10	FALSE	FALSE
Stxbp5l	chr16	FALSE	FALSE
Sucla2	chr14	FALSE	FALSE
Suclg2	chr6	FALSE	TRUE
Sugct	chr13	TRUE	TRUE
Sugp1	chr8	FALSE	FALSE
Sugp2	chr8	FALSE	FALSE
Sult4a1	chr15	FALSE	FALSE
Sumf1	chr6	FALSE	FALSE
Sumo1	chr1	TRUE	FALSE
Sun1	chr5	FALSE	FALSE
Sun2	chr15	FALSE	FALSE
Supt16	chr14	FALSE	FALSE
Supt20	chr3	FALSE	FALSE
Supt3	chr17	FALSE	FALSE
Supt7l	chr5	FALSE	FALSE
Supv3l1	chr10	FALSE	FALSE
Susd4	chr1	FALSE	TRUE
Sv2b	chr7	FALSE	FALSE
Sv2c	chr13	FALSE	FALSE
Svep1	chr4	TRUE	FALSE
Svop	chr5	FALSE	FALSE
Swap70	chr7	FALSE	FALSE
Sybu	chr15	TRUE	FALSE
Syce1l	chr8	FALSE	FALSE
Sycp1	chr3	FALSE	FALSE
Sympk	chr7	FALSE	FALSE
Syn2	chr6	TRUE	FALSE
Syn3	chr10	FALSE	FALSE
Syne2	chr12	FALSE	FALSE
Syne3	chr12	FALSE	TRUE
Synj1	chr16	FALSE	FALSE
Synrg	chr11	FALSE	FALSE
Sypl	chr12	TRUE	FALSE
Sys1	chr2	FALSE	FALSE
Syt1	chr10	TRUE	FALSE
Syt12	chr19	FALSE	FALSE
Syt14	chr1	FALSE	FALSE
Syt16	chr12	FALSE	TRUE
Syt6	chr3	FALSE	FALSE
Syt7	chr19	FALSE	FALSE
Syt9	chr7	TRUE	FALSE
Szt2	chr4	FALSE	FALSE
Tab2	chr10	FALSE	FALSE
Tab3	chrX	FALSE	FALSE
Tacc1	chr8	FALSE	FALSE
Tacc2	chr7	FALSE	FALSE
Tada2a	chr11	FALSE	FALSE
Taf1	chrX	FALSE	FALSE
Taf1b	chr12	FALSE	FALSE
Taf1c	chr8	FALSE	FALSE
Taf2	chr15	FALSE	FALSE
Taf3	chr2	FALSE	FALSE
Taf4	chr2	FALSE	FALSE
Taf4b	chr18	FALSE	FALSE
Tafa5	chr15	FALSE	FALSE
Tanc1	chr2	FALSE	FALSE
Tango6	chr8	FALSE	FALSE
Tarbp1	chr8	FALSE	FALSE
Tasor2	chr13	FALSE	FALSE
Tasp1	chr2	FALSE	FALSE
Tax1bp1	chr6	FALSE	FALSE
Taz	chrX	FALSE	FALSE
Tbc1d1	chr5	FALSE	FALSE
Tbc1d10a	chr11	FALSE	FALSE
Tbc1d12	chr19	FALSE	FALSE
Tbc1d14	chr5	FALSE	FALSE
Tbc1d15	chr10	FALSE	FALSE
Tbc1d19	chr5	FALSE	FALSE
Tbc1d2	chr4	FALSE	FALSE
Tbc1d22b	chr17	FALSE	FALSE
Tbc1d2b	chr9	FALSE	FALSE
Tbc1d31	chr15	TRUE	FALSE
Tbc1d32	chr10	FALSE	FALSE
Tbc1d5	chr17	FALSE	FALSE
Tbc1d9b	chr11	FALSE	FALSE
Tbca	chr13	FALSE	FALSE
Tbcd	chr11	FALSE	FALSE
Tbce	chr13	FALSE	FALSE
Tbck	chr3	FALSE	FALSE
Tbl1x	chrX	FALSE	FALSE
Tbl1xr1	chr3	FALSE	FALSE
Tbpl1	chr10	FALSE	FALSE
Tbr1	chr2	FALSE	FALSE
Tbxas1	chr6	FALSE	TRUE
Tcaf1	chr6	FALSE	FALSE
Tceanc2	chr4	FALSE	FALSE
Tcerg1	chr18	FALSE	FALSE
Tcerg1l	chr7	FALSE	FALSE
Tcf12	chr9	FALSE	FALSE
Tcf20	chr15	FALSE	TRUE
Tcf7l1	chr6	FALSE	TRUE
Tcf7l2	chr19	FALSE	TRUE
Tcp11l1	chr2	FALSE	FALSE
Tdo2	chr3	TRUE	FALSE
Tdp1	chr12	FALSE	FALSE
Tdrd5	chr1	FALSE	TRUE
Tead1	chr7	FALSE	FALSE
Tec	chr5	FALSE	FALSE
Tecpr1	chr5	FALSE	FALSE
Teddm2	chr1	FALSE	TRUE
Tekt1	chr11	FALSE	TRUE
Tekt5	chr16	FALSE	TRUE
Tenm1	chrX	FALSE	FALSE
Tenm2	chr11	FALSE	FALSE
Tenm3	chr8	FALSE	TRUE
Tenm4	chr7	TRUE	TRUE
Tent2	chr13	FALSE	FALSE
Tent4a	chr13	FALSE	FALSE
Tent4b	chr8	FALSE	FALSE
Tent5d	chrX	FALSE	FALSE
Tep1	chr14	FALSE	FALSE
Terf2	chr8	FALSE	FALSE
Tesk2	chr4	FALSE	FALSE
Tet1	chr10	FALSE	FALSE
Tet2	chr3	FALSE	FALSE
Tet3	chr6	FALSE	FALSE
Tex10	chr4	FALSE	FALSE
Tex2	chr11	FALSE	FALSE
Tex26	chr5	FALSE	FALSE
Tex264	chr9	FALSE	FALSE
Tfcp2	chr15	FALSE	FALSE
Tfdp2	chr9	FALSE	FALSE
Tfeb	chr17	FALSE	FALSE
Tff3	chr17	TRUE	TRUE
Tfip11	chr5	FALSE	FALSE
Tfr2	chr5	FALSE	FALSE
Tgfbi	chr13	FALSE	TRUE
Tgfbr2	chr9	FALSE	TRUE
Tgfbr3	chr5	FALSE	FALSE
Tgfbrap1	chr1	FALSE	FALSE
Tgif1	chr17	FALSE	FALSE
Tgm2	chr2	FALSE	TRUE
Tgm4	chr9	FALSE	FALSE
Tgm7	chr2	FALSE	FALSE
Tgs1	chr4	FALSE	FALSE
Thada	chr17	FALSE	FALSE
Thap2	chr10	FALSE	FALSE
Thap4	chr1	FALSE	FALSE
Thbs2	chr17	TRUE	TRUE
Thegl	chr5	FALSE	TRUE
Themis	chr10	TRUE	TRUE
Thoc2	chrX	FALSE	FALSE
Thoc2l	chr5	FALSE	FALSE
Thsd4	chr9	FALSE	TRUE
Thsd7b	chr1	TRUE	TRUE
Tiam1	chr16	FALSE	FALSE
Timm23	chr14	FALSE	FALSE
Tiparp	chr3	TRUE	FALSE
Tjap1	chr17	FALSE	FALSE
Tjp1	chr7	FALSE	TRUE
Tjp2	chr19	FALSE	FALSE
Tlcd4	chr3	TRUE	FALSE
Tle3	chr9	FALSE	FALSE
Tle4	chr19	FALSE	FALSE
Tlk1	chr2	FALSE	FALSE
Tlk2	chr11	FALSE	FALSE
Tll1	chr8	TRUE	FALSE
Tll2	chr19	FALSE	TRUE
Tm2d1	chr4	FALSE	FALSE
Tm6sf1	chr7	FALSE	TRUE
Tm9sf2	chr14	FALSE	FALSE
Tmc5	chr7	FALSE	TRUE
Tmc7	chr7	FALSE	FALSE
Tmcc1	chr6	FALSE	FALSE
Tmcc3	chr10	FALSE	TRUE
Tmco4	chr4	FALSE	TRUE
Tmed10	chr12	FALSE	FALSE
Tmed7	chr18	FALSE	FALSE
Tmed8	chr12	FALSE	FALSE
Tmeff2	chr1	TRUE	FALSE
Tmem108	chr9	FALSE	FALSE
Tmem116	chr5	FALSE	FALSE
Tmem117	chr15	TRUE	FALSE
Tmem120b	chr5	FALSE	FALSE
Tmem131	chr1	FALSE	FALSE
Tmem131l	chr3	FALSE	FALSE
Tmem132c	chr5	TRUE	FALSE
Tmem135	chr7	FALSE	FALSE
Tmem144	chr3	TRUE	FALSE
Tmem14a	chr1	FALSE	FALSE
Tmem150c	chr5	FALSE	FALSE
Tmem154	chr3	FALSE	TRUE
Tmem156	chr5	TRUE	TRUE
Tmem161b	chr13	FALSE	FALSE
Tmem163	chr1	FALSE	FALSE
Tmem165	chr5	FALSE	FALSE
Tmem178b	chr6	FALSE	FALSE
Tmem184b	chr15	FALSE	FALSE
Tmem185a	chrX	FALSE	FALSE
Tmem229b	chr12	FALSE	FALSE
Tmem232	chr17	FALSE	FALSE
Tmem237	chr1	FALSE	FALSE
Tmem238	chr7	TRUE	FALSE
Tmem241	chr18	FALSE	FALSE
Tmem242	chr17	FALSE	FALSE
Tmem243	chr5	FALSE	FALSE
Tmem245	chr4	FALSE	FALSE
Tmem260	chr14	FALSE	FALSE
Tmem266	chr9	FALSE	FALSE
Tmem30a	chr9	FALSE	FALSE
Tmem38a	chr8	FALSE	FALSE
Tmem38b	chr4	FALSE	FALSE
Tmem63c	chr12	TRUE	FALSE
Tmem65	chr15	TRUE	FALSE
Tmem87b	chr2	FALSE	FALSE
Tmem9b	chr7	FALSE	FALSE
Tmigd3	chr3	FALSE	FALSE
Tmigd3	chr3	FALSE	FALSE
Tmigd3	chr3	FALSE	FALSE
Tmigd3	chr3	FALSE	FALSE
Tmod1	chr4	FALSE	FALSE
Tmod2	chr9	FALSE	FALSE
Tmod3	chr9	FALSE	FALSE
Tmprss11d	chr5	TRUE	FALSE
Tmprss11e	chr5	FALSE	FALSE
Tmprss11g	chr5	TRUE	TRUE
Tmtc1	chr6	FALSE	TRUE
Tmtc4	chr14	TRUE	FALSE
Tmx4	chr2	FALSE	FALSE
Tnfaip8l2	chr3	FALSE	FALSE
Tnfrsf8	chr4	FALSE	TRUE
Tnfrsf9	chr4	FALSE	FALSE
Tnfsf11	chr14	FALSE	TRUE
Tnfsf8	chr4	FALSE	TRUE
Tnfsfm13	chr11	TRUE	FALSE
Tnik	chr3	FALSE	FALSE
Tnni1	chr1	FALSE	TRUE
Tnni3k	chr3	TRUE	TRUE
Tnpo1	chr13	FALSE	FALSE
Tnrc6a	chr7	FALSE	FALSE
Tnrc6b	chr15	FALSE	FALSE
Tnrc6c	chr11	FALSE	FALSE
Tns1	chr1	FALSE	TRUE
Tns2	chr15	FALSE	FALSE
Togaram2	chr17	FALSE	TRUE
Tom1l2	chr11	FALSE	FALSE
Top1	chr2	FALSE	FALSE
Top3b	chr16	FALSE	FALSE
Tor1aip1	chr1	FALSE	FALSE
Tpbg	chr9	FALSE	FALSE
Tph1	chr7	TRUE	TRUE
Tph2	chr10	TRUE	TRUE
Tpp2	chr1	FALSE	FALSE
Tpst1	chr5	FALSE	FALSE
Traf3ip1	chr1	FALSE	FALSE
Traf7	chr17	FALSE	FALSE
Trak1	chr9	FALSE	FALSE
Trak2	chr1	FALSE	FALSE
Trank1	chr9	FALSE	TRUE
Trappc10	chr10	FALSE	FALSE
Trappc12	chr12	FALSE	FALSE
Trappc9	chr15	FALSE	FALSE
Trarg1	chr11	FALSE	TRUE
Trdn	chr10	FALSE	FALSE
Trhde	chr10	FALSE	FALSE
Trib2	chr12	FALSE	TRUE
Trim14	chr4	FALSE	FALSE
Trim24	chr6	FALSE	FALSE
Trim33	chr3	FALSE	FALSE
Trim45	chr3	FALSE	FALSE
Trim67	chr8	FALSE	FALSE
Trim71	chr9	FALSE	TRUE
Trim9	chr12	FALSE	FALSE
Trio	chr15	FALSE	FALSE
Trip10	chr17	FALSE	FALSE
Trip11	chr12	FALSE	FALSE
Trip12	chr1	FALSE	FALSE
Trmt10b	chr4	FALSE	FALSE
Trmt11	chr10	FALSE	FALSE
Trmt13	chr3	FALSE	FALSE
Trmt1l	chr1	FALSE	FALSE
Trmt9b	chr8	TRUE	FALSE
Trp53bp1	chr2	FALSE	FALSE
Trp53bp2	chr1	TRUE	FALSE
Trp73	chr4	FALSE	FALSE
Trpc4ap	chr2	FALSE	FALSE
Trpm1	chr7	FALSE	TRUE
Trpm2	chr10	FALSE	FALSE
Trpm3	chr19	TRUE	FALSE
Trps1	chr15	FALSE	FALSE
Trrap	chr5	FALSE	FALSE
Tsc2	chr17	FALSE	FALSE
Tsc22d1	chr14	FALSE	FALSE
Tsc22d2	chr3	FALSE	FALSE
Tsc22d4	chr5	FALSE	FALSE
Tsga10ip	chr19	FALSE	FALSE
Tshz1	chr18	TRUE	FALSE
Tshz2	chr2	FALSE	TRUE
Tshz3	chr7	FALSE	FALSE
Tspan11	chr6	FALSE	TRUE
Tspan13	chr12	FALSE	FALSE
Tspan15	chr10	FALSE	FALSE
Tspan3	chr9	FALSE	FALSE
Tspan5	chr3	FALSE	FALSE
Tsr1	chr11	FALSE	FALSE
Ttbk1	chr17	FALSE	FALSE
Ttbk2	chr2	FALSE	FALSE
Ttc13	chr8	FALSE	FALSE
Ttc17	chr2	FALSE	FALSE
Ttc23	chr7	FALSE	TRUE
Ttc27	chr17	FALSE	FALSE
Ttc29	chr8	FALSE	TRUE
Ttc3	chr16	FALSE	FALSE
Ttc39b	chr4	TRUE	FALSE
Ttc7b	chr12	FALSE	FALSE
Ttc9	chr12	FALSE	FALSE
Ttf1	chr2	FALSE	FALSE
Ttll11	chr2	FALSE	FALSE
Ttll4	chr1	FALSE	FALSE
Ttll5	chr12	FALSE	FALSE
Ttll7	chr3	FALSE	FALSE
Ttn	chr2	FALSE	FALSE
Ttr	chr18	TRUE	TRUE
Tubgcp3	chr8	FALSE	FALSE
Tuft1	chr3	FALSE	FALSE
Tug1	chr11	FALSE	FALSE
Tulp3	chr6	FALSE	FALSE
Tulp4	chr17	FALSE	FALSE
Tunar	chr12	FALSE	FALSE
Tut4	chr4	FALSE	FALSE
Tut7	chr13	FALSE	FALSE
Tvp23a	chr16	FALSE	FALSE
Tvp23b	chr11	FALSE	FALSE
Txndc11	chr16	FALSE	FALSE
Txndc16	chr14	FALSE	FALSE
U2af2	chr7	FALSE	FALSE
Uba6	chr5	FALSE	FALSE
Ubac1	chr2	FALSE	FALSE
Ubac2	chr14	FALSE	FALSE
Ubap2l	chr3	FALSE	FALSE
Ubash3a	chr17	FALSE	FALSE
Ube2cbp	chr9	FALSE	FALSE
Ube2d2a	chr18	FALSE	FALSE
Ube2e1	chr14	FALSE	FALSE
Ube2e2	chr14	FALSE	TRUE
Ube2e3	chr2	FALSE	FALSE
Ube2h	chr6	FALSE	FALSE
Ube2j2	chr4	FALSE	FALSE
Ube2k	chr5	FALSE	FALSE
Ube2n	chr10	FALSE	FALSE
Ube2o	chr11	FALSE	FALSE
Ube2ql1	chr13	FALSE	FALSE
Ube2r2	chr4	FALSE	FALSE
Ube2w	chr1	FALSE	FALSE
Ube3a	chr7	FALSE	FALSE
Ube3c	chr5	FALSE	FALSE
Ube4b	chr4	FALSE	FALSE
Ubn2	chr6	FALSE	FALSE
Ubp1	chr9	FALSE	FALSE
Ubr2	chr17	FALSE	FALSE
Ubr3	chr2	FALSE	FALSE
Ubr4	chr4	FALSE	FALSE
Ubr5	chr15	FALSE	FALSE
Ubxn7	chr16	FALSE	FALSE
Uchl3	chr14	TRUE	FALSE
Uevld	chr7	FALSE	FALSE
Ugcg	chr4	FALSE	FALSE
Uggt1	chr1	FALSE	FALSE
Uggt2	chr14	FALSE	FALSE
Ugt8a	chr3	FALSE	FALSE
Uhrf1bp1l	chr10	FALSE	FALSE
Uimc1	chr13	FALSE	FALSE
Ulk2	chr11	FALSE	FALSE
Ulk4	chr9	FALSE	TRUE
Umad1	chr6	FALSE	FALSE
Unc13a	chr8	FALSE	FALSE
Unc13b	chr4	FALSE	FALSE
Unc13c	chr9	FALSE	FALSE
Unc5a	chr13	FALSE	FALSE
Unc5b	chr10	FALSE	FALSE
Unc5c	chr3	TRUE	FALSE
Unc79	chr12	FALSE	FALSE
Unc80	chr1	FALSE	FALSE
Unc93a2	chr17	FALSE	TRUE
Unkl	chr17	FALSE	FALSE
Uox	chr3	TRUE	TRUE
Upf2	chr2	FALSE	FALSE
Upf3b	chrX	FALSE	FALSE
Upp1	chr11	TRUE	TRUE
Upp2	chr2	TRUE	FALSE
Uqcc1	chr2	FALSE	FALSE
Uqcc2	chr17	FALSE	FALSE
Uri1	chr7	FALSE	FALSE
Urm1	chr2	FALSE	FALSE
Ush1c	chr7	FALSE	TRUE
Ush1g	chr11	FALSE	FALSE
Uso1	chr5	FALSE	FALSE
Usp15	chr10	FALSE	FALSE
Usp18	chr6	FALSE	TRUE
Usp22	chr11	FALSE	FALSE
Usp24	chr4	FALSE	FALSE
Usp29	chr7	TRUE	TRUE
Usp3	chr9	FALSE	FALSE
Usp31	chr7	FALSE	FALSE
Usp32	chr11	FALSE	FALSE
Usp33	chr3	FALSE	FALSE
Usp34	chr11	FALSE	FALSE
Usp44	chr10	FALSE	FALSE
Usp45	chr4	FALSE	FALSE
Usp47	chr7	FALSE	FALSE
Usp50	chr2	FALSE	FALSE
Usp54	chr14	FALSE	FALSE
Usp7	chr16	FALSE	FALSE
Usp8	chr2	FALSE	FALSE
Ust	chr10	FALSE	FALSE
Utp20	chr10	FALSE	FALSE
Uvrag	chr7	FALSE	FALSE
Uvssa	chr5	FALSE	FALSE
Uxs1	chr1	FALSE	FALSE
Vamp9	chr5	FALSE	FALSE
Vangl1	chr3	FALSE	TRUE
Vapb	chr2	FALSE	FALSE
Vash2	chr1	FALSE	FALSE
Vasn	chr16	FALSE	FALSE
Vat1l	chr8	FALSE	FALSE
Vav2	chr2	FALSE	TRUE
Vav3	chr3	FALSE	TRUE
Vcl	chr14	FALSE	FALSE
Vdr	chr15	FALSE	TRUE
Vezt	chr10	FALSE	FALSE
Vgll4	chr6	FALSE	FALSE
Vipr1	chr9	FALSE	TRUE
Vipr2	chr12	TRUE	FALSE
Vit	chr17	FALSE	TRUE
Vkorc1l1	chr5	FALSE	FALSE
Vmn2r120	chr17	FALSE	FALSE
Vmp1	chr11	FALSE	FALSE
Vps13a	chr19	FALSE	FALSE
Vps13b	chr15	FALSE	FALSE
Vps13c	chr9	FALSE	FALSE
Vps13d	chr4	FALSE	FALSE
Vps26c	chr16	FALSE	FALSE
Vps35l	chr7	FALSE	FALSE
Vps41	chr13	FALSE	FALSE
Vps50	chr6	FALSE	FALSE
Vps54	chr11	FALSE	FALSE
Vps8	chr16	FALSE	FALSE
Vrk1	chr12	FALSE	TRUE
Vsig10	chr5	FALSE	FALSE
Vsnl1	chr12	FALSE	FALSE
Vsx1	chr2	FALSE	TRUE
Vtcn1	chr3	TRUE	TRUE
Vti1a	chr19	FALSE	FALSE
Vwa8	chr14	TRUE	FALSE
Vwc2l	chr1	TRUE	TRUE
Wac	chr18	FALSE	FALSE
Wapl	chr14	FALSE	FALSE
Wasf3	chr5	FALSE	FALSE
Wasl	chr6	FALSE	FALSE
Wbp1l	chr19	FALSE	FALSE
Wbp2nl	chr15	FALSE	FALSE
Wdfy3	chr5	FALSE	FALSE
Wdhd1	chr14	FALSE	FALSE
Wdpcp	chr11	TRUE	TRUE
Wdr25	chr12	FALSE	TRUE
Wdr33	chr18	FALSE	FALSE
Wdr36	chr18	FALSE	FALSE
Wdr37	chr13	FALSE	FALSE
Wdr41	chr13	FALSE	FALSE
Wdr43	chr17	FALSE	FALSE
Wdr47	chr3	FALSE	FALSE
Wdr59	chr8	FALSE	FALSE
Wdr62	chr7	FALSE	FALSE
Wdr7	chr18	FALSE	FALSE
Wdr70	chr15	FALSE	FALSE
Wdr72	chr9	FALSE	TRUE
Wdr86	chr5	FALSE	FALSE
Wdr89	chr12	FALSE	FALSE
Whamm	chr7	FALSE	FALSE
Whrn	chr4	FALSE	TRUE
Wipf1	chr2	FALSE	TRUE
Wipf2	chr11	FALSE	FALSE
Wipf3	chr6	TRUE	FALSE
Wnk1	chr6	FALSE	FALSE
Wnk2	chr13	FALSE	FALSE
Wnk3	chrX	FALSE	FALSE
Wnt3	chr11	FALSE	FALSE
Wnt7b	chr15	FALSE	TRUE
Wsb2	chr5	FALSE	FALSE
Wscd1	chr11	FALSE	FALSE
Wscd2	chr5	FALSE	FALSE
Wwc1	chr11	FALSE	TRUE
Wwc2	chr8	FALSE	TRUE
Wwox	chr8	TRUE	FALSE
Wwp1	chr4	FALSE	FALSE
Wwp2	chr8	FALSE	FALSE
Xab2	chr8	FALSE	FALSE
Xcr1	chr9	FALSE	TRUE
Xkr4	chr1	FALSE	TRUE
Xkr6	chr14	FALSE	FALSE
Xpc	chr6	FALSE	FALSE
Xpnpep1	chr19	FALSE	FALSE
Xpnpep3	chr15	FALSE	FALSE
Xpo4	chr14	FALSE	FALSE
Xpo6	chr7	FALSE	FALSE
Xpo7	chr14	FALSE	FALSE
Xpr1	chr1	FALSE	FALSE
Xrcc4	chr13	FALSE	FALSE
Xrcc6	chr15	FALSE	FALSE
Xrn1	chr9	FALSE	FALSE
Xrn2	chr2	FALSE	FALSE
Xrra1	chr7	FALSE	TRUE
Xylb	chr9	FALSE	FALSE
Xylt1	chr7	TRUE	TRUE
Yaf2	chr15	FALSE	FALSE
Yeats2	chr16	FALSE	FALSE
Yipf1	chr4	FALSE	FALSE
Yipf7	chr5	TRUE	FALSE
Ypel1	chr16	FALSE	FALSE
Ythdc2	chr18	FALSE	FALSE
Yy1	chr12	FALSE	FALSE
Zbbx	chr3	TRUE	TRUE
Zbed4	chr15	FALSE	FALSE
Zbtb11	chr16	FALSE	FALSE
Zbtb2	chr10	FALSE	FALSE
Zbtb20	chr16	TRUE	FALSE
Zbtb4	chr11	FALSE	FALSE
Zbtb40	chr4	TRUE	FALSE
Zbtb44	chr9	FALSE	FALSE
Zbtb46	chr2	FALSE	FALSE
Zbtb6	chr2	FALSE	FALSE
Zbtb7c	chr18	FALSE	TRUE
Zbtb8a	chr4	FALSE	FALSE
Zc3h12c	chr9	FALSE	FALSE
Zc3h12d	chr10	FALSE	FALSE
Zc3h13	chr14	FALSE	FALSE
Zc3h14	chr12	FALSE	FALSE
Zc3h3	chr15	FALSE	FALSE
Zc3h4	chr7	FALSE	FALSE
Zc3h6	chr2	FALSE	FALSE
Zc3h7a	chr16	FALSE	FALSE
Zc3hav1	chr6	FALSE	FALSE
Zc3hav1l	chr6	FALSE	FALSE
Zcchc17	chr4	FALSE	FALSE
Zcchc24	chr14	FALSE	TRUE
Zcchc4	chr5	FALSE	FALSE
Zcchc7	chr4	FALSE	FALSE
Zdhhc14	chr17	FALSE	FALSE
Zdhhc17	chr10	FALSE	FALSE
Zdhhc19	chr16	FALSE	FALSE
Zdhhc2	chr8	TRUE	FALSE
Zdhhc21	chr4	FALSE	FALSE
Zdhhc3	chr9	FALSE	FALSE
Zdhhc6	chr19	FALSE	FALSE
Zeb1	chr18	FALSE	FALSE
Zeb2	chr2	FALSE	TRUE
Zer1	chr2	FALSE	FALSE
Zfand1	chr3	TRUE	FALSE
Zfand3	chr17	FALSE	FALSE
Zfand4	chr6	FALSE	FALSE
Zfand6	chr7	TRUE	FALSE
Zfhx2	chr14	FALSE	FALSE
Zfhx3	chr8	FALSE	TRUE
Zfhx4	chr3	FALSE	FALSE
Zfp101	chr17	FALSE	FALSE
Zfp112	chr7	FALSE	FALSE
Zfp12	chr5	FALSE	FALSE
Zfp148	chr16	FALSE	FALSE
Zfp174	chr16	FALSE	FALSE
Zfp207	chr11	FALSE	FALSE
Zfp236	chr18	FALSE	FALSE
Zfp26	chr9	FALSE	FALSE
Zfp275	chrX	FALSE	FALSE
Zfp280d	chr9	FALSE	FALSE
Zfp3	chr11	FALSE	FALSE
Zfp316	chr5	FALSE	FALSE
Zfp324	chr7	TRUE	FALSE
Zfp326	chr5	FALSE	FALSE
Zfp329	chr7	FALSE	FALSE
Zfp346	chr13	FALSE	FALSE
Zfp35	chr18	FALSE	FALSE
Zfp362	chr4	FALSE	FALSE
Zfp385b	chr2	FALSE	FALSE
Zfp397	chr18	FALSE	FALSE
Zfp407	chr18	FALSE	FALSE
Zfp410	chr12	FALSE	FALSE
Zfp420	chr7	FALSE	FALSE
Zfp423	chr8	FALSE	FALSE
Zfp438	chr18	FALSE	FALSE
Zfp451	chr1	FALSE	FALSE
Zfp462	chr4	FALSE	TRUE
Zfp474	chr18	TRUE	TRUE
Zfp507	chr7	FALSE	FALSE
Zfp516	chr18	FALSE	FALSE
Zfp521	chr18	FALSE	FALSE
Zfp523	chr17	FALSE	FALSE
Zfp532	chr18	FALSE	FALSE
Zfp536	chr7	FALSE	FALSE
Zfp57	chr17	FALSE	TRUE
Zfp597	chr16	FALSE	FALSE
Zfp599	chr9	FALSE	FALSE
Zfp60	chr7	FALSE	FALSE
Zfp606	chr7	FALSE	FALSE
Zfp608	chr18	TRUE	FALSE
Zfp609	chr9	FALSE	FALSE
Zfp618	chr4	FALSE	TRUE
Zfp638	chr6	FALSE	FALSE
Zfp644	chr5	FALSE	FALSE
Zfp647	chr15	FALSE	FALSE
Zfp651	chr9	FALSE	FALSE
Zfp652	chr11	FALSE	FALSE
Zfp654	chr16	FALSE	FALSE
Zfp658	chr7	FALSE	FALSE
Zfp664	chr5	FALSE	FALSE
Zfp697	chr3	FALSE	FALSE
Zfp704	chr3	FALSE	FALSE
Zfp763	chr17	FALSE	FALSE
Zfp788	chr7	FALSE	FALSE
Zfp800	chr6	TRUE	TRUE
Zfp827	chr8	FALSE	FALSE
Zfp865	chr7	FALSE	FALSE
Zfp90	chr8	TRUE	FALSE
Zfp940	chr7	FALSE	FALSE
Zfp941	chr7	FALSE	FALSE
Zfp974	chr7	FALSE	FALSE
Zfpm2	chr15	FALSE	TRUE
Zfyve1	chr12	FALSE	FALSE
Zfyve26	chr12	FALSE	FALSE
Zfyve27	chr19	FALSE	FALSE
Zfyve28	chr5	FALSE	FALSE
Zfyve9	chr4	FALSE	FALSE
Zgpat	chr2	FALSE	FALSE
Zhx2	chr15	TRUE	FALSE
Zhx3	chr2	FALSE	FALSE
Zic3	chrX	FALSE	FALSE
Zic4	chr9	TRUE	TRUE
Zmiz1	chr14	FALSE	FALSE
Zmym2	chr14	FALSE	FALSE
Zmym4	chr4	FALSE	FALSE
Zmym6	chr4	FALSE	FALSE
Zmynd11	chr13	FALSE	FALSE
Znrf1	chr8	FALSE	FALSE
Zscan29	chr2	FALSE	FALSE
Zswim4	chr8	FALSE	FALSE
Zswim5	chr4	FALSE	FALSE
Zswim6	chr13	FALSE	FALSE
Zswim9	chr7	FALSE	FALSE
Zup1	chr10	FALSE	FALSE
Zwilch	chr9	FALSE	FALSE
Zyg11b	chr4	FALSE	FALSE
Zzef1	chr11	FALSE	FALSE
Zzz3	chr3	FALSE	FALSE
