gene_name	chr	mch_hyper	cg_mc_up
Tex264	chr9	FALSE	FALSE
Tex52	chr6	FALSE	FALSE
Tfcp2	chr15	FALSE	TRUE
Tfcp2l1	chr1	FALSE	FALSE
Tfdp2	chr9	FALSE	TRUE
Tff3	chr17	TRUE	TRUE
Tfip11	chr5	FALSE	TRUE
Tgfbi	chr13	FALSE	FALSE
Tgfbr2	chr9	FALSE	FALSE
Tgfbr3	chr5	FALSE	FALSE
Tgfbrap1	chr1	FALSE	TRUE
Tgif1	chr17	FALSE	FALSE
Tgif2	chr2	FALSE	FALSE
Tgs1	chr4	FALSE	TRUE
Th	chr7	FALSE	FALSE
Thada	chr17	FALSE	TRUE
Thap2	chr10	FALSE	TRUE
Thap4	chr1	FALSE	TRUE
Thbs2	chr17	TRUE	FALSE
Thoc2l	chr5	FALSE	TRUE
Thsd4	chr9	FALSE	FALSE
Thsd7b	chr1	TRUE	FALSE
Tiam1	chr16	FALSE	TRUE
Ticam2	chr18	FALSE	FALSE
Timm23	chr14	FALSE	TRUE
Tiparp	chr3	TRUE	TRUE
Tjp1	chr7	FALSE	FALSE
Tjp2	chr19	FALSE	FALSE
Tlcd4	chr3	TRUE	TRUE
Tle1	chr4	FALSE	FALSE
Tle3	chr9	FALSE	FALSE
Tle4	chr19	FALSE	TRUE
Tlk1	chr2	FALSE	TRUE
Tlk2	chr11	FALSE	TRUE
Tll1	chr8	TRUE	TRUE
Tll2	chr19	FALSE	FALSE
Tln2	chr9	FALSE	FALSE
Tm2d1	chr4	FALSE	TRUE
Tm6sf1	chr7	FALSE	FALSE
Tm9sf2	chr14	FALSE	TRUE
Tmc5	chr7	FALSE	FALSE
Tmc6	chr11	FALSE	FALSE
Tmc7	chr7	FALSE	TRUE
Tmcc1	chr6	FALSE	TRUE
Tmcc3	chr10	FALSE	FALSE
Tmco4	chr4	FALSE	FALSE
Tmed10	chr12	FALSE	TRUE
Tmed7	chr18	FALSE	TRUE
Tmed8	chr12	FALSE	TRUE
Tmeff2	chr1	TRUE	TRUE
Tmem108	chr9	FALSE	TRUE
Tmem117	chr15	TRUE	TRUE
Tmem120b	chr5	FALSE	TRUE
Tmem131	chr1	FALSE	TRUE
Tmem131l	chr3	FALSE	FALSE
Tmem132c	chr5	TRUE	TRUE
Tmem135	chr7	FALSE	TRUE
Tmem144	chr3	TRUE	TRUE
Tmem150c	chr5	FALSE	FALSE
Tmem151a	chr19	FALSE	FALSE
Tmem154	chr3	FALSE	FALSE
Tmem161b	chr13	FALSE	TRUE
Tmem163	chr1	FALSE	TRUE
Tmem176a	chr6	FALSE	FALSE
Tmem178b	chr6	FALSE	FALSE
Tmem182	chr1	FALSE	FALSE
Tmem185a	chrX	FALSE	TRUE
Tmem229b	chr12	FALSE	TRUE
Tmem237	chr1	FALSE	TRUE
Tmem238	chr7	TRUE	TRUE
Tmem241	chr18	FALSE	FALSE
Tmem242	chr17	FALSE	TRUE
Tmem243	chr5	FALSE	TRUE
Tmem245	chr4	FALSE	TRUE
Tmem266	chr9	FALSE	TRUE
Tmem29	chrX	FALSE	TRUE
Tmem30a	chr9	FALSE	TRUE
Tmem38a	chr8	FALSE	TRUE
Tmem38b	chr4	FALSE	TRUE
Tmem44	chr16	FALSE	FALSE
Tmem61	chr4	FALSE	FALSE
Tmem63c	chr12	TRUE	TRUE
Tmem65	chr15	TRUE	TRUE
Tmem87b	chr2	FALSE	TRUE
Tmem9b	chr7	FALSE	TRUE
Tmod1	chr4	FALSE	TRUE
Tmod2	chr9	FALSE	TRUE
Tmod3	chr9	FALSE	TRUE
Tmprss11d	chr5	TRUE	TRUE
Tmtc1	chr6	FALSE	FALSE
Tmtc4	chr14	TRUE	TRUE
Tmx4	chr2	FALSE	TRUE
Tnfaip8	chr18	FALSE	FALSE
Tnfrsf19	chr14	FALSE	FALSE
Tnfrsf1b	chr4	FALSE	FALSE
Tnfrsf8	chr4	FALSE	FALSE
Tnfsf11	chr14	FALSE	FALSE
Tnfsf13	chr11	TRUE	TRUE
Tnfsf18	chr1	TRUE	TRUE
Tnfsf8	chr4	FALSE	FALSE
Tnfsfm13	chr11	TRUE	TRUE
Tnik	chr3	FALSE	TRUE
Tnni1	chr1	FALSE	FALSE
Tnpo1	chr13	FALSE	TRUE
Tnrc18	chr5	FALSE	FALSE
Tnrc6a	chr7	FALSE	TRUE
Tnrc6b	chr15	FALSE	TRUE
Tnrc6c	chr11	FALSE	TRUE
Tns1	chr1	FALSE	FALSE
Togaram2	chr17	FALSE	FALSE
Tom1l2	chr11	FALSE	TRUE
Top1	chr2	FALSE	TRUE
Top3b	chr16	FALSE	TRUE
Tor1aip1	chr1	FALSE	TRUE
Tpcn2	chr7	FALSE	TRUE
Tpd52l1	chr10	FALSE	FALSE
Tpp2	chr1	FALSE	TRUE
Tpst1	chr5	FALSE	TRUE
Traf7	chr17	FALSE	TRUE
Traip	chr9	FALSE	FALSE
Trak1	chr9	FALSE	TRUE
Trak2	chr1	FALSE	TRUE
Tram2	chr1	FALSE	FALSE
Trank1	chr9	FALSE	FALSE
Trappc10	chr10	FALSE	TRUE
Trappc12	chr12	FALSE	TRUE
Trappc9	chr15	FALSE	TRUE
Trarg1	chr11	FALSE	FALSE
Treh	chr9	FALSE	FALSE
Trf	chr9	FALSE	FALSE
Trhde	chr10	FALSE	TRUE
Trib2	chr12	FALSE	FALSE
Trim14	chr4	FALSE	FALSE
Trim2	chr3	FALSE	FALSE
Trim24	chr6	FALSE	TRUE
Trim33	chr3	FALSE	TRUE
Trim36	chr18	FALSE	FALSE
Trim45	chr3	FALSE	TRUE
Trim67	chr8	FALSE	TRUE
Trim71	chr9	FALSE	FALSE
Trio	chr15	FALSE	FALSE
Trip11	chr12	FALSE	TRUE
Trip12	chr1	FALSE	TRUE
Triqk	chr4	TRUE	TRUE
Trmt11	chr10	FALSE	TRUE
Trmt13	chr3	FALSE	TRUE
Trmt1l	chr1	FALSE	TRUE
Trmt9b	chr8	TRUE	TRUE
Trp53bp1	chr2	FALSE	TRUE
Trp53bp2	chr1	TRUE	TRUE
Trp73	chr4	FALSE	TRUE
Trpc4ap	chr2	FALSE	TRUE
Trpm3	chr19	TRUE	TRUE
Trps1	chr15	FALSE	TRUE
Trrap	chr5	FALSE	TRUE
Trub1	chr19	FALSE	FALSE
Tsc2	chr17	FALSE	TRUE
Tsc22d2	chr3	FALSE	TRUE
Tsc22d4	chr5	FALSE	TRUE
Tsga10ip	chr19	FALSE	TRUE
Tshr	chr12	FALSE	FALSE
Tshz1	chr18	TRUE	TRUE
Tshz2	chr2	FALSE	FALSE
Tshz3	chr7	FALSE	FALSE
Tspan11	chr6	FALSE	FALSE
Tspan13	chr12	FALSE	TRUE
Tspan15	chr10	FALSE	TRUE
Tspan3	chr9	FALSE	TRUE
Tspan5	chr3	FALSE	TRUE
Tspear	chr10	FALSE	FALSE
Tsr1	chr11	FALSE	TRUE
Ttbk2	chr2	FALSE	TRUE
Ttc13	chr8	FALSE	TRUE
Ttc17	chr2	FALSE	TRUE
Ttc23	chr7	FALSE	FALSE
Ttc25	chr11	FALSE	FALSE
Ttc29	chr8	FALSE	FALSE
Ttc3	chr16	FALSE	TRUE
Ttc39a	chr4	FALSE	FALSE
Ttc39b	chr4	TRUE	TRUE
Ttc6	chr12	FALSE	FALSE
Ttc7b	chr12	FALSE	TRUE
Ttc9	chr12	FALSE	TRUE
Ttf1	chr2	FALSE	TRUE
Ttll11	chr2	FALSE	TRUE
Ttll4	chr1	FALSE	TRUE
Ttll5	chr12	FALSE	TRUE
Ttll8	chr15	FALSE	FALSE
Ttr	chr18	TRUE	TRUE
Tubgcp3	chr8	FALSE	TRUE
Tug1	chr11	FALSE	TRUE
Tulp3	chr6	FALSE	TRUE
Tulp4	chr17	FALSE	TRUE
Tunar	chr12	FALSE	TRUE
Tut4	chr4	FALSE	TRUE
Tut7	chr13	FALSE	TRUE
Tvp23a	chr16	FALSE	TRUE
Tvp23b	chr11	FALSE	TRUE
Twf2	chr9	TRUE	TRUE
Txndc11	chr16	FALSE	TRUE
Txndc16	chr14	FALSE	TRUE
U2af2	chr7	FALSE	TRUE
Uba6	chr5	FALSE	TRUE
Ubac1	chr2	FALSE	TRUE
Ubac2	chr14	FALSE	TRUE
Ubap2l	chr3	FALSE	TRUE
Ubash3a	chr17	FALSE	FALSE
Ube2cbp	chr9	FALSE	TRUE
Ube2d2a	chr18	FALSE	TRUE
Ube2e1	chr14	FALSE	TRUE
Ube2e2	chr14	FALSE	FALSE
Ube2e3	chr2	FALSE	TRUE
Ube2j2	chr4	FALSE	TRUE
Ube2k	chr5	FALSE	TRUE
Ube2n	chr10	FALSE	TRUE
Ube2o	chr11	FALSE	TRUE
Ube2ql1	chr13	FALSE	FALSE
Ube2r2	chr4	FALSE	TRUE
Ube2u	chr4	FALSE	FALSE
Ube2w	chr1	FALSE	TRUE
Ube3a	chr7	FALSE	TRUE
Ube3c	chr5	FALSE	TRUE
Ube4b	chr4	FALSE	TRUE
Ubn2	chr6	FALSE	TRUE
Ubp1	chr9	FALSE	TRUE
Ubr2	chr17	FALSE	TRUE
Ubr3	chr2	FALSE	TRUE
Ubr4	chr4	FALSE	TRUE
Ubr5	chr15	FALSE	TRUE
Ubxn7	chr16	FALSE	TRUE
Uchl3	chr14	TRUE	TRUE
Ugcg	chr4	FALSE	TRUE
Uggt1	chr1	FALSE	TRUE
Uggt2	chr14	FALSE	TRUE
Uhrf1bp1l	chr10	FALSE	TRUE
Uimc1	chr13	FALSE	TRUE
Ulk2	chr11	FALSE	TRUE
Ulk4	chr9	FALSE	FALSE
Umad1	chr6	FALSE	TRUE
Umodl1	chr17	FALSE	FALSE
Unc13a	chr8	FALSE	FALSE
Unc13b	chr4	FALSE	FALSE
Unc13c	chr9	FALSE	TRUE
Unc5a	chr13	FALSE	TRUE
Unc5b	chr10	FALSE	FALSE
Unc5c	chr3	TRUE	TRUE
Unc79	chr12	FALSE	FALSE
Unc80	chr1	FALSE	TRUE
Unc93a2	chr17	FALSE	FALSE
Unkl	chr17	FALSE	TRUE
Upf2	chr2	FALSE	TRUE
Upp2	chr2	TRUE	TRUE
Uqcc1	chr2	FALSE	TRUE
Uqcc2	chr17	FALSE	TRUE
Uri1	chr7	FALSE	TRUE
Ush1c	chr7	FALSE	FALSE
Ush1g	chr11	FALSE	FALSE
Uso1	chr5	FALSE	TRUE
Usp15	chr10	FALSE	TRUE
Usp22	chr11	FALSE	TRUE
Usp24	chr4	FALSE	TRUE
Usp3	chr9	FALSE	TRUE
Usp31	chr7	FALSE	TRUE
Usp32	chr11	FALSE	TRUE
Usp33	chr3	FALSE	TRUE
Usp34	chr11	FALSE	TRUE
Usp35	chr7	FALSE	TRUE
Usp45	chr4	FALSE	TRUE
Usp47	chr7	FALSE	TRUE
Usp50	chr2	FALSE	TRUE
Usp54	chr14	FALSE	TRUE
Usp7	chr16	FALSE	TRUE
Usp8	chr2	FALSE	TRUE
Ust	chr10	FALSE	TRUE
Utp20	chr10	FALSE	TRUE
Uvrag	chr7	FALSE	TRUE
Uxs1	chr1	FALSE	TRUE
Vangl1	chr3	FALSE	FALSE
Vangl2	chr1	FALSE	FALSE
Vasn	chr16	FALSE	FALSE
Vat1l	chr8	FALSE	TRUE
Vav2	chr2	FALSE	FALSE
Vav3	chr3	FALSE	FALSE
Vcan	chr13	FALSE	FALSE
Vdr	chr15	FALSE	FALSE
Vegfa	chr17	FALSE	FALSE
Vezt	chr10	FALSE	TRUE
Vipr1	chr9	FALSE	FALSE
Vipr2	chr12	TRUE	TRUE
Vit	chr17	FALSE	FALSE
Vkorc1l1	chr5	FALSE	TRUE
Vmn2r107	chr17	FALSE	FALSE
Vmn2r97	chr17	FALSE	FALSE
Vmn2r99	chr17	FALSE	FALSE
Vmp1	chr11	FALSE	TRUE
Vps13a	chr19	FALSE	TRUE
Vps13b	chr15	FALSE	TRUE
Vps13c	chr9	FALSE	TRUE
Vps13d	chr4	FALSE	FALSE
Vps26c	chr16	FALSE	TRUE
Vps35l	chr7	FALSE	TRUE
Vps41	chr13	FALSE	TRUE
Vps50	chr6	FALSE	TRUE
Vps54	chr11	FALSE	TRUE
Vrk1	chr12	FALSE	FALSE
Vsnl1	chr12	FALSE	TRUE
Vstm2l	chr2	FALSE	FALSE
Vsx1	chr2	FALSE	FALSE
Vtcn1	chr3	TRUE	FALSE
Vti1a	chr19	FALSE	FALSE
Vwa2	chr19	FALSE	FALSE
Vwa5b1	chr4	FALSE	FALSE
Vwa8	chr14	TRUE	TRUE
Vwc2l	chr1	TRUE	FALSE
Vwf	chr6	FALSE	FALSE
Wac	chr18	FALSE	TRUE
Wapl	chr14	FALSE	TRUE
Wasf3	chr5	FALSE	TRUE
Wasl	chr6	FALSE	TRUE
Wdfy3	chr5	FALSE	TRUE
Wdpcp	chr11	TRUE	FALSE
Wdr25	chr12	FALSE	FALSE
Wdr33	chr18	FALSE	TRUE
Wdr36	chr18	FALSE	TRUE
Wdr37	chr13	FALSE	TRUE
Wdr43	chr17	FALSE	TRUE
Wdr47	chr3	FALSE	TRUE
Wdr6	chr9	FALSE	FALSE
Wdr7	chr18	FALSE	TRUE
Wdr72	chr9	FALSE	FALSE
Wdr74	chr19	FALSE	TRUE
Wdr95	chr5	FALSE	FALSE
Wfdc5	chr2	FALSE	FALSE
Whrn	chr4	FALSE	FALSE
Wipf1	chr2	FALSE	FALSE
Wipf2	chr11	FALSE	TRUE
Wipf3	chr6	TRUE	TRUE
Wnk1	chr6	FALSE	TRUE
Wnk2	chr13	FALSE	TRUE
Wnt10a	chr1	FALSE	FALSE
Wnt3	chr11	FALSE	FALSE
Wnt3a	chr11	FALSE	FALSE
Wnt4	chr4	FALSE	FALSE
Wsb2	chr5	FALSE	TRUE
Wscd2	chr5	FALSE	TRUE
Wwc1	chr11	FALSE	FALSE
Wwc2	chr8	FALSE	FALSE
Wwox	chr8	TRUE	TRUE
Wwp1	chr4	FALSE	TRUE
Wwp2	chr8	FALSE	FALSE
Xab2	chr8	FALSE	TRUE
Xkr4	chr1	FALSE	FALSE
Xkr6	chr14	FALSE	TRUE
Xpnpep1	chr19	FALSE	TRUE
Xpnpep3	chr15	FALSE	TRUE
Xpo4	chr14	FALSE	TRUE
Xpo6	chr7	FALSE	TRUE
Xpo7	chr14	FALSE	TRUE
Xpr1	chr1	FALSE	TRUE
Xrcc6	chr15	FALSE	TRUE
Xrn1	chr9	FALSE	TRUE
Xrn2	chr2	FALSE	TRUE
Xylt1	chr7	TRUE	FALSE
Yaf2	chr15	FALSE	TRUE
Yipf7	chr5	TRUE	TRUE
Ythdc2	chr18	FALSE	TRUE
Yy1	chr12	FALSE	TRUE
Zap70	chr1	FALSE	FALSE
Zbbx	chr3	TRUE	TRUE
Zbed4	chr15	FALSE	TRUE
Zbtb11	chr16	FALSE	TRUE
Zbtb16	chr9	FALSE	FALSE
Zbtb2	chr10	FALSE	TRUE
Zbtb20	chr16	TRUE	TRUE
Zbtb4	chr11	FALSE	TRUE
Zbtb40	chr4	TRUE	TRUE
Zbtb44	chr9	FALSE	TRUE
Zbtb46	chr2	FALSE	TRUE
Zbtb6	chr2	FALSE	TRUE
Zbtb7c	chr18	FALSE	FALSE
Zbtb8a	chr4	FALSE	TRUE
Zc3h12c	chr9	FALSE	TRUE
Zc3h12d	chr10	FALSE	FALSE
Zc3h13	chr14	FALSE	TRUE
Zc3h14	chr12	FALSE	TRUE
Zc3h3	chr15	FALSE	TRUE
Zc3h4	chr7	FALSE	TRUE
Zc3h6	chr2	FALSE	TRUE
Zc3h7a	chr16	FALSE	TRUE
Zc3hav1l	chr6	FALSE	FALSE
Zcchc17	chr4	FALSE	TRUE
Zcchc24	chr14	FALSE	FALSE
Zcchc4	chr5	FALSE	TRUE
Zcchc7	chr4	FALSE	TRUE
Zdhhc14	chr17	FALSE	TRUE
Zdhhc17	chr10	FALSE	TRUE
Zdhhc2	chr8	TRUE	TRUE
Zdhhc21	chr4	FALSE	TRUE
Zdhhc3	chr9	FALSE	TRUE
Zeb1	chr18	FALSE	TRUE
Zeb2	chr2	FALSE	FALSE
Zer1	chr2	FALSE	TRUE
Zfand1	chr3	TRUE	TRUE
Zfand3	chr17	FALSE	TRUE
Zfand6	chr7	TRUE	TRUE
Zfhx3	chr8	FALSE	FALSE
Zfhx4	chr3	FALSE	TRUE
Zfp101	chr17	FALSE	TRUE
Zfp112	chr7	FALSE	TRUE
Zfp12	chr5	FALSE	TRUE
Zfp148	chr16	FALSE	TRUE
Zfp207	chr11	FALSE	TRUE
Zfp217	chr2	FALSE	FALSE
Zfp236	chr18	FALSE	TRUE
Zfp26	chr9	FALSE	TRUE
Zfp275	chrX	FALSE	TRUE
Zfp280d	chr9	FALSE	TRUE
Zfp3	chr11	FALSE	TRUE
Zfp324	chr7	TRUE	TRUE
Zfp326	chr5	FALSE	TRUE
Zfp329	chr7	FALSE	TRUE
Zfp346	chr13	FALSE	TRUE
Zfp35	chr18	FALSE	TRUE
Zfp385b	chr2	FALSE	TRUE
Zfp385c	chr11	FALSE	FALSE
Zfp397	chr18	FALSE	TRUE
Zfp407	chr18	FALSE	FALSE
Zfp410	chr12	FALSE	TRUE
Zfp420	chr7	FALSE	TRUE
Zfp423	chr8	FALSE	FALSE
Zfp438	chr18	FALSE	TRUE
Zfp451	chr1	FALSE	TRUE
Zfp462	chr4	FALSE	FALSE
Zfp474	chr18	TRUE	TRUE
Zfp507	chr7	FALSE	TRUE
Zfp516	chr18	FALSE	TRUE
Zfp521	chr18	FALSE	TRUE
Zfp532	chr18	FALSE	TRUE
Zfp536	chr7	FALSE	TRUE
Zfp541	chr7	TRUE	TRUE
Zfp57	chr17	FALSE	FALSE
Zfp597	chr16	FALSE	TRUE
Zfp599	chr9	FALSE	TRUE
Zfp606	chr7	FALSE	TRUE
Zfp608	chr18	TRUE	TRUE
Zfp609	chr9	FALSE	TRUE
Zfp618	chr4	FALSE	FALSE
Zfp638	chr6	FALSE	TRUE
Zfp644	chr5	FALSE	TRUE
Zfp647	chr15	FALSE	TRUE
Zfp65	chr13	FALSE	TRUE
Zfp651	chr9	FALSE	FALSE
Zfp652	chr11	FALSE	TRUE
Zfp654	chr16	FALSE	TRUE
Zfp664	chr5	FALSE	TRUE
Zfp697	chr3	FALSE	TRUE
Zfp704	chr3	FALSE	FALSE
Zfp763	chr17	FALSE	TRUE
Zfp788	chr7	FALSE	TRUE
Zfp800	chr6	TRUE	TRUE
Zfp804a	chr2	TRUE	TRUE
Zfp865	chr7	FALSE	TRUE
Zfp90	chr8	TRUE	TRUE
Zfp935	chr13	FALSE	TRUE
Zfp941	chr7	FALSE	TRUE
Zfp945	chr17	FALSE	TRUE
Zfp974	chr7	FALSE	TRUE
Zfpm1	chr8	FALSE	FALSE
Zfpm2	chr15	FALSE	FALSE
Zfyve1	chr12	FALSE	TRUE
Zfyve21	chr12	FALSE	FALSE
Zfyve26	chr12	FALSE	TRUE
Zfyve28	chr5	FALSE	TRUE
Zfyve9	chr4	FALSE	TRUE
Zgpat	chr2	FALSE	TRUE
Zhx2	chr15	TRUE	TRUE
Zic3	chrX	FALSE	FALSE
Zic4	chr9	TRUE	TRUE
Zmiz1	chr14	FALSE	TRUE
Zmym2	chr14	FALSE	TRUE
Zmym4	chr4	FALSE	TRUE
Zmym6	chr4	FALSE	TRUE
Zmynd11	chr13	FALSE	TRUE
Znrf1	chr8	FALSE	TRUE
Zscan29	chr2	FALSE	TRUE
Zswim5	chr4	FALSE	TRUE
Zswim6	chr13	FALSE	TRUE
Zswim7	chr11	FALSE	FALSE
Zswim9	chr7	FALSE	TRUE
Zup1	chr10	FALSE	TRUE
Zyg11b	chr4	FALSE	TRUE
Zzef1	chr11	FALSE	TRUE
Zzz3	chr3	FALSE	TRUE
