seqnames	start	end	width	strand	Conc	Conc_mut	Conc_ctrl	Fold	p.value	FDR
chr6	50676906	50678012	1107	*	4.282892464	4.753374269	3.58020805	0.990233941	5.76E-05	0.001755883
chr18	47506628	47507251	624	*	4.282937135	4.956894195	2.977352055	1.809913696	8.65E-10	7.84E-08
chr7	28819794	28821479	1686	*	4.282953463	4.078518498	4.461982226	-0.128972445	0.107209677	0.521987732
chr10	20170600	20172093	1494	*	4.282980349	4.093026635	4.450808591	-0.081091583	0.259515077	0.72277422
chr4	46833340	46835016	1677	*	4.283111601	3.944309506	4.557286684	-0.316614792	0.01161798	0.140245392
chr10	121093616	121094739	1124	*	4.283156426	4.024788625	4.502206293	-0.133905704	0.119287903	0.546187587
chr5	124120919	124121975	1057	*	4.28321359	4.321080523	4.244325898	0.020109789	0.746873493	0.948660275
chr9	42130924	42131669	746	*	4.283224813	4.527864089	3.988456975	0.171258777	0.068393245	0.423649622
chr7	138406062	138407757	1696	*	4.283226665	4.194225364	4.367054969	-0.0385207	0.545278325	0.886161642
chr11	5262955	5264119	1165	*	4.28328017	4.2969311	4.269498838	0.005351725	0.930428649	0.989217298
chr15	88562098	88562778	681	*	4.283301765	4.573131942	3.920223088	0.189624863	0.068774358	0.424583718
chr14	113433514	113434831	1318	*	4.283346256	5.10380992	2.188090295	2.654556642	3.21E-13	5.50E-11
chr7	126033878	126034483	606	*	4.283401023	3.944605143	4.557572042	-0.230070691	0.034762732	0.290696977
chr15	85652944	85654453	1510	*	4.283427956	4.144007639	4.410554223	-0.064552324	0.341287698	0.783576044
chr1	181255891	181257744	1854	*	4.283432291	4.205188133	4.357650318	-0.033743733	0.599094848	0.904292637
chr11	24089747	24090563	817	*	4.283450181	4.353098818	4.210267815	0.030175631	0.639636387	0.917985067
chr8	10898556	10899380	825	*	4.283511372	4.362842347	4.199563011	0.039842938	0.53629877	0.882972273
chr7	93109493	93110931	1439	*	4.283617983	4.869114782	3.282013902	1.460650631	1.82E-08	1.29E-06
chr9	121141411	121143574	2164	*	4.283639664	4.079926496	4.462114855	-0.136221929	0.097345868	0.499609537
chr8	103588430	103589880	1451	*	4.283652656	4.134230522	4.419041047	-0.070977187	0.299236486	0.753834259
chr2	181239926	181241531	1606	*	4.283666992	4.296072956	4.271153421	0.004737745	0.939199713	0.990759581
chr15	73057718	73058693	976	*	4.283667115	4.416730514	4.137072348	0.071274058	0.299791551	0.754205817
chr7	36897358	36898897	1540	*	4.283675111	4.452595468	4.092320692	0.084924651	0.242876721	0.707624182
chr15	24018366	24019141	776	*	4.283697602	5.096121075	2.24771021	2.600055383	6.03E-14	1.18E-11
chr5	146706210	146708261	2052	*	4.28379192	4.242682394	4.323762413	-0.023232168	0.708936852	0.93867605
chr9	97670497	97671197	701	*	4.283814601	3.752415617	4.671305647	-0.571138552	0.00329487	0.05361304
chr13	75514780	75516378	1599	*	4.283848888	4.165384287	4.393319792	-0.061471396	0.352413762	0.790850395
chr6	71831143	71831961	819	*	4.28388744	4.223237266	4.342090443	-0.026655327	0.672354663	0.927838423
chr10	81576592	81577862	1271	*	4.283907139	4.509594646	4.016246934	0.173319103	0.064378906	0.410569329
chr8	91610920	91611854	935	*	4.284041485	4.199977434	4.363475761	-0.037590324	0.554036317	0.888988037
chr1	134955151	134956187	1037	*	4.284151058	4.115282144	4.435308725	-0.069756102	0.314361208	0.765961817
chr5	115652759	115653260	502	*	4.284174747	4.321721695	4.245624448	0.015539132	0.801820413	0.962127361
chr12	107669041	107670796	1756	*	4.284188503	4.095790754	4.450801359	-0.089241833	0.220039219	0.684105746
chr1	74804608	74806109	1502	*	4.284272933	4.185675233	4.376561109	-0.039572264	0.533832658	0.88203388
chr1	119226194	119227289	1096	*	4.284403006	3.814637977	4.638198054	-0.37789699	0.013771414	0.158058544
chr10	68200611	68202477	1867	*	4.284434152	4.307422526	4.261073534	0.008292132	0.892929665	0.982141214
chr5	140564388	140565899	1512	*	4.284475637	4.152928004	4.405024425	-0.054803294	0.416071131	0.828622936
chr1	89540049	89541809	1761	*	4.284592731	4.107774439	4.442086841	-0.104757606	0.159614194	0.61132732
chr15	7932781	7934733	1953	*	4.28460952	4.143018448	4.413537867	-0.067960129	0.320036531	0.769994062
chr8	84131902	84133474	1573	*	4.284654108	4.229760258	4.337535609	-0.020596253	0.742036168	0.947481061
chr7	138812544	138814492	1949	*	4.284682276	4.255344831	4.313435009	-0.016058225	0.795260136	0.960763597
chr1	109487661	109488725	1065	*	4.284685329	5.094971468	2.263998345	2.598325174	3.75E-13	6.33E-11
chr5	125215299	125216615	1317	*	4.284692389	4.267211802	4.301963703	-0.008683075	0.887401619	0.980944262
chr19	24899571	24900889	1319	*	4.284708718	4.24700833	4.32144896	-0.012359041	0.84323224	0.971217397
chr2	58799949	58802066	2118	*	4.284730369	4.481543733	4.056761433	0.134883199	0.10209311	0.510500527
chr3	140140172	140140421	250	*	4.284742908	4.521703677	4.001062462	0.163791945	0.0799087	0.456491851
chr1	74505297	74506845	1549	*	4.284752676	4.186723171	4.376542891	-0.045504835	0.487907906	0.862791557
chr1	22939570	22940304	735	*	4.284855126	5.037093004	2.621007704	2.222380708	1.63E-12	2.43E-10
chr4	151437926	151439602	1677	*	4.284863489	4.018103116	4.509911436	-0.154676302	0.083814169	0.46688477
chr2	69896942	69898729	1788	*	4.284864668	4.093400598	4.453870438	-0.088119675	0.227717712	0.692024207
chr1	134031620	134033608	1989	*	4.284864819	3.909069589	4.582724754	-0.335494966	0.011535409	0.139614324
chr6	140892247	140893028	782	*	4.284892051	4.847574774	3.349738479	1.389438086	2.54E-08	1.75E-06
chr6	128299757	128300951	1195	*	4.284919531	4.085632756	4.459989241	-0.09875441	0.190773706	0.651600341
chr2	131233695	131235193	1499	*	4.285001603	4.101102945	4.448086983	-0.100759653	0.1753922	0.632964943
chrX	7657444	7659716	2273	*	4.285011153	4.408714092	4.149698107	0.054245028	0.425254504	0.833753878
chr8	128354019	128355088	1070	*	4.285013621	4.345815558	4.221536028	0.030052499	0.637524672	0.916985697
chr10	28204320	28206231	1912	*	4.285057605	4.765503	3.559648897	1.068845344	7.93E-06	0.000306207
chr10	63585458	63587012	1555	*	4.285080358	4.50062811	4.031574259	0.143528566	0.099666576	0.504634619
chr10	17256436	17257181	746	*	4.285090597	4.855907446	3.326713927	1.403636044	4.58E-08	2.98E-06
chr8	35699663	35701229	1567	*	4.285097463	4.675649303	3.74789375	0.466736308	0.008339911	0.109439923
chr18	12187497	12189534	2038	*	4.28510949	4.078905231	4.465493116	-0.111092828	0.15229184	0.600377601
chr17	88628804	88630787	1984	*	4.285266197	4.325068029	4.244335062	0.017626708	0.775609784	0.955656481
chr5	29434565	29435991	1427	*	4.285271	4.202064913	4.363938806	-0.039283183	0.539282286	0.884100393
chr9	7763345	7764735	1391	*	4.28527635	4.245308517	4.324166712	-0.018344846	0.770513016	0.954041838
chr8	11707237	11708524	1288	*	4.28531476	4.513744599	4.013785296	0.18636888	0.048374533	0.35248299
chr17	49843976	49845594	1619	*	4.285337572	4.230615191	4.338059929	-0.024675354	0.691195315	0.933375132
chr11	82844394	82846123	1730	*	4.285338871	4.332998754	4.23605058	0.018992088	0.759271861	0.951382822
chr1	135146254	135147686	1433	*	4.285386282	4.233527337	4.335445613	-0.021279834	0.733769864	0.945439578
chr10	67534998	67536397	1400	*	4.285408978	4.30896223	4.261464808	0.009260254	0.88256654	0.979886804
chrX	95444061	95445454	1394	*	4.285419549	4.200350284	4.365750746	-0.028406677	0.663383962	0.925183918
chr2	138547575	138548270	696	*	4.285430069	4.807956215	3.457998766	1.159617654	3.55E-05	0.001153364
chr17	14692252	14692983	732	*	4.285435023	4.635826389	3.82167411	0.498163751	0.003787375	0.059858373
chr2	34193793	34195219	1427	*	4.285462157	4.713808778	3.673507314	0.677890358	0.002090058	0.037051923
chr8	117371539	117372163	625	*	4.285522343	3.468320684	4.80401547	-1.203780508	9.31E-07	4.47E-05
chr5	117052056	117053614	1559	*	4.28560586	4.871191963	3.283733435	1.445408621	4.87E-07	2.51E-05
chr2	26176849	26178967	2119	*	4.285611427	4.126869707	4.428605058	-0.074354156	0.293760158	0.750183059
chr4	124802005	124803107	1103	*	4.28562847	4.255814196	4.314839067	-0.015275766	0.806000809	0.963068234
chr6	135985271	135985649	379	*	4.285651777	3.562142346	4.765273033	-0.918289896	0.000393727	0.009281772
chr4	84785792	84787677	1886	*	4.285668042	4.280270608	4.291045358	-0.008373148	0.891464489	0.981700329
chr6	125654139	125655414	1276	*	4.285701228	4.101155187	4.449295394	-0.094090068	0.198973653	0.66136742
chr3	133544333	133545576	1244	*	4.285735453	4.209080134	4.358522483	-0.029119979	0.642343699	0.918911116
chr2	31244998	31246615	1618	*	4.285746635	4.036676942	4.498080848	-0.110158587	0.174306988	0.631281853
chr13	80885133	80886532	1400	*	4.285780128	4.12983616	4.426500016	-0.070657649	0.310288856	0.762625782
chr17	46297249	46298901	1653	*	4.285787744	4.225009495	4.344108685	-0.027599046	0.660639923	0.924634275
chr10	76575161	76577272	2112	*	4.285824609	4.106083291	4.445632948	-0.073647594	0.303839889	0.757724434
chr7	137931230	137932206	977	*	4.285828376	3.902807021	4.588200099	-0.349181181	0.011080805	0.135441338
chr19	5088122	5088951	830	*	4.285854492	4.103003822	4.448115382	-0.111845155	0.140301715	0.582569883
chrX	69441363	69442472	1110	*	4.285888563	4.54546831	3.969126996	0.169335884	0.078634105	0.452707037
chr17	29857253	29857882	630	*	4.285899183	4.355130166	4.213177796	0.033983818	0.591058653	0.902021524
chr8	126844966	126846403	1438	*	4.285921601	4.004077953	4.521600624	-0.211065963	0.035339563	0.293633332
chr17	48882616	48884457	1842	*	4.285950024	4.273144011	4.298643364	-0.006317818	0.918817956	0.987382566
chr4	107252617	107254320	1704	*	4.285964011	4.141534704	4.41724109	-0.082824173	0.245115146	0.709780188
chr13	97562643	97563385	743	*	4.286006634	4.439120159	4.114692391	0.068721042	0.332502676	0.778019803
chr2	179873606	179874872	1267	*	4.286058223	4.271827913	4.30014954	-0.001088525	0.985912242	0.997709695
chr11	115900506	115901943	1438	*	4.286109206	4.219804059	4.34950045	-0.02557093	0.683519514	0.931238005
chr2	18392027	18393093	1067	*	4.286222952	4.328865182	4.242281843	0.021929987	0.723483084	0.942749204
chr18	10324223	10325738	1516	*	4.286252332	4.099467747	4.451602656	-0.085634428	0.24165314	0.706389333
chr3	68102431	68103297	867	*	4.286257524	5.049893672	2.560003714	2.276323594	3.99E-12	5.48E-10
chr3	148221454	148222446	993	*	4.286277045	4.094765813	4.455319549	-0.09987161	0.18431824	0.643772128
chr11	8301521	8303606	2086	*	4.286290873	4.281612925	4.290953702	-0.00559188	0.927567735	0.988877784
chr2	113797706	113799286	1581	*	4.286299406	4.046106342	4.492152298	-0.150236816	0.07791327	0.450651598
chr15	73422931	73424069	1139	*	4.286387507	4.012833298	4.516247385	-0.143746134	0.099356686	0.503911099
chr4	141464864	141466176	1313	*	4.286410623	4.051467152	4.488397848	-0.127597892	0.116827713	0.541557633
chr15	64336193	64338069	1877	*	4.286430431	4.121282343	4.434600573	-0.089124762	0.216709302	0.680548254
chr15	35325576	35326974	1399	*	4.286457402	4.231860303	4.339063458	-0.023752927	0.703504335	0.936936006
chr4	128776719	128778271	1553	*	4.286466165	4.095220709	4.455301633	-0.099775231	0.180996162	0.639670256
chr9	63398411	63399630	1220	*	4.286608024	4.038838544	4.497997185	-0.122710244	0.133021983	0.571467736
chr18	68491560	68492580	1021	*	4.286631452	4.57591235	3.924416002	0.341294337	0.009582097	0.121607487
chr10	122748335	122750217	1883	*	4.286648076	4.27500892	4.298194081	-0.001660938	0.978351796	0.996516825
chr2	180333578	180335027	1450	*	4.286658278	4.28138428	4.291913067	-0.00369876	0.952864807	0.992586397
chr1	51914989	51916440	1452	*	4.286670909	4.077273243	4.469492527	-0.089153609	0.241718692	0.706503411
chr8	72761808	72763328	1521	*	4.286682436	4.036100084	4.50011427	-0.121865507	0.137714245	0.578415021
chr3	140016053	140018336	2284	*	4.286693349	4.698006564	3.709150698	0.685719015	0.001405809	0.026963337
chr14	55948886	55951016	2131	*	4.286694954	4.233504506	4.337993866	-0.028823061	0.644913051	0.919694418
chr4	155062524	155064116	1593	*	4.286702206	4.251189094	4.321362095	-0.014736604	0.813312985	0.964638424
chr14	34881439	34882809	1371	*	4.286718601	4.140956757	4.419095489	-0.079031301	0.263806988	0.726283077
chr4	152620977	152622631	1655	*	4.286729494	4.18661353	4.380346462	-0.049452031	0.448114018	0.844639819
chr1	134986863	134988301	1439	*	4.286739696	4.307658491	4.265513115	0.007266198	0.90709506	0.985165835
chr5	111943111	111944012	902	*	4.286768626	4.361797074	4.207623181	0.041192083	0.520283433	0.87665136
chr11	103111467	103113292	1826	*	4.286909351	4.391803646	4.173786287	0.03973588	0.538009093	0.88353623
chr16	40526100	40528097	1998	*	4.286928672	4.633713527	3.829487181	0.360815487	0.014826308	0.1665894
chr2	142811774	142813278	1505	*	4.28694978	4.000459518	4.525865933	-0.195884484	0.044813699	0.337085761
chr3	90079243	90080670	1428	*	4.287053129	4.32027268	4.2530506	0.017013719	0.783850864	0.957788679
chr2	146255977	146256559	583	*	4.287087518	4.552539478	3.961525479	0.235682364	0.033337018	0.283450067
chr5	57719164	57720154	991	*	4.287088407	4.33374912	4.238867972	0.016845625	0.788290173	0.959040456
chr4	125115091	125116649	1559	*	4.28710478	4.265592395	4.308301095	-0.015882788	0.79640608	0.960936825
chr12	113032366	113034131	1766	*	4.287149068	4.367708429	4.201823881	0.031231139	0.620850426	0.91171539
chr13	43900200	43901179	980	*	4.287193024	4.418246475	4.14303439	0.05455641	0.419739794	0.830732637
chr5	4495112	4495493	382	*	4.287212098	4.759276569	3.580952294	0.98393941	5.69E-05	0.00174095
chr4	41274615	41275846	1232	*	4.287267364	4.27030542	4.3040322	-0.009219798	0.880690038	0.979512697
chr11	74857585	74859034	1450	*	4.287284912	4.283326292	4.291232699	-0.000533511	0.99313811	0.998755328
chr9	50892454	50893275	822	*	4.287286677	4.423628927	4.13670165	0.07759567	0.265905748	0.728112252
chr10	76489225	76491113	1889	*	4.287382428	4.261333657	4.312969202	-0.012287333	0.843478194	0.971327311
chr19	42147795	42149008	1214	*	4.287397044	4.223018069	4.349025469	-0.02680608	0.667681843	0.926512839
chr9	28195847	28196430	584	*	4.287429294	4.156798753	4.407207573	-0.047546791	0.482042229	0.860341601
chr2	38651949	38653901	1953	*	4.287431665	4.242775952	4.330746549	-0.019041331	0.758877009	0.951298885
chr6	92659512	92661023	1512	*	4.287451174	4.263523755	4.310988217	-0.013023456	0.833180288	0.969027668
chr11	29547386	29548518	1133	*	4.287500773	4.253052946	4.32114522	-0.01651549	0.789770319	0.959541407
chr5	35078692	35079814	1123	*	4.28750397	4.173135818	4.393467867	-0.045269055	0.490107867	0.8637862
chr16	95075813	95077055	1243	*	4.287519957	4.754011162	3.593794283	0.98987202	2.56E-05	0.000863567
chr19	12595611	12596990	1380	*	4.287528981	4.172237014	4.39428538	-0.051003619	0.440865324	0.841255908
chr8	26303471	26305638	2168	*	4.287554341	4.040110653	4.49870647	-0.105011185	0.17847317	0.637104834
chr14	72230215	72231258	1044	*	4.287566618	4.388577871	4.178946944	0.043702804	0.506846678	0.870888906
chr4	32355179	32356573	1395	*	4.287568912	4.060668561	4.483585718	-0.10946414	0.164610478	0.618267185
chr4	44640548	44641866	1319	*	4.28757165	4.142439445	4.419429095	-0.066158992	0.328463501	0.775580557
chr12	59066177	59067743	1567	*	4.287579403	4.427566824	4.132534617	0.074779447	0.284919736	0.743487664
chr5	112546282	112547295	1014	*	4.287597748	4.427019477	4.133246712	0.07360505	0.295343843	0.751127734
chr2	25318022	25319350	1329	*	4.287632811	4.265128349	4.309791612	-0.005003786	0.93579333	0.990204401
chr3	123872291	123873388	1098	*	4.287633432	4.961064716	2.984119977	1.817678255	5.70E-09	4.45E-07
chr9	59035433	59037164	1732	*	4.287667154	4.059716724	4.484466732	-0.109940723	0.166460014	0.620970202
chr9	103007294	103008758	1465	*	4.287688889	3.99728433	4.529318314	-0.178377631	0.060772629	0.39845213
chr6	88518090	88519614	1525	*	4.28769698	4.200264132	4.37013248	-0.036115264	0.575172596	0.896839128
chr7	97417045	97417981	937	*	4.287755777	4.300801505	4.274591005	0.009744803	0.87392042	0.978084723
chr2	65227522	65228735	1214	*	4.287769733	4.571617288	3.934047859	0.322979216	0.011607067	0.140198283
chr6	47904479	47905743	1265	*	4.287794301	4.172726582	4.394358415	-0.045982037	0.485263224	0.861680944
chr4	142388551	142389684	1134	*	4.28783613	4.091496883	4.460627848	-0.103720118	0.174499073	0.631661164
chr16	46575366	46576522	1157	*	4.287837696	4.650775567	3.801748607	0.473566676	0.005464763	0.079850002
chr1	87145280	87146555	1276	*	4.287886116	4.211649264	4.360295754	-0.036985085	0.559350565	0.891079986
chr15	29047394	29047985	592	*	4.287906505	5.020661938	2.723812463	2.159868308	9.86E-12	1.27E-09
chr3	77651725	77653319	1595	*	4.287909744	4.857062157	3.334326302	1.367090636	4.61E-07	2.38E-05
chr19	59584512	59586255	1744	*	4.287927598	4.27880334	4.296994513	-0.008452665	0.890977656	0.981570549
chr7	27432996	27434739	1744	*	4.287997761	4.22310456	4.350097244	-0.028250612	0.653618803	0.922475631
chr16	24640718	24641801	1084	*	4.288003053	4.582738163	3.917178294	0.238761585	0.037037096	0.301537848
chr15	85678027	85679720	1694	*	4.288017255	4.103473647	4.45160951	-0.089495969	0.223473668	0.687742991
chr4	140237340	140239305	1966	*	4.288111941	4.290089217	4.28613195	0.000881002	0.988573909	0.998116792
chr6	39035979	39037371	1393	*	4.288147263	4.312374135	4.263506596	0.012406835	0.840421104	0.970759601
chr17	28316893	28318550	1658	*	4.28817324	4.112132727	4.445050147	-0.09021769	0.212047462	0.67554839
chr7	138621142	138622350	1209	*	4.288214936	4.051617268	4.491422906	-0.166457898	0.06249526	0.404110171
chr7	96603876	96604650	775	*	4.288220598	4.15817583	4.407506257	-0.049100355	0.464356483	0.852333325
chr18	30408293	30409027	735	*	4.288240858	4.517899066	4.01497248	0.168562033	0.06639766	0.41737034
chr4	128023543	128024179	637	*	4.288241309	3.562407325	4.768871027	-0.428706581	0.016992543	0.183022017
chr13	24200976	24202630	1655	*	4.28824767	4.402765001	4.163850377	0.064926058	0.33445218	0.779102951
chr10	127519451	127520870	1420	*	4.288252373	4.312292706	4.263804646	0.009225996	0.880759033	0.979524979
chr17	44504688	44506617	1930	*	4.288282866	4.293312628	4.283235508	0.003318199	0.95683668	0.993424507
chr18	26019144	26019460	317	*	4.288302001	4.226153827	4.347883168	-0.021175683	0.740849538	0.947191668
chr14	113354407	113356144	1738	*	4.288305109	4.815399657	3.449162878	1.137149807	7.86E-05	0.002300586
