gene_name	chr	in_a_compartment	mch_sig
Alox5	chr6	TRUE	TRUE
Efhb	chr17	FALSE	TRUE
Fam160b2	chr14	TRUE	TRUE
Pde6d	chr1	TRUE	TRUE
Dnah7b	chr1	FALSE	TRUE
Adam17	chr12	TRUE	TRUE
Spg11	chr2	TRUE	TRUE
Mxi1	chr19	TRUE	TRUE
Dhx58	chr11	TRUE	TRUE
Ap4m1	chr5	TRUE	TRUE
Cpne9	chr6	TRUE	TRUE
Gm49630	chr17	FALSE	TRUE
Ap5m1	chr14	TRUE	TRUE
Sesn3	chr9	TRUE	TRUE
Unkl	chr17	TRUE	TRUE
Wdr72	chr9	FALSE	TRUE
Traf7	chr17	TRUE	TRUE
Eya3	chr4	TRUE	TRUE
Saal1	chr7	TRUE	TRUE
Larp1	chr11	TRUE	TRUE
Adcy10	chr1	TRUE	TRUE
Aqr	chr2	TRUE	TRUE
Ptp4a3	chr15	TRUE	TRUE
Vipr2	chr12	TRUE	TRUE
Arhgap25	chr6	FALSE	TRUE
Fbxl8	chr8	TRUE	TRUE
Socs6	chr18	FALSE	TRUE
Rab3gap2	chr1	TRUE	TRUE
Slc30a5	chr13	TRUE	TRUE
Adgra2	chr8	TRUE	TRUE
Iqch	chr9	TRUE	TRUE
Pik3r3	chr4	TRUE	TRUE
Cog2	chr8	TRUE	TRUE
Sirt2	chr7	TRUE	TRUE
Tdrd5	chr1	FALSE	TRUE
Oser1	chr2	TRUE	TRUE
Mcf2l	chr8	TRUE	TRUE
P3h2	chr16	FALSE	TRUE
Hectd1	chr12	TRUE	TRUE
Tubgcp3	chr8	TRUE	TRUE
Gm44790	chr6	TRUE	TRUE
Gm1123	chr9	TRUE	TRUE
Mrto4	chr4	TRUE	TRUE
Lrriq1	chr10	FALSE	TRUE
Dnah1	chr14	TRUE	TRUE
Adam32	chr8	FALSE	TRUE
Arhgap33	chr7	TRUE	TRUE
Zfp397	chr18	TRUE	TRUE
Krt19	chr11	FALSE	TRUE
Tspan3	chr9	TRUE	TRUE
Tent2	chr13	TRUE	TRUE
Card10	chr15	TRUE	TRUE
Ppef2	chr5	TRUE	TRUE
Lrrc38	chr4	TRUE	TRUE
Cntfr	chr4	TRUE	TRUE
Pot1a	chr6	TRUE	TRUE
Herpud2	chr9	TRUE	TRUE
Cdon	chr9	TRUE	TRUE
1700069L16Rik	chr5	TRUE	TRUE
Ikzf3	chr11	TRUE	TRUE
Dgat2	chr7	TRUE	TRUE
Sympk	chr7	TRUE	TRUE
Blk	chr14	TRUE	TRUE
Nisch	chr14	TRUE	TRUE
Nupl1	chr14	TRUE	TRUE
B4galt7	chr13	TRUE	TRUE
Otoa	chr7	TRUE	TRUE
Apol7e	chr15	TRUE	TRUE
Lrpap1	chr5	TRUE	TRUE
Pcdh10	chr3	FALSE	TRUE
Cpne5	chr17	TRUE	TRUE
Wwox	chr8	TRUE	TRUE
Esyt3	chr9	FALSE	TRUE
Sh3pxd2b	chr11	TRUE	TRUE
Tpbg	chr9	TRUE	TRUE
Necab1	chr4	FALSE	TRUE
Olfr984	chr9	FALSE	TRUE
Slc15a1	chr14	TRUE	TRUE
Lama4	chr10	FALSE	TRUE
Dtwd2	chr18	FALSE	TRUE
Pcolce2	chr9	TRUE	TRUE
Hic2	chr16	TRUE	TRUE
Prnd	chr2	TRUE	TRUE
Heca	chr10	TRUE	TRUE
Lmod1	chr1	TRUE	TRUE
A830031A19Rik	chr11	FALSE	TRUE
Slc6a20b	chr9	TRUE	TRUE
Igsf6	chr7	TRUE	TRUE
Nlgn1	chr3	TRUE	TRUE
Cry2	chr2	TRUE	TRUE
Tgif2	chr2	TRUE	TRUE
Gm20498	chr12	TRUE	TRUE
Nrd1	chr4	TRUE	TRUE
Asic4	chr1	TRUE	TRUE
Mtmr14	chr6	TRUE	TRUE
Tmem232	chr17	FALSE	TRUE
Trak2	chr1	TRUE	TRUE
Llgl2	chr11	TRUE	TRUE
Gabra1	chr11	TRUE	TRUE
Mab21l3	chr3	TRUE	TRUE
Zscan29	chr2	TRUE	TRUE
Usp15	chr10	TRUE	TRUE
Sclt1	chr3	TRUE	TRUE
Ngef	chr1	TRUE	TRUE
Ppp1r12c	chr7	TRUE	TRUE
Adam12	chr7	FALSE	TRUE
Ccdc113	chr8	TRUE	TRUE
Thsd4	chr9	FALSE	TRUE
Strc	chr2	TRUE	TRUE
Rnf214	chr9	TRUE	TRUE
Arhgap8	chr15	TRUE	TRUE
Rtp1	chr16	FALSE	TRUE
Gucy1a1	chr3	FALSE	TRUE
Ankrd10	chr8	TRUE	TRUE
Ofcc1	chr13	TRUE	TRUE
Pik3r5	chr11	FALSE	TRUE
Trem2	chr17	FALSE	TRUE
Gxylt1	chr15	TRUE	TRUE
Cd34	chr1	TRUE	TRUE
Azin2	chr4	TRUE	TRUE
Sugp2	chr8	TRUE	TRUE
Dytn	chr1	TRUE	TRUE
Bco1	chr8	TRUE	TRUE
Pik3cg	chr12	FALSE	TRUE
C8a	chr4	FALSE	TRUE
Myo15b	chr11	TRUE	TRUE
Mgrn1	chr16	TRUE	TRUE
Itgb7	chr15	TRUE	TRUE
N4bp2l2	chr5	TRUE	TRUE
Asb14	chr14	TRUE	TRUE
Plekhh1	chr12	TRUE	TRUE
Slc37a3	chr6	TRUE	TRUE
Tm2d1	chr4	TRUE	TRUE
Sgms1	chr19	TRUE	TRUE
Stam	chr2	TRUE	TRUE
Crtc1	chr8	TRUE	TRUE
Tex52	chr6	TRUE	TRUE
Slc4a5	chr6	TRUE	TRUE
Olfr846	chr9	FALSE	TRUE
Acap2	chr16	TRUE	TRUE
Zgpat	chr2	TRUE	TRUE
Tsc2	chr17	TRUE	TRUE
Rtkn2	chr10	FALSE	TRUE
Cstad	chr2	TRUE	TRUE
Atl2	chr17	FALSE	TRUE
E4f1	chr17	TRUE	TRUE
Aldh4a1	chr4	TRUE	TRUE
Smim15	chr13	TRUE	TRUE
Aebp2	chr6	TRUE	TRUE
Raf1	chr6	TRUE	TRUE
Ankrd26	chr6	TRUE	TRUE
Mark2	chr19	TRUE	TRUE
Vmn2r7	chr3	FALSE	TRUE
Prdm13	chr4	FALSE	TRUE
Tnfsf18	chr1	FALSE	TRUE
Ypel1	chr16	TRUE	TRUE
Cnn1	chr9	TRUE	TRUE
Prss55	chr14	TRUE	TRUE
Cep290	chr10	TRUE	TRUE
Pald1	chr10	TRUE	TRUE
Rnf121	chr7	TRUE	TRUE
Magi1	chr6	TRUE	TRUE
Rbpj	chr5	TRUE	TRUE
Rev1	chr1	TRUE	TRUE
Nsun2	chr13	TRUE	TRUE
Pex10	chr4	TRUE	TRUE
Kif11	chr19	TRUE	TRUE
Lhx6	chr2	TRUE	TRUE
Tor1aip1	chr1	TRUE	TRUE
Smim14	chr5	TRUE	TRUE
Gm9732	chr14	FALSE	TRUE
Fscn2	chr11	TRUE	TRUE
Ide	chr19	TRUE	TRUE
Kcnmb3	chr3	TRUE	TRUE
Zfp451	chr1	TRUE	TRUE
C6	chr15	TRUE	TRUE
Tgfbi	chr13	TRUE	TRUE
Sumf1	chr6	TRUE	TRUE
Rwdd3	chr3	TRUE	TRUE
Ube2ql1	chr13	TRUE	TRUE
Prpf18	chr2	TRUE	TRUE
Abcb1b	chr5	FALSE	TRUE
Marchf3	chr18	TRUE	TRUE
Xpnpep3	chr15	TRUE	TRUE
Tdrd12	chr7	FALSE	TRUE
Sptbn5	chr2	TRUE	TRUE
Tbce	chr13	TRUE	TRUE
Kazald1	chr19	TRUE	TRUE
Ndst3	chr3	TRUE	TRUE
Cep57l1	chr10	TRUE	TRUE
Alx3	chr3	TRUE	TRUE
Alg9	chr9	TRUE	TRUE
1700012B07Rik	chr11	FALSE	TRUE
Rab5c	chr11	TRUE	TRUE
Supt20	chr3	TRUE	TRUE
Ints3	chr3	TRUE	TRUE
Zfp599	chr9	TRUE	TRUE
Car10	chr11	TRUE	TRUE
Trrap	chr5	TRUE	TRUE
Npl	chr1	TRUE	TRUE
Ppme1	chr7	TRUE	TRUE
Limd1	chr9	TRUE	TRUE
Gm32742	chr9	TRUE	TRUE
Rhbg	chr3	TRUE	TRUE
Adcy6	chr15	TRUE	TRUE
Muc16	chr9	FALSE	TRUE
Tmc6	chr11	TRUE	TRUE
Kcnip3	chr2	TRUE	TRUE
Fubp3	chr2	TRUE	TRUE
Dhrs1	chr14	TRUE	TRUE
Snx9	chr17	TRUE	TRUE
Prkcg	chr7	TRUE	TRUE
Bend7	chr2	FALSE	TRUE
Vav3	chr3	FALSE	TRUE
Sostdc1	chr12	FALSE	TRUE
Glis1	chr4	FALSE	TRUE
Pkdcc	chr17	FALSE	TRUE
Pdzrn4	chr15	FALSE	TRUE
Nfe2l3	chr6	TRUE	TRUE
Basp1	chr15	FALSE	TRUE
Cd302	chr2	TRUE	TRUE
Slc25a10	chr11	TRUE	TRUE
Tulp3	chr6	TRUE	TRUE
Clptm1	chr7	TRUE	TRUE
Pgap2	chr7	TRUE	TRUE
Ggcx	chr6	TRUE	TRUE
Hsbp1l1	chr18	TRUE	TRUE
Col4a2	chr8	TRUE	TRUE
Plekha8	chr6	TRUE	TRUE
U2af2	chr7	TRUE	TRUE
Csf1r	chr18	TRUE	TRUE
Mpzl1	chr1	TRUE	TRUE
Med30	chr15	FALSE	TRUE
Cep170	chr1	TRUE	TRUE
Xntrpc	chr7	TRUE	TRUE
Prkn	chr17	TRUE	TRUE
Lyl1	chr8	TRUE	TRUE
Rnf187	chr11	TRUE	TRUE
Zfp541	chr7	TRUE	TRUE
Polq	chr16	TRUE	TRUE
Ube2n	chr10	TRUE	TRUE
Zswim7	chr11	TRUE	TRUE
Fam193a	chr5	TRUE	TRUE
Dock8	chr19	FALSE	TRUE
Fmo3	chr1	FALSE	TRUE
Glcci1	chr6	TRUE	TRUE
Gbp5	chr3	TRUE	TRUE
Usp3	chr9	TRUE	TRUE
Spata1	chr3	TRUE	TRUE
Kdm3a	chr6	TRUE	TRUE
Lims2	chr18	TRUE	TRUE
Pten	chr19	TRUE	TRUE
Dnttip1	chr2	FALSE	TRUE
Zfp346	chr13	TRUE	TRUE
Gabrp	chr11	FALSE	TRUE
Hgf	chr5	FALSE	TRUE
Marchf7	chr2	TRUE	TRUE
Insrr	chr3	TRUE	TRUE
Trf	chr9	TRUE	TRUE
L3mbtl2	chr15	TRUE	TRUE
Cmah	chr13	FALSE	TRUE
Enpep	chr3	FALSE	TRUE
Mtg2	chr2	TRUE	TRUE
Kcnh2	chr5	TRUE	TRUE
Cfap43	chr19	TRUE	TRUE
Vmn2r99	chr17	FALSE	TRUE
Slc25a15	chr8	TRUE	TRUE
Eng	chr2	TRUE	TRUE
Ppp4r1	chr17	TRUE	TRUE
Itih4	chr14	TRUE	TRUE
Mical3	chr6	TRUE	TRUE
Etnk1	chr6	TRUE	TRUE
Gbx1	chr5	TRUE	TRUE
Fbxw2	chr2	TRUE	TRUE
Xrn1	chr9	TRUE	TRUE
Fcrl5	chr3	FALSE	TRUE
Tbc1d9b	chr11	TRUE	TRUE
Pcdhac1	chr18	TRUE	TRUE
Rab8b	chr9	TRUE	TRUE
Lypd6b	chr2	FALSE	TRUE
Hmg20a	chr9	TRUE	TRUE
Calb2	chr8	TRUE	TRUE
Fads2b	chr2	FALSE	TRUE
Tent4b	chr8	TRUE	TRUE
Adamts16	chr13	TRUE	TRUE
Wdr89	chr12	TRUE	TRUE
Thada	chr17	TRUE	TRUE
Aqp7	chr4	TRUE	TRUE
Ccdc149	chr5	TRUE	TRUE
Soat1	chr1	FALSE	TRUE
Aldh1l2	chr10	TRUE	TRUE
Gm884	chr11	FALSE	TRUE
Vmn2r3	chr3	FALSE	TRUE
Itgal	chr7	TRUE	TRUE
Gpr176	chr2	TRUE	TRUE
Shoc2	chr19	TRUE	TRUE
Ythdc2	chr18	TRUE	TRUE
Edem3	chr1	TRUE	TRUE
Fbxl4	chr4	FALSE	TRUE
Bcl11a	chr11	FALSE	TRUE
Tsga10ip	chr19	TRUE	TRUE
Adgra3	chr5	FALSE	TRUE
Aplp2	chr9	TRUE	TRUE
Tnfrsf8	chr4	FALSE	TRUE
Ermp1	chr19	TRUE	TRUE
Tgs1	chr4	FALSE	TRUE
Emc2	chr15	TRUE	TRUE
Ddx39	chr8	TRUE	TRUE
Nell2	chr15	TRUE	TRUE
Hic1	chr11	TRUE	TRUE
Ptpre	chr7	TRUE	TRUE
Ube2j2	chr4	TRUE	TRUE
Rims3	chr4	TRUE	TRUE
Myh7	chr14	TRUE	TRUE
Gigyf1	chr5	TRUE	TRUE
Sptlc3	chr2	FALSE	TRUE
Cdh9	chr15	FALSE	TRUE
Eif5a	chr11	TRUE	TRUE
Mgat4c	chr10	FALSE	TRUE
Vmn2r97	chr17	FALSE	TRUE
Glis3	chr19	FALSE	TRUE
Rcor3	chr1	TRUE	TRUE
Prlr	chr15	FALSE	TRUE
Pde2a	chr7	FALSE	TRUE
Map3k5	chr10	TRUE	TRUE
Tectb	chr19	TRUE	TRUE
Szt2	chr4	TRUE	TRUE
Zfp940	chr7	TRUE	TRUE
Rpp14	chr14	TRUE	TRUE
Uba6	chr5	TRUE	TRUE
Otud1	chr2	TRUE	TRUE
Ippk	chr13	TRUE	TRUE
Rab44	chr17	TRUE	TRUE
Dcdc2c	chr12	FALSE	TRUE
Camk1g	chr1	TRUE	TRUE
Lyrm2	chr4	TRUE	TRUE
Dido1	chr2	TRUE	TRUE
Dhx33	chr11	TRUE	TRUE
Ppp5c	chr7	TRUE	TRUE
Usp45	chr4	TRUE	TRUE
Fads6	chr11	TRUE	TRUE
Tph1	chr7	TRUE	TRUE
Fam53b	chr7	TRUE	TRUE
Arglu1	chr8	TRUE	TRUE
Rtn4	chr11	TRUE	TRUE
Lancl2	chr6	TRUE	TRUE
Fam192a	chr8	TRUE	TRUE
Sorcs3	chr19	FALSE	TRUE
Rab11fip5	chr6	TRUE	TRUE
Anapc4	chr5	TRUE	TRUE
Selplg	chr5	TRUE	TRUE
Map3k6	chr4	TRUE	TRUE
Kera	chr10	TRUE	TRUE
Col26a1	chr5	FALSE	TRUE
Grhpr	chr4	TRUE	TRUE
Ccdc62	chr5	TRUE	TRUE
Cdk12	chr11	TRUE	TRUE
Serinc4	chr2	TRUE	TRUE
Fam20b	chr1	TRUE	TRUE
Il1r2	chr1	TRUE	TRUE
4933428G20Rik	chr11	TRUE	TRUE
Prg4	chr1	TRUE	TRUE
Asxl1	chr2	TRUE	TRUE
Xab2	chr8	TRUE	TRUE
Elp3	chr14	TRUE	TRUE
Zbtb8a	chr4	TRUE	TRUE
Srebf1	chr11	TRUE	TRUE
Casp4	chr9	FALSE	TRUE
Pcgf3	chr5	TRUE	TRUE
Jakmip1	chr5	TRUE	TRUE
Hivep1	chr13	TRUE	TRUE
Ptprh	chr7	TRUE	TRUE
Dhx34	chr7	TRUE	TRUE
1700102P08Rik	chr9	TRUE	TRUE
1110002E22Rik	chr3	TRUE	TRUE
Itpkb	chr1	TRUE	TRUE
Ugt3a1	chr15	FALSE	TRUE
Tug1	chr11	TRUE	TRUE
4930564D02Rik	chr3	TRUE	TRUE
Rprd1a	chr18	TRUE	TRUE
Gabrr3	chr16	FALSE	TRUE
Xrn2	chr2	TRUE	TRUE
Gpr137c	chr14	TRUE	TRUE
Ccn5	chr2	TRUE	TRUE
Vps35l	chr7	TRUE	TRUE
Hikeshi	chr7	TRUE	TRUE
Fzd3	chr14	TRUE	TRUE
Limk2	chr11	TRUE	TRUE
Arf2	chr11	TRUE	TRUE
Olfr1406	chr1	FALSE	TRUE
Pp2d1	chr17	TRUE	TRUE
Ttc13	chr8	TRUE	TRUE
Bmper	chr9	FALSE	TRUE
Iqcm	chr8	FALSE	TRUE
Ints4	chr7	TRUE	TRUE
AI182371	chr2	FALSE	TRUE
Npy2r	chr3	FALSE	TRUE
Sbno1	chr5	TRUE	TRUE
Arhgef40	chr14	TRUE	TRUE
Btbd16	chr7	TRUE	TRUE
Zpbp	chr11	FALSE	TRUE
Prss23	chr7	FALSE	TRUE
Ttll8	chr15	TRUE	TRUE
Tecrl	chr5	FALSE	TRUE
Tnip3	chr6	FALSE	TRUE
Mtrex	chr13	TRUE	TRUE
Lats2	chr14	TRUE	TRUE
Tmem266	chr9	TRUE	TRUE
Kcnt2	chr1	FALSE	TRUE
Impa2	chr18	TRUE	TRUE
Mlc1	chr15	TRUE	TRUE
Ndufc1	chr3	TRUE	TRUE
Adck2	chr6	TRUE	TRUE
Xkr4	chr1	TRUE	TRUE
Tacr3	chr3	FALSE	TRUE
Tmem30a	chr9	TRUE	TRUE
Vmn2r14	chr5	FALSE	TRUE
Ros1	chr10	FALSE	TRUE
Eif3l	chr15	TRUE	TRUE
Bin1	chr18	TRUE	TRUE
Ahr	chr12	FALSE	TRUE
Gart	chr16	TRUE	TRUE
Shisa6	chr11	FALSE	TRUE
Copb1	chr7	TRUE	TRUE
Lipo3	chr19	FALSE	TRUE
Ccdc158	chr5	FALSE	TRUE
Rab2a	chr4	TRUE	TRUE
Ttc9	chr12	TRUE	TRUE
Rnf122	chr8	TRUE	TRUE
Myh15	chr16	FALSE	TRUE
Mllt1	chr17	TRUE	TRUE
Ecpas	chr4	TRUE	TRUE
Gm12695	chr4	FALSE	TRUE
Plxna1	chr6	TRUE	TRUE
Corin	chr5	FALSE	TRUE
Kcnj15	chr16	TRUE	TRUE
Bbs9	chr9	FALSE	TRUE
Abhd15	chr11	TRUE	TRUE
H60c	chr10	FALSE	TRUE
Slc25a23	chr17	TRUE	TRUE
Agtpbp1	chr13	TRUE	TRUE
Slc16a10	chr10	TRUE	TRUE
Cfap161	chr7	TRUE	TRUE
Slfn9	chr11	FALSE	TRUE
Gpld1	chr13	TRUE	TRUE
Gtf2ird2	chr5	TRUE	TRUE
Pigg	chr5	TRUE	TRUE
Arhgap33os	chr7	TRUE	TRUE
Tceanc2	chr4	TRUE	TRUE
Med13	chr11	TRUE	TRUE
Serpinb5	chr1	FALSE	TRUE
Mylk2	chr2	TRUE	TRUE
Mmrn1	chr6	FALSE	TRUE
Ulbp1	chr10	TRUE	TRUE
Slc25a17	chr15	TRUE	TRUE
Rgp1	chr4	TRUE	TRUE
Dnajc13	chr9	TRUE	TRUE
Cntnap3	chr13	FALSE	TRUE
Tram2	chr1	TRUE	TRUE
Zc3h14	chr12	TRUE	TRUE
Dsp	chr13	TRUE	TRUE
Mmgt2	chr11	TRUE	TRUE
Eftud2	chr11	TRUE	TRUE
Cyb5b	chr8	TRUE	TRUE
Septin7	chr9	TRUE	TRUE
Ormdl1	chr1	TRUE	TRUE
Pih1d2	chr9	TRUE	TRUE
Aven	chr2	TRUE	TRUE
Gm7247	chr14	FALSE	TRUE
Lrp1	chr10	TRUE	TRUE
Gch1	chr14	TRUE	TRUE
Snupn	chr9	TRUE	TRUE
Psd	chr19	TRUE	TRUE
Dpysl2	chr14	TRUE	TRUE
Mbnl1	chr3	TRUE	TRUE
Ptpn9	chr9	TRUE	TRUE
Nudt2	chr4	TRUE	TRUE
Gngt2	chr11	TRUE	TRUE
Stx11	chr10	TRUE	TRUE
Sacs	chr14	TRUE	TRUE
Snx3	chr10	TRUE	TRUE
Dnajc22	chr15	TRUE	TRUE
Il12rb2	chr6	FALSE	TRUE
Trim25	chr11	TRUE	TRUE
Oaf	chr9	FALSE	TRUE
Atp1a4	chr1	TRUE	TRUE
Spc24	chr9	TRUE	TRUE
Spns3	chr11	FALSE	TRUE
Ulk2	chr11	TRUE	TRUE
Ciz1	chr2	TRUE	TRUE
Gucy2c	chr6	TRUE	TRUE
Olfr720	chr14	TRUE	TRUE
Nrip3	chr7	TRUE	TRUE
Clec5a	chr6	FALSE	TRUE
Il12rb1	chr8	TRUE	TRUE
Prkcz	chr4	TRUE	TRUE
Fam81a	chr9	FALSE	TRUE
Dclre1c	chr2	TRUE	TRUE
Prrc1	chr18	FALSE	TRUE
Drosha	chr15	TRUE	TRUE
Psd4	chr2	FALSE	TRUE
Zfp507	chr7	TRUE	TRUE
Psmd1	chr1	TRUE	TRUE
Vcl	chr14	TRUE	TRUE
Glod4	chr11	TRUE	TRUE
Ankrd35	chr3	TRUE	TRUE
Fmo6	chr1	FALSE	TRUE
Cables1	chr18	FALSE	TRUE
Krt25	chr11	TRUE	TRUE
Nup214	chr2	TRUE	TRUE
Snx8	chr5	TRUE	TRUE
Nsun3	chr16	FALSE	TRUE
Fyco1	chr9	TRUE	TRUE
Hmgxb3	chr18	TRUE	TRUE
Tmem54	chr4	TRUE	TRUE
Foxo3	chr10	TRUE	TRUE
Parvg	chr15	TRUE	TRUE
Limk1	chr5	TRUE	TRUE
Gmeb2	chr2	TRUE	TRUE
Dcbld2	chr16	FALSE	TRUE
Zfp326	chr5	TRUE	TRUE
Asb7	chr7	FALSE	TRUE
Gmps	chr3	TRUE	TRUE
Fkbp14	chr6	TRUE	TRUE
Muc15	chr2	TRUE	TRUE
Insl5	chr4	TRUE	TRUE
Gm45837	chr7	FALSE	TRUE
Xcr1	chr9	TRUE	TRUE
Srfbp1	chr18	FALSE	TRUE
Herc4	chr10	TRUE	TRUE
Npr1	chr3	TRUE	TRUE
Daw1	chr1	FALSE	TRUE
Crtap	chr9	FALSE	TRUE
Ttll4	chr1	TRUE	TRUE
Rbm26	chr14	TRUE	TRUE
Mga	chr2	TRUE	TRUE
Kndc1	chr7	TRUE	TRUE
Plaat1	chr16	FALSE	TRUE
Synpo2	chr3	FALSE	TRUE
Timm23	chr14	TRUE	TRUE
Wdr43	chr17	TRUE	TRUE
Aif1l	chr2	TRUE	TRUE
Tnfrsf1b	chr4	FALSE	TRUE
Rbbp8	chr18	FALSE	TRUE
Vezf1	chr11	TRUE	TRUE
Gtf3c2	chr5	TRUE	TRUE
Slc43a2	chr11	TRUE	TRUE
Spata45	chr1	TRUE	TRUE
Zfp65	chr13	TRUE	TRUE
Bpifb9b	chr2	FALSE	TRUE
2900092C05Rik	chr7	FALSE	TRUE
Pibf1	chr14	TRUE	TRUE
Birc6	chr17	TRUE	TRUE
Jazf1	chr6	TRUE	TRUE
Olfr610	chr7	FALSE	TRUE
Ncdn	chr4	TRUE	TRUE
Ska3	chr14	TRUE	TRUE
H2bc4	chr13	TRUE	TRUE
Slc12a8	chr16	TRUE	TRUE
Myom2	chr8	TRUE	TRUE
Prpf6	chr2	TRUE	TRUE
Nup210	chr6	TRUE	TRUE
Madd	chr2	TRUE	TRUE
Fbln5	chr12	FALSE	TRUE
Mrrf	chr2	TRUE	TRUE
Rorb	chr19	FALSE	TRUE
Traf3ip1	chr1	TRUE	TRUE
Slc35a3	chr3	TRUE	TRUE
Rab39	chr9	TRUE	TRUE
Itpr1	chr6	TRUE	TRUE
Mier1	chr4	TRUE	TRUE
Cyp7b1	chr3	FALSE	TRUE
Bysl	chr17	TRUE	TRUE
Rusc2	chr4	TRUE	TRUE
Cldn10	chr14	TRUE	TRUE
Kif28	chr1	TRUE	TRUE
Unc45b	chr11	FALSE	TRUE
Pla2g2f	chr4	TRUE	TRUE
Med1	chr11	TRUE	TRUE
Phf24	chr4	TRUE	TRUE
Sh2d1b1	chr1	TRUE	TRUE
Trpm1	chr7	TRUE	TRUE
Hbb-bs	chr7	FALSE	TRUE
Fnbp1l	chr3	TRUE	TRUE
Crlf1	chr8	TRUE	TRUE
Ccdc177	chr12	TRUE	TRUE
Zfp12	chr5	TRUE	TRUE
Hars2	chr18	TRUE	TRUE
Gad1	chr2	FALSE	TRUE
Spata31d1a	chr13	TRUE	TRUE
Ubash3a	chr17	TRUE	TRUE
Tnfrsf13b	chr11	TRUE	TRUE
Csf2rb2	chr15	TRUE	TRUE
Neurl1b	chr17	TRUE	TRUE
Sar1b	chr11	TRUE	TRUE
Impg2	chr16	FALSE	TRUE
Begain	chr12	TRUE	TRUE
Gsta3	chr1	TRUE	TRUE
Sertad2	chr11	TRUE	TRUE
Dzip1l	chr9	TRUE	TRUE
Tmprss6	chr15	TRUE	TRUE
Lcmt1	chr7	TRUE	TRUE
Gm12216	chr11	TRUE	TRUE
Ankar	chr1	TRUE	TRUE
Sim1	chr10	FALSE	TRUE
Serpinb3b	chr1	FALSE	TRUE
Susd6	chr12	TRUE	TRUE
Cyp2d22	chr15	TRUE	TRUE
Ap4e1	chr2	TRUE	TRUE
Gm43552	chr5	TRUE	TRUE
Caps2	chr10	FALSE	TRUE
Eif2ak2	chr17	TRUE	TRUE
Ddx4	chr13	TRUE	TRUE
Atp4b	chr8	TRUE	TRUE
Gm49776	chr16	TRUE	TRUE
Eif2ak1	chr5	TRUE	TRUE
Mei1	chr15	TRUE	TRUE
Nnt	chr13	FALSE	TRUE
Ubxn7	chr16	TRUE	TRUE
Wnt1	chr15	TRUE	TRUE
Septin11	chr5	TRUE	TRUE
Disp1	chr1	FALSE	TRUE
Cpt1c	chr7	TRUE	TRUE
Usp8	chr2	TRUE	TRUE
Teddm2	chr1	TRUE	TRUE
Mia2	chr12	TRUE	TRUE
Slc25a40	chr5	TRUE	TRUE
Calca	chr7	FALSE	TRUE
Swap70	chr7	TRUE	TRUE
Stt3b	chr9	TRUE	TRUE
Akr1d1	chr6	FALSE	TRUE
Palm3	chr8	TRUE	TRUE
Depdc1b	chr13	TRUE	TRUE
Knop1	chr7	TRUE	TRUE
Son	chr16	TRUE	TRUE
Scube2	chr7	TRUE	TRUE
Sugct	chr13	FALSE	TRUE
Ilvbl	chr10	TRUE	TRUE
Aldh2	chr5	TRUE	TRUE
Crybg3	chr16	FALSE	TRUE
Afg3l2	chr18	TRUE	TRUE
Blmh	chr11	TRUE	TRUE
Abcd2	chr15	TRUE	TRUE
Plod1	chr4	TRUE	TRUE
Slc38a1	chr15	TRUE	TRUE
1810046K07Rik	chr9	FALSE	TRUE
Rab23	chr1	TRUE	TRUE
Shisa3	chr5	TRUE	TRUE
Tgm4	chr9	TRUE	TRUE
Me2	chr18	TRUE	TRUE
Micu3	chr8	TRUE	TRUE
Setd1b	chr5	TRUE	TRUE
Mybpc2	chr7	TRUE	TRUE
Bhlhe40	chr6	TRUE	TRUE
Brd7	chr8	TRUE	TRUE
Evi5l	chr8	FALSE	TRUE
N4bp2	chr5	TRUE	TRUE
Ergic2	chr6	TRUE	TRUE
Cldn15	chr5	TRUE	TRUE
Flt4	chr11	FALSE	TRUE
Gm10945	chr10	FALSE	TRUE
Rab38	chr7	FALSE	TRUE
Xndc1	chr7	TRUE	TRUE
Dtd2	chr12	TRUE	TRUE
Ren1	chr1	TRUE	TRUE
Cd2ap	chr17	FALSE	TRUE
Tchp	chr5	TRUE	TRUE
Gtf2i	chr5	TRUE	TRUE
Wapl	chr14	TRUE	TRUE
Cxcl3	chr5	FALSE	TRUE
Nr4a3	chr4	TRUE	TRUE
Stxbp3	chr3	TRUE	TRUE
Pdcd1	chr1	TRUE	TRUE
Cnbd2	chr2	TRUE	TRUE
Rbm6	chr9	TRUE	TRUE
Sccpdh	chr1	TRUE	TRUE
Cmc2	chr8	TRUE	TRUE
Ubac1	chr2	TRUE	TRUE
Nmnat3	chr9	FALSE	TRUE
Nnt	chr13	FALSE	TRUE
Serpina3k	chr12	FALSE	TRUE
Relch	chr1	TRUE	TRUE
Adora2b	chr11	TRUE	TRUE
Cdca2	chr14	FALSE	TRUE
Rassf10	chr7	TRUE	TRUE
Tmx4	chr2	TRUE	TRUE
Anpep	chr7	TRUE	TRUE
Lyrm7	chr11	TRUE	TRUE
Ppfia3	chr7	TRUE	TRUE
Lpo	chr11	TRUE	TRUE
Lats1	chr10	TRUE	TRUE
Gpsm2	chr3	TRUE	TRUE
Tjp3	chr10	TRUE	TRUE
Cd300e	chr11	TRUE	TRUE
Lrif1	chr3	TRUE	TRUE
Rarg	chr15	TRUE	TRUE
Gars	chr6	TRUE	TRUE
