gene_name	chr	pc_body_polycomb	mch_hyper
Kmt2d	chr15	FALSE	FALSE
Wnt4	chr4	TRUE	FALSE
Syp	chrX	FALSE	FALSE
4930583I09Rik	chr17	FALSE	FALSE
Crisp2	chr17	FALSE	FALSE
Inf2	chr12	TRUE	FALSE
Cyp2b10	chr7	FALSE	FALSE
Inafm2	chr2	FALSE	FALSE
Ccdc192	chr18	FALSE	TRUE
Cep170b	chr12	FALSE	FALSE
Il4ra	chr7	TRUE	FALSE
A930033H14Rik	chr10	FALSE	FALSE
Olfr890	chr9	FALSE	FALSE
Hoxb9	chr11	TRUE	FALSE
Amn	chr12	TRUE	FALSE
Tnfrsf12a	chr17	FALSE	FALSE
Mrm1	chr11	FALSE	FALSE
Tmed2	chr5	FALSE	FALSE
Cox8c	chr12	FALSE	FALSE
Ces2e	chr8	TRUE	FALSE
Try10	chr6	FALSE	FALSE
Ormdl1	chr1	FALSE	TRUE
Adra1d	chr2	TRUE	FALSE
Relt	chr7	FALSE	FALSE
Fer1l5	chr1	FALSE	FALSE
Lrrc29	chr8	FALSE	FALSE
Snx2	chr18	FALSE	FALSE
AI182371	chr2	FALSE	FALSE
Cr2	chr1	TRUE	FALSE
Taar8a	chr10	FALSE	FALSE
Pskh1	chr8	FALSE	FALSE
Vsx1	chr2	TRUE	FALSE
Clcnkb	chr4	TRUE	FALSE
Lonrf3	chrX	FALSE	FALSE
Zmym3	chrX	FALSE	FALSE
Psmc5	chr11	FALSE	FALSE
Olfr608	chr7	FALSE	FALSE
Vmn2r3	chr3	FALSE	FALSE
Ecscr	chr18	FALSE	FALSE
Ptgs2	chr1	TRUE	FALSE
Tstd3	chr4	FALSE	FALSE
Tas2r138	chr6	FALSE	FALSE
Olfr1222	chr2	FALSE	FALSE
Paf1	chr7	FALSE	FALSE
Supt16	chr14	FALSE	FALSE
Psmd12	chr11	FALSE	FALSE
Crabp2	chr3	TRUE	FALSE
Cln5	chr14	FALSE	FALSE
Olfr463	chr11	TRUE	FALSE
Cldn1	chr16	TRUE	TRUE
Chrna2	chr14	FALSE	FALSE
Plxnb3	chrX	FALSE	FALSE
Amdhd2	chr17	FALSE	FALSE
1700011L22Rik	chr8	FALSE	TRUE
Olfr1154	chr2	FALSE	FALSE
Pds5a	chr5	FALSE	FALSE
Lix1l	chr3	FALSE	FALSE
Pdcd1	chr1	FALSE	FALSE
Zfyve1	chr12	FALSE	FALSE
Ngly1	chr14	FALSE	TRUE
Pnpla7	chr2	FALSE	FALSE
Rnf19a	chr15	FALSE	FALSE
Nup93	chr8	FALSE	FALSE
Rbmxl2	chr7	TRUE	FALSE
Apoa2	chr1	FALSE	FALSE
Gm20518	chr16	FALSE	FALSE
Psg21	chr7	FALSE	FALSE
Cdk16	chrX	FALSE	FALSE
Vnn1	chr10	FALSE	FALSE
Vmn1r209	chr13	FALSE	FALSE
Olfr389	chr11	FALSE	FALSE
Klc2	chr19	FALSE	FALSE
Pcbd2	chr13	FALSE	FALSE
Samd1	chr8	FALSE	FALSE
Tmem179b	chr19	FALSE	FALSE
Gm3636	chr14	FALSE	FALSE
Eef2	chr10	FALSE	FALSE
Sox14	chr9	TRUE	FALSE
Nras	chr3	FALSE	FALSE
Kif3b	chr2	FALSE	FALSE
Prrt1	chr17	FALSE	FALSE
Gm3149	chr14	FALSE	FALSE
H2bc9	chr13	FALSE	FALSE
Vezf1	chr11	FALSE	FALSE
Serpina1e	chr12	FALSE	FALSE
Slc22a26	chr19	FALSE	FALSE
Lrrn4	chr2	TRUE	FALSE
Aadacl3	chr4	FALSE	FALSE
Xylb	chr9	FALSE	FALSE
Myl10	chr5	FALSE	FALSE
Prlh	chr1	TRUE	FALSE
Tmsb4x	chrX	FALSE	FALSE
Dtymk	chr1	FALSE	FALSE
Vmn2r8	chr5	FALSE	FALSE
Lamtor1	chr7	FALSE	FALSE
Coro1c	chr5	FALSE	FALSE
Yju2	chr17	FALSE	FALSE
Amtn	chr5	FALSE	FALSE
Cryba2	chr1	TRUE	FALSE
Trnp1	chr4	FALSE	FALSE
Slc30a5	chr13	FALSE	FALSE
Ddx5	chr11	FALSE	FALSE
Mgp	chr6	TRUE	FALSE
Crip1	chr12	TRUE	FALSE
Kctd11	chr11	FALSE	FALSE
Stmn3	chr2	FALSE	FALSE
Abhd11	chr5	FALSE	FALSE
Sgsh	chr11	FALSE	FALSE
Sumo2	chr11	FALSE	FALSE
Olfr213	chr6	FALSE	FALSE
Maml3	chr3	FALSE	TRUE
Nup188	chr2	FALSE	FALSE
Alg5	chr3	FALSE	FALSE
Rhox1	chrX	FALSE	FALSE
Kctd14	chr7	TRUE	FALSE
Prmt5	chr14	FALSE	FALSE
Lpgat1	chr1	FALSE	FALSE
Ube2e1	chr14	FALSE	FALSE
Cd209e	chr8	FALSE	FALSE
Sez6l2	chr7	FALSE	FALSE
Fopnl	chr16	FALSE	FALSE
Rpia	chr6	FALSE	FALSE
Supt7l	chr5	FALSE	FALSE
Rab2b	chr14	FALSE	FALSE
Ier2	chr8	FALSE	FALSE
Plekhg6	chr6	TRUE	FALSE
Slurp2	chr15	FALSE	FALSE
Chrna10	chr7	FALSE	FALSE
Rslcan18	chr13	FALSE	FALSE
Pla2g3	chr11	FALSE	FALSE
Smim27	chr4	FALSE	FALSE
Kcna1	chr6	FALSE	FALSE
Dmrtc1a	chrX	TRUE	FALSE
Pex14	chr4	FALSE	FALSE
Rhob	chr12	FALSE	FALSE
Plekhg2	chr7	FALSE	FALSE
Tm6sf2	chr8	FALSE	FALSE
Rpl21	chr5	FALSE	FALSE
Zfp516	chr18	FALSE	FALSE
Mt1	chr8	FALSE	FALSE
Cpt1c	chr7	FALSE	FALSE
Adam28	chr14	FALSE	FALSE
Retnlb	chr16	FALSE	FALSE
Kcnrg	chr14	FALSE	FALSE
Ifi214	chr1	FALSE	TRUE
Hnrnpab	chr11	FALSE	FALSE
Armc6	chr8	FALSE	FALSE
Kcnh3	chr15	TRUE	FALSE
Gdf3	chr6	FALSE	FALSE
Ifi204	chr1	FALSE	FALSE
Calm5	chr13	FALSE	FALSE
Fmo6	chr1	FALSE	FALSE
Klhdc7a	chr4	TRUE	FALSE
Gm17571	chr9	FALSE	FALSE
Taf1d	chr9	FALSE	FALSE
Cldnd2	chr7	FALSE	FALSE
Nkapd1	chr9	FALSE	FALSE
Map4k2	chr19	FALSE	FALSE
Lamtor2	chr3	FALSE	FALSE
Plcb3	chr19	FALSE	FALSE
Fam20c	chr5	TRUE	FALSE
Sema7a	chr9	FALSE	FALSE
Aurkc	chr7	FALSE	FALSE
Tagln3	chr16	FALSE	FALSE
Psma1	chr7	FALSE	FALSE
Gm8068	chr14	FALSE	FALSE
Cebpe	chr14	FALSE	FALSE
Zfp207	chr11	FALSE	FALSE
Rnf111	chr9	FALSE	FALSE
Rnps1	chr17	FALSE	FALSE
Fbxw2	chr2	FALSE	FALSE
Gm20538	chr19	FALSE	FALSE
Stk11ip	chr1	FALSE	FALSE
Gsg1l	chr7	FALSE	FALSE
Zglp1	chr9	FALSE	FALSE
Olfr1065	chr2	FALSE	FALSE
Hsbp1	chr8	FALSE	FALSE
Uevld	chr7	FALSE	FALSE
Gm5795	chr14	FALSE	FALSE
Gm773	chrX	FALSE	FALSE
Zfp36	chr7	TRUE	FALSE
A730009L09Rik	chr16	FALSE	FALSE
Fgfr3	chr5	TRUE	FALSE
Wfdc9	chr2	TRUE	FALSE
Zfp719	chr7	FALSE	FALSE
Fscb	chr12	FALSE	FALSE
Uggt2	chr14	FALSE	FALSE
Gm49359	chr13	FALSE	FALSE
Nkx6-3	chr8	FALSE	FALSE
Arglu1	chr8	FALSE	FALSE
Adcy9	chr16	FALSE	FALSE
Bhmt	chr13	FALSE	TRUE
Togaram2	chr17	TRUE	FALSE
Serinc1	chr10	FALSE	FALSE
Prpf18	chr2	FALSE	FALSE
Srrm1	chr4	FALSE	FALSE
Mgat4e	chr1	FALSE	FALSE
Crtap	chr9	FALSE	FALSE
Scrg1	chr8	FALSE	FALSE
Fam90a1b	chrX	FALSE	FALSE
Angptl3	chr4	FALSE	FALSE
Slc31a1	chr4	FALSE	FALSE
Olfr1309	chr2	FALSE	FALSE
Ccl25	chr8	FALSE	FALSE
Vamp9	chr5	TRUE	FALSE
Fam168a	chr7	FALSE	FALSE
Rps18-ps5	chr13	FALSE	FALSE
1110008P14Rik	chr2	FALSE	FALSE
Shc2	chr10	FALSE	FALSE
Tas2r130	chr6	FALSE	FALSE
Olfr612	chr7	FALSE	FALSE
Vmn2r37	chr7	FALSE	FALSE
Snorc	chr1	TRUE	FALSE
H3c4	chr13	TRUE	FALSE
C1qtnf4	chr2	FALSE	FALSE
Vmn1r176	chr7	FALSE	FALSE
Cd200r3	chr16	FALSE	TRUE
Slc26a10	chr10	TRUE	FALSE
Psd	chr19	FALSE	FALSE
Ypel1	chr16	FALSE	FALSE
Ret	chr6	TRUE	FALSE
Asphd2	chr5	FALSE	FALSE
Tlk2	chr11	FALSE	FALSE
Acp4	chr7	FALSE	FALSE
Necap1	chr6	FALSE	FALSE
Gas2l1	chr11	TRUE	FALSE
Gtf3c2	chr5	FALSE	FALSE
Vangl2	chr1	FALSE	FALSE
Rpp40	chr13	FALSE	FALSE
Glul	chr1	FALSE	FALSE
Gm5475	chr15	FALSE	FALSE
Fam135b	chr15	FALSE	FALSE
Pik3ca	chr3	FALSE	FALSE
Srek1ip1	chr13	FALSE	FALSE
Cts8	chr13	FALSE	FALSE
Brf1	chr12	FALSE	FALSE
Commd1	chr11	FALSE	FALSE
Polr2l	chr7	FALSE	FALSE
Mfrp	chr9	FALSE	FALSE
Ctcf	chr8	FALSE	FALSE
Pck2	chr14	FALSE	FALSE
Capn12	chr7	FALSE	FALSE
Pacs2	chr12	FALSE	FALSE
Irs4	chrX	TRUE	FALSE
Olfr55	chr17	FALSE	FALSE
Dusp22	chr13	FALSE	FALSE
Slc25a2	chr18	FALSE	FALSE
3110040N11Rik	chr7	FALSE	FALSE
Gyg	chr3	TRUE	FALSE
Ctsll3	chr13	FALSE	FALSE
Vmn2r48	chr7	FALSE	FALSE
Actrt1	chrX	FALSE	FALSE
Kcnc3	chr7	FALSE	FALSE
Gm15448	chr7	FALSE	FALSE
Il22	chr10	FALSE	FALSE
Elovl2	chr13	FALSE	FALSE
Trip10	chr17	FALSE	FALSE
Pycard	chr7	FALSE	FALSE
6330409D20Rik	chr2	FALSE	FALSE
Olfr921	chr9	FALSE	FALSE
Smyd5	chr6	FALSE	FALSE
Zfand1	chr3	FALSE	TRUE
Olfr262	chr19	FALSE	FALSE
Sox3	chrX	TRUE	FALSE
Spi1	chr2	FALSE	FALSE
Aldh5a1	chr13	FALSE	FALSE
Mvk	chr5	FALSE	FALSE
Pnmt	chr11	FALSE	FALSE
Defb7	chr8	FALSE	FALSE
Olfr533	chr7	FALSE	FALSE
Lipo1	chr19	FALSE	FALSE
Marf1	chr16	FALSE	FALSE
Vmn1r228	chr17	FALSE	FALSE
BC048562	chr9	FALSE	TRUE
Otop1	chr5	TRUE	FALSE
Fgf5	chr5	TRUE	FALSE
C2cd4b	chr9	FALSE	FALSE
Tnrc18	chr5	FALSE	FALSE
Cort	chr4	FALSE	FALSE
Krtap11-1	chr16	FALSE	FALSE
Gm14525	chrX	FALSE	FALSE
Sdc3	chr4	FALSE	FALSE
Ada	chr2	TRUE	FALSE
2310061N02Rik	chr16	FALSE	FALSE
Mmp21	chr7	FALSE	FALSE
Hap1	chr11	FALSE	FALSE
Olfr33	chr7	FALSE	FALSE
Tsr2	chrX	FALSE	FALSE
Bmp4	chr14	TRUE	FALSE
Efna1	chr3	FALSE	TRUE
Morc4	chrX	FALSE	FALSE
Muc2	chr7	TRUE	FALSE
Olfr486	chr7	FALSE	FALSE
Mtor	chr4	FALSE	FALSE
Fam92a	chr4	FALSE	FALSE
Cyp26c1	chr19	TRUE	FALSE
Spout1	chr2	FALSE	FALSE
F13b	chr1	FALSE	FALSE
Rfpl4	chr7	FALSE	FALSE
Kcnk5	chr14	TRUE	FALSE
Olfr646	chr7	FALSE	FALSE
Mrps24	chr11	FALSE	FALSE
Ddx18	chr1	FALSE	FALSE
Ppp3r2	chr4	FALSE	FALSE
Psg23	chr7	FALSE	FALSE
Speer3	chr5	FALSE	FALSE
Spata19	chr9	FALSE	FALSE
Supv3l1	chr10	FALSE	FALSE
Gpr68	chr12	FALSE	TRUE
Pla2g2d	chr4	FALSE	FALSE
Pnmal2	chr7	FALSE	FALSE
Tvp23a	chr16	FALSE	FALSE
Emc4	chr2	FALSE	FALSE
Gm4070	chr7	FALSE	FALSE
Cpeb3	chr19	FALSE	FALSE
Tbc1d13	chr2	FALSE	FALSE
Dffa	chr4	FALSE	FALSE
Lrrn2	chr1	FALSE	FALSE
Mtg2	chr2	FALSE	FALSE
Gm16440	chr14	FALSE	FALSE
Gm45261	chr1	FALSE	TRUE
Pcdh9	chr14	FALSE	TRUE
Zfp35	chr18	FALSE	FALSE
Npat	chr9	FALSE	FALSE
Vmn2r32	chr7	FALSE	FALSE
P2rx4	chr5	FALSE	FALSE
Vmn1r5	chr6	FALSE	FALSE
Olfr113	chr17	FALSE	FALSE
Padi4	chr4	FALSE	FALSE
Zfp647	chr15	FALSE	FALSE
Mrps9	chr1	FALSE	FALSE
Eef1a1	chr9	FALSE	TRUE
Arf5	chr6	FALSE	FALSE
F830045P16Rik	chr2	FALSE	TRUE
Gpr52	chr1	FALSE	FALSE
Gprin2	chr14	TRUE	FALSE
Icam4	chr9	TRUE	FALSE
Wfdc3	chr2	FALSE	FALSE
Retsat	chr6	FALSE	FALSE
Armc5	chr7	FALSE	FALSE
Tcf24	chr1	TRUE	FALSE
Cstad	chr2	FALSE	FALSE
Sec14l3	chr11	TRUE	FALSE
Gje1	chr10	FALSE	FALSE
Olfr1369-ps1	chr13	FALSE	FALSE
Olfr1357	chr10	FALSE	FALSE
Zfp112	chr7	FALSE	FALSE
Mtif3	chr5	FALSE	FALSE
Adgrb2	chr4	FALSE	FALSE
Olfr65	chr7	FALSE	FALSE
Olfr53	chr7	FALSE	FALSE
H2bl1	chr13	FALSE	FALSE
Gpc2	chr5	TRUE	FALSE
Lgalsl	chr11	FALSE	FALSE
Olfr1271	chr2	FALSE	FALSE
Dsn1	chr2	FALSE	TRUE
Olfr1380	chr11	FALSE	FALSE
Gm10439	chrX	FALSE	FALSE
Lnp1	chr16	FALSE	FALSE
Cilp	chr9	FALSE	FALSE
Zcchc9	chr13	FALSE	FALSE
Med24	chr11	FALSE	FALSE
Pkia	chr3	FALSE	FALSE
Tmem14a	chr1	FALSE	FALSE
Vmn2r84	chr10	FALSE	FALSE
Spag4	chr2	FALSE	FALSE
Chmp7	chr14	FALSE	FALSE
Tmbim7	chr5	FALSE	FALSE
Olfr1140	chr2	FALSE	FALSE
Olfr127	chr17	FALSE	FALSE
Casp6	chr3	TRUE	FALSE
Gbgt1	chr2	FALSE	FALSE
Batf	chr12	TRUE	FALSE
Bloc1s1	chr10	FALSE	FALSE
Map3k6	chr4	FALSE	FALSE
Iqcf6	chr9	FALSE	FALSE
Zfp280d	chr9	FALSE	FALSE
Alad	chr4	FALSE	FALSE
Ptk2	chr15	FALSE	FALSE
Vps13d	chr4	FALSE	FALSE
Lmf1	chr17	FALSE	FALSE
Gfer	chr17	FALSE	FALSE
Ptrh2	chr11	FALSE	FALSE
Gm3106	chr5	FALSE	FALSE
Galk1	chr11	FALSE	FALSE
Zfp575	chr7	FALSE	FALSE
Gm12790	chr4	FALSE	FALSE
Smndc1	chr19	FALSE	FALSE
Ntn5	chr7	FALSE	FALSE
2410137M14Rik	chr17	TRUE	FALSE
Ccin	chr4	TRUE	FALSE
Olfr1219	chr2	FALSE	FALSE
Pgk2	chr17	FALSE	FALSE
Rimbp3	chr16	TRUE	FALSE
Clstn3	chr6	FALSE	FALSE
Mkln1	chr6	FALSE	FALSE
Zfp830	chr11	FALSE	FALSE
Psmd13	chr7	FALSE	FALSE
Mapkbp1	chr2	FALSE	FALSE
Tmem61	chr4	FALSE	FALSE
Prrt4	chr6	FALSE	FALSE
Zfp954	chr7	FALSE	FALSE
Mrpl21	chr19	FALSE	FALSE
Slc22a17	chr14	FALSE	FALSE
Mettl27	chr5	FALSE	FALSE
Pgap3	chr11	FALSE	FALSE
Atg4d	chr9	FALSE	FALSE
Gpbar1	chr1	FALSE	FALSE
Akip1	chr7	FALSE	TRUE
Aen	chr7	FALSE	FALSE
Mink1	chr11	FALSE	FALSE
Olfr799	chr10	FALSE	FALSE
Gria2	chr3	FALSE	FALSE
Mllt11	chr3	FALSE	FALSE
Papola	chr12	FALSE	FALSE
Siglecf	chr7	FALSE	FALSE
4930579G24Rik	chr3	FALSE	FALSE
Twf1	chr15	FALSE	FALSE
Oaf	chr9	TRUE	FALSE
Cryaa	chr17	TRUE	FALSE
Serp2	chr14	FALSE	FALSE
Flot2	chr11	FALSE	FALSE
Eprs	chr1	FALSE	FALSE
Olfr74	chr2	FALSE	FALSE
Afmid	chr11	TRUE	FALSE
Hsd17b6	chr10	FALSE	FALSE
Il17ra	chr6	FALSE	FALSE
Tmco2	chr4	FALSE	FALSE
Ghdc	chr11	FALSE	FALSE
Flii	chr11	FALSE	FALSE
Smim10l1	chr6	FALSE	FALSE
Gm6614	chr6	FALSE	FALSE
Gatd1	chr7	FALSE	FALSE
Olfr319	chr11	FALSE	FALSE
C1qb	chr4	FALSE	FALSE
Gan	chr8	FALSE	FALSE
Dnajb1	chr8	FALSE	FALSE
Ndufb11	chrX	FALSE	FALSE
Ces1c	chr8	FALSE	FALSE
Rps19bp1	chr15	FALSE	FALSE
Pabpc4l	chr3	FALSE	FALSE
Klk1b4	chr7	FALSE	FALSE
BC030500	chr8	TRUE	FALSE
Dnajc14	chr10	FALSE	FALSE
Cd46	chr1	FALSE	FALSE
Pcdhb6	chr18	FALSE	FALSE
Rpl37a	chr1	FALSE	FALSE
Mpp4	chr1	FALSE	FALSE
Adam22	chr5	FALSE	FALSE
Psg25	chr7	FALSE	FALSE
Mob2	chr7	FALSE	FALSE
Gm8251	chr1	FALSE	FALSE
Gp1bb	chr16	FALSE	FALSE
Ldb1	chr19	FALSE	FALSE
Car15	chr16	FALSE	FALSE
Gm4707	chr17	FALSE	FALSE
1700008P02Rik	chr3	FALSE	FALSE
Hspa5	chr2	FALSE	FALSE
Gm28360	chr1	FALSE	FALSE
Ldlrad2	chr4	FALSE	FALSE
Prl3d1	chr13	FALSE	FALSE
Rdh16f2	chr10	FALSE	FALSE
Itga7	chr10	FALSE	TRUE
Krt71	chr15	TRUE	FALSE
4930568D16Rik	chr2	FALSE	FALSE
Rpn2	chr2	FALSE	FALSE
Etfa	chr9	FALSE	FALSE
Supt4a	chr11	FALSE	FALSE
Kcnk6	chr7	TRUE	FALSE
Dpp9	chr17	FALSE	FALSE
Olfr342	chr2	FALSE	FALSE
Olfr790	chr10	FALSE	FALSE
Mslnl	chr17	FALSE	FALSE
Fam180a	chr6	TRUE	TRUE
Lypd9	chr11	FALSE	FALSE
Msrb1	chr17	FALSE	FALSE
Ddt	chr10	FALSE	FALSE
Tmem156	chr5	FALSE	TRUE
Vmn2r39	chr7	FALSE	FALSE
Sirt7	chr11	FALSE	FALSE
Gm11444	chr11	TRUE	FALSE
Fbxl22	chr9	FALSE	FALSE
Actl9	chr17	FALSE	FALSE
Rph3a	chr5	FALSE	FALSE
Rnase11	chr14	FALSE	FALSE
Pdap1	chr5	FALSE	FALSE
Wdr25	chr12	TRUE	FALSE
Olfr1214	chr2	FALSE	FALSE
Ccdc138	chr10	FALSE	FALSE
Get1	chr16	FALSE	TRUE
Pigyl	chr9	FALSE	FALSE
Olfr450	chr6	FALSE	FALSE
Cygb	chr11	FALSE	FALSE
Gnmt	chr17	FALSE	FALSE
Ms4a15	chr19	FALSE	FALSE
Zfp689	chr7	FALSE	FALSE
Hapln4	chr8	TRUE	FALSE
Ifi211	chr1	FALSE	FALSE
Spata31d1b	chr13	FALSE	FALSE
Olfr477	chr7	FALSE	FALSE
Arl4a	chr12	FALSE	FALSE
Gbp2	chr3	TRUE	FALSE
Btbd3	chr2	FALSE	TRUE
Olig1	chr16	TRUE	FALSE
Pgr15l	chrX	TRUE	FALSE
Myh7	chr14	TRUE	FALSE
Vmn1r198	chr13	FALSE	FALSE
Zfp446	chr7	FALSE	FALSE
Saal1	chr7	FALSE	FALSE
Ldha	chr7	FALSE	FALSE
Abl1	chr2	FALSE	FALSE
Ppp2r2a	chr14	FALSE	FALSE
Fgfr1op2	chr6	FALSE	FALSE
Fbxl15	chr19	FALSE	FALSE
Gm7954	chr14	FALSE	FALSE
Smarca5	chr8	FALSE	FALSE
Ctsb	chr14	FALSE	FALSE
Slc16a14	chr1	FALSE	FALSE
Tnni1	chr1	TRUE	FALSE
Dnttip1	chr2	FALSE	FALSE
Ngb	chr12	TRUE	FALSE
Slc66a2	chr18	FALSE	FALSE
Ergic3	chr2	FALSE	FALSE
Phlda2	chr7	TRUE	FALSE
Ffar3	chr7	TRUE	FALSE
Ilvbl	chr10	FALSE	TRUE
Fzd9	chr5	TRUE	FALSE
8030462N17Rik	chr18	FALSE	FALSE
Kcng4	chr8	TRUE	FALSE
Mxd3	chr13	FALSE	FALSE
Psmb10	chr8	FALSE	FALSE
Araf	chrX	FALSE	FALSE
Nudt10	chrX	FALSE	FALSE
Olfr1462	chr19	FALSE	FALSE
Tmem106c	chr15	FALSE	FALSE
Spag11a	chr8	FALSE	FALSE
Kcne4	chr1	TRUE	FALSE
Mrpl41	chr2	FALSE	FALSE
Nipsnap3b	chr4	FALSE	FALSE
Smad6	chr9	TRUE	FALSE
Gnl1	chr17	FALSE	FALSE
Akap6	chr12	FALSE	FALSE
Rpl9	chr5	FALSE	FALSE
Mstn	chr1	FALSE	TRUE
Esp16	chr17	FALSE	FALSE
Tmem270	chr5	FALSE	FALSE
Atg13	chr2	FALSE	FALSE
Zfp219	chr14	FALSE	FALSE
Snf8	chr11	FALSE	FALSE
Mospd1	chrX	FALSE	FALSE
Clec14a	chr12	TRUE	FALSE
Klk1b21	chr7	FALSE	FALSE
Cd79b	chr11	FALSE	FALSE
Trp73	chr4	FALSE	FALSE
Ube2o	chr11	FALSE	FALSE
5330417C22Rik	chr3	TRUE	FALSE
Dusp7	chr9	FALSE	FALSE
Abi3	chr11	FALSE	FALSE
Zfp691	chr4	FALSE	FALSE
Phb	chr11	FALSE	FALSE
Olfr1315-ps1	chr2	FALSE	FALSE
Ugt8a	chr3	TRUE	FALSE
Urod	chr4	FALSE	FALSE
Tnrc6a	chr7	FALSE	FALSE
Higd1a	chr9	FALSE	FALSE
Vti1b	chr12	FALSE	FALSE
Med10	chr13	FALSE	FALSE
Guca1a	chr17	TRUE	FALSE
Olfr209	chr16	FALSE	FALSE
Rnf122	chr8	FALSE	TRUE
Vmn1r219	chr13	FALSE	FALSE
Gm973	chr1	FALSE	TRUE
4930513O06Rik	chrX	FALSE	FALSE
Lce1a1	chr3	FALSE	FALSE
Mettl6	chr14	FALSE	FALSE
Trh	chr6	TRUE	FALSE
Pabpc2	chr18	FALSE	FALSE
Cd48	chr1	FALSE	FALSE
Olfr960	chr9	FALSE	FALSE
Ncl	chr1	FALSE	FALSE
Dyrk1a	chr16	FALSE	FALSE
Rdh13	chr7	FALSE	FALSE
Zfp944	chr17	FALSE	FALSE
Ubac1	chr2	FALSE	FALSE
Ube2d2b	chr5	FALSE	FALSE
Fbxw20	chr9	FALSE	FALSE
Mad2l1	chr6	FALSE	FALSE
Arhgap35	chr7	FALSE	FALSE
Ephb1	chr9	FALSE	FALSE
Prr22	chr17	FALSE	FALSE
Guk1	chr11	FALSE	FALSE
Stat6	chr10	FALSE	FALSE
Coro7	chr16	FALSE	FALSE
1700016H13Rik	chr5	TRUE	FALSE
Olfr455	chr6	FALSE	FALSE
Zfp763	chr17	FALSE	FALSE
Ncor2	chr5	FALSE	FALSE
AI429214	chr8	FALSE	FALSE
Adamtsl5	chr10	TRUE	FALSE
Fcnb	chr2	FALSE	FALSE
Casp14	chr10	FALSE	FALSE
Bmpr2	chr1	FALSE	FALSE
Pum1	chr4	FALSE	FALSE
Tgif2	chr2	TRUE	FALSE
Rom1	chr19	FALSE	FALSE
Cox6a2	chr7	FALSE	FALSE
Mrpl15	chr1	FALSE	FALSE
Olfr299	chr7	FALSE	FALSE
Slc37a4	chr9	FALSE	FALSE
Cdip1	chr16	FALSE	FALSE
Rnaseh2c	chr19	FALSE	FALSE
Tmem121b	chr6	FALSE	FALSE
Ace2	chrX	FALSE	TRUE
Disp3	chr4	TRUE	FALSE
Nsf	chr11	FALSE	FALSE
Dusp9	chrX	TRUE	FALSE
Zfp51	chr17	FALSE	FALSE
Emsy	chr7	FALSE	FALSE
Armc8	chr9	FALSE	FALSE
Cramp1l	chr17	FALSE	FALSE
Uck1	chr2	FALSE	FALSE
Eif3g	chr9	FALSE	FALSE
Tmcc1	chr6	FALSE	FALSE
H2-Q7	chr17	TRUE	FALSE
L3mbtl1	chr2	FALSE	FALSE
Gm28778	chr1	FALSE	TRUE
BC028528	chr3	FALSE	FALSE
Vmn2r107	chr17	FALSE	FALSE
Gm3512	chr14	TRUE	FALSE
H60c	chr10	FALSE	TRUE
Rnd2	chr11	FALSE	FALSE
Rhbdl2	chr4	FALSE	FALSE
Trmt2a	chr16	FALSE	FALSE
Pdk2	chr11	FALSE	FALSE
Tmem87b	chr2	FALSE	FALSE
Gng8	chr7	FALSE	FALSE
Clec11a	chr7	FALSE	FALSE
Tmem88	chr11	FALSE	FALSE
Dnajb6	chr5	FALSE	FALSE
Triap1	chr5	FALSE	FALSE
Efhd2	chr4	FALSE	FALSE
Gm45713	chr7	FALSE	FALSE
Fbxo10	chr4	FALSE	FALSE
Pcare	chr17	TRUE	FALSE
Medag	chr5	FALSE	FALSE
Spatc1l	chr10	FALSE	FALSE
Rnf26	chr9	FALSE	FALSE
Raet1d	chr10	FALSE	FALSE
Naip5	chr13	FALSE	FALSE
Hacd2	chr16	FALSE	FALSE
Cyth3	chr5	FALSE	FALSE
Pax8	chr2	TRUE	FALSE
Siah3	chr14	FALSE	FALSE
Tmub2	chr11	FALSE	FALSE
Nanos3	chr8	FALSE	FALSE
Cpsf1	chr15	FALSE	FALSE
Cdk15	chr1	FALSE	TRUE
Arf2	chr11	FALSE	FALSE
Terf2	chr8	FALSE	FALSE
Rpe65	chr3	FALSE	FALSE
Rasl12	chr9	FALSE	FALSE
Tchp	chr5	FALSE	FALSE
Ffar2	chr7	FALSE	FALSE
Slc29a3	chr10	TRUE	FALSE
Krtap6-5	chr16	FALSE	FALSE
Clns1a	chr7	FALSE	FALSE
Olfr633	chr7	FALSE	FALSE
Olfr808	chr10	FALSE	FALSE
Rnasek	chr11	FALSE	FALSE
Mms22l	chr4	FALSE	FALSE
Zfp952	chr17	FALSE	FALSE
Nap1l4	chr7	FALSE	FALSE
Cst10	chr2	FALSE	FALSE
Rabggtb	chr3	FALSE	FALSE
Osbpl6	chr2	FALSE	FALSE
Lhx6	chr2	TRUE	FALSE
Olfr609	chr7	FALSE	FALSE
Sec11a	chr7	FALSE	FALSE
Klf3	chr5	FALSE	FALSE
Olfr1511	chr14	FALSE	FALSE
Sec23a	chr12	FALSE	FALSE
A930017K11Rik	chr17	FALSE	FALSE
Gm5861	chr5	FALSE	FALSE
Sccpdh	chr1	FALSE	FALSE
Lypd3	chr7	TRUE	FALSE
Slc10a4	chr5	TRUE	FALSE
Ppp4r4	chr12	FALSE	FALSE
Psmf1	chr2	FALSE	FALSE
Scgb2a2	chr19	FALSE	FALSE
Zbtb40	chr4	FALSE	TRUE
Stoml3	chr3	FALSE	FALSE
Trim30c	chr7	FALSE	FALSE
