gene_name	chr	h3k27me3_overlap	mch_sig
Pitpnc1	chr11	FALSE	TRUE
Il17rb	chr14	TRUE	TRUE
Prrt4	chr6	FALSE	TRUE
Tep1	chr14	FALSE	TRUE
Polk	chr13	FALSE	TRUE
Yipf1	chr4	FALSE	TRUE
Pla2g3	chr11	FALSE	TRUE
Ankdd1b	chr13	FALSE	TRUE
Olfr643	chr7	FALSE	TRUE
Mstn	chr1	FALSE	TRUE
9430038I01Rik	chr7	FALSE	TRUE
Tmod2	chr9	FALSE	TRUE
Prex2	chr1	TRUE	TRUE
Gm5901	chr7	FALSE	TRUE
Serpine2	chr1	TRUE	TRUE
Prkaca	chr8	FALSE	TRUE
Tjp2	chr19	TRUE	TRUE
Clcnkb	chr4	TRUE	TRUE
Gbp7	chr3	TRUE	TRUE
Plxnc1	chr10	TRUE	TRUE
Commd3	chr2	FALSE	TRUE
Ncoa7	chr10	FALSE	TRUE
Cplane1	chr15	FALSE	TRUE
Bcar1	chr8	FALSE	TRUE
Gclc	chr9	FALSE	TRUE
Tmem9b	chr7	FALSE	TRUE
Acad9	chr3	FALSE	TRUE
Svopl	chr6	FALSE	TRUE
Cdk5rap1	chr2	FALSE	TRUE
A830018L16Rik	chr1	FALSE	TRUE
F13b	chr1	FALSE	TRUE
Itgae	chr11	FALSE	TRUE
Ihh	chr1	TRUE	TRUE
Slc20a2	chr8	FALSE	TRUE
Myh7b	chr2	FALSE	TRUE
Ntsr1	chr2	TRUE	TRUE
Gpatch8	chr11	FALSE	TRUE
Syt15	chr14	TRUE	TRUE
Ccdc77	chr6	FALSE	TRUE
Fcrl1	chr3	FALSE	TRUE
Sox8	chr17	TRUE	TRUE
Resp18	chr1	TRUE	TRUE
Zmym6	chr4	FALSE	TRUE
Apoh	chr11	FALSE	TRUE
Fbxl5	chr5	FALSE	TRUE
Trpm6	chr19	TRUE	TRUE
Gdnf	chr15	TRUE	TRUE
Casc4	chr2	FALSE	TRUE
Gbp2	chr3	TRUE	TRUE
Tgfbr2	chr9	TRUE	TRUE
Tirap	chr9	FALSE	TRUE
Ctss	chr3	FALSE	TRUE
Adgrf4	chr17	FALSE	TRUE
Slc22a16	chr10	FALSE	TRUE
Ntng2	chr2	FALSE	TRUE
Ghrhr	chr6	FALSE	TRUE
Pbrm1	chr14	FALSE	TRUE
Sdc2	chr15	FALSE	TRUE
Ube3a	chr7	FALSE	TRUE
Zdhhc2	chr8	FALSE	TRUE
Htr6	chr4	TRUE	TRUE
Rac1	chr5	FALSE	TRUE
Coq10b	chr1	FALSE	TRUE
Nup205	chr6	FALSE	TRUE
Trpm2	chr10	FALSE	TRUE
Tmem14a	chr1	FALSE	TRUE
Syk	chr13	TRUE	TRUE
Tns2	chr15	FALSE	TRUE
Fignl2	chr15	TRUE	TRUE
Ctnnal1	chr4	FALSE	TRUE
St8sia4	chr1	TRUE	TRUE
Ptpro	chr6	TRUE	TRUE
Gm20547	chr17	TRUE	TRUE
Kynu	chr2	FALSE	TRUE
Cyp2j13	chr4	FALSE	TRUE
Gm4450	chr3	FALSE	TRUE
Ldlrad2	chr4	FALSE	TRUE
Gdf9	chr11	FALSE	TRUE
Sfxn4	chr19	FALSE	TRUE
D17H6S53E	chr17	FALSE	TRUE
Hspb7	chr4	TRUE	TRUE
Ints13	chr6	FALSE	TRUE
Senp5	chr16	FALSE	TRUE
Dnajb14	chr3	FALSE	TRUE
Golph3	chr15	FALSE	TRUE
Comt	chr16	FALSE	TRUE
Lrp2	chr2	TRUE	TRUE
Plekhm2	chr4	FALSE	TRUE
Iqub	chr6	FALSE	TRUE
Sil1	chr18	FALSE	TRUE
Mtcl1	chr17	FALSE	TRUE
E030030I06Rik	chr10	TRUE	TRUE
Gpr107	chr2	FALSE	TRUE
Ciao2b	chr8	FALSE	TRUE
Mcur1	chr13	FALSE	TRUE
Crocc	chr4	FALSE	TRUE
A930009A15Rik	chr10	FALSE	TRUE
Efnb2	chr8	TRUE	TRUE
4930430F08Rik	chr10	FALSE	TRUE
Cd48	chr1	FALSE	TRUE
Tmem116	chr5	FALSE	TRUE
Grn	chr11	FALSE	TRUE
Lrp8	chr4	FALSE	TRUE
1700010I14Rik	chr17	FALSE	TRUE
Pde1c	chr6	TRUE	TRUE
Herc1	chr9	FALSE	TRUE
Fam187b	chr7	TRUE	TRUE
Cct8	chr16	FALSE	TRUE
Itgad	chr7	FALSE	TRUE
Cd86	chr16	FALSE	TRUE
Fbp1	chr13	TRUE	TRUE
2410131K14Rik	chr5	FALSE	TRUE
Gsc2	chr16	TRUE	TRUE
Arhgef7	chr8	FALSE	TRUE
Pirt	chr11	TRUE	TRUE
Ccdc50	chr16	FALSE	TRUE
Lama3	chr18	TRUE	TRUE
Ppp4r2	chr6	FALSE	TRUE
Cnot1	chr8	FALSE	TRUE
Atg2b	chr12	FALSE	TRUE
1700016C15Rik	chr1	FALSE	TRUE
Scyl3	chr1	FALSE	TRUE
Ppp2r2c	chr5	FALSE	TRUE
Fcmr	chr1	TRUE	TRUE
Olfr484	chr7	FALSE	TRUE
Zfp322a	chr13	FALSE	TRUE
Kcng4	chr8	TRUE	TRUE
Gpbp1	chr13	FALSE	TRUE
Opa1	chr16	FALSE	TRUE
Wnt7a	chr6	FALSE	TRUE
Tada2a	chr11	FALSE	TRUE
Trpm5	chr7	TRUE	TRUE
Ankrd13a	chr5	FALSE	TRUE
Htatip2	chr7	TRUE	TRUE
Mark3	chr12	FALSE	TRUE
Rab2b	chr14	FALSE	TRUE
4931429L15Rik	chr9	FALSE	TRUE
Slc10a1	chr12	FALSE	TRUE
Nek9	chr12	FALSE	TRUE
Prtg	chr9	TRUE	TRUE
Lhx2	chr2	TRUE	TRUE
Ddb2	chr2	FALSE	TRUE
Gm5622	chr14	FALSE	TRUE
Fgfr2	chr7	TRUE	TRUE
Cmtm4	chr8	FALSE	TRUE
Gabpb2	chr3	FALSE	TRUE
Dbh	chr2	TRUE	TRUE
Tbx21	chr11	TRUE	TRUE
Ifitm10	chr7	FALSE	TRUE
Frem1	chr4	TRUE	TRUE
Gas2l1	chr11	TRUE	TRUE
Topaz1	chr9	FALSE	TRUE
Cd36	chr5	FALSE	TRUE
Thegl	chr5	FALSE	TRUE
Prr36	chr8	FALSE	TRUE
Hadha	chr5	FALSE	TRUE
Cyp2b13	chr7	FALSE	TRUE
St6galnac2	chr11	TRUE	TRUE
Aen	chr7	FALSE	TRUE
Plin2	chr4	FALSE	TRUE
Faap20	chr4	FALSE	TRUE
Anxa6	chr11	FALSE	TRUE
Vsx2	chr12	TRUE	TRUE
Mab21l2	chr3	TRUE	TRUE
Cdsn	chr17	FALSE	TRUE
Atg9b	chr5	TRUE	TRUE
Sec24b	chr3	FALSE	TRUE
Rabggta	chr14	FALSE	TRUE
1700020N01Rik	chr10	FALSE	TRUE
4933417A18Rik	chr13	FALSE	TRUE
Ttf1	chr2	FALSE	TRUE
Sowahc	chr10	FALSE	TRUE
Asphd2	chr5	FALSE	TRUE
Nxpe3	chr16	FALSE	TRUE
Gls	chr1	FALSE	TRUE
Gm43951	chr11	FALSE	TRUE
Tctex1d1	chr4	TRUE	TRUE
Tspan15	chr10	FALSE	TRUE
Zfp935	chr13	FALSE	TRUE
Prdm8	chr5	TRUE	TRUE
Slc26a3	chr12	TRUE	TRUE
Gcc2	chr10	FALSE	TRUE
4933427D14Rik	chr11	FALSE	TRUE
Slc17a8	chr10	TRUE	TRUE
Irf7	chr7	FALSE	TRUE
Fanci	chr7	FALSE	TRUE
Tfr2	chr5	FALSE	TRUE
Rhd	chr4	FALSE	TRUE
Fam160a2	chr7	FALSE	TRUE
Xrra1	chr7	FALSE	TRUE
Panx1	chr9	FALSE	TRUE
Iltifb	chr10	FALSE	TRUE
Irs1	chr1	FALSE	TRUE
Eif4enif1	chr11	FALSE	TRUE
Snx13	chr12	FALSE	TRUE
Mtus1	chr8	TRUE	TRUE
9530053A07Rik	chr7	FALSE	TRUE
Sv2b	chr7	FALSE	TRUE
Ski	chr4	FALSE	TRUE
Oxa1l	chr14	FALSE	TRUE
Abi3bp	chr16	TRUE	TRUE
Dennd6b	chr15	FALSE	TRUE
Edc3	chr9	FALSE	TRUE
Il19	chr1	FALSE	TRUE
Zar1l	chr5	FALSE	TRUE
Cela3b	chr4	FALSE	TRUE
Bcl9	chr3	FALSE	TRUE
Camkk2	chr5	FALSE	TRUE
Rbms2	chr10	FALSE	TRUE
Tmem63c	chr12	FALSE	TRUE
Trip10	chr17	FALSE	TRUE
Taf1c	chr8	FALSE	TRUE
Grid2	chr6	FALSE	TRUE
Edaradd	chr13	TRUE	TRUE
Stk39	chr2	FALSE	TRUE
Crisp1	chr17	FALSE	TRUE
Mrps6	chr16	FALSE	TRUE
Cd200r4	chr16	FALSE	TRUE
Pcid2	chr8	FALSE	TRUE
Abca9	chr11	FALSE	TRUE
Orc1	chr4	FALSE	TRUE
Gem	chr4	TRUE	TRUE
Defa29	chr8	FALSE	TRUE
Gm765	chr6	FALSE	TRUE
Majin	chr19	FALSE	TRUE
Tarbp1	chr8	FALSE	TRUE
Fam216b	chr14	FALSE	TRUE
Hacd4	chr4	FALSE	TRUE
Cabp4	chr19	FALSE	TRUE
Mrpl13	chr15	FALSE	TRUE
Aldh3b3	chr19	FALSE	TRUE
Itgax	chr7	FALSE	TRUE
Ccdc141	chr2	TRUE	TRUE
Tec	chr5	FALSE	TRUE
Cdhr2	chr13	FALSE	TRUE
1700024B05Rik	chr14	FALSE	TRUE
2310057N15Rik	chr16	FALSE	TRUE
Ppara	chr15	TRUE	TRUE
Vmn2r78	chr7	FALSE	TRUE
Cep250	chr2	FALSE	TRUE
Grtp1	chr8	TRUE	TRUE
Tdh	chr14	TRUE	TRUE
Pggt1b	chr18	FALSE	TRUE
Serpinb6a	chr13	FALSE	TRUE
Neto2	chr8	FALSE	TRUE
Ifngr1	chr10	FALSE	TRUE
Arid1a	chr4	FALSE	TRUE
Rasgef1a	chr6	FALSE	TRUE
Lrrc32	chr7	TRUE	TRUE
Cish	chr9	FALSE	TRUE
Fancm	chr12	FALSE	TRUE
Ostn	chr16	FALSE	TRUE
Zswim9	chr7	FALSE	TRUE
Rpp40	chr13	FALSE	TRUE
Trarg1	chr11	FALSE	TRUE
Lamtor3	chr3	FALSE	TRUE
Golph3l	chr3	FALSE	TRUE
Alms1	chr6	FALSE	TRUE
Tgm7	chr2	FALSE	TRUE
Cst7	chr2	FALSE	TRUE
Olfr1156	chr2	FALSE	TRUE
Zfp324	chr7	FALSE	TRUE
Aar2	chr2	FALSE	TRUE
Naa15	chr3	FALSE	TRUE
Cutal	chr2	TRUE	TRUE
Tmem190	chr7	FALSE	TRUE
2010109A12Rik	chr5	FALSE	TRUE
Npc1l1	chr11	FALSE	TRUE
Klf15	chr6	FALSE	TRUE
Cep162	chr9	FALSE	TRUE
Pbld2	chr10	FALSE	TRUE
Mroh4	chr15	FALSE	TRUE
Pak6	chr2	TRUE	TRUE
Copz1	chr15	FALSE	TRUE
Igfbp2	chr1	TRUE	TRUE
Sntg2	chr12	TRUE	TRUE
Cep104	chr4	FALSE	TRUE
Capn11	chr17	FALSE	TRUE
Cutc	chr19	FALSE	TRUE
Fhdc1	chr3	TRUE	TRUE
Pard6g	chr18	FALSE	TRUE
Igfbpl1	chr4	TRUE	TRUE
Slco4c1	chr1	TRUE	TRUE
Folh1	chr7	FALSE	TRUE
Tpcn2	chr7	FALSE	TRUE
Gcfc2	chr6	FALSE	TRUE
Wdr6	chr9	FALSE	TRUE
Chmp7	chr14	FALSE	TRUE
Ildr1	chr16	TRUE	TRUE
Dcaf12	chr4	FALSE	TRUE
Chp1	chr2	FALSE	TRUE
Olfr767	chr10	FALSE	TRUE
Txk	chr5	TRUE	TRUE
Rslcan18	chr13	FALSE	TRUE
Myo1c	chr11	FALSE	TRUE
Gm20503	chr4	FALSE	TRUE
Sin3b	chr8	FALSE	TRUE
Ctf1	chr7	FALSE	TRUE
Sntb2	chr8	FALSE	TRUE
Slc36a4	chr9	FALSE	TRUE
Fezf2	chr14	TRUE	TRUE
Vmn1r68	chr7	FALSE	TRUE
D1Ertd622e	chr1	FALSE	TRUE
Inava	chr1	TRUE	TRUE
Sgo1	chr17	FALSE	TRUE
Atp5d	chr10	FALSE	TRUE
Hmgb2	chr8	FALSE	TRUE
Gjc3	chr5	FALSE	TRUE
Ddit3	chr10	FALSE	TRUE
Mrgpra6	chr7	FALSE	TRUE
Eme2	chr17	FALSE	TRUE
Rasgrp1	chr2	TRUE	TRUE
Gm28635	chr2	FALSE	TRUE
Ltv1	chr10	FALSE	TRUE
Tasor2	chr13	FALSE	TRUE
Clip2	chr5	FALSE	TRUE
Cnksr1	chr4	FALSE	TRUE
Noct	chr3	FALSE	TRUE
Klhl14	chr18	TRUE	TRUE
Nmbr	chr10	TRUE	TRUE
Pappa	chr4	TRUE	TRUE
Spaca3	chr11	FALSE	TRUE
Galc	chr12	FALSE	TRUE
Fam221a	chr6	FALSE	TRUE
Ppic	chr18	TRUE	TRUE
Gm49948	chr16	TRUE	TRUE
Creb1	chr1	FALSE	TRUE
Trim5	chr7	FALSE	TRUE
Olfr223	chr11	FALSE	TRUE
Rassf4	chr6	TRUE	TRUE
Gstm4	chr3	FALSE	TRUE
Gfral	chr9	FALSE	TRUE
Wdhd1	chr14	FALSE	TRUE
Ss18	chr18	FALSE	TRUE
Plek	chr11	FALSE	TRUE
Slc1a5	chr7	TRUE	TRUE
Cngb3	chr4	FALSE	TRUE
Actr2	chr11	FALSE	TRUE
Htr1d	chr4	TRUE	TRUE
Pcare	chr17	TRUE	TRUE
Usp31	chr7	FALSE	TRUE
Rskr	chr11	FALSE	TRUE
Gm8257	chr14	FALSE	TRUE
Olfr632	chr7	FALSE	TRUE
Adamts3	chr5	TRUE	TRUE
Olfr1310	chr2	FALSE	TRUE
Fbxo42	chr4	FALSE	TRUE
Gm5767	chr16	FALSE	TRUE
Vwde	chr6	FALSE	TRUE
Zyg11b	chr4	FALSE	TRUE
Cfap46	chr7	FALSE	TRUE
Cntn5	chr9	TRUE	TRUE
7420426K07Rik	chr9	FALSE	TRUE
H2-Q10	chr17	TRUE	TRUE
Usp22	chr11	FALSE	TRUE
Asah2	chr19	TRUE	TRUE
Fbxo24	chr5	FALSE	TRUE
Snx6	chr12	FALSE	TRUE
Ggnbp1	chr17	FALSE	TRUE
Apobec3	chr15	FALSE	TRUE
Olfr292	chr7	FALSE	TRUE
Lmbr1l	chr15	FALSE	TRUE
Anapc15	chr7	FALSE	TRUE
Tmed10	chr12	FALSE	TRUE
Cyp3a13	chr5	FALSE	TRUE
Odf3	chr7	FALSE	TRUE
Plppr4	chr3	FALSE	TRUE
Tmem120b	chr5	FALSE	TRUE
Ccdc28a	chr10	FALSE	TRUE
1810013L24Rik	chr16	FALSE	TRUE
Mfsd14b	chr13	FALSE	TRUE
Pclaf	chr9	FALSE	TRUE
Zfp35	chr18	FALSE	TRUE
Sppl3	chr5	FALSE	TRUE
Ednra	chr8	TRUE	TRUE
4930563M21Rik	chr9	FALSE	TRUE
Plekha5	chr6	FALSE	TRUE
Vwa2	chr19	TRUE	TRUE
Prr27	chr5	FALSE	TRUE
Car3	chr3	TRUE	TRUE
Prdm15	chr16	FALSE	TRUE
Agbl2	chr2	FALSE	TRUE
Rilpl1	chr5	FALSE	TRUE
Zfp941	chr7	FALSE	TRUE
Agt	chr8	FALSE	TRUE
Ndufaf2	chr13	FALSE	TRUE
Mmp15	chr8	TRUE	TRUE
Tmem165	chr5	FALSE	TRUE
Mapk13	chr17	TRUE	TRUE
Prkch	chr12	TRUE	TRUE
Crnkl1	chr2	FALSE	TRUE
Trim45	chr3	FALSE	TRUE
Zfp647	chr15	FALSE	TRUE
Ces1e	chr8	FALSE	TRUE
Ppip5k2	chr1	FALSE	TRUE
Pom121l2	chr13	TRUE	TRUE
Lrrn4	chr2	TRUE	TRUE
Rpe65	chr3	FALSE	TRUE
Phox2a	chr7	TRUE	TRUE
Exoc3l4	chr12	TRUE	TRUE
Exd2	chr12	FALSE	TRUE
Rnf125	chr18	FALSE	TRUE
Fam167a	chr14	TRUE	TRUE
Uchl3	chr14	FALSE	TRUE
Pqlc2	chr4	FALSE	TRUE
Prh1	chr6	FALSE	TRUE
Rpl17	chr18	FALSE	TRUE
Slc25a24	chr3	FALSE	TRUE
Kcns1	chr2	TRUE	TRUE
Far2	chr6	TRUE	TRUE
Tsc22d2	chr3	FALSE	TRUE
Abcg8	chr17	TRUE	TRUE
Tshr	chr12	TRUE	TRUE
Tnfrsf11a	chr1	TRUE	TRUE
Sfi1	chr11	TRUE	TRUE
Cops6	chr5	FALSE	TRUE
Gpx2	chr12	FALSE	TRUE
Adamts9	chr6	TRUE	TRUE
Zc2hc1b	chr10	TRUE	TRUE
Tmem243	chr5	FALSE	TRUE
Dpy19l1	chr9	FALSE	TRUE
Mgst2	chr3	FALSE	TRUE
Isoc2b	chr7	TRUE	TRUE
Pcp4l1	chr1	TRUE	TRUE
Anxa8	chr14	TRUE	TRUE
Bbs4	chr9	FALSE	TRUE
Lrrc15	chr16	TRUE	TRUE
Srsf9	chr5	FALSE	TRUE
Mtdh	chr15	FALSE	TRUE
Dnajc1	chr2	FALSE	TRUE
Zfp3	chr11	FALSE	TRUE
Plppr1	chr4	TRUE	TRUE
Chka	chr19	FALSE	TRUE
Gabpb1	chr2	FALSE	TRUE
Smpdl3a	chr10	FALSE	TRUE
Rflna	chr5	TRUE	TRUE
Micall2	chr5	FALSE	TRUE
Mtarc1	chr1	TRUE	TRUE
Impa1	chr3	FALSE	TRUE
Arpc4	chr6	FALSE	TRUE
Bmp5	chr9	FALSE	TRUE
Iqcf2	chr9	FALSE	TRUE
Ncapd2	chr6	FALSE	TRUE
Cdk6	chr5	TRUE	TRUE
Pcdhga12	chr18	FALSE	TRUE
Csgalnact1	chr8	TRUE	TRUE
Wdr47	chr3	FALSE	TRUE
Pou5f1	chr17	TRUE	TRUE
Pde6a	chr18	FALSE	TRUE
Mthfs	chr9	FALSE	TRUE
Zfp410	chr12	FALSE	TRUE
Chaf1b	chr16	FALSE	TRUE
Trpa1	chr1	TRUE	TRUE
Naip1	chr13	TRUE	TRUE
Nlrp4c	chr7	FALSE	TRUE
Ces2e	chr8	TRUE	TRUE
Kcnt1	chr2	FALSE	TRUE
Vmn1r76	chr7	FALSE	TRUE
Sox13	chr1	TRUE	TRUE
Fbxo45	chr16	FALSE	TRUE
Whrn	chr4	TRUE	TRUE
Myo19	chr11	FALSE	TRUE
Myl4	chr11	FALSE	TRUE
Frem3	chr8	TRUE	TRUE
Eomes	chr9	TRUE	TRUE
Champ1	chr8	FALSE	TRUE
1810024B03Rik	chr2	FALSE	TRUE
Pabpc4	chr4	FALSE	TRUE
Cntnap5c	chr17	FALSE	TRUE
Emp1	chr6	TRUE	TRUE
Tmem242	chr17	FALSE	TRUE
Sypl2	chr3	TRUE	TRUE
Msh5	chr17	FALSE	TRUE
AI661453	chr17	TRUE	TRUE
Os9	chr10	FALSE	TRUE
Smg1	chr7	FALSE	TRUE
Olfr980	chr9	FALSE	TRUE
Tvp23b	chr11	FALSE	TRUE
Scgb1b19	chr7	FALSE	TRUE
Impad1	chr4	FALSE	TRUE
Olfr411	chr11	FALSE	TRUE
Plce1	chr19	TRUE	TRUE
Abhd6	chr14	FALSE	TRUE
Rmnd5a	chr6	FALSE	TRUE
Fbxo6	chr4	FALSE	TRUE
Zfyve21	chr12	FALSE	TRUE
Prkg2	chr5	TRUE	TRUE
Ranbp10	chr8	FALSE	TRUE
Slc1a2	chr2	FALSE	TRUE
Fbxo2	chr4	TRUE	TRUE
Slc8a1	chr17	FALSE	TRUE
Tgm2	chr2	FALSE	TRUE
Gpr153	chr4	FALSE	TRUE
Dnajc27	chr12	FALSE	TRUE
Gdap2	chr3	FALSE	TRUE
Rap1b	chr10	FALSE	TRUE
Kcnj4	chr15	TRUE	TRUE
Mknk1	chr4	FALSE	TRUE
Zwilch	chr9	FALSE	TRUE
Pdcd2l	chr7	FALSE	TRUE
Sp4	chr12	FALSE	TRUE
Zfp982	chr4	FALSE	TRUE
Ncaph	chr2	FALSE	TRUE
Atf1	chr15	FALSE	TRUE
Rp1	chr1	FALSE	TRUE
Gm7030	chr17	TRUE	TRUE
Tet1	chr10	FALSE	TRUE
Fkbp9	chr6	TRUE	TRUE
Arid3a	chr10	FALSE	TRUE
Lvrn	chr18	TRUE	TRUE
Syt9	chr7	FALSE	TRUE
Reep4	chr14	FALSE	TRUE
Abcb11	chr2	FALSE	TRUE
Slc14a1	chr18	TRUE	TRUE
Plekhg2	chr7	FALSE	TRUE
Ccr7	chr11	TRUE	TRUE
Alox12	chr11	TRUE	TRUE
Chrna7	chr7	FALSE	TRUE
Gm4792	chr10	FALSE	TRUE
Mepe	chr5	TRUE	TRUE
Macroh2a2	chr10	FALSE	TRUE
Eif4g2	chr7	FALSE	TRUE
Msmp	chr4	FALSE	TRUE
BC051019	chr7	FALSE	TRUE
Cngb1	chr8	TRUE	TRUE
Gapvd1	chr2	FALSE	TRUE
Gkn1	chr6	FALSE	TRUE
H3f3a	chr1	FALSE	TRUE
Hexa	chr9	FALSE	TRUE
Fam92a	chr4	FALSE	TRUE
Gpr1	chr1	FALSE	TRUE
Frrs1l	chr4	FALSE	TRUE
Efcab14	chr4	FALSE	TRUE
Vmn2r113	chr17	FALSE	TRUE
Atxn3	chr12	FALSE	TRUE
Fam234b	chr6	FALSE	TRUE
Crat	chr2	FALSE	TRUE
Asb18	chr1	TRUE	TRUE
Armc7	chr11	FALSE	TRUE
Rsbn1l	chr5	FALSE	TRUE
Colec12	chr18	TRUE	TRUE
Srarp	chr4	FALSE	TRUE
BC147527	chr13	FALSE	TRUE
Mtmr12	chr15	FALSE	TRUE
Gm49394	chr7	TRUE	TRUE
Cdkl2	chr5	FALSE	TRUE
Ahdc1	chr4	FALSE	TRUE
Nudt18	chr14	FALSE	TRUE
Trappc12	chr12	FALSE	TRUE
Tagln3	chr16	FALSE	TRUE
Synj1	chr16	FALSE	TRUE
Fndc1	chr17	TRUE	TRUE
Il1rap	chr16	FALSE	TRUE
Pcnp	chr16	FALSE	TRUE
Glrx3	chr7	FALSE	TRUE
Cd40	chr2	TRUE	TRUE
Mtmr4	chr11	FALSE	TRUE
Olfr57	chr10	FALSE	TRUE
Gm10271	chr10	TRUE	TRUE
Ddx17	chr15	FALSE	TRUE
Klb	chr5	FALSE	TRUE
Gm49721	chr17	TRUE	TRUE
Olfr478	chr7	FALSE	TRUE
Slc25a20	chr9	FALSE	TRUE
Cipc	chr12	FALSE	TRUE
Cyp4f39	chr17	TRUE	TRUE
Ddost	chr4	FALSE	TRUE
Lsmem1	chr12	FALSE	TRUE
Metrnl	chr11	TRUE	TRUE
Prkcsh	chr9	FALSE	TRUE
Stard3	chr11	FALSE	TRUE
Gsto2	chr19	FALSE	TRUE
Zfp112	chr7	FALSE	TRUE
Gm6356	chr14	FALSE	TRUE
Cyp2j12	chr4	FALSE	TRUE
Adcy3	chr12	FALSE	TRUE
Cabin1	chr10	FALSE	TRUE
Zfand1	chr3	FALSE	TRUE
Spata18	chr5	TRUE	TRUE
Adgrf1	chr17	TRUE	TRUE
Ddx6	chr9	FALSE	TRUE
Aqp6	chr15	FALSE	TRUE
Cep126	chr9	FALSE	TRUE
Fbxo33	chr12	FALSE	TRUE
Themis	chr10	FALSE	TRUE
Dhps	chr8	FALSE	TRUE
Vmn2r120	chr17	FALSE	TRUE
Olfr31	chr14	FALSE	TRUE
Rassf6	chr5	FALSE	TRUE
Vtcn1	chr3	FALSE	TRUE
Hoxb7	chr11	TRUE	TRUE
Pcdhga10	chr18	FALSE	TRUE
Ppil4	chr10	FALSE	TRUE
Ppp3cb	chr14	FALSE	TRUE
Rrm2b	chr15	FALSE	TRUE
Rps14	chr18	FALSE	TRUE
Max	chr12	FALSE	TRUE
Eif3h	chr15	FALSE	TRUE
Cops3	chr11	FALSE	TRUE
Gm45713	chr7	FALSE	TRUE
Ces1g	chr8	FALSE	TRUE
Zfp329	chr7	FALSE	TRUE
Wdr86	chr5	TRUE	TRUE
Olfr859	chr9	FALSE	TRUE
Dmbt1	chr7	FALSE	TRUE
Olfr543	chr7	FALSE	TRUE
Stk10	chr11	FALSE	TRUE
Ccbe1	chr18	TRUE	TRUE
Eya2	chr2	TRUE	TRUE
Tmem151a	chr19	TRUE	TRUE
Lrtm2	chr6	FALSE	TRUE
Adcy4	chr14	TRUE	TRUE
Slco1c1	chr6	FALSE	TRUE
Stk38	chr17	FALSE	TRUE
Sncaip	chr18	TRUE	TRUE
Btbd17	chr11	FALSE	TRUE
Ptcd3	chr6	FALSE	TRUE
Rab30	chr7	FALSE	TRUE
Ell	chr8	FALSE	TRUE
Ccdc93	chr1	FALSE	TRUE
Gnb4	chr3	TRUE	TRUE
St8sia1	chr6	FALSE	TRUE
Dupd1	chr14	TRUE	TRUE
Arrdc4	chr7	FALSE	TRUE
Prepl	chr17	FALSE	TRUE
Ntn1	chr11	TRUE	TRUE
Psg20	chr7	FALSE	TRUE
Ttc17	chr2	FALSE	TRUE
Gm5965	chr16	FALSE	TRUE
Tmigd3	chr3	FALSE	TRUE
Slc22a1	chr17	FALSE	TRUE
Ppm1f	chr16	FALSE	TRUE
Cysltr2	chr14	TRUE	TRUE
Tmed7	chr18	FALSE	TRUE
Emc1	chr4	FALSE	TRUE
Plekha7	chr7	TRUE	TRUE
Dhx15	chr5	FALSE	TRUE
Pcdhgb7	chr18	FALSE	TRUE
Galns	chr8	FALSE	TRUE
Tsc22d4	chr5	FALSE	TRUE
Oas3	chr5	FALSE	TRUE
Dusp13	chr14	FALSE	TRUE
Mtif3	chr5	FALSE	TRUE
Csn3	chr5	FALSE	TRUE
Cyp2j6	chr4	FALSE	TRUE
Gm42957	chr3	FALSE	TRUE
Col23a1	chr11	TRUE	TRUE
Spaar	chr4	TRUE	TRUE
Galnt2	chr8	FALSE	TRUE
Ap3s1	chr18	FALSE	TRUE
Trmt10b	chr4	FALSE	TRUE
Slc22a19	chr19	FALSE	TRUE
Pemt	chr11	FALSE	TRUE
Zdhhc6	chr19	FALSE	TRUE
Olfr993	chr2	FALSE	TRUE
Palld	chr8	TRUE	TRUE
Man2c1	chr9	FALSE	TRUE
Tdpoz6	chr3	FALSE	TRUE
Sucla2	chr14	FALSE	TRUE
Nol10	chr12	FALSE	TRUE
Slco2b1	chr7	FALSE	TRUE
Denr	chr5	FALSE	TRUE
Pdk2	chr11	FALSE	TRUE
Ggh	chr4	FALSE	TRUE
Spon2	chr5	FALSE	TRUE
Jam3	chr9	FALSE	TRUE
Stum	chr1	TRUE	TRUE
Zfp606	chr7	FALSE	TRUE
Serpina5	chr12	FALSE	TRUE
Jade2	chr11	FALSE	TRUE
Galnt1	chr18	FALSE	TRUE
Zfp600	chr4	FALSE	TRUE
Zfp945	chr17	FALSE	TRUE
Ccdc163	chr4	FALSE	TRUE
Xrcc4	chr13	FALSE	TRUE
Gba	chr3	FALSE	TRUE
Pdx1	chr5	TRUE	TRUE
Zfp316	chr5	FALSE	TRUE
Fer1l6	chr15	TRUE	TRUE
Gm20449	chr7	FALSE	TRUE
Stag1	chr9	FALSE	TRUE
Fmo4	chr1	FALSE	TRUE
Skint10	chr4	FALSE	TRUE
Fam168b	chr1	FALSE	TRUE
Olfr403	chr11	FALSE	TRUE
Etf1	chr18	FALSE	TRUE
Pcsk9	chr4	TRUE	TRUE
Mzt1	chr14	FALSE	TRUE
Elfn1	chr5	TRUE	TRUE
Ppp2r1b	chr9	FALSE	TRUE
Fabp6	chr11	FALSE	TRUE
Dnajc3	chr14	FALSE	TRUE
Slc28a1	chr7	FALSE	TRUE
Taf1b	chr12	FALSE	TRUE
