gene_name	gene_id	chr	start	end	gene_length	mch_ctrl	mch_mut	mch_diff	edger_logFC	edger_fdr	mch_sig	mecp2_fold	mecp2_fdr	mecp2_min_fdr	mecp2_n_peaks	mecp2_n_sig	mecp2_has_sig	mecp2_sig	mecp2_direction	group	k119ub_fold	k119ub_fdr	k119ub_min_fdr	k119ub_n_peaks	k119ub_n_sig	k119ub_has_sig	k27me3_fold	k27me3_fdr	k27me3_min_fdr	k27me3_n_peaks	k27me3_n_sig	k27me3_has_sig	k27ac_fold	k27ac_fdr	k27ac_min_fdr	k27ac_n_peaks	k27ac_n_sig	k27ac_has_sig	atac_fold	atac_fdr	atac_min_fdr	atac_n_peaks	atac_n_sig	atac_has_sig	k119ub_gb_ctrl_signal	k119ub_gb_mut_signal	k119ub_gb_log2fc	k119ub_gb_class
Rtn4	ENSMUSG00000020458.16	chr11	29692946	29744331	51385	0.017143566853424	0.0164093865248461	-0.000734180328577909	-0.258262330154998	0.0145019244488392	TRUE	0.0589551975274863	0.72828756383306	0.72828756383306	4	0	FALSE	FALSE	Unchanged	mCH_only	0.245633882	0.309169435	0.309169435	1	0	FALSE	NA	NA	NA	NA	NA	NA	0.379776491882827	0.0648950459626473	0.0648950459626473	2	0	FALSE	0.257295165088938	0.127281935072308	0.127281935072308	3	0	FALSE	0.729804	0.772547	0.06349	quantifiable
Lancl2	ENSMUSG00000062190.12	chr6	57702539	57739439	36900	0.0144468447339673	0.0144202459377207	-2.65987962465297e-05	-0.338357243632468	0.0145194865145484	TRUE	-0.139398229749167	0.483884096411285	0.483884096411285	3	0	FALSE	FALSE	Unchanged	mCH_only	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.224007634435188	0.163607814359682	0.163607814359682	1	0	FALSE	0.0863369555197033	0.621303881727006	0.621303881727006	1	0	FALSE	0.450508	0.454187	0.00789	quantifiable
Sorcs3	ENSMUSG00000063434.6	chr19	48206024	48805505	599481	0.017973484570793	0.0210010880128329	0.00302760344203981	0.0921088285557027	0.0145522062463143	TRUE	-0.00307183859207936	0.990726451811778	0.00654711477276404	72	2	TRUE	FALSE	Unchanged	mCH_only	0.391902347	0.001420414	1.38e-11	3	3	TRUE	-0.844350218372475	4.96479724078449e-06	4.96479724078449e-06	19	7	TRUE	NA	NA	NA	NA	NA	NA	0.104150117303069	0.682278144840672	0.0111225674138793	14	1	TRUE	0.670677	0.629386	-0.068462	quantifiable
Rab11fip5	ENSMUSG00000051343.11	chr6	85334961	85374634	39673	0.0235222360769247	0.0224007807642927	-0.001121455312632	-0.225175765879497	0.0145641327050675	TRUE	0.0136845190326761	0.955694089939656	0.000713052714575159	12	1	TRUE	FALSE	Unchanged	mCH_only	-0.012024039	0.955225743	0.007866961	2	1	TRUE	NA	NA	NA	NA	NA	NA	-0.209186452430995	0.185550552102016	0.00451494761121911	4	2	TRUE	0.0262357636971595	0.896197499253072	3.4102239513081e-09	8	2	TRUE	1.654376	1.852897	0.145221	quantifiable
Anapc4	ENSMUSG00000029176.13	chr5	52834011	52867797	33786	0.012264619609868	0.0122072357910699	-5.73838187980236e-05	-0.370579749536475	0.0145641327050675	TRUE	-0.00887633163851782	0.978889187028888	0.783697846357967	10	0	FALSE	FALSE	Unchanged	mCH_only	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.0352599782178743	0.858338300774974	0.0912858331892609	4	0	FALSE	0.6631	0.690697	0.044383	quantifiable
Selplg	ENSMUSG00000048163.13	chr5	113818535	113832644	14109	0.018419250905034	0.0157815289566626	-0.00263772194837141	-0.447187559147777	0.0145641327050675	TRUE	0.147283128559028	0.531008834869335	0.117396215358539	4	0	FALSE	FALSE	Unchanged	mCH_only	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.204591322817533	0.280631858964139	0.280631858964139	1	0	FALSE	0.651878	0.473163	-0.33083	quantifiable
Map3k6	ENSMUSG00000028862.6	chr4	133240817	133252929	12112	0.0274245032044212	0.0238445188562056	-0.00357998434821554	-0.403178980334468	0.0145735680671759	TRUE	0.0220854709089347	0.931941176743427	0.575336448475915	5	0	FALSE	FALSE	Unchanged	mCH_only	-0.106467495	0.353179133	5.97e-05	3	2	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.112228815725141	0.624957722628629	0.0828573773163031	4	0	FALSE	3.028984	2.803414	-0.103802	quantifiable
Kera	ENSMUSG00000019932.8	chr10	97606878	97613692	6814	0.0261597204431228	0.0401534950760666	0.0139937746329438	0.458738833784037	0.0146103336398831	TRUE	2.66010984495664	1.76132417372413e-08	1.76132417372413e-08	3	1	TRUE	TRUE	Gained	MeCP2_and_mCH	1.229958404	1.12e-38	1.12e-38	2	2	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.434544	6.133901	1.259103	quantifiable
Col26a1	ENSMUSG00000004415.15	chr5	136741758	136883209	141451	0.0162117558975526	0.0166092204205585	0.000397464523005913	-0.157905662769003	0.0146392546908195	TRUE	0.0642167518927112	0.767006556731797	0.305332633628055	14	0	FALSE	FALSE	Unchanged	mCH_only	-0.384845659	0.006575386	0.006575386	1	1	TRUE	-0.0121355017448675	0.965117561991316	0.965117561991316	1	0	FALSE	NA	NA	NA	NA	NA	NA	0.399878621089905	0.0497677846620455	4.90463990238797e-08	5	2	TRUE	0.559175	0.415562	-0.293815	quantifiable
Grhpr	ENSMUSG00000035637.14	chr4	44981394	44990734	9340	0.0176765123228554	0.0162808150625261	-0.00139569726032926	-0.556694513735198	0.0146488584692863	TRUE	-0.0295727169478047	0.887963496195154	0.72070596800444	10	0	FALSE	FALSE	Unchanged	mCH_only	0.463908422	0.004367105	0.004367105	1	1	TRUE	NA	NA	NA	NA	NA	NA	-0.266811225781732	0.197735959227745	0.197735959227745	1	0	FALSE	0.0950379055689964	0.617327042422031	0.617327042422031	3	0	FALSE	2.109786	2.390882	0.164324	quantifiable
Ccdc62	ENSMUSG00000061882.12	chr5	123930678	123969895	39217	0.021840634094515	0.0202946147858654	-0.00154601930864965	-0.262895869644907	0.0146998030463184	TRUE	0.0164465446632885	0.948669996125005	0.948669996125005	3	0	FALSE	FALSE	Unchanged	mCH_only	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.140865194635849	0.40904112307332	0.40904112307332	1	0	FALSE	0.0783378621472318	0.652262469426154	0.652262469426154	2	0	FALSE	0.466003	0.418849	-0.102703	quantifiable
Cdk12	ENSMUSG00000003119.14	chr11	98203058	98278504	75446	0.013841205299743	0.0144030074354256	0.000561802135682596	-0.232982353286573	0.0146998030463184	TRUE	0.00455216203112692	0.984917695554342	0.984917695554342	1	0	FALSE	FALSE	Unchanged	mCH_only	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.269496651013093	0.0700485431768398	0.0700485431768398	1	0	FALSE	0.0720516508914872	0.67641316542951	0.67641316542951	1	0	FALSE	0.396338	0.305907	-0.228819	quantifiable
Fam20b	ENSMUSG00000033557.17	chr1	156678531	156719086	40555	0.0194173412275498	0.0181618539812819	-0.00125548724626788	-0.267211642908223	0.0147640908994206	TRUE	-0.0644749655945944	0.761493034788979	0.491008901206985	12	0	FALSE	FALSE	Unchanged	mCH_only	0.896940412	3.17e-14	3.17e-14	2	1	TRUE	NA	NA	NA	NA	NA	NA	0.0576926597420925	0.714601081758106	0.714601081758106	1	0	FALSE	0.0957360926592092	0.595479290818518	0.0787050349182695	5	0	FALSE	0.944868	1.169002	0.253835	quantifiable
Il1r2	ENSMUSG00000026073.13	chr1	40074078	40125231	51153	0.0175196229105732	0.0168165554578793	-0.000703067452693999	-0.246022911017632	0.0148638872126687	TRUE	0.0610227181393144	0.777376422699447	0.465673401698245	8	0	FALSE	FALSE	Unchanged	mCH_only	-0.478443979	0.006435706	0.006435706	1	1	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.136180621247739	0.593876148387772	0.534441281268958	4	0	FALSE	1.11464	1.208253	0.097784	quantifiable
4933428G20Rik	ENSMUSG00000047988.1	chr11	97490782	97500340	9558	0.0238158982201277	0.019615616060564	-0.00420028215956369	-0.498675129632168	0.0148932497736943	TRUE	-0.937780276706176	0.0128977463054289	0.0128977463054289	3	1	TRUE	TRUE	Lost	MeCP2_and_mCH	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.829839568450369	0.000234891473490617	0.000234891473490617	2	1	TRUE	0.766639147457023	0.0096691901721016	0.00382834267237468	4	2	TRUE	1.010135	0.748342	-0.345153	quantifiable
Asxl1	ENSMUSG00000042548.14	chr2	153345828	153404007	58179	0.0150357127462207	0.0141392541549148	-0.000896458591305872	-0.255892681983791	0.0148948047508759	TRUE	-0.305459405423163	0.27046413659162	0.27046413659162	10	0	FALSE	FALSE	Unchanged	mCH_only	-0.200436128	0.186686555	0.186686555	1	0	FALSE	NA	NA	NA	NA	NA	NA	0.160194063822172	0.368631128794378	0.000398267498462657	2	1	TRUE	0.073440345835282	0.675531748651821	5.69873082827821e-05	3	1	TRUE	0.626001	0.539053	-0.156411	quantifiable
Xab2	ENSMUSG00000019470.12	chr8	3608420	3621316	12896	0.014189774130711	0.0130547813487994	-0.00113499278191154	-0.51961076836344	0.0148968258306259	TRUE	-0.0212229468801224	0.89995892784358	0.89995892784358	2	0	FALSE	FALSE	Unchanged	mCH_only	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.622913	0.450242	-0.330596	quantifiable
Elp3	ENSMUSG00000022031.6	chr14	65530448	65593075	62627	0.016081399004913	0.0152578584515943	-0.000823540553318739	-0.224928203833102	0.0149004000635317	TRUE	-0.0205713836960971	0.930668636680893	0.540395243862121	10	0	FALSE	FALSE	Unchanged	mCH_only	-0.358994053	0.024722313	0.024722313	1	1	TRUE	NA	NA	NA	NA	NA	NA	0.423144174905566	0.0290091033961671	0.0290091033961671	1	1	TRUE	0.118244776715689	0.507235762661639	0.230637080941655	6	0	FALSE	0.930411	0.745757	-0.252361	quantifiable
Srebf1	ENSMUSG00000020538.15	chr11	60199088	60222581	23493	0.0372825915157881	0.0325647119248951	-0.00471787959089302	-0.256827034331119	0.0149450591278585	TRUE	-0.150728027964427	0.530184238559712	0.530184238559712	7	0	FALSE	FALSE	Unchanged	mCH_only	-0.098494576	0.339298866	0.000835121	5	2	TRUE	NA	NA	NA	NA	NA	NA	-0.0975597600865249	0.583332594965471	0.531398953995246	2	0	FALSE	0.333417120594963	0.0544340968132763	0.0376463640672019	5	1	TRUE	3.089928	2.99379	-0.042521	quantifiable
Pcgf3	ENSMUSG00000033623.13	chr5	108461231	108506976	45745	0.0140115258696003	0.0134727226243835	-0.000538803245216843	-0.309123255710941	0.0149819948916904	TRUE	-0.00388639480199537	0.986465004260382	0.173448321742368	6	0	FALSE	FALSE	Unchanged	mCH_only	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.11510984607164	0.457186411385861	0.00435759011951441	3	1	TRUE	-0.0188556932589234	0.935071705808127	0.443278624514361	4	0	FALSE	0.497471	0.358384	-0.310777	quantifiable
Upf3b	ENSMUSG00000036572.16	chrX	37091677	37110322	18645	0.0127446293038785	0.0114813743874439	-0.00126325491643459	-0.58246969969043	0.0150098941205316	TRUE	-0.000920206445790504	0.997651424985339	0.997651424985339	1	0	FALSE	FALSE	Unchanged	mCH_only	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00213018995189936	0.991137219681951	0.991137219681951	1	0	FALSE	0.105128721102747	0.532690892229001	0.532690892229001	1	0	FALSE	0.347141	0.339895	-0.018542	quantifiable
Jakmip1	ENSMUSG00000113373.1	chr5	37113783	37117473	3690	0.0363491077616972	0.0275437709641283	-0.00880533679756887	-0.603896985577079	0.0150098941205316	TRUE	-0.0638678672374125	0.772754876295464	0.0996854219845757	36	0	FALSE	FALSE	Unchanged	mCH_only	-0.368633814	0.033306355	5.86e-05	9	4	TRUE	-0.025664122702178	0.915224317534346	0.915224317534346	1	0	FALSE	NA	NA	NA	NA	NA	NA	0.599512595676044	0.00647309179168357	0.000444039734254147	12	4	TRUE	1.713188	1.696613	-0.012421	quantifiable
Hivep1	ENSMUSG00000021366.8	chr13	42052020	42192537	140517	0.0213493421223387	0.0215387367650325	0.000189394642693831	-0.136987668645155	0.0150355771098081	TRUE	0.0101705115228438	0.972386061118052	0.206923187460421	19	0	FALSE	FALSE	Unchanged	mCH_only	0.639047971	9.33e-11	8.54e-13	6	4	TRUE	NA	NA	NA	NA	NA	NA	0.156830381943295	0.302077623656942	1.2209190369231e-06	3	2	TRUE	-0.0553103804905033	0.806880275791326	0.129380099079521	10	0	FALSE	1.49049	1.79576	0.236884	quantifiable
Ptprh	ENSMUSG00000035429.13	chr7	4548611	4604041	55430	0.0160335106410323	0.0150814493521352	-0.000952061288897035	-0.307424612918377	0.0150457642088799	TRUE	-0.0299869763349678	0.899709756567687	0.0126370842629512	4	1	TRUE	FALSE	Unchanged	mCH_only	0.964581159	1.76e-13	1.76e-13	1	1	TRUE	NA	NA	NA	NA	NA	NA	-1.40942088115304	1.91940723464662e-16	1.91940723464662e-16	1	1	TRUE	0.175779473913579	0.306743425599253	0.306743425599253	2	0	FALSE	0.339921	0.337364	-0.0066	quantifiable
Dhx34	ENSMUSG00000006019.15	chr7	16197146	16222037	24891	0.0168370010076396	0.0153623420200256	-0.00147465898761393	-0.330098275774741	0.0150617243534745	TRUE	-0.0277509106383119	0.8747294283205	0.308143300224531	12	0	FALSE	FALSE	Unchanged	mCH_only	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00228701200526595	0.991896675663533	0.525994184103975	2	0	FALSE	0.820983	0.54845	-0.437807	quantifiable
1700102P08Rik	ENSMUSG00000032611.9	chr9	108392804	108410934	18130	0.0203868745109688	0.0169982133545324	-0.00338866115643643	-0.368109714598723	0.0150617243534745	TRUE	-0.0487740840715456	0.820607392567631	0.820607392567631	4	0	FALSE	FALSE	Unchanged	mCH_only	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.0614231364853813	0.804926121646055	0.804926121646055	1	0	FALSE	0.627027	0.515434	-0.20375	quantifiable
1110002E22Rik	ENSMUSG00000090066.2	chr3	138065051	138081506	16455	0.0340281074358748	0.0419235724139783	0.00789546497810353	0.275236472864458	0.0150699538246193	TRUE	-0.179409503738846	0.43805806177125	3.69627194837329e-06	12	3	TRUE	FALSE	Unchanged	mCH_only	0.358933343	6.92e-05	1.04e-34	9	9	TRUE	1.53533180479641	1.83054578082149e-13	1.83054578082149e-13	1	1	TRUE	-1.44543032591089	9.62401892623119e-15	9.62401892623119e-15	3	3	TRUE	-1.14861033705641	4.6044170078104e-05	7.95769606436747e-06	6	3	TRUE	4.213765	7.371723	0.775863	quantifiable
Itpkb	ENSMUSG00000038855.10	chr1	180330484	180424802	94318	0.0260076560470986	0.025182543508123	-0.000825112538975593	-0.148177890368385	0.015084792377451	TRUE	-0.0294982962965089	0.908891334046374	0.218582297594802	19	0	FALSE	FALSE	Unchanged	mCH_only	0.165415569	0.123914342	5.02e-19	4	3	TRUE	NA	NA	NA	NA	NA	NA	-0.638375749472143	8.50058338284493e-06	3.07393592477603e-24	3	3	TRUE	0.186131684100794	0.327743151376067	0.00228580309624327	9	1	TRUE	1.888653	2.417249	0.32268	quantifiable
Ugt3a1	ENSMUSG00000072664.11	chr15	9276887	9315032	38145	0.0137444486882677	0.0142931957376709	0.000548747049403225	-0.32671622443787	0.015084792377451	TRUE	-0.0597749899174418	0.787575661494427	0.787575661494427	1	0	FALSE	FALSE	Unchanged	mCH_only	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.551156	0.349716	-0.436622	quantifiable
Tug1	ENSMUSG00000056579.18	chr11	3639784	3649673	9889	0.0156657574240128	0.0132659304213069	-0.00239982700270597	-0.681615163766208	0.015084792377451	TRUE	-0.00111646305650648	0.996618234260392	0.709451835671124	3	0	FALSE	FALSE	Unchanged	mCH_only	NA	NA	NA	NA	NA	NA	0.197039668449308	0.4045467061585	0.4045467061585	1	0	FALSE	0.24637985841042	0.132070940121356	0.132070940121356	1	0	FALSE	0.171493682697491	0.3354041210328	0.3354041210328	1	0	FALSE	0.798325	0.500113	-0.499764	quantifiable
4930564D02Rik	ENSMUSG00000051788.4	chr3	105066843	105078806	11963	0.0203321242235251	0.0183051796204427	-0.00202694460308242	-0.444218311276397	0.0150850509004343	TRUE	-0.00154001111073076	0.995552685952592	0.000235390459369663	26	1	TRUE	FALSE	Unchanged	mCH_only	0.299130171	0.047916671	9.92e-06	5	5	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.298623877088873	0.103697368394323	0.00125142393625187	10	2	TRUE	1.111333	1.340242	0.22886	quantifiable
Rprd1a	ENSMUSG00000040446.4	chr18	24484959	24530204	45245	0.0138715209641161	0.0143600873668542	0.000488566402738031	-0.315818398409119	0.0150878838069723	TRUE	-0.021350805168791	0.914206040404689	0.914206040404689	1	0	FALSE	FALSE	Unchanged	mCH_only	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0559594111332114	0.699169376249463	0.699169376249463	1	0	FALSE	0.0576227809267588	0.74506561394994	0.713588943521009	2	0	FALSE	0.558762	0.512482	-0.088361	quantifiable
Gabrr3	ENSMUSG00000074991.5	chr16	59407331	59464504	57173	0.0148356007258318	0.0144849555088027	-0.000350645217029046	-0.247800126924185	0.0151076512514746	TRUE	0.0229266257519302	0.908044916534283	0.908044916534283	2	0	FALSE	FALSE	Unchanged	mCH_only	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.605959958265478	0.0155764924262743	0.0155764924262743	2	1	TRUE	0.779449	0.68417	-0.144503	quantifiable
Xrn2	ENSMUSG00000027433.5	chr2	147012995	147078000	65005	0.013157259970523	0.0130933415564674	-6.39184140555794e-05	-0.280282458742466	0.0151224881454042	TRUE	-0.0883586118312053	0.696529782138064	0.696529782138064	1	0	FALSE	FALSE	Unchanged	mCH_only	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.543954	0.414798	-0.267096	quantifiable
Ccn5	ENSMUSG00000027656.7	chr2	163820860	163833146	12286	0.0337362919497886	0.0286865449653803	-0.00504974698440831	-0.347118429983668	0.0151742026484219	TRUE	-0.00508414591833628	0.982023510246809	0.441963809156969	10	0	FALSE	FALSE	Unchanged	mCH_only	-0.465399004	0.000586024	0.000586024	1	1	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.497923781837913	0.0103886387957894	0.0103886387957894	3	1	TRUE	2.330508	2.072718	-0.153711	quantifiable
Vps35l	ENSMUSG00000030982.19	chr7	118740225	118842966	102741	0.0218427700617338	0.0216607075868955	-0.000182062474838263	-0.147009734476854	0.0151894009521691	TRUE	0.0142790772685063	0.957506922865498	0.247678611844367	13	0	FALSE	FALSE	Unchanged	mCH_only	0.224883577	0.087751121	0.087751121	1	0	FALSE	NA	NA	NA	NA	NA	NA	0.296095944701333	0.0622757986426493	0.0212692242214302	4	1	TRUE	0.170841172339173	0.400101715796598	7.6451044371194e-07	10	3	TRUE	1.076523	1.183693	0.11456	quantifiable
Hikeshi	ENSMUSG00000062797.14	chr7	89917528	89941204	23676	0.0169662696891401	0.0238463392569329	0.00688006956779282	0.343434150427494	0.0152124229936126	TRUE	0.00563548892414054	0.984047116833695	0.984047116833695	1	0	FALSE	FALSE	Unchanged	mCH_only	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.121711335392535	0.488541543346048	0.488541543346048	1	0	FALSE	0.243422604676045	0.157022691751189	0.0464651524559948	4	1	TRUE	0.670916	1.218728	0.691285	quantifiable
Fzd3	ENSMUSG00000007989.7	chr14	65192448	65262463	70015	0.019012832989561	0.0183223183992601	-0.000690514590300978	-0.199727570151549	0.0152124229936126	TRUE	-0.017240544961582	0.931630969065086	0.931630969065086	3	0	FALSE	FALSE	Unchanged	mCH_only	0.355939023	0.021696969	0.021696969	1	1	TRUE	NA	NA	NA	NA	NA	NA	-0.217959580614981	0.145247725128228	0.145247725128228	1	0	FALSE	-0.0798528182283185	0.659813665705015	0.658485859476443	2	0	FALSE	0.725459	0.861702	0.19417	quantifiable
Limk2	ENSMUSG00000020451.17	chr11	3344255	3409189	64934	0.0169958646121022	0.0164859067450742	-0.000509957867028042	-0.232100143249334	0.0152124229936126	TRUE	-0.00428916701992658	0.987680795126533	0.370836611348669	12	0	FALSE	FALSE	Unchanged	mCH_only	0.095855186	0.476439957	5.18e-05	2	1	TRUE	NA	NA	NA	NA	NA	NA	0.0024465319519066	0.9875552561408	3.77126884918922e-05	3	1	TRUE	0.0838219508490539	0.637355711844675	6.59769367344702e-08	6	1	TRUE	0.813051	0.73263	-0.116895	quantifiable
Arf2	ENSMUSG00000062421.13	chr11	103966738	103985337	18599	0.0169748034050574	0.0151058587116756	-0.0018689446933818	-0.38887541191639	0.0152211333209613	TRUE	0.00747099503736159	0.968450918016827	0.078542871520661	14	0	FALSE	FALSE	Unchanged	mCH_only	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.207859250487575	0.147892718716976	0.147892718716976	1	0	FALSE	0.0384349073811862	0.838803237150719	1.22383653977502e-06	7	2	TRUE	0.512506	0.422343	-0.189432	quantifiable
Ttc13	ENSMUSG00000037300.19	chr8	124671331	124721983	50652	0.0163258103324335	0.0159581648009535	-0.000367645531479971	-0.270871894242674	0.0152750694570351	TRUE	-0.0754808446293875	0.705155373232965	0.279161940427926	13	0	FALSE	FALSE	Unchanged	mCH_only	-0.19433647	0.179794356	0.179794356	1	0	FALSE	NA	NA	NA	NA	NA	NA	-0.52033740494764	0.00213270905621939	0.00213270905621939	2	1	TRUE	0.0589200831792618	0.75820046541183	0.0914239697961613	3	0	FALSE	1.148207	0.993173	-0.173469	quantifiable
Bmper	ENSMUSG00000031963.8	chr9	23223075	23485200	262125	0.0335815577060966	0.0373309598796562	0.00374940217355956	0.0883997386652412	0.015290521209098	TRUE	-0.00316731955843388	0.989472571619242	5.87553857467495e-05	83	6	TRUE	FALSE	Unchanged	mCH_only	-0.239771747	0.015501509	1.71e-06	16	6	TRUE	-0.471809909160488	0.00698688126096626	1.87002191603274e-07	14	3	TRUE	1.50800819417326	1.9105163727802e-11	1.9105163727802e-11	3	1	TRUE	1.29653191528117	1.70550122413855e-14	1.70550122413855e-14	12	4	TRUE	1.566901	2.069227	0.357359	quantifiable
Iqcm	ENSMUSG00000031620.16	chr8	75448693	75984503	535810	0.0129629061107956	0.0140487491534448	0.00108584304264921	-0.130105343971927	0.0153033443338399	TRUE	-0.0289909288033593	1	0.869082706948481	14	0	FALSE	FALSE	Unchanged	mCH_only	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.086992298416574	0.734607808932472	0.557753979152253	3	0	FALSE	0.279556	0.187901	-0.292271	one_condition
Ints4	ENSMUSG00000025133.9	chr7	97480955	97541395	60440	0.01676231182493	0.0215028234222121	0.00474051159728212	0.203334780614556	0.0153087475369857	TRUE	-0.0130083135145009	0.947146532277293	0.0280394151690264	9	1	TRUE	FALSE	Unchanged	mCH_only	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0576960908247288	0.760334373062647	0.000126512280540731	4	1	TRUE	0.604111	0.763705	0.25532	quantifiable
Npy2r	ENSMUSG00000028004.12	chr3	82538382	82548084	9702	0.0234534492959707	0.0198503756739972	-0.00360307362197352	-0.515393751308747	0.0153087475369857	TRUE	-0.00973730168619851	1	0.802275023356817	5	0	FALSE	FALSE	Unchanged	mCH_only	0.089353192	0.418236516	0.418236516	1	0	FALSE	-0.0994297978122349	0.655057970853275	0.655057970853275	1	0	FALSE	NA	NA	NA	NA	NA	NA	0.641634260827621	0.00872634250246654	0.00872634250246654	3	1	TRUE	2.935822	3.205744	0.118393	quantifiable
Sbno1	ENSMUSG00000038095.15	chr5	124368701	124426001	57300	0.0122550630646428	0.0124193289127518	0.000164265848109023	-0.276662024910812	0.0153169065315313	TRUE	-0.0515629297724988	0.826122216309077	0.826122216309077	1	0	FALSE	FALSE	Unchanged	mCH_only	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0398095752282603	0.844434973677437	0.812483118289335	3	0	FALSE	0.291009	0.182004	-0.345956	one_condition
Arhgef40	ENSMUSG00000004562.16	chr14	51984718	52006251	21533	0.0209344448652387	0.0191018547844274	-0.0018325900808113	-0.380058769311098	0.0153477964068268	TRUE	0.0390577205635734	0.845587773822	0.845587773822	6	0	FALSE	FALSE	Unchanged	mCH_only	-0.097129409	0.530536975	0.119111649	2	0	FALSE	NA	NA	NA	NA	NA	NA	0.386715100645003	0.0153354448728405	0.0153354448728405	2	2	TRUE	0.359723932848829	0.0380221730072491	0.0309772264449338	4	2	TRUE	1.910703	2.040153	0.085081	quantifiable
Btbd16	ENSMUSG00000040298.6	chr7	130774068	130825899	51831	0.0240776920452534	0.0221415709239195	-0.00193612112133387	-0.216460899509752	0.0153709695304206	TRUE	0.0245662662487345	0.926790829991494	0.273589871849717	12	0	FALSE	FALSE	Unchanged	mCH_only	-0.56937194	0.000159083	0.000159083	1	1	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.171343878289659	0.470181721636334	0.127059986148452	6	0	FALSE	1.235051	1.031083	-0.217854	quantifiable
