gene_name	gene_id	chr	start	end	gene_length	mch_ctrl	mch_mut	mch_diff	edger_logFC	edger_fdr	mch_sig	mch_direction	promoter_state	body_state	atac_fold	atac_fdr	atac_n_peaks	k27ac_fold	k27ac_fdr	k27ac_n_peaks	k27me3_fold	k27me3_fdr	k27me3_n_peaks	k119ub_fold	k119ub_fdr	k119ub_n_peaks
Neurog1	ENSMUSG00000048904.5	chr13	56250477	56252163	1686	0.0298256906637342	0.0119305132148427	-0.0178951774488915	-1.52919749931582	0.0253626134029309	TRUE	Hypomethylated	Repressed_Promoter	Polycomb	0.0704660280472025	0.730524876035304	2	NA	NA	NA	-0.0921047311311789	0.677092747556273	2	-0.371679067	0.000166145	1
Crocc2	ENSMUSG00000084989.3	chr1	93168724	93231072	62348	0.0226638196641332	0.0218461125135962	-0.000817707150536993	-0.176774378758799	0.0254258903054478	TRUE	Hypomethylated	Repressed_Promoter	Mixed	0.20674567757285	0.288942631707667	2	NA	NA	NA	-0.246309578486964	0.205705791323685	3	-0.292842621	0.095197265	4
Fopnl	ENSMUSG00000022677.15	chr16	14299243	14317405	18162	0.012760333621928	0.0110981816313346	-0.00166215199059333	-0.416856842842916	0.0254717649045133	TRUE	Hypomethylated	Active_Promoter	Active	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Rhpn2	ENSMUSG00000030494.13	chr7	35334169	35392289	58120	0.0216249991084203	0.0204900697130614	-0.00113492939535892	-0.197875155889764	0.0254727363719949	TRUE	Hypomethylated	Active_Promoter	Enhancer_Marked	-0.014374280958823	0.946529711576619	6	0.196730759509182	0.261745001244449	1	NA	NA	NA	-0.099600627	0.657080831	1
Olfr1247	ENSMUSG00000075081.6	chr2	89604958	89614130	9172	0.0146317681997887	0.0120602261648713	-0.00257154203491742	-0.754078499894744	0.0255363279240226	TRUE	Hypomethylated	Unmarked_Promoter	Unmarked	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Hmgn3	ENSMUSG00000066456.14	chr9	83109947	83146685	36738	0.0172352237481302	0.0163348588429386	-0.000900364905191565	-0.283669387198435	0.0255575702031226	TRUE	Hypomethylated	Active_Promoter	Active	0.314082972121553	0.0570878069592964	3	0.253944126365234	0.102762835522171	1	NA	NA	NA	0.314105875	0.035773589	1
Tmem131	ENSMUSG00000026116.11	chr1	36792190	36943666	151476	0.0222034542501782	0.0222291409135213	2.56866633431066e-05	-0.110499815757552	0.0255677548182795	TRUE	Hypomethylated	Unmarked_Promoter	Active	0.0488226813272122	0.79712343327525	10	-0.148552364691866	0.294497476771954	4	NA	NA	NA	0.765096101	1.37e-05	2
Eps8l1	ENSMUSG00000006154.13	chr7	4460673	4480487	19814	0.0204634048087195	0.018008560826452	-0.00245484398226753	-0.330074902550185	0.0256064343256846	TRUE	Hypomethylated	Unmarked_Promoter	Polycomb	-0.0933730677353975	0.725152605844724	6	NA	NA	NA	0.216847015675504	0.361314734949183	2	-0.229058321	0.055330413	2
Aox4	ENSMUSG00000038242.12	chr1	58210396	58268597	58201	0.0166221687670234	0.0213655323090884	0.004743363542065	0.201909830887889	0.0256185721504541	TRUE	Hypermethylated	Repressed_Promoter	Polycomb	-0.0471925446039385	0.845878599978695	1	NA	NA	NA	0.308901033109375	0.102052451391386	1	0.875335723	1.18e-10	2
Ctps	ENSMUSG00000028633.7	chr4	120539867	120570276	30409	0.0153895426939686	0.0142958041217671	-0.00109373857220148	-0.290254379995219	0.0256413267205424	TRUE	Hypomethylated	Active_Promoter	Active	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Bco2	ENSMUSG00000032066.9	chr9	50533086	50555181	22095	0.0152126788088146	0.0143257527586277	-0.000886926050186978	-0.362176993137796	0.0256413267205424	TRUE	Hypomethylated	Unmarked_Promoter	Unmarked	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pcdhga11	ENSMUSG00000102742.1	chr18	37755730	37841873	86143	0.0175942954587665	0.0173391027425352	-0.000255192716231305	-0.18286849826212	0.0256413267205424	TRUE	Hypomethylated	Unmarked_Promoter	Active	0.24408207929265	0.222631962754841	1	0.478975099641652	0.00730696682220921	1	NA	NA	NA	NA	NA	NA
Zfp90	ENSMUSG00000031907.9	chr8	106415326	106426598	11272	0.0108219370168766	0.016951641514281	0.00612970449740438	0.528772929636828	0.0256542393939326	TRUE	Hypermethylated	Unmarked_Promoter	Enhancer_Marked	0.156261458313442	0.388405733483692	6	NA	NA	NA	NA	NA	NA	0.720105333	3.29e-08	3
Hsd17b11	ENSMUSG00000029311.16	chr5	103989761	104021919	32158	0.0242891208140457	0.0227593997823231	-0.00152972103172258	-0.235124971874507	0.0256587101539205	TRUE	Hypomethylated	Active_Promoter	Active	-0.127887964447162	0.486634210745384	2	NA	NA	NA	1.0545649247568	0.000142368950035333	1	0.360664876	0.001737983	1
Smarca1	ENSMUSG00000031099.16	chrX	47809367	47892974	83607	0.0147682635725477	0.0141450192847434	-0.000623244287804335	-0.274287421708797	0.0256593588383942	TRUE	Hypomethylated	Unmarked_Promoter	Unmarked	0.388811428669301	0.104197601868354	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
Qtrt2	ENSMUSG00000022704.16	chr16	43861406	43926809	65403	0.0146197434047666	0.0145900948698293	-2.96485349373342e-05	-0.22308415491461	0.0256781452900642	TRUE	Hypomethylated	Unmarked_Promoter	Active	0.146773559997284	0.376416029802447	2	NA	NA	NA	NA	NA	NA	0.812158488	3.4e-06	3
Fmo5	ENSMUSG00000028088.14	chr3	97628803	97655282	26479	0.0149107830406533	0.0140600963529935	-0.000850686687659792	-0.318404970140421	0.025754455002361	TRUE	Hypomethylated	Unmarked_Promoter	Unmarked	0.0293264921668852	0.906324618147622	1	NA	NA	NA	0.945742497401733	1.4281834209795e-06	1	NA	NA	NA
Iglon5	ENSMUSG00000013367.5	chr7	43472903	43490075	17172	0.0188755319142955	0.0156665303477333	-0.00320900156656225	-0.383137086435451	0.025754455002361	TRUE	Hypomethylated	Unmarked_Promoter	Active	0.16429143379295	0.337239722337228	5	0.243806133973809	0.209372484614587	2	NA	NA	NA	NA	NA	NA
Dab1	ENSMUSG00000028519.16	chr4	103619358	104744844	1125486	0.0275742145854355	0.0302678642642349	0.00269364967879941	0.0523095484704086	0.025782091891387	TRUE	Hypermethylated	Repressed_Promoter	Mixed	0.387415175415864	0.0206043827233547	38	0.0956680386245205	0.487712983151484	17	-0.0129543673787594	0.956019342673535	44	0.407394349	1.3e-06	38
Fat2	ENSMUSG00000055333.14	chr11	55250608	55336564	85956	0.0149223148074527	0.0154359258343597	0.00051361102690692	-0.20574053083778	0.0258079471406596	TRUE	Hypomethylated	Active_Promoter	Active	-0.0432508472159349	0.823558619410906	10	0.0558899838780623	0.727026026732309	14	NA	NA	NA	-0.215341228	0.216729649	2
Prrc2c	ENSMUSG00000040225.15	chr1	162670724	162740556	69832	0.0129148010131311	0.0132440873223482	0.000329286309217148	-0.231312766441428	0.0258374666864568	TRUE	Hypomethylated	Active_Promoter	Active	0.0791297193805401	0.66473263127874	2	0.236046389021732	0.0760626732208049	1	NA	NA	NA	NA	NA	NA
Olfr212	ENSMUSG00000053251.6	chr6	116506515	116517965	11450	0.0138237446095513	0.0135767256280628	-0.000247018981488529	-0.682105213311317	0.0258374666864568	TRUE	Hypomethylated	Unmarked_Promoter	Unmarked	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ankrd36	ENSMUSG00000020481.15	chr11	5569683	5689337	119654	0.014716401966473	0.0150314066415802	0.000315004675107188	-0.16160094373797	0.0258644231584493	TRUE	Hypomethylated	Unmarked_Promoter	Unmarked	0.144469070251487	0.494629972610387	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
S100a13	ENSMUSG00000042312.10	chr3	90514434	90524581	10147	0.0217644375910194	0.0176266118610146	-0.00413782573000484	-0.469089338265921	0.0258644231584493	TRUE	Hypomethylated	Repressed_Promoter	Polycomb	NA	NA	NA	NA	NA	NA	0.65727485391377	0.00043815587013825	1	0.50552798	2.73e-07	1
Phip	ENSMUSG00000032253.13	chr9	82866158	82975516	109358	0.012928901974503	0.0134795173896482	0.000550615415145211	-0.194327131162174	0.0259164534434431	TRUE	Hypomethylated	Active_Promoter	Enhancer_Marked	-0.0087402386580316	0.973653500379632	2	0.0772028215492186	0.628890319486346	2	NA	NA	NA	NA	NA	NA
Tbc1d15	ENSMUSG00000020130.9	chr10	115197871	115251467	53596	0.0151480381670017	0.0149536888751723	-0.000194349291829448	-0.241796438942601	0.0259164534434431	TRUE	Hypomethylated	Active_Promoter	Active	0.0713327885910039	0.693770249131029	4	-0.313700876151002	0.019688811521976	1	NA	NA	NA	1.339890235	4.29e-20	1
Lmo7	ENSMUSG00000033060.16	chr14	101729956	101934710	204754	0.0207875154502467	0.020916511901037	0.000128996450790234	-0.112814201208591	0.0259164534434431	TRUE	Hypomethylated	Bivalent_Promoter	Polycomb	0.0793130443233991	0.653670824780633	8	-0.761373142156184	0.000541943666490281	1	-0.0230775910377834	0.924819924153092	10	0.019727053	0.871092366	8
Sfmbt2	ENSMUSG00000061186.15	chr2	10370509	10595253	224744	0.0210732754140388	0.0215609301069306	0.000487654692891824	-0.118510581736152	0.0259164534434431	TRUE	Hypomethylated	Bivalent_Promoter	Polycomb	1.06413336465022	4.16456111026712e-05	5	NA	NA	NA	-0.329858263978806	0.0791350787745296	1	0.11584723	0.204942114	2
Cab39l	ENSMUSG00000021981.10	chr14	59440971	59585764	144793	0.0137343507528193	0.014391654706854	0.000657303954034738	-0.148997080616587	0.0259554484589853	TRUE	Hypomethylated	Active_Promoter	Active	0.520376175748752	0.0777599347798033	2	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cc2d1b	ENSMUSG00000028582.14	chr4	108619939	108634123	14184	0.016165954058864	0.0132524680350449	-0.00291348602381911	-0.442395053043225	0.0259668126186053	TRUE	Hypomethylated	Unmarked_Promoter	Active	0.0241476230531571	0.900435638775808	2	0.0728046847696504	0.63959818812791	1	NA	NA	NA	NA	NA	NA
Smarcad1	ENSMUSG00000029920.9	chr6	65042582	65116061	73479	0.0131340505374182	0.0133681005515484	0.00023405001413025	-0.262131903277977	0.0260097428337875	TRUE	Hypomethylated	Active_Promoter	Active	0.0505994481874696	0.777817327530679	1	0.155157129855543	0.356254701101669	1	0.07435390446489	0.766189994194519	1	NA	NA	NA
Rcan3	ENSMUSG00000059713.12	chr4	135412307	135433853	21546	0.0152295668845127	0.0210608952990572	0.00583132841454449	0.306966972373934	0.026021794199655	TRUE	Hypermethylated	Active_Promoter	Active	0.00524787682855721	0.979982620914859	2	-0.544918709676079	0.000541575459177939	3	NA	NA	NA	NA	NA	NA
Ankrd27	ENSMUSG00000034867.16	chr7	35586243	35639226	52983	0.0163731076256618	0.0156384318344122	-0.000734675791249546	-0.244574565926902	0.026055832152486	TRUE	Hypomethylated	Bivalent_Promoter	Enhancer_Marked	0.231316005234242	0.226571223876928	2	NA	NA	NA	NA	NA	NA	-0.040993973	0.831031032	1
Sorbs3	ENSMUSG00000022091.6	chr14	70180467	70211989	31522	0.0207739337941979	0.0187498559317108	-0.0020240778624871	-0.27931948084205	0.0260610282135164	TRUE	Hypomethylated	Repressed_Promoter	Mixed	0.213446116255744	0.202183149968194	4	0.238842916136321	0.142678621963567	1	-0.260345987611558	0.18646061275349	2	0.089370482	0.305620908	2
Kitl	ENSMUSG00000019966.18	chr10	100015629	100100416	84787	0.0162020558881696	0.0168165957826925	0.000614539894522925	-0.171644852952696	0.0260610282135164	TRUE	Hypomethylated	Repressed_Promoter	Polycomb	0.349509786238535	0.048204684511467	6	NA	NA	NA	-0.27565095875836	0.152041007555381	1	-0.193988831	0.087647558	3
Tpd52l1	ENSMUSG00000000296.8	chr10	31332375	31445958	113583	0.0151560787948694	0.0155900909384869	0.000434012143617478	-0.164921376908788	0.0260636478436637	TRUE	Hypomethylated	Repressed_Promoter	Polycomb	0.639680444168183	0.000985662743610504	3	NA	NA	NA	NA	NA	NA	0.148778216	0.362914898	2
Pde8b	ENSMUSG00000021684.17	chr13	95024453	95250336	225883	0.0139646509393721	0.0146193579545795	0.000654707015207347	-0.133807728461362	0.0260671974139988	TRUE	Hypomethylated	Repressed_Promoter	Polycomb	0.787555461259995	0.0066374974627893	11	NA	NA	NA	-1.0999092644951	9.631508553059e-07	3	0.58805415	0.000310964	3
Crym	ENSMUSG00000030905.5	chr7	120186379	120202111	15732	0.026118174004947	0.0329705986028761	0.00685242459792916	0.293413513387131	0.0261345089837152	TRUE	Hypermethylated	Repressed_Promoter	Polycomb	0.704647119613417	0.00202556842421224	1	NA	NA	NA	0.0648874366172655	0.771285813715383	1	0.411524595	0.005143924	1
Postn	ENSMUSG00000027750.16	chr3	54361108	54391037	29929	0.0126193201230225	0.0123641787187025	-0.000255141404320005	-0.335450011946143	0.0261345685297462	TRUE	Hypomethylated	Repressed_Promoter	Unmarked	NA	NA	NA	NA	NA	NA	0.076226345253106	0.807684370317346	2	NA	NA	NA
Prdm10	ENSMUSG00000042496.18	chr9	31280537	31381723	101186	0.0206164344368493	0.0248113473886639	0.00419491295181459	0.138989025317003	0.0261345685297462	TRUE	Hypermethylated	Active_Promoter	Active	0.0432438552560337	0.830426667286588	10	0.0687764528104652	0.649337574617322	9	NA	NA	NA	0.819262985	1.36e-08	1
Itih5	ENSMUSG00000025780.7	chr2	10153570	10256529	102959	0.0166746031680322	0.0203174566807186	0.0036428535126864	0.155870575635623	0.0261345685297462	TRUE	Hypermethylated	Repressed_Promoter	Polycomb	0.0186147650550479	0.940751962163789	4	NA	NA	NA	-0.0290514210430703	0.906714065697252	1	-0.28187964	0.050170757	1
Rhobtb3	ENSMUSG00000021589.13	chr13	75869536	75943925	74389	0.0166492832313526	0.0168736894197391	0.000224406188386511	-0.185924182788863	0.0261345685297462	TRUE	Hypomethylated	Active_Promoter	Active	0.122790584106931	0.465346834845894	4	0.0590243051097593	0.747287465212553	1	NA	NA	NA	0.800732432	1.71e-16	2
Igll1	ENSMUSG00000075370.12	chr16	16860670	16863985	3315	0.0164666509765303	0.0130197318740728	-0.0034469191024575	-1.31080520865667	0.0261345685297462	TRUE	Hypomethylated	Unmarked_Promoter	Unmarked	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Uvssa	ENSMUSG00000037355.14	chr5	33378548	33419754	41206	0.0152343542674319	0.0152391691568744	4.81488944256009e-06	-0.264280992894555	0.0261345685297462	TRUE	Hypomethylated	Active_Promoter	Active	0.0740717216621484	0.67340194316883	3	0.227988381302706	0.125272463758672	1	NA	NA	NA	-0.130087995	0.486944354	1
Gm4969	ENSMUSG00000085601.7	chr7	19099045	19118368	19323	0.0193426073477964	0.0183692638100245	-0.000973343537771829	-0.349380845218647	0.0261345685297462	TRUE	Hypomethylated	Unmarked_Promoter	Enhancer_Marked	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ivns1abp	ENSMUSG00000023150.14	chr1	151344476	151364422	19946	0.0140002771134164	0.0138185461276156	-0.000181730985800875	-0.380197676422495	0.0262190772230057	TRUE	Hypomethylated	Active_Promoter	Active	-0.00217856963861692	0.992364682978358	3	-0.265013400450272	0.0782032364728292	1	NA	NA	NA	0.794601283	1.74e-07	1
Stpg4	ENSMUSG00000036557.8	chr17	87389570	87427741	38171	0.0241495418045591	0.0221473483250177	-0.00200219347954146	-0.219986563308503	0.0262190772230057	TRUE	Hypomethylated	Unmarked_Promoter	Enhancer_Marked	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Dnah5	ENSMUSG00000022262.8	chr15	28203751	28472052	268301	0.0203771498940823	0.0237071886655153	0.00333003877143298	0.101266242367317	0.0262190772230057	TRUE	Hypermethylated	Unmarked_Promoter	Enhancer_Marked	0.111450123394175	0.604522860078581	10	NA	NA	NA	-0.0139599606805593	0.955354491204398	3	0.077498965	0.612118211	9
Ugcg	ENSMUSG00000028381.8	chr4	59189256	59222833	33577	0.0157509120202852	0.0150997978291333	-0.000651114191151901	-0.293976482684159	0.0262198745297761	TRUE	Hypomethylated	Active_Promoter	Enhancer_Marked	0.0689756591985279	0.712200784591503	3	0.430729647346022	0.0239282150903404	1	NA	NA	NA	NA	NA	NA
Plcg2	ENSMUSG00000034330.10	chr8	117498290	117635142	136852	0.0167599290438662	0.0171675442132663	0.00040761516940006	-0.136942676450061	0.0262198745297761	TRUE	Hypomethylated	Repressed_Promoter	Polycomb	0.266014583580688	0.25797238834292	3	NA	NA	NA	-0.120674625816351	0.581802250692801	1	-0.232994885	0.101867435	1
Lgsn	ENSMUSG00000050217.13	chr1	31176400	31204725	28325	0.0195616336345498	0.0250662280773834	0.00550459444283358	0.264760052860778	0.0262198745297761	TRUE	Hypermethylated	Unmarked_Promoter	Enhancer_Marked	0.0657648078236121	0.807074888754396	5	NA	NA	NA	NA	NA	NA	0.701416955	3.87e-06	1
Armc6	ENSMUSG00000002343.11	chr8	70220171	70234466	14295	0.019423917059115	0.016068827954766	-0.00335508910434899	-0.415775897848229	0.0262261634329432	TRUE	Hypomethylated	Unmarked_Promoter	Enhancer_Marked	0.0983970926520742	0.645481245672745	2	NA	NA	NA	NA	NA	NA	NA	NA	NA
A630010A05Rik	ENSMUSG00000075395.11	chr16	14562316	14634108	71792	0.0127828944632861	0.0127613677817623	-2.15266815238226e-05	-0.23959553487315	0.0262261634329432	TRUE	Hypomethylated	Unmarked_Promoter	Unmarked	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Add1	ENSMUSG00000029106.14	chr5	34573663	34632308	58645	0.0149790592732339	0.0147922479491437	-0.000186811324090132	-0.213379843754839	0.026237275691145	TRUE	Hypomethylated	Active_Promoter	Active	0.0681229654058566	0.708904819552407	4	0.414029512846698	0.00874521483668304	5	NA	NA	NA	NA	NA	NA
Phkb	ENSMUSG00000036879.15	chr8	85840958	86061376	220418	0.020761138825814	0.020981693928722	0.000220555102907936	-0.120095802906663	0.0262723176531723	TRUE	Hypomethylated	Active_Promoter	Active	-1.21211292966715	6.43924337410711e-12	14	-1.54579945175543	1.01690147440128e-18	2	NA	NA	NA	1.078002586	1.38e-17	5
Akip1	ENSMUSG00000031023.5	chr7	109703689	109712189	8500	0.0253486063048083	0.0343068055588003	0.00895819925399205	0.401324792590517	0.0263497688280946	TRUE	Hypermethylated	Unmarked_Promoter	Enhancer_Marked	-0.0203730962886349	0.924590813503188	2	NA	NA	NA	NA	NA	NA	NA	NA	NA
Terb2	ENSMUSG00000027229.5	chr2	122186271	122206397	20126	0.0163751568252953	0.0166435822604835	0.000268425435188173	-0.372939342591166	0.0263630685339887	TRUE	Hypomethylated	Unmarked_Promoter	Unmarked	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Gprc5a	ENSMUSG00000046733.7	chr6	135065650	135084709	19059	0.0182487785324875	0.0161833243112521	-0.00206545422123548	-0.35506838748735	0.0263630685339887	TRUE	Hypomethylated	Repressed_Promoter	Polycomb	-0.360005531481685	0.100266508896344	2	NA	NA	NA	-0.216427639466317	0.321858528462937	2	0.165430547	0.246610753	2
Kcnh4	ENSMUSG00000035355.15	chr11	100740375	100759942	19567	0.0227501167295558	0.0196635315341795	-0.00308658519537629	-0.335987898881425	0.0263630685339887	TRUE	Hypomethylated	Repressed_Promoter	Polycomb	0.151797366042451	0.484515272814125	1	NA	NA	NA	0.380488842661518	0.0912031556689427	1	-0.067203376	0.678617041	1
Snx18	ENSMUSG00000042364.11	chr13	113592178	113618564	26386	0.0221871250444353	0.0286564900233629	0.00646936497892758	0.254947493162631	0.0263887312023294	TRUE	Hypermethylated	Active_Promoter	Active	0.0717014228242168	0.674513413244273	7	-0.523347574944526	0.000131239183662032	4	NA	NA	NA	0.41348226	3.09e-06	4
Plscr5	ENSMUSG00000095654.2	chr9	92192935	92209772	16837	0.0315472067746868	0.0391219226793908	0.00757471590470395	0.260631642412319	0.0264341940788152	TRUE	Hypermethylated	Unmarked_Promoter	Enhancer_Marked	-0.0877766041933365	0.710583882453122	14	-1.45192877499788	1.08952881625e-13	8	NA	NA	NA	2.219791897	1.95e-23	6
Ccnt1	ENSMUSG00000011960.12	chr15	98538688	98570923	32235	0.0132377141879493	0.0128085410270293	-0.000429173160920043	-0.323674037191252	0.0264341940788152	TRUE	Hypomethylated	Unmarked_Promoter	Enhancer_Marked	0.074869862156078	0.660470659571774	2	0.251097278488562	0.119817329057133	1	NA	NA	NA	NA	NA	NA
Trp53inp2	ENSMUSG00000038375.15	chr2	155381058	155389850	8792	0.0188641965097596	0.0146881307796806	-0.00417606573007906	-0.582097437470275	0.0264341940788152	TRUE	Hypomethylated	Active_Promoter	Active	0.240092441200233	0.16156107069632	2	0.153598664741168	0.217458191005269	2	NA	NA	NA	-0.204046498	0.22867012	1
Kif19a	ENSMUSG00000010021.13	chr11	114765387	114790739	25352	0.0308055824928355	0.0275030423438478	-0.00330254014898766	-0.253653111314755	0.0264341940788152	TRUE	Hypomethylated	Unmarked_Promoter	Active	0.0274921175581205	0.895379628803582	3	NA	NA	NA	NA	NA	NA	-0.140067931	0.252441715	2
Plekhb2	ENSMUSG00000026123.11	chr1	34849975	34879580	29605	0.0162943890061978	0.0154661486793663	-0.000828240326831549	-0.323765834028826	0.0264341940788152	TRUE	Hypomethylated	Unmarked_Promoter	Enhancer_Marked	0.0660108600161004	0.730630220111893	14	0.10470675186243	0.448069476977371	1	-0.811854489572311	4.86894015462761e-06	8	-0.002406794	0.989665018	6
Kctd21	ENSMUSG00000044952.5	chr7	97332326	97350213	17887	0.0245753189709557	0.0322592125239806	0.00768389355302493	0.277754832988659	0.0264341940788152	TRUE	Hypermethylated	Active_Promoter	Active	0.0380645052138556	0.836928653800413	5	NA	NA	NA	NA	NA	NA	0.371851489	0.005112686	1
Mansc4	ENSMUSG00000072662.2	chr6	147075059	147087032	11973	0.0155443201544657	0.0118898124466144	-0.00365450770785125	-0.569020682507637	0.0264347036585008	TRUE	Hypomethylated	Unmarked_Promoter	Enhancer_Marked	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6430550D23Rik	ENSMUSG00000074646.10	chr2	155973278	156007977	34699	0.0177239107660698	0.0172007185065052	-0.000523192259564667	-0.274140361271463	0.0264631748212343	TRUE	Hypomethylated	Unmarked_Promoter	Active	0.0881123779617739	0.61689714459067	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
Zfp207	ENSMUSG00000017421.18	chr11	80383278	80405733	22455	0.0129196067631729	0.011262980351269	-0.00165662641190384	-0.414469227722991	0.0264679116367968	TRUE	Hypomethylated	Unmarked_Promoter	Enhancer_Marked	0.0945096605454014	0.608330674142845	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
Soga1	ENSMUSG00000055485.6	chr2	157015798	157079254	63456	0.0155795247799114	0.0152082040048637	-0.000371320775047668	-0.222487146803858	0.0264894016546182	TRUE	Hypomethylated	Active_Promoter	Active	0.139411739936855	0.431061351981264	17	0.0649702370750385	0.659401993825639	12	NA	NA	NA	-0.519893395	0.003331248	5
