gene_name	chr	is_synapse_and_mecp2_up	k27me3_remodeled
Ltbr	chr6	FALSE	FALSE
Tmem196	chr12	FALSE	FALSE
Crh	chr3	FALSE	FALSE
H2-Q1	chr17	FALSE	FALSE
Egr3	chr14	FALSE	FALSE
Wfdc2	chr2	FALSE	FALSE
Barhl2	chr5	TRUE	TRUE
Il20ra	chr10	FALSE	FALSE
Klk8	chr7	FALSE	FALSE
Erich3	chr3	FALSE	FALSE
Cd24a	chr10	FALSE	FALSE
Nell1	chr7	FALSE	FALSE
Fgf18	chr11	FALSE	TRUE
Wdr5	chr2	FALSE	TRUE
Alox15	chr11	FALSE	FALSE
Atxn7l3b	chr10	FALSE	TRUE
Rab29	chr1	FALSE	TRUE
Khdc1b	chr1	FALSE	TRUE
Tap2	chr17	FALSE	FALSE
Rgs22	chr15	FALSE	FALSE
Nkx2-5	chr17	FALSE	FALSE
Pard3	chr8	FALSE	TRUE
Gins3	chr8	FALSE	FALSE
Csmd1	chr8	FALSE	TRUE
Cilp2	chr8	FALSE	FALSE
Bcl2l14	chr6	FALSE	FALSE
H2al2a	chr2	FALSE	FALSE
Speer4f1	chr5	FALSE	FALSE
9330182O14Rik	chr15	FALSE	FALSE
Rtl6	chr15	FALSE	FALSE
Ascl2	chr7	FALSE	FALSE
Spns2	chr11	FALSE	TRUE
Prok1	chr3	FALSE	FALSE
Sec61a1	chr6	FALSE	TRUE
Pdlim4	chr11	FALSE	TRUE
Fam210b	chr2	FALSE	FALSE
Xkr5	chr8	FALSE	FALSE
Ptn	chr6	FALSE	TRUE
D16Ertd472e	chr16	FALSE	TRUE
Cldn22	chr8	FALSE	FALSE
Col12a1	chr9	FALSE	TRUE
Irx3	chr8	FALSE	FALSE
Galr2	chr11	FALSE	FALSE
Dsc3	chr18	FALSE	FALSE
Mphosph6	chr8	FALSE	FALSE
Ptgdr	chr14	FALSE	FALSE
Htr1a	chr13	FALSE	TRUE
Nrtn	chr17	FALSE	FALSE
Krr1	chr10	FALSE	TRUE
Art2b	chr7	FALSE	FALSE
Spata16	chr3	FALSE	TRUE
Nps	chr7	FALSE	FALSE
Tspan8	chr10	FALSE	TRUE
Astn1	chr1	FALSE	TRUE
Il15	chr8	FALSE	FALSE
Tmem121	chr12	FALSE	TRUE
Rab19	chr6	FALSE	TRUE
Rnaset2a	chr17	FALSE	TRUE
Rbp4	chr19	FALSE	FALSE
Chrng	chr1	FALSE	FALSE
Tfec	chr6	FALSE	FALSE
Klf2	chr8	FALSE	FALSE
Rbp1	chr9	FALSE	FALSE
Kcns3	chr12	FALSE	TRUE
Prss33	chr17	FALSE	FALSE
Pmepa1	chr2	FALSE	TRUE
Hoxc6	chr15	FALSE	FALSE
Nkpd1	chr7	FALSE	FALSE
Gja3	chr14	FALSE	FALSE
Six3	chr17	FALSE	FALSE
Apela	chr8	FALSE	FALSE
Fgf11	chr11	FALSE	FALSE
Tpk1	chr6	FALSE	TRUE
Zhx1	chr15	FALSE	TRUE
Gata6	chr18	FALSE	TRUE
Misp3	chr8	FALSE	FALSE
Lhfpl2	chr13	FALSE	FALSE
Chchd7	chr4	FALSE	FALSE
Six1	chr12	FALSE	FALSE
Rbm46	chr3	FALSE	FALSE
Kng1	chr16	FALSE	FALSE
Epha8	chr4	FALSE	TRUE
Sgcd	chr11	FALSE	FALSE
Rgs9bp	chr7	FALSE	FALSE
Npy5r	chr8	FALSE	TRUE
Skor1	chr9	FALSE	FALSE
Akap1	chr11	FALSE	TRUE
Gstt3	chr10	FALSE	TRUE
Oprm1	chr10	TRUE	FALSE
Slc38a8	chr8	FALSE	FALSE
Esx1	chrX	FALSE	FALSE
Cdhr1	chr14	FALSE	FALSE
Kcnj2	chr11	FALSE	FALSE
Arhgap11a	chr2	FALSE	TRUE
Cox7b2	chr5	FALSE	TRUE
Gm21818	chr13	FALSE	TRUE
Prdm9	chr17	FALSE	FALSE
1700029F12Rik	chr13	FALSE	FALSE
Ripk4	chr16	FALSE	TRUE
Gbx2	chr1	FALSE	FALSE
Sox18	chr2	FALSE	FALSE
St6galnac5	chr3	FALSE	FALSE
Dll1	chr17	FALSE	TRUE
Pcdh20	chr14	FALSE	FALSE
Slc14a2	chr18	FALSE	FALSE
Rfx4	chr10	FALSE	FALSE
Tmbim4	chr10	FALSE	FALSE
Slc35f5	chr1	FALSE	TRUE
Arhgap36	chrX	FALSE	TRUE
Irs3	chr5	FALSE	FALSE
Klf5	chr14	FALSE	FALSE
Cdh26	chr2	FALSE	TRUE
Lrp4	chr2	FALSE	TRUE
Ccnh	chr13	FALSE	TRUE
Megf9	chr4	FALSE	FALSE
Mfge8	chr7	FALSE	FALSE
Fam162b	chr10	FALSE	TRUE
Dipk2a	chr9	FALSE	TRUE
Cdkn2c	chr4	FALSE	TRUE
1700123K08Rik	chr5	FALSE	TRUE
Abra	chr15	FALSE	TRUE
Tcf21	chr10	FALSE	FALSE
Smim1	chr4	FALSE	FALSE
Aox3	chr1	FALSE	FALSE
Etnk2	chr1	FALSE	FALSE
Ccdc190	chr1	FALSE	FALSE
Nkapl	chr13	FALSE	TRUE
Aard	chr15	FALSE	TRUE
Pard6b	chr2	FALSE	FALSE
Sema3c	chr5	FALSE	TRUE
Smad5	chr13	FALSE	FALSE
Grwd1	chr7	FALSE	FALSE
Ms4a8a	chr19	FALSE	FALSE
Grifin	chr5	FALSE	FALSE
Igfbp6	chr15	FALSE	TRUE
Usp43	chr11	FALSE	TRUE
Vstm4	chr14	FALSE	FALSE
Gata2	chr6	FALSE	FALSE
Pon3	chr6	FALSE	FALSE
Oxct2a	chr4	FALSE	FALSE
Nkx2-9	chr12	FALSE	FALSE
Oxtr	chr6	FALSE	FALSE
Spats2l	chr1	FALSE	TRUE
Col18a1	chr10	FALSE	FALSE
Maf	chr8	FALSE	FALSE
Pdzk1ip1	chr4	FALSE	FALSE
Nipal2	chr15	FALSE	TRUE
Nrsn2	chr2	FALSE	FALSE
Bok	chr1	FALSE	FALSE
Lhb	chr7	FALSE	FALSE
Mesp1	chr7	FALSE	FALSE
Scel	chr14	FALSE	FALSE
Slc6a1	chr6	FALSE	TRUE
4930578I06Rik	chr14	FALSE	TRUE
Fgf10	chr13	FALSE	FALSE
Phospho1	chr11	FALSE	FALSE
Emx2	chr19	FALSE	FALSE
Adcyap1	chr17	FALSE	FALSE
Lrrc74b	chr16	FALSE	FALSE
Rbpms	chr8	FALSE	FALSE
Adamtsl2	chr2	FALSE	TRUE
Crisp4	chr1	FALSE	TRUE
Pou4f1	chr14	FALSE	FALSE
Orm2	chr4	FALSE	FALSE
Pthlh	chr6	FALSE	FALSE
P2ry1	chr3	FALSE	FALSE
Gm266	chr12	FALSE	FALSE
Fbxo15	chr18	FALSE	TRUE
Fndc3c1	chrX	FALSE	TRUE
Sap130	chr18	FALSE	FALSE
Tmem64	chr4	FALSE	TRUE
Slc27a2	chr2	FALSE	TRUE
Grp	chr18	FALSE	TRUE
Itpripl2	chr7	FALSE	FALSE
Orm3	chr4	FALSE	TRUE
Errfi1	chr4	FALSE	TRUE
Pcolce	chr5	FALSE	TRUE
Dusp12	chr1	FALSE	FALSE
Ttpa	chr4	FALSE	TRUE
H2bl1	chr13	FALSE	FALSE
Hoxd8	chr2	FALSE	FALSE
Pmvk	chr3	FALSE	FALSE
Matn4	chr2	FALSE	FALSE
Slc7a3	chrX	FALSE	TRUE
Npw	chr17	FALSE	FALSE
Bambi	chr18	FALSE	FALSE
Stxbp6	chr12	FALSE	FALSE
Krtap11-1	chr16	FALSE	FALSE
Htr5a	chr5	FALSE	TRUE
Qpct	chr17	FALSE	FALSE
Cldn17	chr16	FALSE	FALSE
Mcoln3	chr3	FALSE	FALSE
Fgf17	chr14	FALSE	FALSE
Nkx2-1	chr12	FALSE	FALSE
Pabpc6	chr17	FALSE	FALSE
Polr2f	chr15	FALSE	FALSE
Tmem184a	chr5	FALSE	FALSE
Dmrt3	chr19	FALSE	FALSE
Gm13420	chr2	FALSE	FALSE
Fgf3	chr7	FALSE	FALSE
Ghsr	chr3	FALSE	FALSE
Magohb	chr6	FALSE	FALSE
Sstr4	chr2	FALSE	FALSE
Hyls1	chr9	FALSE	FALSE
Tmem33	chr5	FALSE	FALSE
Psmb8	chr17	FALSE	FALSE
Fap	chr2	FALSE	FALSE
Sox10	chr15	FALSE	FALSE
Car14	chr3	FALSE	FALSE
Thnsl2	chr6	FALSE	FALSE
Wdr26	chr1	FALSE	FALSE
Zc2hc1c	chr12	FALSE	TRUE
Tsnax	chr8	FALSE	FALSE
Itga8	chr2	FALSE	FALSE
Cfap206	chr4	FALSE	FALSE
Gadd45g	chr13	FALSE	TRUE
Ptprd	chr4	FALSE	FALSE
Plaat5	chr19	FALSE	TRUE
Nr0b2	chr4	FALSE	TRUE
Ccn1	chr3	FALSE	FALSE
Serpina11	chr12	FALSE	TRUE
Mfsd1	chr3	FALSE	FALSE
Slc52a3	chr2	FALSE	FALSE
Spry4	chr18	FALSE	TRUE
Terf2ip	chr8	FALSE	FALSE
Mgmt	chr7	FALSE	FALSE
Ccdc182	chr11	FALSE	TRUE
Klf4	chr4	FALSE	FALSE
St8sia2	chr7	TRUE	TRUE
Insm2	chr12	FALSE	FALSE
Rln1	chr19	FALSE	TRUE
Cldn4	chr5	FALSE	FALSE
Pomp	chr5	FALSE	FALSE
Hebp2	chr10	FALSE	TRUE
Etl4	chr2	FALSE	FALSE
Gip	chr11	FALSE	FALSE
Tlx2	chr6	FALSE	FALSE
Opalin	chr19	FALSE	FALSE
Mlf1	chr3	FALSE	FALSE
Akr1b8	chr6	FALSE	TRUE
Lilrb4a	chr10	FALSE	TRUE
Commd8	chr5	FALSE	TRUE
Vax1	chr19	FALSE	FALSE
Cebpa	chr7	FALSE	TRUE
Six2	chr17	FALSE	FALSE
Rai2	chrX	FALSE	FALSE
Sytl2	chr7	FALSE	FALSE
Wnt8b	chr19	FALSE	FALSE
Ahnak	chr19	FALSE	TRUE
Meox2	chr12	FALSE	FALSE
Cntn3	chr6	FALSE	FALSE
Cped1	chr6	FALSE	TRUE
Adamts5	chr16	FALSE	TRUE
Lsm8	chr6	FALSE	FALSE
Tulp1	chr17	FALSE	FALSE
Kcng3	chr17	FALSE	FALSE
Edn1	chr13	FALSE	TRUE
Siae	chr9	FALSE	FALSE
Trib1	chr15	FALSE	TRUE
Twist1	chr12	FALSE	FALSE
Ebf1	chr11	FALSE	FALSE
Csrp2	chr10	FALSE	TRUE
Lrrc10b	chr19	FALSE	FALSE
Ndufs2	chr1	FALSE	TRUE
Spr	chr6	FALSE	FALSE
St6gal2	chr17	FALSE	TRUE
Gdf2	chr14	FALSE	TRUE
Fyb2	chr4	FALSE	FALSE
Syf2	chr4	FALSE	FALSE
Lrrc7	chr3	FALSE	TRUE
H2-DMa	chr17	FALSE	FALSE
Mmd	chr11	FALSE	TRUE
Tchh	chr3	FALSE	TRUE
Foxa2	chr2	FALSE	FALSE
Gm1979	chr5	FALSE	FALSE
Crhbp	chr13	FALSE	FALSE
Acss1	chr2	FALSE	FALSE
Xpa	chr4	FALSE	FALSE
Bend5	chr4	FALSE	FALSE
1110032F04Rik	chr3	FALSE	TRUE
Hoxd11	chr2	FALSE	FALSE
Erfe	chr1	FALSE	FALSE
G6pc2	chr2	FALSE	TRUE
Barx1	chr13	FALSE	FALSE
Ufm1	chr3	FALSE	TRUE
Trp53i13	chr11	FALSE	FALSE
1500009L16Rik	chr10	FALSE	TRUE
Shmt2	chr10	FALSE	TRUE
Rbm43	chr2	FALSE	FALSE
Slpi	chr2	FALSE	FALSE
Mc3r	chr2	FALSE	FALSE
Fzd5	chr1	FALSE	FALSE
Cdkn2b	chr4	FALSE	TRUE
Tmem125	chr4	FALSE	TRUE
Foxe1	chr4	FALSE	FALSE
Erg	chr16	FALSE	FALSE
Krtap7-1	chr16	FALSE	FALSE
Ildr2	chr1	FALSE	FALSE
Gpx8	chr13	FALSE	FALSE
Pnma2	chr14	FALSE	FALSE
Cckbr	chr7	FALSE	FALSE
Pitx2	chr3	FALSE	FALSE
Arhgap28	chr17	FALSE	FALSE
Nkx2-3	chr19	FALSE	FALSE
Ppp2r3a	chr9	FALSE	TRUE
Foxd3	chr4	FALSE	FALSE
Gas7	chr11	FALSE	TRUE
Ldhal6b	chr17	FALSE	TRUE
Gm9376	chr14	FALSE	FALSE
Mafa	chr15	FALSE	FALSE
Samd5	chr10	FALSE	TRUE
Phlda3	chr1	FALSE	TRUE
Habp2	chr19	FALSE	FALSE
Kif26a	chr12	FALSE	FALSE
Tmem139	chr6	FALSE	TRUE
Mybl2	chr2	FALSE	FALSE
Ccnj	chr19	FALSE	TRUE
Cbfb	chr8	FALSE	TRUE
Mfsd5	chr15	FALSE	FALSE
Dbx1	chr7	FALSE	FALSE
Rgs4	chr1	FALSE	FALSE
Ttc22	chr4	FALSE	TRUE
Vgll2	chr10	FALSE	FALSE
Gm10406	chr14	FALSE	TRUE
Nhsl1	chr10	FALSE	TRUE
Pdlim2	chr14	FALSE	FALSE
Fgf8	chr19	FALSE	FALSE
Fibin	chr2	FALSE	FALSE
Qprt	chr7	FALSE	FALSE
Hal	chr10	FALSE	FALSE
1700012A03Rik	chr6	FALSE	TRUE
Gclm	chr3	FALSE	TRUE
Rrp15	chr1	FALSE	FALSE
Zfp42	chr8	FALSE	FALSE
Krt10	chr11	FALSE	FALSE
Kcnv1	chr15	FALSE	TRUE
Pax6	chr2	FALSE	TRUE
Myod1	chr7	FALSE	FALSE
Cblc	chr7	FALSE	FALSE
Slc10a2	chr8	FALSE	FALSE
Slc35d3	chr10	FALSE	FALSE
Nrgn	chr9	FALSE	TRUE
Nkx2-4	chr2	FALSE	FALSE
Nebl	chr2	FALSE	FALSE
Hif3a	chr7	FALSE	TRUE
Hoxb3	chr11	FALSE	FALSE
Insyn2b	chr11	FALSE	FALSE
Dsel	chr1	FALSE	TRUE
Tgfbr1	chr4	FALSE	TRUE
Fezf1	chr6	FALSE	FALSE
Sf3a3	chr4	FALSE	FALSE
Tiam2	chr17	FALSE	TRUE
Gk2	chr5	FALSE	TRUE
Ccnd1	chr7	FALSE	FALSE
Gfi1b	chr2	FALSE	FALSE
H2bc8	chr13	FALSE	FALSE
Il12a	chr3	FALSE	FALSE
Fam241b	chr10	FALSE	FALSE
Ttc32	chr12	FALSE	FALSE
Zfp24	chr18	FALSE	TRUE
Tmco5	chr2	FALSE	FALSE
Cdkn2aip	chr8	FALSE	FALSE
Rassf1	chr9	FALSE	TRUE
Nkx2-6	chr14	FALSE	FALSE
Cdk14	chr5	FALSE	FALSE
Slc6a3	chr13	FALSE	FALSE
Rarb	chr14	FALSE	FALSE
Clcf1	chr19	FALSE	FALSE
Six6	chr12	FALSE	FALSE
Eogt	chr6	FALSE	FALSE
Calcr	chr6	FALSE	FALSE
Robo4	chr9	FALSE	FALSE
Lbx1	chr19	FALSE	FALSE
Acot10	chr15	FALSE	FALSE
Agtr1a	chr13	FALSE	FALSE
Lrriq4	chr3	FALSE	FALSE
Tor1aip2	chr1	FALSE	FALSE
Rpf1	chr3	FALSE	FALSE
Nap1l1	chr10	FALSE	FALSE
Gng13	chr17	FALSE	FALSE
Myoc	chr1	FALSE	FALSE
Krt15	chr11	FALSE	FALSE
Mroh5	chr15	FALSE	TRUE
Mrgprg	chr7	FALSE	TRUE
Tmem247	chr17	FALSE	FALSE
Alox12e	chr11	FALSE	FALSE
Dusp4	chr8	FALSE	TRUE
Fau	chr19	FALSE	TRUE
Tbx15	chr3	FALSE	FALSE
Wnt9b	chr11	FALSE	FALSE
Hopx	chr5	FALSE	TRUE
Ptgfr	chr3	FALSE	FALSE
1700020L24Rik	chr11	FALSE	TRUE
Agpat2	chr2	FALSE	FALSE
Paqr6	chr3	FALSE	FALSE
Cklf	chr8	FALSE	TRUE
Nr2f2	chr7	FALSE	FALSE
Tsku	chr7	FALSE	FALSE
Rad21l	chr2	FALSE	FALSE
Mafb	chr2	FALSE	FALSE
Avpr1a	chr10	FALSE	FALSE
Rpa1	chr11	FALSE	TRUE
Slc40a1	chr1	FALSE	FALSE
Gpr101	chrX	FALSE	TRUE
Tmie	chr9	FALSE	FALSE
Gm815	chr19	FALSE	TRUE
Tmem200c	chr17	FALSE	FALSE
Slc38a5	chrX	FALSE	FALSE
Smad2	chr18	FALSE	FALSE
C9orf72	chr4	FALSE	FALSE
Pif1	chr9	FALSE	FALSE
Fblim1	chr4	FALSE	TRUE
Oxgr1	chr14	FALSE	TRUE
Cyb5r3	chr15	FALSE	FALSE
Ovol1	chr19	FALSE	FALSE
Sod3	chr5	FALSE	FALSE
Atp4a	chr7	FALSE	FALSE
Syde1	chr10	FALSE	TRUE
Foxd2	chr4	FALSE	FALSE
Slc2a12	chr10	FALSE	TRUE
Dact1	chr12	FALSE	TRUE
Mfng	chr15	FALSE	FALSE
Efcc1	chr6	FALSE	TRUE
Fam110c	chr12	FALSE	TRUE
Slc6a11	chr6	FALSE	FALSE
Oxct2b	chr4	FALSE	FALSE
Rhoc	chr3	FALSE	FALSE
Krt75	chr15	FALSE	FALSE
Tanc2	chr11	FALSE	TRUE
Clrn2	chr5	FALSE	TRUE
Chrdl1	chrX	FALSE	TRUE
Tigd4	chr3	FALSE	TRUE
Lrrc17	chr5	FALSE	TRUE
Map10	chr8	FALSE	TRUE
Pcdh8	chr14	FALSE	TRUE
Gxylt2	chr6	FALSE	FALSE
Utf1	chr7	FALSE	FALSE
Rtkn	chr6	FALSE	FALSE
Cox7a2l	chr17	FALSE	TRUE
Svil	chr18	FALSE	TRUE
Olah	chr2	FALSE	FALSE
Spx	chr6	FALSE	FALSE
Utp11	chr4	FALSE	TRUE
Sla	chr15	FALSE	TRUE
Best2	chr8	FALSE	FALSE
Emp2	chr16	FALSE	FALSE
Grik3	chr4	TRUE	FALSE
Olfm4	chr14	FALSE	TRUE
Kcnf1	chr12	FALSE	TRUE
Ndnf	chr6	FALSE	TRUE
Mn1	chr5	FALSE	FALSE
Fam241a	chr3	FALSE	FALSE
Itpr2	chr6	FALSE	TRUE
Mfap3	chr11	FALSE	FALSE
Mcoln2	chr3	FALSE	FALSE
Cldn3	chr5	FALSE	FALSE
Serinc5	chr13	FALSE	TRUE
Sstr5	chr17	FALSE	FALSE
Cyp2s1	chr7	FALSE	FALSE
Kif12	chr4	FALSE	TRUE
Mnx1	chr5	FALSE	FALSE
Rpp25	chr9	FALSE	FALSE
Hes1	chr16	FALSE	FALSE
Neto1	chr18	FALSE	TRUE
Foxi2	chr7	FALSE	FALSE
Gtpbp10	chr5	FALSE	FALSE
Cep295	chr9	FALSE	TRUE
Scn10a	chr9	FALSE	FALSE
Capns2	chr8	FALSE	FALSE
Minar2	chr18	FALSE	FALSE
Ctcfl	chr2	FALSE	FALSE
Emilin2	chr17	FALSE	FALSE
Pcp4	chr16	FALSE	TRUE
BC016579	chr16	FALSE	FALSE
Gipr	chr7	FALSE	TRUE
Atp12a	chr14	FALSE	FALSE
Ssr1	chr13	FALSE	FALSE
Gnat1	chr9	FALSE	FALSE
Slc32a1	chr2	FALSE	FALSE
Nid2	chr14	FALSE	FALSE
Rassf8	chr6	FALSE	TRUE
Rplp1	chr9	FALSE	FALSE
Dok1	chr6	FALSE	FALSE
Avp	chr2	FALSE	FALSE
Rgs6	chr12	FALSE	FALSE
Mos	chr4	FALSE	TRUE
Pip4p2	chr4	FALSE	TRUE
Arl4c	chr1	FALSE	FALSE
1700003F12Rik	chr2	FALSE	TRUE
Hoxb2	chr11	FALSE	FALSE
Mns1	chr9	FALSE	TRUE
Ccdc54	chr16	FALSE	TRUE
Epop	chr11	FALSE	FALSE
F2r	chr13	FALSE	TRUE
Gsc	chr12	FALSE	FALSE
S100a11	chr3	FALSE	FALSE
Ccn6	chr10	FALSE	TRUE
Slc24a1	chr9	FALSE	FALSE
Cry1	chr10	FALSE	TRUE
Tcim	chr8	FALSE	FALSE
Hunk	chr16	FALSE	TRUE
Spock3	chr8	FALSE	TRUE
Car13	chr3	FALSE	FALSE
Lnx1	chr5	FALSE	FALSE
Cst3	chr2	FALSE	TRUE
Slc6a2	chr8	FALSE	FALSE
Atic	chr1	FALSE	FALSE
Ropn1	chr16	FALSE	TRUE
Cd14	chr18	FALSE	FALSE
Wfdc21	chr11	FALSE	FALSE
Ndrg4	chr8	FALSE	TRUE
Lsr	chr7	FALSE	FALSE
Cxcl14	chr13	FALSE	FALSE
Osr1	chr12	FALSE	FALSE
Cmtm7	chr9	FALSE	FALSE
Snhg11	chr2	FALSE	TRUE
Hey1	chr3	FALSE	FALSE
Snrpb2	chr2	FALSE	FALSE
Slc24a5	chr2	FALSE	TRUE
Zbtb10	chr3	FALSE	FALSE
Satb2	chr1	FALSE	FALSE
Krt8	chr15	FALSE	FALSE
Tlx3	chr11	FALSE	TRUE
Bfsp1	chr2	FALSE	FALSE
Ska1	chr18	FALSE	FALSE
Adrb2	chr18	FALSE	FALSE
Tmem200b	chr4	FALSE	TRUE
Cnr1	chr4	TRUE	TRUE
Chat	chr14	FALSE	FALSE
Gpr6	chr10	FALSE	TRUE
Tmem30b	chr12	FALSE	FALSE
Kcnk9	chr15	FALSE	FALSE
Cck	chr9	FALSE	FALSE
Nrg1	chr8	FALSE	TRUE
Plau	chr14	FALSE	FALSE
Hesx1	chr14	FALSE	FALSE
Shox2	chr3	FALSE	FALSE
1700024G13Rik	chr14	FALSE	FALSE
Lefty1	chr1	FALSE	FALSE
Alpi	chr1	FALSE	TRUE
Nr5a2	chr1	FALSE	FALSE
Crct1	chr3	FALSE	TRUE
Tbx19	chr1	FALSE	FALSE
Prss50	chr9	FALSE	FALSE
Ftmt	chr18	FALSE	TRUE
Ghitm	chr14	FALSE	FALSE
H2-Q2	chr17	FALSE	FALSE
Plk2	chr13	FALSE	TRUE
Tmem215	chr4	FALSE	TRUE
Dqx1	chr6	FALSE	FALSE
Gimap1	chr6	FALSE	FALSE
Ramp2	chr11	FALSE	FALSE
Ttc1	chr11	FALSE	FALSE
Rit2	chr18	FALSE	TRUE
Cypt12	chr3	FALSE	TRUE
Sbspon	chr1	FALSE	FALSE
Trabd2b	chr4	FALSE	FALSE
Bbs10	chr10	FALSE	FALSE
Bhlhe23	chr2	FALSE	FALSE
Smim3	chr18	FALSE	FALSE
Pi16	chr17	FALSE	FALSE
Akna	chr4	FALSE	FALSE
Tox	chr4	FALSE	TRUE
Ifng	chr10	FALSE	FALSE
Tmem174	chr13	FALSE	FALSE
Tmem235	chr11	FALSE	FALSE
Col9a2	chr4	FALSE	FALSE
Moxd1	chr10	FALSE	FALSE
Rhebl1	chr15	FALSE	FALSE
3110082J24Rik	chr5	FALSE	FALSE
Psmb1	chr17	FALSE	TRUE
Coch	chr12	FALSE	TRUE
Tdrd6	chr17	FALSE	FALSE
Mllt3	chr4	FALSE	TRUE
Gpr50	chrX	FALSE	FALSE
Mmp14	chr14	FALSE	FALSE
Smpd5	chr15	FALSE	FALSE
Sgtb	chr13	FALSE	TRUE
Gal	chr19	FALSE	FALSE
Cbx8	chr11	FALSE	FALSE
Insl3	chr8	FALSE	FALSE
Cdc20	chr4	FALSE	FALSE
Chst13	chr6	FALSE	FALSE
Tent5a	chr9	FALSE	FALSE
Penk	chr4	FALSE	TRUE
Sorcs1	chr19	FALSE	TRUE
Krt18	chr15	FALSE	FALSE
Dipk1c	chr18	FALSE	FALSE
Cby2	chr14	FALSE	FALSE
Lyplal1	chr1	FALSE	FALSE
Cfc1	chr1	FALSE	TRUE
Mafk	chr5	FALSE	FALSE
H2-M5	chr17	FALSE	FALSE
Rab27b	chr18	FALSE	FALSE
Ssbp1	chr6	FALSE	TRUE
Grb10	chr11	FALSE	FALSE
Tnfrsf25	chr4	FALSE	FALSE
Lbr	chr1	FALSE	FALSE
Xxylt1	chr16	FALSE	TRUE
Ibtk	chr9	FALSE	TRUE
Tmem273	chr14	FALSE	FALSE
Npm1	chr11	FALSE	TRUE
Tmem179	chr12	FALSE	TRUE
Tmem91	chr7	FALSE	FALSE
Adra2a	chr19	FALSE	FALSE
Fam135a	chr1	FALSE	TRUE
Hoxd1	chr2	FALSE	FALSE
Mdfic	chr6	FALSE	TRUE
Fgf6	chr6	FALSE	FALSE
Otos	chr1	FALSE	TRUE
Ppy	chr11	FALSE	FALSE
Htr5b	chr1	FALSE	FALSE
Ccdc27	chr4	FALSE	FALSE
Irx2	chr13	FALSE	TRUE
En1	chr1	FALSE	FALSE
Tescl	chr7	FALSE	FALSE
Ifitm2	chr7	FALSE	FALSE
Rprm	chr2	FALSE	FALSE
Gnpda2	chr5	FALSE	TRUE
Tert	chr13	FALSE	FALSE
Dmrt2	chr19	FALSE	TRUE
Creb3l1	chr2	FALSE	FALSE
Tafa2	chr10	FALSE	TRUE
Taar5	chr10	FALSE	TRUE
Asb5	chr8	FALSE	TRUE
Spp2	chr1	FALSE	TRUE
Bmp2	chr2	FALSE	FALSE
Chsy3	chr18	FALSE	TRUE
Snx10	chr6	FALSE	TRUE
Orm1	chr4	FALSE	TRUE
Ctxn3	chr18	FALSE	TRUE
Kcna5	chr6	FALSE	FALSE
Actbl2	chr13	FALSE	TRUE
Arx	chrX	FALSE	FALSE
Stc1	chr14	FALSE	FALSE
Celsr1	chr15	FALSE	FALSE
Hoxd9	chr2	FALSE	FALSE
Gpc6	chr14	FALSE	TRUE
Cbx4	chr11	FALSE	FALSE
Entpd8	chr2	FALSE	TRUE
Pdlim3	chr8	FALSE	FALSE
Snx11	chr11	FALSE	TRUE
Nxph3	chr11	FALSE	FALSE
Nphs2	chr1	FALSE	FALSE
Zfp804b	chr5	FALSE	TRUE
Otp	chr13	FALSE	FALSE
Lap3	chr5	FALSE	TRUE
Gpr12	chr5	FALSE	TRUE
Arhgap40	chr2	FALSE	FALSE
Mbl2	chr19	FALSE	FALSE
Tal1	chr4	FALSE	FALSE
Areg	chr5	FALSE	FALSE
Steap4	chr5	FALSE	FALSE
Tpbgl	chr7	FALSE	FALSE
Ran	chr5	FALSE	FALSE
Tuba3b	chr6	FALSE	TRUE
Tent5b	chr4	FALSE	FALSE
Ppp1r17	chr6	FALSE	FALSE
Ptgr1	chr4	FALSE	TRUE
Msx2	chr13	FALSE	FALSE
Pck1	chr2	FALSE	FALSE
Fam170b	chr14	FALSE	FALSE
Nfe2	chr15	FALSE	TRUE
Wiz	chr17	FALSE	FALSE
Sphk1	chr11	FALSE	FALSE
Gpc4	chrX	FALSE	TRUE
Il1b	chr2	FALSE	FALSE
Prkab1	chr5	FALSE	FALSE
Sox17	chr1	FALSE	FALSE
Dll3	chr7	FALSE	FALSE
Hs3st3a1	chr11	FALSE	FALSE
Kank3	chr17	FALSE	TRUE
Kirrel2	chr7	FALSE	FALSE
Jph2	chr2	FALSE	FALSE
Dnajc5g	chr5	FALSE	FALSE
B3gnt3	chr8	FALSE	FALSE
Srp9	chr1	FALSE	FALSE
Poll	chr19	FALSE	FALSE
Mgst1	chr6	FALSE	TRUE
Calb1	chr4	TRUE	TRUE
Lig4	chr8	FALSE	TRUE
Comp	chr8	FALSE	TRUE
Sp8	chr12	FALSE	FALSE
Psapl1	chr5	FALSE	FALSE
Cyp26b1	chr6	FALSE	FALSE
Helt	chr8	FALSE	FALSE
Klf6	chr13	FALSE	TRUE
Phlda1	chr10	FALSE	TRUE
Zc3h12a	chr4	FALSE	FALSE
Slc16a3	chr11	FALSE	TRUE
Prss16	chr13	FALSE	TRUE
Gucy1b2	chr14	FALSE	TRUE
Slitrk1	chr14	TRUE	FALSE
Kcnj8	chr6	FALSE	FALSE
Tbxa2r	chr10	FALSE	FALSE
Psmb9	chr17	FALSE	FALSE
Foxi3	chr6	FALSE	FALSE
Fbxo39	chr11	FALSE	FALSE
Ccdc185	chr1	FALSE	FALSE
Smpd2	chr10	FALSE	TRUE
