gene_name	chr	is_neuronal_and_mecp2_up	k119ub_remodeled
Wnt3a	chr11	FALSE	TRUE
Klf13	chr7	FALSE	TRUE
Susd3	chr13	FALSE	TRUE
Reck	chr4	FALSE	TRUE
Zc3h3	chr15	FALSE	TRUE
Cnst	chr1	FALSE	FALSE
Fam180a	chr6	FALSE	TRUE
Stx1a	chr5	FALSE	TRUE
Tyms	chr5	FALSE	TRUE
Arel1	chr12	FALSE	TRUE
Prox1	chr1	FALSE	FALSE
Tbcel	chr9	FALSE	FALSE
Nlrp6	chr7	FALSE	FALSE
Hoxc4	chr15	FALSE	TRUE
Gpr149	chr3	FALSE	FALSE
Trhde	chr10	FALSE	TRUE
Pdss2	chr10	FALSE	TRUE
Trim67	chr8	FALSE	FALSE
4933424G06Rik	chr1	FALSE	FALSE
Dlgap2	chr8	FALSE	TRUE
Adamtsl5	chr10	FALSE	FALSE
Treh	chr9	FALSE	TRUE
Wwp1	chr4	FALSE	TRUE
Exoc4	chr6	FALSE	TRUE
Brsk2	chr7	FALSE	FALSE
Cd2	chr3	FALSE	TRUE
Sgk3	chr1	FALSE	FALSE
Timp3	chr10	FALSE	FALSE
Nmnat2	chr1	FALSE	TRUE
Rhoj	chr12	FALSE	FALSE
Fam3c	chr6	FALSE	TRUE
Adamtsl1	chr4	FALSE	FALSE
St3gal1	chr15	FALSE	FALSE
Wdr37	chr13	FALSE	TRUE
Psmb2	chr4	FALSE	FALSE
Nanos3	chr8	FALSE	FALSE
B3gat1	chr9	FALSE	FALSE
Btg3	chr16	FALSE	FALSE
Chrm3	chr13	TRUE	TRUE
Smagp	chr15	FALSE	TRUE
Gcnt2	chr13	FALSE	FALSE
Neurog1	chr13	FALSE	TRUE
Crocc2	chr1	FALSE	FALSE
Rhpn2	chr7	FALSE	FALSE
Hmgn3	chr9	FALSE	TRUE
Tmem131	chr1	FALSE	TRUE
Eps8l1	chr7	FALSE	FALSE
Aox4	chr1	FALSE	TRUE
Zfp90	chr8	FALSE	TRUE
Hsd17b11	chr5	FALSE	TRUE
Qtrt2	chr16	FALSE	TRUE
Dab1	chr4	FALSE	TRUE
Fat2	chr11	FALSE	FALSE
S100a13	chr3	FALSE	TRUE
Tbc1d15	chr10	FALSE	TRUE
Lmo7	chr14	FALSE	FALSE
Sfmbt2	chr2	FALSE	FALSE
Ankrd27	chr7	FALSE	FALSE
Sorbs3	chr14	FALSE	FALSE
Kitl	chr10	FALSE	FALSE
Tpd52l1	chr10	FALSE	FALSE
Pde8b	chr13	FALSE	TRUE
Crym	chr7	FALSE	TRUE
Prdm10	chr9	FALSE	TRUE
Itih5	chr2	FALSE	FALSE
Rhobtb3	chr13	FALSE	TRUE
Uvssa	chr5	FALSE	FALSE
Ivns1abp	chr1	FALSE	TRUE
Dnah5	chr15	FALSE	FALSE
Plcg2	chr8	FALSE	FALSE
Lgsn	chr1	FALSE	TRUE
Phkb	chr8	FALSE	TRUE
Gprc5a	chr6	FALSE	FALSE
Kcnh4	chr11	FALSE	FALSE
Snx18	chr13	FALSE	TRUE
Plscr5	chr9	FALSE	TRUE
Trp53inp2	chr2	FALSE	FALSE
Kif19a	chr11	FALSE	FALSE
Plekhb2	chr1	FALSE	FALSE
Kctd21	chr7	FALSE	TRUE
Soga1	chr2	FALSE	TRUE
Ctsz	chr2	FALSE	TRUE
Sptssb	chr3	FALSE	TRUE
Rreb1	chr13	FALSE	FALSE
Sh3bp2	chr5	FALSE	FALSE
Adam7	chr14	FALSE	TRUE
Galntl6	chr8	FALSE	TRUE
Ccnd3	chr17	FALSE	FALSE
Traip	chr9	FALSE	TRUE
Igsf9b	chr9	FALSE	FALSE
4932414N04Rik	chr2	FALSE	FALSE
Tmem182	chr1	FALSE	FALSE
Cep295nl	chr11	FALSE	FALSE
Cul1	chr6	FALSE	TRUE
Gm10220	chr5	FALSE	TRUE
Ttn	chr2	FALSE	FALSE
Zfp174	chr16	FALSE	TRUE
Mogat2	chr7	FALSE	FALSE
Cop1	chr1	FALSE	TRUE
4930447C04Rik	chr12	FALSE	TRUE
Cpe	chr8	FALSE	TRUE
Plxnd1	chr6	FALSE	TRUE
Grap2	chr15	FALSE	FALSE
Ap3b2	chr7	FALSE	TRUE
Slco4a1	chr2	FALSE	TRUE
Slc36a2	chr11	FALSE	TRUE
Lrrc72	chr12	FALSE	FALSE
Myo5c	chr9	FALSE	FALSE
Myom3	chr4	FALSE	FALSE
Gask1b	chr3	FALSE	FALSE
Lrrc52	chr1	FALSE	FALSE
Furin	chr7	FALSE	FALSE
Cfap65	chr1	FALSE	TRUE
Gm13283	chr4	FALSE	FALSE
Ctxn2	chr2	FALSE	TRUE
Pbx4	chr8	FALSE	FALSE
Bmp10	chr6	FALSE	FALSE
Bcor	chrX	FALSE	TRUE
Impdh1	chr6	FALSE	FALSE
Epn3	chr11	FALSE	FALSE
Galnt14	chr17	FALSE	FALSE
Pgap1	chr1	FALSE	TRUE
Oacyl	chr18	FALSE	TRUE
Acvr1	chr2	FALSE	TRUE
Plekhg5	chr4	FALSE	TRUE
Ak9	chr10	FALSE	TRUE
Apip	chr2	FALSE	TRUE
E130114P18Rik	chr4	FALSE	FALSE
Cdk17	chr10	FALSE	TRUE
Abcb9	chr5	FALSE	FALSE
Drc7	chr8	FALSE	TRUE
Chst10	chr1	FALSE	TRUE
Gpd1l	chr9	FALSE	FALSE
Acsl3	chr1	FALSE	TRUE
Crip1	chr12	FALSE	FALSE
Tent4a	chr13	FALSE	TRUE
Bend6	chr1	FALSE	TRUE
Wfdc5	chr2	FALSE	TRUE
Ephx1	chr1	FALSE	TRUE
D930020B18Rik	chr10	FALSE	TRUE
Far1	chr7	FALSE	TRUE
Gpat3	chr5	FALSE	FALSE
Pitpnc1	chr11	FALSE	FALSE
Prrt4	chr6	FALSE	FALSE
Polk	chr13	FALSE	TRUE
Ankdd1b	chr13	FALSE	TRUE
Mstn	chr1	FALSE	TRUE
9430038I01Rik	chr7	FALSE	FALSE
Prex2	chr1	FALSE	FALSE
Serpine2	chr1	FALSE	FALSE
Tjp2	chr19	FALSE	TRUE
Clcnkb	chr4	FALSE	TRUE
Gbp7	chr3	FALSE	FALSE
Plxnc1	chr10	FALSE	TRUE
Commd3	chr2	FALSE	TRUE
Ncoa7	chr10	FALSE	TRUE
Bcar1	chr8	FALSE	FALSE
A830018L16Rik	chr1	FALSE	TRUE
Ihh	chr1	FALSE	TRUE
Myh7b	chr2	FALSE	TRUE
Ntsr1	chr2	FALSE	FALSE
Syt15	chr14	FALSE	FALSE
Sox8	chr17	FALSE	TRUE
Resp18	chr1	FALSE	FALSE
Apoh	chr11	FALSE	FALSE
Trpm6	chr19	FALSE	FALSE
Gdnf	chr15	FALSE	FALSE
Tirap	chr9	FALSE	TRUE
Ntng2	chr2	FALSE	TRUE
L1cam	chrX	FALSE	FALSE
Ghrhr	chr6	FALSE	FALSE
Sdc2	chr15	FALSE	TRUE
Zdhhc2	chr8	FALSE	TRUE
Htr6	chr4	FALSE	TRUE
Trpm2	chr10	FALSE	FALSE
Tmem14a	chr1	FALSE	TRUE
Syk	chr13	FALSE	FALSE
Tns2	chr15	FALSE	FALSE
Fignl2	chr15	FALSE	FALSE
Ctnnal1	chr4	FALSE	TRUE
St8sia4	chr1	FALSE	TRUE
Ptpro	chr6	FALSE	FALSE
Cyp2j13	chr4	FALSE	TRUE
Hspb7	chr4	FALSE	TRUE
Golph3	chr15	FALSE	TRUE
Comt	chr16	FALSE	TRUE
Lrp2	chr2	FALSE	TRUE
Iqub	chr6	FALSE	TRUE
Sil1	chr18	FALSE	FALSE
Mtcl1	chr17	FALSE	TRUE
Ciao2b	chr8	FALSE	TRUE
Mcur1	chr13	FALSE	TRUE
Crocc	chr4	FALSE	FALSE
A930009A15Rik	chr10	FALSE	FALSE
Efnb2	chr8	FALSE	FALSE
Grn	chr11	FALSE	FALSE
Lrp8	chr4	FALSE	FALSE
1700010I14Rik	chr17	FALSE	FALSE
Pde1c	chr6	FALSE	TRUE
Fam187b	chr7	FALSE	TRUE
Arhgef7	chr8	FALSE	TRUE
Pirt	chr11	FALSE	FALSE
Ccdc50	chr16	FALSE	TRUE
Lama3	chr18	FALSE	FALSE
Ppp4r2	chr6	FALSE	FALSE
Ppp2r2c	chr5	FALSE	FALSE
Fcmr	chr1	FALSE	TRUE
Zfp322a	chr13	FALSE	TRUE
Kcng4	chr8	FALSE	TRUE
Gpbp1	chr13	FALSE	TRUE
Opa1	chr16	FALSE	FALSE
Uqcc2	chr17	FALSE	TRUE
Wnt7a	chr6	FALSE	FALSE
Trpm5	chr7	FALSE	TRUE
Htatip2	chr7	FALSE	TRUE
4931429L15Rik	chr9	FALSE	FALSE
Prtg	chr9	FALSE	FALSE
Lhx2	chr2	FALSE	TRUE
Fgfr2	chr7	FALSE	FALSE
Cmtm4	chr8	FALSE	TRUE
Dbh	chr2	FALSE	TRUE
Tbx21	chr11	FALSE	TRUE
Ifitm10	chr7	FALSE	FALSE
Frem1	chr4	FALSE	TRUE
Prr36	chr8	FALSE	FALSE
Hadha	chr5	FALSE	FALSE
St6galnac2	chr11	FALSE	TRUE
Aen	chr7	FALSE	TRUE
Plin2	chr4	FALSE	TRUE
Faap20	chr4	FALSE	TRUE
Anxa6	chr11	FALSE	TRUE
Vsx2	chr12	FALSE	TRUE
Atg9b	chr5	FALSE	TRUE
Rabggta	chr14	FALSE	FALSE
1700020N01Rik	chr10	FALSE	FALSE
Sowahc	chr10	FALSE	TRUE
Asphd2	chr5	FALSE	FALSE
Nxpe3	chr16	FALSE	TRUE
Gls	chr1	FALSE	TRUE
Tspan15	chr10	FALSE	FALSE
Prdm8	chr5	FALSE	FALSE
Slc26a3	chr12	FALSE	TRUE
4933427D14Rik	chr11	FALSE	TRUE
Irf7	chr7	FALSE	TRUE
Tfr2	chr5	FALSE	FALSE
Xrra1	chr7	FALSE	TRUE
Panx1	chr9	FALSE	FALSE
Irs1	chr1	FALSE	TRUE
Snx13	chr12	FALSE	TRUE
Mtus1	chr8	FALSE	TRUE
Sv2b	chr7	TRUE	TRUE
Ski	chr4	FALSE	TRUE
Abi3bp	chr16	FALSE	TRUE
Il19	chr1	FALSE	FALSE
Bcl9	chr3	FALSE	TRUE
Tmem63c	chr12	FALSE	FALSE
Grid2	chr6	FALSE	TRUE
Stk39	chr2	FALSE	TRUE
Mrps6	chr16	FALSE	FALSE
Gem	chr4	FALSE	FALSE
Tarbp1	chr8	FALSE	TRUE
Fam216b	chr14	FALSE	FALSE
Hacd4	chr4	FALSE	FALSE
Ccdc141	chr2	FALSE	FALSE
Tec	chr5	FALSE	TRUE
Cdhr2	chr13	FALSE	FALSE
Ppara	chr15	FALSE	TRUE
Cep250	chr2	FALSE	FALSE
Grtp1	chr8	FALSE	FALSE
Tdh	chr14	FALSE	FALSE
Neto2	chr8	FALSE	TRUE
Mroh1	chr15	FALSE	FALSE
Ifngr1	chr10	FALSE	TRUE
Arid1a	chr4	FALSE	FALSE
Rasgef1a	chr6	FALSE	FALSE
Lrrc32	chr7	FALSE	TRUE
Cish	chr9	FALSE	FALSE
Rpp40	chr13	FALSE	TRUE
Cst7	chr2	FALSE	FALSE
Aar2	chr2	FALSE	TRUE
Tmem190	chr7	FALSE	TRUE
2010109A12Rik	chr5	FALSE	TRUE
Klf15	chr6	FALSE	FALSE
Cep162	chr9	FALSE	TRUE
Mroh4	chr15	FALSE	FALSE
Pak6	chr2	FALSE	FALSE
Igfbp2	chr1	FALSE	TRUE
Sntg2	chr12	FALSE	FALSE
Fhdc1	chr3	FALSE	TRUE
Pard6g	chr18	FALSE	TRUE
Igfbpl1	chr4	FALSE	FALSE
Tpcn2	chr7	FALSE	TRUE
Wdr6	chr9	FALSE	FALSE
Ildr1	chr16	FALSE	FALSE
Txk	chr5	FALSE	TRUE
Myo1c	chr11	FALSE	FALSE
Sntb2	chr8	FALSE	FALSE
Fezf2	chr14	FALSE	FALSE
Inava	chr1	FALSE	FALSE
Sgo1	chr17	FALSE	TRUE
Hmgb2	chr8	FALSE	FALSE
Ddit3	chr10	FALSE	TRUE
Rasgrp1	chr2	FALSE	FALSE
Clip2	chr5	FALSE	FALSE
Cnksr1	chr4	FALSE	FALSE
Noct	chr3	FALSE	TRUE
Klhl14	chr18	FALSE	TRUE
Pappa	chr4	FALSE	FALSE
Spaca3	chr11	FALSE	TRUE
Galc	chr12	FALSE	TRUE
Ppic	chr18	FALSE	FALSE
Creb1	chr1	FALSE	TRUE
Rassf4	chr6	FALSE	FALSE
Gstm4	chr3	FALSE	TRUE
Ss18	chr18	FALSE	TRUE
Plek	chr11	FALSE	FALSE
Slc1a5	chr7	FALSE	TRUE
Cngb3	chr4	FALSE	FALSE
Actr2	chr11	FALSE	TRUE
Pcare	chr17	FALSE	FALSE
Adamts3	chr5	FALSE	FALSE
Cfap46	chr7	FALSE	FALSE
Cntn5	chr9	TRUE	TRUE
Usp22	chr11	FALSE	TRUE
Asah2	chr19	FALSE	TRUE
Fbxo24	chr5	FALSE	FALSE
Gk	chrX	FALSE	TRUE
Plppr4	chr3	FALSE	TRUE
Tmem120b	chr5	FALSE	FALSE
Ccdc28a	chr10	FALSE	TRUE
Plekha5	chr6	FALSE	TRUE
Vwa2	chr19	FALSE	FALSE
Car3	chr3	FALSE	TRUE
Agt	chr8	FALSE	TRUE
Ndufaf2	chr13	FALSE	TRUE
Mmp15	chr8	FALSE	TRUE
Tmem165	chr5	FALSE	TRUE
Mapk13	chr17	FALSE	TRUE
Prkch	chr12	FALSE	FALSE
Crnkl1	chr2	FALSE	TRUE
Trim45	chr3	FALSE	TRUE
Pom121l2	chr13	FALSE	FALSE
Lrrn4	chr2	FALSE	FALSE
Phox2a	chr7	FALSE	TRUE
Exoc3l4	chr12	FALSE	FALSE
Rnf125	chr18	FALSE	FALSE
Fam167a	chr14	FALSE	FALSE
Uchl3	chr14	FALSE	TRUE
Slc25a24	chr3	FALSE	FALSE
Kcns1	chr2	FALSE	FALSE
Far2	chr6	FALSE	TRUE
Tsc22d2	chr3	FALSE	TRUE
Abcg8	chr17	FALSE	FALSE
Tshr	chr12	FALSE	FALSE
Tnfrsf11a	chr1	FALSE	FALSE
Gpx2	chr12	FALSE	FALSE
Adamts9	chr6	FALSE	TRUE
Tmem243	chr5	FALSE	TRUE
Dpy19l1	chr9	FALSE	FALSE
Mgst2	chr3	FALSE	FALSE
Pcp4l1	chr1	FALSE	FALSE
Anxa8	chr14	FALSE	FALSE
Lrrc15	chr16	FALSE	FALSE
Mtdh	chr15	FALSE	TRUE
Dnajc1	chr2	FALSE	TRUE
Plppr1	chr4	FALSE	FALSE
Smpdl3a	chr10	FALSE	TRUE
Rflna	chr5	FALSE	TRUE
Micall2	chr5	FALSE	TRUE
Mtarc1	chr1	FALSE	FALSE
Impa1	chr3	FALSE	TRUE
Bmp5	chr9	TRUE	TRUE
Cdk6	chr5	FALSE	FALSE
Csgalnact1	chr8	FALSE	FALSE
Wdr47	chr3	FALSE	FALSE
Pde6a	chr18	FALSE	FALSE
Mthfs	chr9	FALSE	FALSE
Chaf1b	chr16	FALSE	FALSE
Pcdh19	chrX	FALSE	FALSE
Ces2e	chr8	FALSE	FALSE
Kcnt1	chr2	FALSE	FALSE
Sox13	chr1	FALSE	TRUE
Whrn	chr4	FALSE	FALSE
Eomes	chr9	FALSE	TRUE
Emp1	chr6	FALSE	TRUE
Sypl2	chr3	FALSE	FALSE
Plce1	chr19	FALSE	TRUE
Abhd6	chr14	FALSE	TRUE
Rmnd5a	chr6	FALSE	TRUE
Zfyve21	chr12	FALSE	FALSE
Ranbp10	chr8	FALSE	FALSE
Slc1a2	chr2	FALSE	TRUE
Fbxo2	chr4	FALSE	FALSE
Slc8a1	chr17	FALSE	TRUE
Tgm2	chr2	FALSE	FALSE
Gpr153	chr4	FALSE	FALSE
Kcnj4	chr15	FALSE	TRUE
Sp4	chr12	FALSE	TRUE
Tet1	chr10	FALSE	FALSE
Arid3a	chr10	FALSE	FALSE
Lvrn	chr18	FALSE	TRUE
Syt9	chr7	FALSE	TRUE
Reep4	chr14	FALSE	TRUE
Slc14a1	chr18	FALSE	FALSE
Plekhg2	chr7	FALSE	TRUE
Ccr7	chr11	FALSE	TRUE
Alox12	chr11	FALSE	TRUE
Chrna7	chr7	FALSE	TRUE
Gm4792	chr10	FALSE	TRUE
Macroh2a2	chr10	FALSE	FALSE
Eif4g2	chr7	FALSE	FALSE
Cngb1	chr8	FALSE	TRUE
H3f3a	chr1	FALSE	FALSE
Crat	chr2	FALSE	FALSE
Asb18	chr1	FALSE	TRUE
Rsbn1l	chr5	FALSE	TRUE
Colec12	chr18	FALSE	TRUE
Mtmr12	chr15	FALSE	TRUE
Cdkl2	chr5	FALSE	TRUE
Ahdc1	chr4	FALSE	FALSE
Nudt18	chr14	FALSE	TRUE
Trappc12	chr12	FALSE	FALSE
Tagln3	chr16	FALSE	TRUE
Fndc1	chr17	FALSE	TRUE
Plxnb3	chrX	FALSE	TRUE
Il1rap	chr16	FALSE	TRUE
Cd40	chr2	FALSE	FALSE
Cipc	chr12	FALSE	TRUE
Metrnl	chr11	FALSE	TRUE
Stard3	chr11	FALSE	TRUE
Adcy3	chr12	FALSE	TRUE
Cabin1	chr10	FALSE	TRUE
Spata18	chr5	FALSE	FALSE
Adgrf1	chr17	FALSE	FALSE
Aqp6	chr15	FALSE	TRUE
Fbxo33	chr12	FALSE	TRUE
Themis	chr10	FALSE	TRUE
Rassf6	chr5	FALSE	FALSE
Hoxb7	chr11	FALSE	TRUE
Rrm2b	chr15	FALSE	FALSE
Rps14	chr18	FALSE	TRUE
Max	chr12	FALSE	TRUE
Eif3h	chr15	FALSE	TRUE
Wdr86	chr5	FALSE	TRUE
Dmbt1	chr7	FALSE	FALSE
Stk10	chr11	FALSE	FALSE
Ccbe1	chr18	FALSE	FALSE
Eya2	chr2	FALSE	FALSE
Lrtm2	chr6	FALSE	FALSE
Adcy4	chr14	FALSE	TRUE
Sncaip	chr18	FALSE	TRUE
Btbd17	chr11	FALSE	TRUE
Rab30	chr7	FALSE	FALSE
Ell	chr8	FALSE	FALSE
Ccdc93	chr1	FALSE	FALSE
Gnb4	chr3	FALSE	TRUE
St8sia1	chr6	FALSE	FALSE
Arrdc4	chr7	FALSE	TRUE
Ntn1	chr11	FALSE	TRUE
Ttc17	chr2	FALSE	TRUE
Slc22a1	chr17	FALSE	FALSE
Plekha7	chr7	FALSE	TRUE
Galns	chr8	FALSE	FALSE
Mtif3	chr5	FALSE	FALSE
Col23a1	chr11	FALSE	TRUE
Galnt2	chr8	FALSE	FALSE
Trmt10b	chr4	FALSE	FALSE
Pemt	chr11	FALSE	TRUE
Palld	chr8	FALSE	TRUE
Sucla2	chr14	FALSE	FALSE
Rps6ka6	chrX	FALSE	TRUE
Slco2b1	chr7	FALSE	TRUE
Pdk3	chrX	FALSE	FALSE
Pdk2	chr11	FALSE	FALSE
Ggh	chr4	FALSE	TRUE
Spon2	chr5	FALSE	FALSE
Jam3	chr9	FALSE	TRUE
Stum	chr1	FALSE	FALSE
Jade2	chr11	FALSE	TRUE
Xrcc4	chr13	FALSE	TRUE
Adora1	chr1	FALSE	FALSE
Zfp316	chr5	FALSE	TRUE
Fer1l6	chr15	FALSE	FALSE
Pcsk9	chr4	FALSE	FALSE
Mzt1	chr14	FALSE	TRUE
Elfn1	chr5	FALSE	TRUE
Ppp2r1b	chr9	FALSE	TRUE
Fabp6	chr11	FALSE	TRUE
Dnajc3	chr14	FALSE	TRUE
E2f2	chr4	FALSE	TRUE
Cacna1h	chr17	FALSE	TRUE
Ppfibp1	chr6	FALSE	FALSE
Wbp2nl	chr15	FALSE	FALSE
Grb7	chr11	FALSE	FALSE
Ikbke	chr1	FALSE	FALSE
Pitrm1	chr13	FALSE	TRUE
Pank2	chr2	FALSE	FALSE
Map3k7	chr4	FALSE	FALSE
Inpp5a	chr7	FALSE	FALSE
Iyd	chr10	FALSE	FALSE
Nynrin	chr14	FALSE	FALSE
Lrtm1	chr14	FALSE	TRUE
Patz1	chr11	FALSE	FALSE
Kdelr3	chr15	FALSE	FALSE
Grin2b	chr6	FALSE	FALSE
Neurod6	chr6	FALSE	FALSE
Wfs1	chr5	FALSE	FALSE
Usp35	chr7	FALSE	TRUE
D130043K22Rik	chr13	FALSE	TRUE
Acox3	chr5	FALSE	TRUE
Fermt1	chr2	FALSE	TRUE
Serhl	chr15	FALSE	FALSE
P2rx3	chr2	FALSE	TRUE
Col28a1	chr6	FALSE	TRUE
Tpp2	chr1	FALSE	TRUE
Rab25	chr3	FALSE	TRUE
Myo7a	chr7	FALSE	TRUE
Myo1a	chr10	FALSE	TRUE
Dok4	chr8	FALSE	FALSE
Etv2	chr7	FALSE	TRUE
Fam117a	chr11	FALSE	FALSE
Zup1	chr10	FALSE	TRUE
Grm3	chr5	FALSE	TRUE
Slc37a2	chr9	FALSE	FALSE
Heatr1	chr13	FALSE	TRUE
Pax2	chr19	FALSE	TRUE
Acan	chr7	FALSE	TRUE
Cth	chr3	FALSE	TRUE
Bmp8b	chr4	FALSE	TRUE
Creb3	chr4	FALSE	TRUE
Tnpo1	chr13	FALSE	TRUE
Ptprm	chr17	FALSE	FALSE
Efna1	chr3	FALSE	TRUE
Ktn1	chr14	FALSE	TRUE
Sdc4	chr2	FALSE	FALSE
Hdgfl2	chr17	FALSE	FALSE
Nadk2	chr15	FALSE	TRUE
Stab1	chr14	FALSE	FALSE
P3h1	chr4	FALSE	TRUE
Ets1	chr9	FALSE	FALSE
Speer4b	chr5	FALSE	FALSE
Prkci	chr3	FALSE	TRUE
Prodh	chr16	FALSE	FALSE
Rps6kl1	chr12	FALSE	FALSE
Bach1	chr16	FALSE	TRUE
Scube3	chr17	FALSE	TRUE
Ptprq	chr10	FALSE	FALSE
B9d1	chr11	FALSE	FALSE
Fbf1	chr11	FALSE	FALSE
Igsf5	chr16	FALSE	FALSE
Pou4f2	chr8	FALSE	FALSE
Mta1	chr12	FALSE	FALSE
Ddx43	chr9	FALSE	FALSE
Arl6ip6	chr2	FALSE	TRUE
Cxcl2	chr5	FALSE	FALSE
Slc9a3	chr13	FALSE	FALSE
Dixdc1	chr9	FALSE	FALSE
Tpd52	chr3	FALSE	TRUE
Lta4h	chr10	FALSE	TRUE
Fhit	chr14	FALSE	TRUE
Grb14	chr2	FALSE	FALSE
Epb41l5	chr1	FALSE	TRUE
Slain2	chr5	FALSE	TRUE
Kctd17	chr15	FALSE	FALSE
Sstr2	chr11	FALSE	FALSE
Neu4	chr1	FALSE	FALSE
Muc5b	chr7	FALSE	TRUE
Acsl5	chr19	FALSE	TRUE
Micall1	chr15	FALSE	FALSE
Rc3h1	chr1	FALSE	TRUE
Rnf128	chrX	FALSE	TRUE
Gopc	chr10	FALSE	TRUE
Rufy3	chr5	FALSE	TRUE
Tbc1d21	chr9	FALSE	TRUE
Gucd1	chr10	FALSE	TRUE
Glce	chr9	FALSE	FALSE
Tmem255b	chr8	FALSE	TRUE
Hcn2	chr10	FALSE	FALSE
Mpped1	chr15	FALSE	FALSE
Wif1	chr10	FALSE	FALSE
Asb1	chr1	FALSE	FALSE
Runx2	chr17	FALSE	TRUE
Vps53	chr11	FALSE	FALSE
Prelp	chr1	FALSE	FALSE
Muc6	chr7	FALSE	TRUE
Abca4	chr3	FALSE	TRUE
Hrk	chr5	FALSE	TRUE
Aldh1a3	chr7	FALSE	TRUE
Ntn5	chr7	FALSE	FALSE
Chid1	chr7	FALSE	FALSE
4930453N24Rik	chr16	FALSE	TRUE
Kif13a	chr13	FALSE	TRUE
Stmnd1	chr13	FALSE	FALSE
Pth1r	chr9	FALSE	TRUE
Gabrb1	chr5	FALSE	TRUE
Atp2c2	chr8	FALSE	TRUE
Cd80	chr16	FALSE	TRUE
Ranbp3l	chr15	FALSE	TRUE
Fbn1	chr2	FALSE	FALSE
Lgals3	chr14	FALSE	FALSE
Celf5	chr10	FALSE	TRUE
Ptpn18	chr1	FALSE	FALSE
Kcnj10	chr1	FALSE	TRUE
Pde5a	chr3	FALSE	FALSE
Hsd17b4	chr18	FALSE	TRUE
Fggy	chr4	FALSE	TRUE
Ywhaq	chr12	FALSE	TRUE
Wdfy4	chr14	FALSE	FALSE
Gucy2d	chr7	FALSE	FALSE
Eln	chr5	FALSE	FALSE
Hap1	chr11	FALSE	FALSE
Nos1ap	chr1	FALSE	FALSE
Dot1l	chr10	FALSE	FALSE
C7	chr15	FALSE	FALSE
Htra3	chr5	FALSE	FALSE
Triobp	chr15	FALSE	TRUE
Gatb	chr3	FALSE	TRUE
Zfp120	chr2	FALSE	FALSE
Smad4	chr18	FALSE	FALSE
Pck2	chr14	FALSE	FALSE
Sp6	chr11	FALSE	TRUE
Ctbp2	chr7	FALSE	FALSE
Dgcr6	chr16	FALSE	FALSE
Rgs7bp	chr13	FALSE	TRUE
Slc9a1	chr4	FALSE	TRUE
Ncl	chr1	FALSE	FALSE
Itga1	chr13	FALSE	TRUE
Slc39a8	chr3	FALSE	FALSE
Mknk2	chr10	FALSE	TRUE
Doc2b	chr11	FALSE	FALSE
Rorc	chr3	FALSE	TRUE
Yjefn3	chr8	FALSE	TRUE
Wdr19	chr5	FALSE	TRUE
AA467197	chr2	FALSE	TRUE
Slc36a1	chr11	FALSE	TRUE
Spon1	chr7	FALSE	FALSE
Sh2d3c	chr2	FALSE	FALSE
Smo	chr6	FALSE	FALSE
Siglech	chr7	FALSE	TRUE
Aco1	chr4	FALSE	TRUE
Nfkb1	chr3	FALSE	TRUE
Zdbf2	chr1	FALSE	TRUE
Fscn1	chr5	FALSE	TRUE
Klhl5	chr5	FALSE	TRUE
H6pd	chr4	FALSE	FALSE
Phpt1	chr2	FALSE	FALSE
Casp6	chr3	FALSE	TRUE
Tcea3	chr4	FALSE	TRUE
Ptpn12	chr5	FALSE	TRUE
Pdzd11	chrX	FALSE	TRUE
Lysmd4	chr7	FALSE	TRUE
Mmp9	chr2	FALSE	TRUE
Trpc5os	chrX	FALSE	FALSE
Traf4	chr11	FALSE	FALSE
Cemip2	chr19	FALSE	TRUE
Slc28a2b	chr2	FALSE	TRUE
Gypa	chr8	FALSE	TRUE
Nceh1	chr3	FALSE	FALSE
Pcdhac2	chr18	FALSE	TRUE
Fam171a2	chr11	FALSE	TRUE
Ppp2r2d	chr7	FALSE	FALSE
Dtx4	chr19	FALSE	TRUE
Kat6b	chr14	FALSE	FALSE
Espn	chr4	FALSE	TRUE
Pnpla8	chr12	FALSE	TRUE
2810459M11Rik	chr1	FALSE	FALSE
Igdcc3	chr9	FALSE	TRUE
Cbr3	chr16	FALSE	TRUE
Guca2b	chr4	FALSE	TRUE
Nudt4	chr10	FALSE	TRUE
Smco4	chr9	FALSE	FALSE
Zbtb38	chr9	FALSE	TRUE
Rnf8	chr17	FALSE	FALSE
Scn3b	chr9	FALSE	FALSE
Slc43a1	chr2	FALSE	FALSE
Zfr	chr15	FALSE	FALSE
Cenpu	chr8	FALSE	FALSE
Scml4	chr10	FALSE	FALSE
Gmpr	chr13	FALSE	FALSE
Crygn	chr5	FALSE	TRUE
Pja2	chr17	FALSE	TRUE
Hid1	chr11	FALSE	FALSE
Hpgds	chr6	FALSE	FALSE
Rbm47	chr5	FALSE	TRUE
Mab21l4	chr1	FALSE	TRUE
Pid1	chr1	FALSE	TRUE
Esr2	chr12	FALSE	FALSE
Zfr2	chr10	FALSE	TRUE
Fam124a	chr14	FALSE	TRUE
Ip6k3	chr17	FALSE	TRUE
Sim2	chr16	FALSE	TRUE
Traf3ip3	chr1	FALSE	FALSE
Gfra3	chr18	FALSE	FALSE
Nectin3	chr16	FALSE	TRUE
Nt5dc3	chr10	FALSE	FALSE
Amz1	chr5	FALSE	TRUE
