gene_name	chr	is_synapse_and_mecp2_up	in_k119ub_top_decile
Tram2	chr1	FALSE	FALSE
Dsp	chr13	FALSE	FALSE
Cyb5b	chr8	FALSE	FALSE
Septin7	chr9	FALSE	FALSE
Lrp1	chr10	FALSE	FALSE
Gch1	chr14	FALSE	FALSE
Psd	chr19	FALSE	FALSE
Dpysl2	chr14	FALSE	FALSE
Mbnl1	chr3	FALSE	FALSE
Nudt2	chr4	FALSE	FALSE
Stx11	chr10	FALSE	FALSE
Sacs	chr14	FALSE	FALSE
Dnajc22	chr15	FALSE	FALSE
Oaf	chr9	FALSE	FALSE
Atp1a4	chr1	FALSE	FALSE
Spns3	chr11	FALSE	FALSE
Nrip3	chr7	FALSE	FALSE
Il12rb1	chr8	FALSE	FALSE
Prkcz	chr4	FALSE	FALSE
Dclre1c	chr2	FALSE	FALSE
Prrc1	chr18	FALSE	FALSE
Psd4	chr2	FALSE	FALSE
Zfp507	chr7	FALSE	FALSE
Vcl	chr14	FALSE	FALSE
Ankrd35	chr3	FALSE	FALSE
Cables1	chr18	FALSE	FALSE
Nsun3	chr16	FALSE	FALSE
Fyco1	chr9	FALSE	FALSE
Foxo3	chr10	FALSE	FALSE
Parvg	chr15	FALSE	FALSE
Dcbld2	chr16	FALSE	FALSE
Zfp326	chr5	FALSE	FALSE
Gmps	chr3	FALSE	FALSE
Fkbp14	chr6	FALSE	TRUE
Muc15	chr2	FALSE	TRUE
Npr1	chr3	FALSE	FALSE
Daw1	chr1	TRUE	TRUE
Rbm26	chr14	FALSE	FALSE
Kndc1	chr7	FALSE	FALSE
Plaat1	chr16	FALSE	FALSE
Synpo2	chr3	FALSE	FALSE
Wdr43	chr17	FALSE	FALSE
Aif1l	chr2	FALSE	FALSE
Tnfrsf1b	chr4	FALSE	FALSE
Slc43a2	chr11	FALSE	FALSE
Pibf1	chr14	FALSE	TRUE
Jazf1	chr6	FALSE	FALSE
Ncdn	chr4	FALSE	FALSE
H2bc4	chr13	FALSE	FALSE
Slc12a8	chr16	FALSE	FALSE
Myom2	chr8	FALSE	TRUE
Nup210	chr6	FALSE	FALSE
Madd	chr2	FALSE	FALSE
Fbln5	chr12	FALSE	FALSE
Rorb	chr19	FALSE	FALSE
Traf3ip1	chr1	FALSE	FALSE
Slc35a3	chr3	FALSE	FALSE
Rab39	chr9	FALSE	FALSE
Itpr1	chr6	FALSE	TRUE
Mier1	chr4	FALSE	FALSE
Cyp7b1	chr3	FALSE	FALSE
Rusc2	chr4	FALSE	FALSE
Cldn10	chr14	FALSE	FALSE
Unc45b	chr11	FALSE	FALSE
Pla2g2f	chr4	FALSE	FALSE
Phf24	chr4	FALSE	FALSE
Trpm1	chr7	FALSE	FALSE
Fnbp1l	chr3	FALSE	FALSE
Crlf1	chr8	FALSE	FALSE
Ccdc177	chr12	FALSE	FALSE
Gad1	chr2	FALSE	FALSE
Tent5d	chrX	FALSE	FALSE
Spata31d1a	chr13	FALSE	FALSE
Ubash3a	chr17	FALSE	FALSE
Tnfrsf13b	chr11	FALSE	FALSE
Csf2rb2	chr15	FALSE	FALSE
Neurl1b	chr17	FALSE	FALSE
Begain	chr12	FALSE	FALSE
Sertad2	chr11	FALSE	FALSE
Tmprss6	chr15	FALSE	FALSE
Gm12216	chr11	FALSE	FALSE
Sim1	chr10	FALSE	FALSE
Susd6	chr12	FALSE	TRUE
Caps2	chr10	FALSE	FALSE
Eif2ak2	chr17	FALSE	FALSE
Mei1	chr15	FALSE	FALSE
Nnt	chr13	FALSE	FALSE
Wnt1	chr15	FALSE	FALSE
Septin11	chr5	FALSE	FALSE
Mia2	chr12	FALSE	TRUE
Calca	chr7	FALSE	FALSE
Swap70	chr7	FALSE	FALSE
Stt3b	chr9	FALSE	FALSE
Akr1d1	chr6	FALSE	FALSE
Palm3	chr8	FALSE	FALSE
Depdc1b	chr13	FALSE	FALSE
Scube2	chr7	FALSE	TRUE
Sugct	chr13	FALSE	TRUE
Ilvbl	chr10	FALSE	FALSE
Aldh2	chr5	FALSE	FALSE
Crybg3	chr16	FALSE	FALSE
Afg3l2	chr18	FALSE	FALSE
Abcd2	chr15	FALSE	FALSE
Slc38a1	chr15	FALSE	FALSE
Shisa3	chr5	FALSE	FALSE
Me2	chr18	FALSE	FALSE
Micu3	chr8	TRUE	TRUE
Bhlhe40	chr6	FALSE	FALSE
Brd7	chr8	FALSE	FALSE
Evi5l	chr8	FALSE	FALSE
N4bp2	chr5	FALSE	FALSE
Flt4	chr11	FALSE	FALSE
Dtd2	chr12	FALSE	TRUE
Ren1	chr1	FALSE	FALSE
Wapl	chr14	FALSE	FALSE
Cxcl3	chr5	FALSE	FALSE
Nr4a3	chr4	FALSE	FALSE
Pdcd1	chr1	FALSE	FALSE
Igbp1	chrX	FALSE	FALSE
Cmc2	chr8	FALSE	FALSE
Ubac1	chr2	FALSE	FALSE
Nmnat3	chr9	FALSE	FALSE
Adora2b	chr11	FALSE	FALSE
Cdca2	chr14	FALSE	FALSE
Rassf10	chr7	FALSE	FALSE
Tmx4	chr2	FALSE	FALSE
Ppfia3	chr7	FALSE	FALSE
Lpo	chr11	FALSE	FALSE
Gpsm2	chr3	FALSE	FALSE
Rarg	chr15	FALSE	FALSE
Gars	chr6	FALSE	FALSE
Tom1l2	chr11	FALSE	FALSE
Ctnnd1	chr2	FALSE	FALSE
Acer2	chr4	FALSE	FALSE
P2ry2	chr7	FALSE	FALSE
Nkd2	chr13	FALSE	FALSE
Stimate	chr14	FALSE	FALSE
Zfp469	chr8	FALSE	FALSE
Zswim4	chr8	FALSE	FALSE
Cntn6	chr6	TRUE	TRUE
Ube2e2	chr14	FALSE	FALSE
Iqce	chr5	FALSE	FALSE
Plscr1	chr9	FALSE	FALSE
Hepacam2	chr6	FALSE	TRUE
Il31ra	chr13	FALSE	FALSE
Pdlim5	chr3	FALSE	FALSE
Sfswap	chr5	FALSE	FALSE
N4bp2l1	chr5	FALSE	FALSE
Ube2h	chr6	FALSE	FALSE
Eef1a1	chr9	FALSE	FALSE
Pde4c	chr8	FALSE	FALSE
Ak5	chr3	FALSE	FALSE
Kit	chr5	FALSE	FALSE
Bag5	chr12	FALSE	FALSE
Slc12a5	chr2	FALSE	FALSE
Sgpp1	chr12	FALSE	FALSE
Als2	chr1	FALSE	FALSE
Cfap54	chr10	FALSE	FALSE
Stoml3	chr3	FALSE	FALSE
Mki67	chr7	FALSE	FALSE
Ppp1r1b	chr11	FALSE	FALSE
Cdc14a	chr3	FALSE	FALSE
Zfhx3	chr8	FALSE	FALSE
Cast	chr13	FALSE	FALSE
Kcmf1	chr6	FALSE	FALSE
Slc26a9	chr1	FALSE	FALSE
Tex10	chr4	FALSE	TRUE
Stat4	chr1	FALSE	FALSE
Pgbd5	chr8	FALSE	FALSE
Cd28	chr1	FALSE	FALSE
Tnni3k	chr3	FALSE	FALSE
Slc4a2	chr5	FALSE	FALSE
Commd9	chr2	FALSE	FALSE
St3gal4	chr9	FALSE	FALSE
Ldha	chr7	FALSE	FALSE
Fbln7	chr2	FALSE	FALSE
Tmem161b	chr13	FALSE	TRUE
Lef1	chr3	FALSE	FALSE
Dkk2	chr3	FALSE	FALSE
Zfp618	chr4	FALSE	FALSE
Golga4	chr9	FALSE	FALSE
Slc38a6	chr12	FALSE	FALSE
Tcaf1	chr6	FALSE	FALSE
Map1b	chr13	FALSE	FALSE
Cap2	chr13	FALSE	FALSE
Sgce	chr6	FALSE	FALSE
Amotl1	chr9	FALSE	FALSE
Plcd1	chr9	FALSE	FALSE
Eml2	chr7	FALSE	FALSE
Dppa2	chr16	FALSE	FALSE
Mme	chr3	FALSE	FALSE
Gpr22	chr12	FALSE	TRUE
Pfkp	chr13	FALSE	FALSE
Arhgap21	chr2	FALSE	FALSE
Gpr37	chr6	FALSE	FALSE
Fip1l1	chr5	FALSE	TRUE
Mat2b	chr11	FALSE	TRUE
Fgf4	chr7	FALSE	FALSE
Nfe2l2	chr2	FALSE	FALSE
Atp1a1	chr3	FALSE	FALSE
Alx1	chr10	FALSE	FALSE
Sh3bp4	chr1	FALSE	FALSE
Tbpl1	chr10	FALSE	FALSE
Ticam2	chr18	FALSE	FALSE
Tbc1d22b	chr17	FALSE	FALSE
Cnn3	chr3	FALSE	FALSE
Mettl8	chr2	FALSE	TRUE
Stx7	chr10	FALSE	TRUE
Gm1604b	chr17	FALSE	FALSE
Gstm1	chr3	FALSE	FALSE
Plcg1	chr2	FALSE	FALSE
Trpc4	chr3	FALSE	FALSE
C130074G19Rik	chr1	FALSE	FALSE
Sema3g	chr14	FALSE	FALSE
Atp13a5	chr16	FALSE	FALSE
Casp7	chr19	FALSE	FALSE
Fxyd6	chr9	FALSE	FALSE
Plpp7	chr2	FALSE	FALSE
Prkag2	chr5	FALSE	FALSE
Wnt3a	chr11	FALSE	FALSE
Klf13	chr7	FALSE	FALSE
Susd3	chr13	FALSE	FALSE
Reck	chr4	FALSE	FALSE
Zc3h3	chr15	FALSE	FALSE
Cnst	chr1	FALSE	FALSE
Fam180a	chr6	FALSE	FALSE
Stx1a	chr5	FALSE	FALSE
Tyms	chr5	FALSE	FALSE
Arel1	chr12	FALSE	FALSE
Prox1	chr1	FALSE	FALSE
Tbcel	chr9	FALSE	FALSE
Nlrp6	chr7	FALSE	FALSE
Hoxc4	chr15	FALSE	FALSE
Gpr149	chr3	FALSE	FALSE
Trhde	chr10	FALSE	FALSE
Pdss2	chr10	FALSE	FALSE
Trim67	chr8	FALSE	FALSE
4933424G06Rik	chr1	FALSE	FALSE
Dlgap2	chr8	FALSE	FALSE
Adamtsl5	chr10	FALSE	FALSE
Treh	chr9	FALSE	FALSE
Wwp1	chr4	FALSE	FALSE
Exoc4	chr6	FALSE	FALSE
Brsk2	chr7	FALSE	FALSE
Cd2	chr3	FALSE	FALSE
Sgk3	chr1	FALSE	FALSE
Timp3	chr10	FALSE	FALSE
Nmnat2	chr1	FALSE	FALSE
Rhoj	chr12	FALSE	FALSE
Fam3c	chr6	FALSE	FALSE
Adamtsl1	chr4	FALSE	FALSE
St3gal1	chr15	FALSE	FALSE
Wdr37	chr13	FALSE	FALSE
Psmb2	chr4	FALSE	FALSE
Nanos3	chr8	FALSE	FALSE
B3gat1	chr9	FALSE	FALSE
Btg3	chr16	FALSE	FALSE
Chrm3	chr13	TRUE	FALSE
Smagp	chr15	FALSE	FALSE
Gcnt2	chr13	FALSE	FALSE
Neurog1	chr13	FALSE	FALSE
Crocc2	chr1	FALSE	FALSE
Rhpn2	chr7	FALSE	FALSE
Hmgn3	chr9	FALSE	FALSE
Tmem131	chr1	FALSE	FALSE
Eps8l1	chr7	FALSE	FALSE
Aox4	chr1	FALSE	TRUE
Zfp90	chr8	FALSE	FALSE
Hsd17b11	chr5	FALSE	FALSE
Qtrt2	chr16	FALSE	TRUE
Dab1	chr4	FALSE	FALSE
Fat2	chr11	FALSE	FALSE
S100a13	chr3	FALSE	FALSE
Tbc1d15	chr10	FALSE	TRUE
Lmo7	chr14	FALSE	FALSE
Sfmbt2	chr2	FALSE	FALSE
Ankrd27	chr7	FALSE	FALSE
Sorbs3	chr14	FALSE	FALSE
Kitl	chr10	FALSE	FALSE
Tpd52l1	chr10	FALSE	FALSE
Pde8b	chr13	FALSE	FALSE
Crym	chr7	FALSE	FALSE
Prdm10	chr9	FALSE	TRUE
Itih5	chr2	FALSE	FALSE
Rhobtb3	chr13	FALSE	TRUE
Uvssa	chr5	FALSE	FALSE
Ivns1abp	chr1	FALSE	TRUE
Dnah5	chr15	FALSE	FALSE
Plcg2	chr8	FALSE	FALSE
Lgsn	chr1	FALSE	FALSE
Phkb	chr8	FALSE	TRUE
Gprc5a	chr6	FALSE	FALSE
Kcnh4	chr11	FALSE	FALSE
Snx18	chr13	FALSE	FALSE
Plscr5	chr9	FALSE	TRUE
Trp53inp2	chr2	FALSE	FALSE
Kif19a	chr11	FALSE	FALSE
Plekhb2	chr1	FALSE	FALSE
Kctd21	chr7	FALSE	FALSE
Soga1	chr2	FALSE	FALSE
Ctsz	chr2	FALSE	FALSE
Sptssb	chr3	FALSE	FALSE
Rreb1	chr13	FALSE	FALSE
Sh3bp2	chr5	FALSE	FALSE
Adam7	chr14	FALSE	FALSE
Galntl6	chr8	FALSE	TRUE
Ccnd3	chr17	FALSE	FALSE
Traip	chr9	FALSE	FALSE
Igsf9b	chr9	FALSE	FALSE
4932414N04Rik	chr2	FALSE	FALSE
Tmem182	chr1	FALSE	FALSE
Cep295nl	chr11	FALSE	FALSE
Cul1	chr6	FALSE	FALSE
Gm10220	chr5	FALSE	FALSE
Ttn	chr2	FALSE	FALSE
Zfp174	chr16	FALSE	FALSE
Mogat2	chr7	FALSE	FALSE
Cop1	chr1	FALSE	TRUE
4930447C04Rik	chr12	FALSE	FALSE
Cpe	chr8	FALSE	FALSE
Plxnd1	chr6	FALSE	FALSE
Grap2	chr15	FALSE	FALSE
Ap3b2	chr7	FALSE	FALSE
Slco4a1	chr2	FALSE	FALSE
Slc36a2	chr11	FALSE	FALSE
Lrrc72	chr12	FALSE	FALSE
Myo5c	chr9	FALSE	FALSE
Myom3	chr4	FALSE	FALSE
Gask1b	chr3	FALSE	FALSE
Lrrc52	chr1	FALSE	FALSE
Furin	chr7	FALSE	FALSE
Cfap65	chr1	FALSE	FALSE
Gm13283	chr4	FALSE	FALSE
Ctxn2	chr2	FALSE	FALSE
Pbx4	chr8	FALSE	FALSE
Bmp10	chr6	FALSE	FALSE
Bcor	chrX	FALSE	FALSE
Impdh1	chr6	FALSE	FALSE
Epn3	chr11	FALSE	FALSE
Galnt14	chr17	FALSE	FALSE
Pgap1	chr1	FALSE	TRUE
Oacyl	chr18	FALSE	FALSE
Acvr1	chr2	FALSE	FALSE
Plekhg5	chr4	FALSE	FALSE
Ak9	chr10	FALSE	FALSE
Apip	chr2	FALSE	FALSE
E130114P18Rik	chr4	FALSE	FALSE
Cdk17	chr10	FALSE	FALSE
Abcb9	chr5	FALSE	FALSE
Drc7	chr8	FALSE	FALSE
Chst10	chr1	FALSE	FALSE
Gpd1l	chr9	FALSE	FALSE
Acsl3	chr1	FALSE	TRUE
Crip1	chr12	FALSE	FALSE
Tent4a	chr13	FALSE	FALSE
Bend6	chr1	FALSE	FALSE
Wfdc5	chr2	FALSE	FALSE
Ephx1	chr1	FALSE	FALSE
D930020B18Rik	chr10	FALSE	FALSE
Far1	chr7	FALSE	FALSE
Gpat3	chr5	FALSE	FALSE
Pitpnc1	chr11	FALSE	FALSE
Prrt4	chr6	FALSE	FALSE
Polk	chr13	FALSE	TRUE
Ankdd1b	chr13	FALSE	FALSE
Mstn	chr1	FALSE	FALSE
9430038I01Rik	chr7	FALSE	FALSE
Prex2	chr1	FALSE	FALSE
Serpine2	chr1	FALSE	FALSE
Tjp2	chr19	FALSE	FALSE
Clcnkb	chr4	FALSE	FALSE
Gbp7	chr3	FALSE	FALSE
Plxnc1	chr10	FALSE	FALSE
Commd3	chr2	FALSE	TRUE
Ncoa7	chr10	FALSE	TRUE
Bcar1	chr8	FALSE	FALSE
A830018L16Rik	chr1	FALSE	FALSE
Ihh	chr1	FALSE	FALSE
Myh7b	chr2	FALSE	FALSE
Ntsr1	chr2	FALSE	FALSE
Syt15	chr14	FALSE	FALSE
Sox8	chr17	FALSE	FALSE
Resp18	chr1	FALSE	FALSE
Apoh	chr11	FALSE	FALSE
Trpm6	chr19	FALSE	FALSE
Gdnf	chr15	FALSE	FALSE
Tirap	chr9	FALSE	FALSE
Ntng2	chr2	FALSE	FALSE
L1cam	chrX	FALSE	FALSE
Ghrhr	chr6	FALSE	FALSE
Sdc2	chr15	FALSE	FALSE
Zdhhc2	chr8	FALSE	FALSE
Htr6	chr4	FALSE	FALSE
Trpm2	chr10	FALSE	FALSE
Tmem14a	chr1	FALSE	TRUE
Syk	chr13	FALSE	FALSE
Tns2	chr15	FALSE	FALSE
Fignl2	chr15	FALSE	FALSE
Ctnnal1	chr4	FALSE	FALSE
St8sia4	chr1	FALSE	FALSE
Ptpro	chr6	FALSE	FALSE
Cyp2j13	chr4	FALSE	FALSE
Hspb7	chr4	FALSE	FALSE
Golph3	chr15	FALSE	FALSE
Comt	chr16	FALSE	FALSE
Lrp2	chr2	FALSE	FALSE
Iqub	chr6	FALSE	TRUE
Sil1	chr18	FALSE	FALSE
Mtcl1	chr17	FALSE	FALSE
Ciao2b	chr8	FALSE	TRUE
Mcur1	chr13	FALSE	FALSE
Crocc	chr4	FALSE	FALSE
A930009A15Rik	chr10	FALSE	FALSE
Efnb2	chr8	FALSE	FALSE
Grn	chr11	FALSE	FALSE
Lrp8	chr4	FALSE	FALSE
1700010I14Rik	chr17	FALSE	FALSE
Pde1c	chr6	FALSE	FALSE
Fam187b	chr7	FALSE	FALSE
Arhgef7	chr8	FALSE	FALSE
Pirt	chr11	FALSE	FALSE
Ccdc50	chr16	FALSE	TRUE
Lama3	chr18	FALSE	FALSE
Ppp4r2	chr6	FALSE	FALSE
Ppp2r2c	chr5	FALSE	FALSE
Fcmr	chr1	FALSE	FALSE
Zfp322a	chr13	FALSE	FALSE
Kcng4	chr8	FALSE	FALSE
Gpbp1	chr13	FALSE	FALSE
Opa1	chr16	FALSE	FALSE
Uqcc2	chr17	FALSE	FALSE
Wnt7a	chr6	FALSE	FALSE
Trpm5	chr7	FALSE	FALSE
Htatip2	chr7	FALSE	FALSE
4931429L15Rik	chr9	FALSE	FALSE
Prtg	chr9	FALSE	FALSE
Lhx2	chr2	FALSE	FALSE
Fgfr2	chr7	FALSE	FALSE
Cmtm4	chr8	FALSE	FALSE
Dbh	chr2	FALSE	FALSE
Tbx21	chr11	FALSE	FALSE
Ifitm10	chr7	FALSE	FALSE
Frem1	chr4	FALSE	FALSE
Prr36	chr8	FALSE	FALSE
Hadha	chr5	FALSE	FALSE
St6galnac2	chr11	FALSE	FALSE
Aen	chr7	FALSE	FALSE
Plin2	chr4	FALSE	TRUE
Faap20	chr4	FALSE	FALSE
Anxa6	chr11	FALSE	FALSE
Vsx2	chr12	FALSE	FALSE
Atg9b	chr5	FALSE	FALSE
Rabggta	chr14	FALSE	FALSE
1700020N01Rik	chr10	FALSE	FALSE
Sowahc	chr10	FALSE	TRUE
Asphd2	chr5	FALSE	FALSE
Nxpe3	chr16	FALSE	FALSE
Gls	chr1	FALSE	FALSE
Tspan15	chr10	FALSE	FALSE
Prdm8	chr5	FALSE	FALSE
Slc26a3	chr12	FALSE	FALSE
4933427D14Rik	chr11	FALSE	FALSE
Irf7	chr7	FALSE	FALSE
Tfr2	chr5	FALSE	FALSE
Xrra1	chr7	FALSE	FALSE
Panx1	chr9	FALSE	FALSE
Irs1	chr1	FALSE	FALSE
Snx13	chr12	FALSE	FALSE
Mtus1	chr8	FALSE	FALSE
Sv2b	chr7	TRUE	FALSE
Ski	chr4	FALSE	FALSE
Abi3bp	chr16	FALSE	FALSE
Il19	chr1	FALSE	FALSE
Bcl9	chr3	FALSE	FALSE
Tmem63c	chr12	FALSE	FALSE
Grid2	chr6	FALSE	FALSE
Stk39	chr2	FALSE	FALSE
Mrps6	chr16	FALSE	FALSE
Gem	chr4	FALSE	FALSE
Tarbp1	chr8	FALSE	TRUE
Fam216b	chr14	FALSE	FALSE
Hacd4	chr4	FALSE	FALSE
Ccdc141	chr2	FALSE	FALSE
Tec	chr5	FALSE	FALSE
Cdhr2	chr13	FALSE	FALSE
Ppara	chr15	FALSE	FALSE
Cep250	chr2	FALSE	FALSE
Grtp1	chr8	FALSE	FALSE
Tdh	chr14	FALSE	FALSE
Neto2	chr8	FALSE	FALSE
Mroh1	chr15	FALSE	FALSE
Ifngr1	chr10	FALSE	FALSE
Arid1a	chr4	FALSE	FALSE
Rasgef1a	chr6	FALSE	FALSE
Lrrc32	chr7	FALSE	FALSE
Cish	chr9	FALSE	FALSE
Rpp40	chr13	FALSE	FALSE
Cst7	chr2	FALSE	FALSE
Aar2	chr2	FALSE	FALSE
Tmem190	chr7	FALSE	FALSE
2010109A12Rik	chr5	FALSE	TRUE
Klf15	chr6	FALSE	FALSE
Cep162	chr9	FALSE	FALSE
Mroh4	chr15	FALSE	FALSE
Pak6	chr2	FALSE	FALSE
Igfbp2	chr1	FALSE	FALSE
Sntg2	chr12	FALSE	FALSE
Fhdc1	chr3	FALSE	FALSE
Pard6g	chr18	FALSE	FALSE
Igfbpl1	chr4	FALSE	FALSE
Tpcn2	chr7	FALSE	FALSE
Wdr6	chr9	FALSE	FALSE
Ildr1	chr16	FALSE	FALSE
Txk	chr5	FALSE	FALSE
Myo1c	chr11	FALSE	FALSE
Sntb2	chr8	FALSE	FALSE
Fezf2	chr14	FALSE	FALSE
Inava	chr1	FALSE	FALSE
Sgo1	chr17	FALSE	TRUE
Hmgb2	chr8	FALSE	FALSE
Ddit3	chr10	FALSE	FALSE
Rasgrp1	chr2	FALSE	FALSE
Clip2	chr5	FALSE	FALSE
Cnksr1	chr4	FALSE	FALSE
Noct	chr3	FALSE	FALSE
Klhl14	chr18	FALSE	FALSE
Pappa	chr4	FALSE	FALSE
Spaca3	chr11	FALSE	FALSE
Galc	chr12	FALSE	FALSE
Ppic	chr18	FALSE	FALSE
Creb1	chr1	FALSE	FALSE
Rassf4	chr6	FALSE	FALSE
Gstm4	chr3	FALSE	TRUE
Ss18	chr18	FALSE	FALSE
Plek	chr11	FALSE	FALSE
Slc1a5	chr7	FALSE	FALSE
Cngb3	chr4	FALSE	FALSE
Actr2	chr11	FALSE	FALSE
Pcare	chr17	FALSE	FALSE
Adamts3	chr5	FALSE	FALSE
Cfap46	chr7	FALSE	FALSE
Cntn5	chr9	TRUE	FALSE
Usp22	chr11	FALSE	FALSE
Asah2	chr19	FALSE	FALSE
Fbxo24	chr5	FALSE	FALSE
Gk	chrX	FALSE	FALSE
Plppr4	chr3	FALSE	FALSE
Tmem120b	chr5	FALSE	FALSE
Ccdc28a	chr10	FALSE	TRUE
Plekha5	chr6	FALSE	TRUE
Vwa2	chr19	FALSE	FALSE
Car3	chr3	FALSE	FALSE
Agt	chr8	FALSE	FALSE
Ndufaf2	chr13	FALSE	TRUE
Mmp15	chr8	FALSE	FALSE
Tmem165	chr5	FALSE	FALSE
Mapk13	chr17	FALSE	FALSE
Prkch	chr12	FALSE	FALSE
Crnkl1	chr2	FALSE	FALSE
Trim45	chr3	FALSE	FALSE
Pom121l2	chr13	FALSE	FALSE
Lrrn4	chr2	FALSE	FALSE
Phox2a	chr7	FALSE	FALSE
Exoc3l4	chr12	FALSE	FALSE
Rnf125	chr18	FALSE	FALSE
Fam167a	chr14	FALSE	FALSE
Uchl3	chr14	FALSE	TRUE
Slc25a24	chr3	FALSE	FALSE
Kcns1	chr2	FALSE	FALSE
Far2	chr6	FALSE	TRUE
Tsc22d2	chr3	FALSE	FALSE
Abcg8	chr17	FALSE	FALSE
Tshr	chr12	FALSE	FALSE
Tnfrsf11a	chr1	FALSE	FALSE
Gpx2	chr12	FALSE	FALSE
Adamts9	chr6	FALSE	FALSE
Tmem243	chr5	FALSE	FALSE
Dpy19l1	chr9	FALSE	FALSE
Mgst2	chr3	FALSE	FALSE
Pcp4l1	chr1	FALSE	FALSE
Anxa8	chr14	FALSE	FALSE
Lrrc15	chr16	FALSE	FALSE
Mtdh	chr15	FALSE	FALSE
Dnajc1	chr2	FALSE	FALSE
Plppr1	chr4	FALSE	FALSE
Smpdl3a	chr10	FALSE	FALSE
Rflna	chr5	FALSE	FALSE
Micall2	chr5	FALSE	FALSE
Mtarc1	chr1	FALSE	FALSE
Impa1	chr3	FALSE	TRUE
Bmp5	chr9	FALSE	TRUE
Cdk6	chr5	FALSE	FALSE
Csgalnact1	chr8	FALSE	FALSE
Wdr47	chr3	FALSE	FALSE
Pde6a	chr18	FALSE	FALSE
Mthfs	chr9	FALSE	FALSE
Chaf1b	chr16	FALSE	FALSE
Pcdh19	chrX	FALSE	FALSE
Ces2e	chr8	FALSE	FALSE
Kcnt1	chr2	FALSE	FALSE
Sox13	chr1	FALSE	FALSE
Whrn	chr4	FALSE	FALSE
Eomes	chr9	FALSE	FALSE
Emp1	chr6	FALSE	FALSE
Sypl2	chr3	FALSE	FALSE
Plce1	chr19	FALSE	FALSE
Abhd6	chr14	FALSE	FALSE
Rmnd5a	chr6	FALSE	FALSE
Zfyve21	chr12	FALSE	FALSE
Ranbp10	chr8	FALSE	FALSE
Slc1a2	chr2	FALSE	FALSE
Fbxo2	chr4	FALSE	FALSE
Slc8a1	chr17	FALSE	FALSE
Tgm2	chr2	FALSE	FALSE
Gpr153	chr4	FALSE	FALSE
Kcnj4	chr15	FALSE	FALSE
Sp4	chr12	FALSE	FALSE
Tet1	chr10	FALSE	FALSE
Arid3a	chr10	FALSE	FALSE
Lvrn	chr18	FALSE	FALSE
Syt9	chr7	FALSE	FALSE
Reep4	chr14	FALSE	TRUE
Slc14a1	chr18	FALSE	FALSE
Plekhg2	chr7	FALSE	FALSE
Ccr7	chr11	FALSE	FALSE
Alox12	chr11	FALSE	FALSE
Chrna7	chr7	FALSE	FALSE
Gm4792	chr10	FALSE	FALSE
Macroh2a2	chr10	FALSE	FALSE
Eif4g2	chr7	FALSE	FALSE
Cngb1	chr8	FALSE	FALSE
H3f3a	chr1	FALSE	FALSE
Crat	chr2	FALSE	FALSE
Asb18	chr1	FALSE	FALSE
Rsbn1l	chr5	FALSE	FALSE
Colec12	chr18	FALSE	FALSE
Mtmr12	chr15	FALSE	FALSE
Cdkl2	chr5	FALSE	TRUE
Ahdc1	chr4	FALSE	FALSE
Nudt18	chr14	FALSE	FALSE
Trappc12	chr12	FALSE	FALSE
Tagln3	chr16	FALSE	FALSE
Fndc1	chr17	FALSE	FALSE
Plxnb3	chrX	FALSE	FALSE
Il1rap	chr16	FALSE	FALSE
Cd40	chr2	FALSE	FALSE
Cipc	chr12	FALSE	FALSE
Metrnl	chr11	FALSE	FALSE
Stard3	chr11	FALSE	FALSE
Adcy3	chr12	FALSE	FALSE
Cabin1	chr10	FALSE	FALSE
Spata18	chr5	FALSE	FALSE
Adgrf1	chr17	FALSE	FALSE
Aqp6	chr15	FALSE	FALSE
Fbxo33	chr12	FALSE	FALSE
Themis	chr10	FALSE	TRUE
Rassf6	chr5	FALSE	FALSE
Hoxb7	chr11	FALSE	FALSE
Rrm2b	chr15	FALSE	FALSE
Rps14	chr18	FALSE	FALSE
Max	chr12	FALSE	FALSE
Eif3h	chr15	FALSE	FALSE
Wdr86	chr5	FALSE	FALSE
Dmbt1	chr7	FALSE	FALSE
Stk10	chr11	FALSE	FALSE
Ccbe1	chr18	FALSE	FALSE
Eya2	chr2	FALSE	FALSE
Lrtm2	chr6	FALSE	FALSE
Adcy4	chr14	FALSE	FALSE
Sncaip	chr18	FALSE	FALSE
Btbd17	chr11	FALSE	FALSE
Rab30	chr7	FALSE	FALSE
Ell	chr8	FALSE	FALSE
Ccdc93	chr1	FALSE	FALSE
Gnb4	chr3	FALSE	FALSE
St8sia1	chr6	FALSE	FALSE
Arrdc4	chr7	FALSE	FALSE
Ntn1	chr11	FALSE	FALSE
Ttc17	chr2	FALSE	FALSE
Slc22a1	chr17	FALSE	FALSE
Plekha7	chr7	FALSE	FALSE
Galns	chr8	FALSE	FALSE
Mtif3	chr5	FALSE	FALSE
Col23a1	chr11	FALSE	FALSE
Galnt2	chr8	FALSE	FALSE
Trmt10b	chr4	FALSE	FALSE
Pemt	chr11	FALSE	FALSE
Palld	chr8	FALSE	FALSE
Sucla2	chr14	FALSE	FALSE
Rps6ka6	chrX	FALSE	FALSE
Slco2b1	chr7	FALSE	FALSE
Pdk3	chrX	FALSE	FALSE
Pdk2	chr11	FALSE	FALSE
Ggh	chr4	FALSE	TRUE
Spon2	chr5	FALSE	FALSE
Jam3	chr9	FALSE	FALSE
